,treat,age,agesq,education*,black,hispanic,married,nodegree,propensity_score,propensity_logit,re78
58,1.0,42,1764,14,1.0,0.0,1.0,0.0,0.09390035832199099,-2.2669150775701183,13167
59,1.0,22,484,11,0.0,0.0,0.0,1.0,0.7420634101278873,1.056720918885062,1048
60,1.0,17,289,8,1.0,0.0,0.0,1.0,0.9797538196072761,3.8793351824455815,0
61,1.0,29,841,8,1.0,0.0,0.0,1.0,0.9751345417102767,3.669095829861801,1923
62,1.0,35,1225,10,1.0,0.0,0.0,1.0,0.949904585046159,2.9424320567415614,4666
63,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9677722117223968,3.402167670739964,549
64,1.0,29,841,4,1.0,0.0,0.0,1.0,0.9846938879959897,4.164078593248993,762
65,1.0,28,784,9,1.0,0.0,0.0,1.0,0.9734280572788656,3.6009680467903453,10694
66,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9677722117223968,3.402167670739964,0
67,1.0,23,529,7,0.0,0.0,0.0,1.0,0.8231224351498472,1.53764718728966,0
68,1.0,45,2025,5,1.0,0.0,1.0,1.0,0.3455007959678804,-0.638875422183235,8546
69,1.0,29,841,13,1.0,0.0,0.0,0.0,0.8867007113008276,2.0574746185904593,7479
70,1.0,27,729,9,1.0,0.0,0.0,1.0,0.9746588770887664,3.649659052433558,0
71,1.0,46,2116,13,1.0,0.0,0.0,0.0,0.513035585388604,0.05215416019456983,647
72,1.0,18,324,6,1.0,0.0,0.0,1.0,0.9844405383683942,4.147404579817219,0
73,1.0,25,625,12,1.0,0.0,0.0,0.0,0.9138936090723841,2.362130527745851,11965
74,1.0,28,784,15,1.0,0.0,0.0,0.0,0.8659484722766908,1.8656011446722034,9598
75,1.0,25,625,11,0.0,0.0,0.0,1.0,0.7298320679454982,0.9937707275409287,18783
76,1.0,22,484,12,1.0,0.0,0.0,0.0,0.9187199481755967,2.4250807190899857,18678
77,1.0,21,441,9,1.0,0.0,0.0,1.0,0.9780402617944282,3.796340141518203,0
78,1.0,40,1600,11,1.0,0.0,0.0,1.0,0.9028136794917011,2.2288862310724427,23005
79,1.0,22,484,11,1.0,0.0,0.0,1.0,0.9718517795556786,3.5417191669741452,6456
80,1.0,25,625,12,1.0,0.0,0.0,0.0,0.9138936090723841,2.362130527745851,0
81,1.0,18,324,12,1.0,0.0,0.0,0.0,0.9177406427776017,2.412037677699075,2321
82,1.0,38,1444,12,0.0,0.0,0.0,0.0,0.24674475775353474,-1.1160497045754982,4941
83,1.0,27,729,13,1.0,0.0,0.0,0.0,0.8967647807302157,2.1617835320090077,0
84,1.0,27,729,8,1.0,0.0,0.0,1.0,0.9775422279597916,3.773404743280348,0
85,1.0,38,1444,11,1.0,0.0,0.0,1.0,0.9231252174541417,2.485586991397748,0
86,1.0,23,529,8,0.0,1.0,0.0,1.0,0.9733481266672454,3.5978823630561045,3881
87,1.0,26,676,11,1.0,0.0,0.0,1.0,0.9690496569855859,3.4439317742510482,17230
88,1.0,21,441,12,0.0,0.0,0.0,0.0,0.4868060796316061,-0.052787936148639726,8048
89,1.0,25,625,8,1.0,0.0,0.0,1.0,0.9791637788768912,3.850006048170397,0
90,1.0,31,961,11,1.0,0.0,1.0,1.0,0.5789779350877932,0.318579125163362,14509
91,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9742151183093356,3.631843800751991,0
92,1.0,25,625,11,1.0,0.0,0.0,1.0,0.9700776078699715,3.478768975630012,0
93,1.0,21,441,12,1.0,0.0,0.0,0.0,0.9192507537122434,2.4322103119404437,9983
94,1.0,44,1936,11,1.0,0.0,0.0,1.0,0.8364929364721636,1.6323618848363324,0
95,1.0,25,625,12,0.0,0.0,0.0,0.0,0.4693216547839637,-0.12286772034323284,5587
96,1.0,18,324,9,1.0,0.0,0.0,1.0,0.9776028001259941,3.776167507276826,4482
97,1.0,42,1764,12,1.0,0.0,0.0,0.0,0.6958978916293825,0.8278394143344777,2456
98,1.0,25,625,10,1.0,0.0,0.0,1.0,0.9734680326712237,3.6025146664768064,0
99,1.0,31,961,9,0.0,1.0,0.0,1.0,0.9573979285474002,3.1123162355921132,26817
100,1.0,24,576,10,1.0,0.0,0.0,1.0,0.9741794531521114,3.6304249657236465,0
101,1.0,26,676,10,1.0,0.0,0.0,1.0,0.9725532606554976,3.5676774650978484,9265
102,1.0,25,625,11,1.0,0.0,0.0,1.0,0.9700776078699715,3.478768975630012,485
103,1.0,18,324,11,1.0,0.0,0.0,1.0,0.9714927710580991,3.528676125583239,4814
104,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9718684091437341,3.5423272391291505,7458
105,1.0,43,1849,9,1.0,0.0,0.0,1.0,0.8848695812326329,2.0393747062871403,0
106,1.0,27,729,13,1.0,0.0,0.0,0.0,0.8967647807302157,2.1617835320090077,34099
107,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9771477768742578,3.7555894915987866,1953
108,1.0,30,900,11,1.0,0.0,0.0,1.0,0.9621417893432463,3.235313947413956,0
109,1.0,26,676,10,1.0,0.0,1.0,1.0,0.6726982543121294,0.7204143548868434,0
110,1.0,20,400,9,1.0,0.0,0.0,1.0,0.9780446146641903,3.7965428322365344,8881
111,1.0,17,289,9,0.0,1.0,0.0,1.0,0.9693671986031633,3.4545721101229487,6210
112,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9192657979236718,2.4324130026587807,0
113,1.0,18,324,11,1.0,0.0,0.0,1.0,0.9714927710580991,3.528676125583239,929
114,1.0,27,729,12,1.0,0.0,1.0,0.0,0.3631463666375315,-0.5617338873551996,0
115,1.0,21,441,12,0.0,0.0,0.0,0.0,0.4868060796316061,-0.052787936148639726,12558
116,1.0,27,729,12,1.0,0.0,0.0,0.0,0.9076714634140268,2.285529222855805,22163
117,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9192657979236718,2.4324130026587807,1652
118,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9750611395806724,3.666072929975951,8124
119,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9176641019757041,2.4110242241073983,671
120,1.0,29,841,14,1.0,0.0,0.0,0.0,0.8736615816298904,1.9337289277436633,17814
121,1.0,18,324,10,1.0,0.0,0.0,1.0,0.9747270250491157,3.6524218164300324,9737
122,1.0,19,361,9,1.0,0.0,0.0,1.0,0.9778997582520719,3.789818620822745,17685
123,1.0,27,729,13,0.0,0.0,1.0,0.0,0.04029193454020604,-3.1704778262910804,0
124,1.0,18,324,11,0.0,0.0,0.0,1.0,0.7395590313774704,1.0436778774941522,4321
125,1.0,27,729,9,1.0,0.0,1.0,1.0,0.6904867629820086,0.8023959422225534,1773
126,1.0,22,484,12,1.0,0.0,0.0,0.0,0.9187199481755967,2.4250807190899857,0
127,1.0,23,529,10,1.0,0.0,1.0,1.0,0.6908604918638684,0.8041452526273529,11233
128,1.0,23,529,12,0.0,1.0,0.0,0.0,0.8918719931181159,2.1100068426315555,559
129,1.0,20,400,11,1.0,0.0,0.0,1.0,0.9720516682972239,3.549051450542939,1085
130,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9771477768742578,3.7555894915987866,5445
131,1.0,28,784,11,1.0,0.0,0.0,1.0,0.9662184993913363,3.353476665096753,60307
132,1.0,26,676,11,1.0,0.0,1.0,1.0,0.6448937797629041,0.5966686640400478,1460
133,1.0,20,400,11,1.0,0.0,0.0,1.0,0.9720516682972239,3.549051450542939,6943
134,1.0,24,576,11,1.0,0.0,1.0,1.0,0.6591292257501161,0.6594161646658454,4032
135,1.0,31,961,9,1.0,0.0,0.0,1.0,0.9681186550715013,3.4133336170679573,10363
136,1.0,23,529,8,0.0,0.0,1.0,1.0,0.1925754461815485,-1.4333616137681395,4232
137,1.0,18,324,10,1.0,0.0,0.0,1.0,0.9747270250491157,3.6524218164300324,11141
138,1.0,29,841,12,1.0,0.0,0.0,0.0,0.8985503667031165,2.181220309437254,0
139,1.0,26,676,11,0.0,0.0,0.0,1.0,0.7229082284933998,0.9589335261619667,13385
140,1.0,24,576,9,1.0,0.0,0.0,1.0,0.9771160728313322,3.754170656570444,4849
141,1.0,25,625,12,1.0,0.0,0.0,0.0,0.9138936090723841,2.362130527745851,0
142,1.0,24,576,10,1.0,0.0,0.0,1.0,0.9741794531521114,3.6304249657236465,1660
143,1.0,46,2116,8,1.0,0.0,0.0,1.0,0.8407441509927314,1.6637753714659145,0
144,1.0,31,961,12,0.0,0.0,0.0,0.0,0.3927435200787251,-0.4357944605988798,2484
145,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9718684091437341,3.5423272391291505,4146
146,1.0,19,361,8,1.0,0.0,0.0,1.0,0.9804217640436277,3.9135643116695427,9970
147,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9677722117223968,3.402167670739964,0
148,1.0,26,676,11,1.0,0.0,1.0,1.0,0.6448937797629041,0.5966686640400478,26372
149,1.0,20,400,10,1.0,0.0,0.0,1.0,0.9752241303752451,3.6727971413897422,5615
150,1.0,28,784,10,1.0,0.0,0.0,1.0,0.9700326814204999,3.4772223559435473,3196
151,1.0,24,576,12,1.0,0.0,0.0,0.0,0.9160647073497382,2.3900408269926876,6167
152,1.0,19,361,8,1.0,0.0,0.0,1.0,0.9804217640436277,3.9135643116695427,7535
153,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9176641019757041,2.4110242241073983,8484
154,1.0,42,1764,9,1.0,0.0,1.0,1.0,0.3417975701923761,-0.655293866298773,1294
155,1.0,25,625,13,1.0,0.0,0.0,0.0,0.9036439151281277,2.2383848368990544,0
156,1.0,18,324,9,1.0,0.0,0.0,1.0,0.9776028001259941,3.776167507276826,5010
157,1.0,21,441,12,1.0,0.0,0.0,0.0,0.9192507537122434,2.4322103119404437,9371
158,1.0,27,729,10,1.0,0.0,0.0,1.0,0.9714161577563989,3.52591336158676,0
159,1.0,21,441,8,1.0,0.0,0.0,1.0,0.9805465527526148,3.920085832364988,4279
160,1.0,22,484,9,1.0,0.0,0.0,1.0,0.9778866128858588,3.7892105486677403,3462
161,1.0,31,961,4,1.0,0.0,0.0,1.0,0.9825714272878033,4.032062071301936,7382
162,1.0,24,576,10,1.0,0.0,1.0,1.0,0.6863611657841862,0.7831618555126416,0
163,1.0,29,841,10,1.0,0.0,0.0,1.0,0.9683729476493361,3.4216044481682135,0
164,1.0,29,841,12,1.0,0.0,0.0,0.0,0.8985503667031165,2.181220309437254,10976
165,1.0,19,361,10,0.0,0.0,0.0,1.0,0.7651409794046709,1.1810746818868634,13829
166,1.0,19,361,11,0.0,1.0,1.0,1.0,0.5972564906101505,0.3940467474423052,6788
167,1.0,31,961,9,1.0,0.0,0.0,1.0,0.9681186550715013,3.4133336170679573,9558
168,1.0,22,484,10,1.0,0.0,1.0,1.0,0.6938544877648241,0.8182017476099379,13228
169,1.0,21,441,9,1.0,0.0,0.0,1.0,0.9780402617944282,3.796340141518203,743
170,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9742151183093356,3.631843800751991,5522
171,1.0,26,676,12,1.0,0.0,1.0,0.0,0.3728592992617905,-0.5199697838441139,1424
172,1.0,20,400,9,0.0,1.0,0.0,1.0,0.9705601863007174,3.4955254507606908,1358
173,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9750611395806724,3.666072929975951,0
174,1.0,26,676,10,1.0,0.0,0.0,1.0,0.9725532606554976,3.5676774650978484,672
175,1.0,28,784,11,1.0,0.0,0.0,1.0,0.9662184993913363,3.353476665096753,0
176,1.0,22,484,12,0.0,1.0,1.0,0.0,0.32668876073647746,-0.723199772596862,10092
177,1.0,33,1089,11,1.0,0.0,0.0,1.0,0.9528497583109561,3.0061181048988153,6281
178,1.0,22,484,12,0.0,0.0,0.0,0.0,0.48502509761143103,-0.05991752899909958,12590
179,1.0,29,841,10,0.0,1.0,0.0,1.0,0.9577339987618124,3.120587066692369,5112
180,1.0,33,1089,12,1.0,0.0,1.0,0.0,0.277322203880816,-0.957783453196349,15952
181,1.0,25,625,14,1.0,0.0,1.0,0.0,0.3246191808681562,-0.7326239641587442,36646
182,1.0,35,1225,9,1.0,0.0,1.0,1.0,0.5545111354556521,0.21891463737735192,12803
183,1.0,35,1225,8,1.0,0.0,1.0,1.0,0.5848366033809921,0.3426603282241484,3786
184,1.0,33,1089,11,1.0,0.0,1.0,1.0,0.5396304444790833,0.15885499468781178,4181
185,0.0,47,2209,12,0.0,0.0,0.0,0.0,0.07660458996298068,-2.4894005432013104,0
186,0.0,50,2500,12,1.0,0.0,1.0,0.0,0.031245578803824347,-3.4341332565767555,0
187,0.0,44,1936,12,0.0,0.0,0.0,0.0,0.1224668005804681,-1.9692748111369118,0
188,0.0,28,784,12,1.0,0.0,1.0,0.0,0.35196228017586134,-0.6104248929984116,0
189,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0011206423772760288,-6.792731936186957,0
190,0.0,55,3025,12,0.0,1.0,1.0,0.0,0.007810319455812817,-4.8444684327843115,0
191,0.0,47,2209,12,0.0,0.0,1.0,0.0,0.004788854638178832,-5.336663653412314,0
192,0.0,25,625,12,1.0,0.0,0.0,0.0,0.9138936090723841,2.362130527745851,0
193,0.0,44,1936,12,0.0,0.0,1.0,0.0,0.008029764348211135,-4.816537921347916,0
194,0.0,50,2500,12,1.0,0.0,1.0,0.0,0.031245578803824347,-3.4341332565767555,0
195,0.0,23,529,12,1.0,0.0,0.0,0.0,0.9176641019757041,2.4110242241073983,4728
196,0.0,49,2401,14,0.0,0.0,1.0,0.0,0.002559092931741065,-5.965540033809464,0
197,0.0,55,3025,14,0.0,0.0,1.0,0.0,0.0006915103561258115,-7.275940681091144,0
198,0.0,34,1156,14,1.0,0.0,1.0,0.0,0.21491873524620417,-1.2955272533259052,0
199,0.0,34,1156,16,0.0,0.0,1.0,0.0,0.017497981219186075,-4.028016883108582,11821
200,0.0,55,3025,13,0.0,1.0,1.0,0.0,0.006907513104431818,-4.968214123631106,0
201,0.0,52,2704,12,0.0,0.0,1.0,0.0,0.0017575455659856942,-6.3420779161621486,0
202,0.0,52,2704,15,0.0,0.0,1.0,0.0,0.001213157416892644,-6.713314988702537,0
203,0.0,30,900,16,0.0,0.0,1.0,0.0,0.023926094519104588,-3.70856862215748,0
204,0.0,21,441,12,0.0,0.0,0.0,0.0,0.4868060796316061,-0.052787936148639726,0
205,0.0,30,900,17,0.0,0.0,0.0,0.0,0.27189066519646016,-0.9850512027932722,0
206,0.0,44,1936,12,0.0,0.0,1.0,0.0,0.008029764348211135,-4.816537921347916,0
207,0.0,46,2116,12,0.0,0.0,0.0,0.0,0.09037223368983993,-2.3090983970477197,0
208,0.0,53,2809,17,0.0,0.0,1.0,0.0,0.0007590603449094198,-7.182669929342472,0
209,0.0,26,676,16,0.0,0.0,0.0,0.0,0.34238412947284147,-0.6526876851093788,9014
210,0.0,49,2401,12,0.0,0.0,1.0,0.0,0.003275353811644492,-5.718048652115872,13299
211,0.0,39,1521,15,0.0,0.0,1.0,0.0,0.011436568600791217,-4.45943681642348,1921
212,0.0,26,676,17,0.0,0.0,1.0,0.0,0.025990335057738807,-3.6236964861671788,11821
213,0.0,32,1024,16,0.0,0.0,1.0,0.0,0.0207459726129168,-3.8544389483687804,0
214,0.0,34,1156,12,0.0,0.0,1.0,0.0,0.02838678385864745,-3.5330341197213975,0
215,0.0,31,961,14,0.0,0.0,1.0,0.0,0.028455407586244763,-3.5305489525034757,0
216,0.0,39,1521,17,0.0,1.0,1.0,0.0,0.07426506239716021,-2.5229473315038313,8866
217,0.0,40,1600,17,0.0,0.0,1.0,0.0,0.007854820482650073,-4.838742029345787,0
218,0.0,31,961,12,0.0,0.0,1.0,0.0,0.03615700975742273,-3.2830575708098837,0
219,0.0,27,729,13,0.0,0.0,1.0,0.0,0.04029193454020604,-3.1704778262910804,28076
220,0.0,48,2304,12,0.0,0.0,1.0,0.0,0.003974425592657908,-5.52389270169803,0
221,0.0,41,1681,13,0.0,0.0,1.0,0.0,0.011178738096965032,-4.482499999319441,0
222,0.0,26,676,14,0.0,0.0,0.0,0.0,0.4000645148599719,-0.40519630341578655,0
223,0.0,50,2500,17,0.0,0.0,0.0,0.0,0.024349411242976158,-3.6905968486888163,0
224,0.0,48,2304,12,0.0,0.0,1.0,0.0,0.003974425592657908,-5.52389270169803,12930
225,0.0,45,2025,16,0.0,0.0,1.0,0.0,0.004160424652780469,-5.477969026624442,0
226,0.0,37,1369,13,0.0,0.0,1.0,0.0,0.018540222362100352,-3.9690984786688346,0
227,0.0,33,1089,12,0.0,0.0,1.0,0.0,0.030984855098443898,-3.442781701285434,0
228,0.0,31,961,12,0.0,0.0,1.0,0.0,0.03615700975742273,-3.2830575708098837,0
229,0.0,36,1296,12,1.0,0.0,1.0,0.0,0.22281762725786672,-1.2493214149006149,17732
230,0.0,44,1936,13,0.0,0.0,1.0,0.0,0.007101773599238401,-4.940283612194712,0
231,0.0,28,784,17,0.0,0.0,1.0,0.0,0.02379605775662689,-3.7141515953214768,0
232,0.0,30,900,17,0.0,0.0,1.0,0.0,0.021200245623410906,-3.832314313004276,0
233,0.0,42,1764,16,0.0,0.0,1.0,0.0,0.006696809625942989,-4.999404707352795,0
234,0.0,30,900,12,0.0,0.0,1.0,0.0,0.038657651659953926,-3.2135858587702955,0
235,0.0,27,729,16,0.0,0.0,1.0,0.0,0.028148337203432818,-3.5417148988314686,0
236,0.0,37,1369,12,0.0,0.0,1.0,0.0,0.020931369258101216,-3.8453527878220384,0
237,0.0,37,1369,12,0.0,0.0,1.0,0.0,0.020931369258101216,-3.8453527878220384,0
238,0.0,45,2025,12,0.0,0.0,1.0,0.0,0.00680691378841148,-4.982986263237258,22165
239,0.0,35,1225,16,0.0,0.0,1.0,0.0,0.01590332075310989,-4.12519620367667,0
240,0.0,37,1369,17,0.0,0.0,1.0,0.0,0.011384178748360556,-4.464081242056019,66497
241,0.0,27,729,17,0.0,0.0,1.0,0.0,0.024953754977825097,-3.665460589678265,0
242,0.0,47,2209,14,0.0,0.0,1.0,0.0,0.003742861255796665,-5.584155035105907,0
243,0.0,48,2304,12,0.0,0.0,1.0,0.0,0.003974425592657908,-5.52389270169803,0
244,0.0,42,1764,12,0.0,0.0,1.0,0.0,0.010938996527863957,-4.50442194396561,0
245,0.0,43,1849,12,0.0,0.0,1.0,0.0,0.009405445605493397,-4.6570164815907,0
246,0.0,46,2116,12,0.0,0.0,1.0,0.0,0.0057296112473463005,-5.156361507258723,0
247,0.0,46,2116,12,0.0,0.0,1.0,0.0,0.0057296112473463005,-5.156361507258723,0
248,0.0,46,2116,12,0.0,0.0,1.0,0.0,0.0057296112473463005,-5.156361507258723,0
249,0.0,29,841,16,0.0,0.0,1.0,0.0,0.025431064623510573,-3.646023812250018,8396
250,0.0,39,1521,13,0.0,0.0,1.0,0.0,0.014601160871614583,-4.211945434729889,0
251,0.0,32,1024,12,0.0,0.0,1.0,0.0,0.03358687038384562,-3.3594561849815956,0
252,0.0,48,2304,16,0.0,0.0,1.0,0.0,0.002426501150545397,-6.018875465085215,0
253,0.0,48,2304,16,0.0,0.0,1.0,0.0,0.002426501150545397,-6.018875465085215,0
254,0.0,41,1681,13,0.0,0.0,1.0,0.0,0.011178738096965032,-4.482499999319441,0
255,0.0,42,1764,13,0.0,0.0,1.0,0.0,0.009678069386884999,-4.628167634812407,0
256,0.0,42,1764,13,0.0,0.0,1.0,0.0,0.009678069386884999,-4.628167634812407,0
257,0.0,42,1764,13,0.0,0.0,1.0,0.0,0.009678069386884999,-4.628167634812407,0
258,0.0,54,2916,13,0.0,0.0,1.0,0.0,0.0009903338478943883,-6.916477627033753,0
259,0.0,29,841,14,0.0,0.0,1.0,0.0,0.03234136135974284,-3.3985324305564255,0
260,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0011206423772760288,-6.792731936186957,0
261,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0011206423772760288,-6.792731936186957,0
262,0.0,26,676,14,0.0,0.0,1.0,0.0,0.03723861227429435,-3.2524594136267906,0
263,0.0,43,1849,17,0.0,0.0,1.0,0.0,0.005088124170938685,-5.275744935824681,36943
264,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0011206423772760288,-6.792731936186957,0
265,0.0,37,1369,12,0.0,0.0,1.0,0.0,0.020931369258101216,-3.8453527878220384,0
266,0.0,54,2916,16,0.0,0.0,1.0,0.0,0.0006834217757221102,-7.287714699574142,0
267,0.0,48,2304,17,0.0,0.0,1.0,0.0,0.0021446731150059134,-6.142621155932011,0
268,0.0,44,1936,12,0.0,0.0,1.0,0.0,0.008029764348211135,-4.816537921347916,0
269,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0011206423772760288,-6.792731936186957,0
270,0.0,38,1444,12,0.0,0.0,1.0,0.0,0.018645794878337858,-3.963312814786502,0
271,0.0,37,1369,13,0.0,0.0,1.0,0.0,0.018540222362100352,-3.9690984786688346,0
272,0.0,27,729,17,0.0,0.0,1.0,0.0,0.024953754977825097,-3.665460589678265,0
273,0.0,51,2601,12,0.0,0.0,1.0,0.0,0.0021780578524844326,-6.1271412593479315,0
274,0.0,39,1521,12,0.0,0.0,1.0,0.0,0.016492820968243272,-4.088199743883092,0
275,0.0,55,3025,14,0.0,0.0,1.0,0.0,0.0006915103561258115,-7.275940681091144,0
276,0.0,54,2916,13,0.0,0.0,1.0,0.0,0.0009903338478943883,-6.916477627033753,0
277,0.0,54,2916,13,0.0,0.0,1.0,0.0,0.0009903338478943883,-6.916477627033753,0
278,0.0,34,1156,12,0.0,0.0,1.0,0.0,0.02838678385864745,-3.5330341197213975,0
279,0.0,50,2500,14,0.0,0.0,1.0,0.0,0.0020939165940225195,-6.1666228863594315,0
280,0.0,50,2500,12,0.0,0.0,1.0,0.0,0.0026803297982564878,-5.91913150466584,0
281,0.0,21,441,14,0.0,1.0,0.0,0.0,0.8680357157374893,1.8837015487710087,3657
282,0.0,26,676,12,0.0,0.0,1.0,0.0,0.047201938046330015,-3.004968031933198,0
283,0.0,21,441,13,0.0,0.0,0.0,0.0,0.45598085209074257,-0.17653362699543548,2659
