,treat,age,education*,black,married,hispanic,married_u75,nodegree,re74,re75,propensity_score,propensity_logit,re78
93,1.0,21,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9707440116930413,3.501978518683176,9983
94,1.0,44,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9673736054201384,3.3894631655049468,0
95,1.0,25,12,0.0,0.0,0.0,0.0,0.0,0,0,0.7613636415652473,1.1601702102967366,5587
96,1.0,18,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9920389779654102,4.8252050108973465,4482
97,1.0,42,12,1.0,0.0,0.0,0.0,0.0,0,0,0.8847378107866986,2.0380819025932033,2456
98,1.0,25,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9892876755088273,4.5255902642268495,0
99,1.0,31,9,0.0,0.0,1.0,0.0,1.0,0,0,0.8814326224113379,2.006067177525345,26817
100,1.0,24,10,1.0,0.0,0.0,0.0,1.0,0,0,0.990001779633182,4.595299626897803,0
101,1.0,26,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9885231591089221,4.455880901555903,9265
102,1.0,25,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9911103751509904,4.71394105625302,485
103,1.0,18,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9945240940607963,5.201906594949669,4814
104,1.0,19,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9941310729614599,5.132197232278739,7458
105,1.0,43,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9561638698668568,3.08247094412357,0
106,1.0,27,13,1.0,0.0,0.0,0.0,0.0,0,0,0.963458229646967,3.2720731346836343,34099
107,1.0,17,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9925710522595669,4.894914373568297,1953
108,1.0,30,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9874498642505446,4.3653942428982555,0
109,1.0,26,10,1.0,1.0,0.0,1.0,1.0,2027,0,0.910229068309558,2.3164350688970177,0
110,1.0,20,9,1.0,0.0,0.0,0.0,1.0,6083,0,0.9857469379961172,4.236427905387447,8881
111,1.0,17,9,0.0,0.0,1.0,0.0,1.0,445,74,0.9494195983868081,2.932286667454338,6210
112,1.0,20,12,1.0,0.0,0.0,0.0,0.0,989,165,0.9695599478636323,3.4610830608149525,0
113,1.0,18,11,1.0,0.0,0.0,0.0,1.0,858,214,0.9938786278032413,5.08982880782704,929
114,1.0,27,12,1.0,1.0,0.0,0.0,0.0,3670,334,0.8227253024725572,1.5349218761529677,0
115,1.0,21,12,0.0,0.0,0.0,0.0,0.0,3670,334,0.748738916345411,1.0918977739941094,12558
116,1.0,27,12,1.0,0.0,0.0,0.0,0.0,2143,357,0.9450170602314979,2.8441800293982107,22163
117,1.0,20,12,1.0,0.0,0.0,0.0,0.0,0,377,0.970283920873236,3.485900446547411,1652
118,1.0,19,10,1.0,0.0,0.0,0.0,1.0,0,385,0.9922803647869785,4.8562385824260685,8124
119,1.0,23,12,1.0,0.0,0.0,0.0,0.0,5506,501,0.9448943615133799,2.841821091682908,671
120,1.0,29,14,1.0,0.0,0.0,0.0,0.0,0,679,0.9595538430317042,3.166496797564826,17814
121,1.0,18,10,1.0,0.0,0.0,0.0,1.0,0,798,0.9920922170581875,4.831968606701333,9737
122,1.0,19,9,1.0,0.0,0.0,0.0,1.0,0,798,0.9897878096962559,4.573908452004226,17685
123,1.0,27,13,0.0,1.0,0.0,0.0,0.0,9381,853,0.2932448340907362,-0.8796764346144387,0
124,1.0,18,11,0.0,0.0,0.0,0.0,1.0,3678,919,0.9345094846235045,2.6581164475100643,4321
125,1.0,27,9,1.0,1.0,0.0,0.0,1.0,0,934,0.9417829068465947,2.783595779782433,1773
126,1.0,22,12,1.0,0.0,0.0,0.0,0.0,5605,936,0.9429578817534926,2.805231705960291,0
127,1.0,23,10,1.0,1.0,0.0,0.0,1.0,0,936,0.9626849300168465,3.2503289167374607,11233
128,1.0,23,12,0.0,0.0,1.0,0.0,0.0,9385,1117,0.6229729347047452,0.5021860982469357,559
129,1.0,20,11,1.0,0.0,0.0,0.0,1.0,3637,1220,0.9891877444475827,4.516203882079521,1085
130,1.0,17,9,1.0,0.0,0.0,0.0,1.0,1716,1253,0.98882709321097,4.483027675409112,5445
131,1.0,28,11,1.0,0.0,0.0,0.0,1.0,0,1284,0.985408758308358,4.212635073566899,60307
132,1.0,26,11,1.0,1.0,0.0,0.0,1.0,0,1392,0.9579440101118473,3.125787508623819,1460
133,1.0,20,11,1.0,0.0,0.0,0.0,1.0,16318,1484,0.9712338941491815,3.519369505049095,6943
134,1.0,24,11,1.0,1.0,0.0,0.0,1.0,824,1666,0.9585918194726714,3.141986894271351,4032
135,1.0,31,9,1.0,0.0,0.0,0.0,1.0,0,1698,0.9716011991385258,3.5325985102285564,10363
136,1.0,23,8,0.0,1.0,0.0,0.0,1.0,0,1713,0.6533614466597143,0.6338478891872188,4232
137,1.0,18,10,1.0,0.0,0.0,0.0,1.0,2143,1784,0.988448206438654,4.449295533512569,11141
138,1.0,29,12,1.0,0.0,0.0,0.0,0.0,10881,1817,0.8490344045908051,1.7270477432722715,0
139,1.0,26,11,0.0,0.0,0.0,0.0,1.0,0,2226,0.8884225128089558,2.0747281306281096,13385
140,1.0,24,9,1.0,0.0,0.0,0.0,1.0,9154,2288,0.9612122614852859,3.2100910811927985,4849
141,1.0,25,12,1.0,0.0,0.0,0.0,0.0,14426,2409,0.8333142559999666,1.6093005619223193,0
142,1.0,24,10,1.0,0.0,0.0,0.0,1.0,4250,2421,0.9765794347683863,3.7304416009696233,1660
143,1.0,46,8,1.0,0.0,0.0,0.0,1.0,3165,2594,0.8654038681952817,1.8609176192675525,0
144,1.0,31,12,0.0,0.0,0.0,0.0,0.0,0,2611,0.5368762865899037,0.14777347119322182,2484
145,1.0,19,11,1.0,0.0,0.0,0.0,1.0,2305,2615,0.987468181571861,4.3668733907360435,4146
146,1.0,19,8,1.0,0.0,0.0,0.0,1.0,0,2657,0.9813400013100648,3.962536860758741,9970
147,1.0,27,11,1.0,0.0,0.0,0.0,1.0,2206,2666,0.978223495195924,3.8049065393109016,0
148,1.0,26,11,1.0,1.0,0.0,0.0,1.0,0,2754,0.9435269017490415,2.81586048950778,26372
149,1.0,20,10,1.0,0.0,0.0,0.0,1.0,5005,2777,0.9796177393544838,3.872497487338237,5615
150,1.0,28,10,1.0,0.0,0.0,0.0,1.0,0,2836,0.975183628548886,3.67112221570513,3196
151,1.0,24,12,1.0,0.0,0.0,0.0,0.0,13765,2842,0.8360748714373708,1.629308377783623,6167
152,1.0,19,8,1.0,0.0,0.0,0.0,1.0,2636,2937,0.9759692689603933,3.704097627954659,7535
153,1.0,23,12,1.0,0.0,0.0,0.0,0.0,6269,3039,0.9009592082253166,2.2079281792953678,8484
154,1.0,42,9,1.0,1.0,0.0,0.0,1.0,0,3058,0.7781008300265225,1.2546330279689264,1294
155,1.0,25,13,1.0,0.0,0.0,0.0,0.0,12362,3090,0.8575584936590742,1.795157957273375,0
156,1.0,18,9,1.0,0.0,0.0,0.0,1.0,0,3287,0.9833284365890561,4.07723870264888,5010
157,1.0,21,12,1.0,0.0,0.0,0.0,0.0,6473,3332,0.9059880480254876,2.2656041910787925,9371
158,1.0,27,10,1.0,0.0,0.0,0.0,1.0,1001,3550,0.9708130938979425,3.5044137739604495,0
159,1.0,21,8,1.0,0.0,0.0,0.0,1.0,989,3695,0.9710795561615123,3.513859652845141,4279
160,1.0,22,9,1.0,0.0,0.0,0.0,1.0,2192,3836,0.971014595755367,3.511549098473912,3462
161,1.0,31,4,1.0,0.0,0.0,0.0,1.0,8517,4023,0.8073097242599184,1.4326232807985755,7382
162,1.0,24,10,1.0,1.0,0.0,0.0,1.0,11703,4078,0.8321768187878205,1.6011340084638532,0
163,1.0,29,10,1.0,0.0,0.0,0.0,1.0,0,4398,0.9625282196234142,3.245975258423865,0
164,1.0,29,12,1.0,0.0,0.0,0.0,0.0,9748,4878,0.7529121161242283,1.1142044308247492,10976
165,1.0,19,10,0.0,0.0,0.0,0.0,1.0,0,5324,0.8414936834715482,1.6693840628922272,13829
166,1.0,19,11,0.0,1.0,1.0,0.0,1.0,5424,5463,0.5923749142591133,0.3737918910948256,6788
167,1.0,31,9,1.0,0.0,0.0,0.0,1.0,10717,5517,0.866677583040992,1.8718966487979949,9558
168,1.0,22,10,1.0,1.0,0.0,0.0,1.0,1468,5588,0.8959505917856677,2.1530194030470957,13228
169,1.0,21,9,1.0,0.0,0.0,0.0,1.0,6416,5749,0.9444814028091583,2.833917947618924,743
170,1.0,17,10,1.0,0.0,0.0,0.0,1.0,1291,5793,0.975148790816654,3.669683654672148,5522
171,1.0,26,12,1.0,1.0,0.0,0.0,0.0,8408,5794,0.5030476830160584,0.012190883043667913,1424
172,1.0,20,9,0.0,0.0,1.0,0.0,1.0,12260,5875,0.6295615593257744,0.5303363606254904,1358
173,1.0,19,10,1.0,0.0,0.0,0.0,1.0,4121,6056,0.963079289364684,3.2613630867710417,0
174,1.0,26,10,1.0,0.0,0.0,0.0,1.0,25929,6788,0.7302411038823449,0.9958461761885465,672
175,1.0,28,11,1.0,0.0,0.0,0.0,1.0,1929,6871,0.9426109246145146,2.798799643378832,0
176,1.0,22,12,0.0,1.0,1.0,0.0,0.0,492,7055,0.21014232817080797,-1.3240677126475535,10092
177,1.0,33,11,1.0,0.0,0.0,0.0,1.0,0,7867,0.9142060637510554,2.366107667817961,6281
178,1.0,22,12,0.0,0.0,0.0,0.0,0.0,6759,8455,0.2584660533931353,-1.053956577695332,12590
179,1.0,29,10,0.0,0.0,1.0,0.0,1.0,0,8853,0.5791563456149841,0.3193110706391688,5112
180,1.0,33,12,1.0,1.0,0.0,0.0,0.0,20279,10941,0.07419862611163325,-2.5239140786111425,15952
181,1.0,25,14,1.0,1.0,0.0,0.0,0.0,35040,11536,0.05650062382380571,-2.815344024407135,36646
182,1.0,35,9,1.0,1.0,0.0,0.0,1.0,13602,13830,0.15272365376631272,-1.7133968024375232,12803
183,1.0,35,8,1.0,1.0,0.0,0.0,1.0,13732,17976,0.054434496885804165,-2.854785077693989,3786
184,1.0,33,11,1.0,1.0,0.0,0.0,1.0,14660,25142,0.020846336794052258,-3.849510350087925,4181
185,0.0,47,12,0.0,0.0,0.0,0.0,0.0,0,0,0.40771108038773973,-0.3734357684641892,0
186,0.0,50,12,1.0,1.0,0.0,1.0,0.0,0,0,0.37535717849066474,-0.5093019521631076,0
187,0.0,44,12,0.0,0.0,0.0,0.0,0.0,0,0,0.45901524392822274,-0.16430768045133565,0
188,0.0,28,12,1.0,1.0,0.0,1.0,0.0,0,0,0.7358101233676706,1.0243040265978178,0
189,0.0,54,12,0.0,1.0,0.0,1.0,0.0,0,0,0.054623954804258516,-2.8511102605495506,0
190,0.0,55,12,0.0,1.0,1.0,1.0,0.0,0,0,0.058924584430206324,-2.7707648841675026,0
191,0.0,47,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0860266153775325,-2.3631447218528927,0
192,0.0,25,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9616958896723825,3.2231410679993733,0
193,0.0,44,12,0.0,1.0,0.0,1.0,0.0,0,0,0.10395647994042723,-2.154016633840039,0
194,0.0,50,12,1.0,1.0,0.0,1.0,0.0,0,0,0.37535717849066474,-0.5093019521631076,0
195,0.0,23,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9665137232994601,3.362559793341274,4728
196,0.0,49,14,0.0,1.0,0.0,1.0,0.0,0,0,0.10660847958237146,-2.125861863142464,0
197,0.0,55,14,0.0,1.0,0.0,1.0,0.0,0,0,0.07282263588747531,-2.5441180391681715,0
198,0.0,34,14,1.0,1.0,0.0,1.0,0.0,0,0,0.7276534234866952,0.982749434624441,0
199,0.0,34,16,0.0,1.0,0.0,1.0,0.0,0,0,0.3310322967275548,-0.7035198390258659,11821
200,0.0,55,13,0.0,1.0,1.0,1.0,0.0,0,0,0.07027883106909577,-2.582414092141337,0
201,0.0,52,12,0.0,1.0,0.0,1.0,0.0,0,0,0.062286980173541305,-2.7116915352076485,0
202,0.0,52,15,0.0,1.0,0.0,1.0,0.0,0,0,0.10464569887855243,-2.1466391591291525,0
203,0.0,30,16,0.0,1.0,0.0,1.0,0.0,0,0,0.3953968404274558,-0.4246823883420614,0
204,0.0,21,12,0.0,0.0,0.0,0.0,0.0,0,0,0.8083009350185567,1.43900766098054,0
205,0.0,30,17,0.0,0.0,0.0,0.0,0.0,0,0,0.8523782792424545,1.7533773570728077,0
206,0.0,44,12,0.0,1.0,0.0,1.0,0.0,0,0,0.10395647994042723,-2.154016633840039,0
207,0.0,46,12,0.0,0.0,0.0,0.0,0.0,0,0,0.42464678600344197,-0.3037264057932382,0
208,0.0,53,17,0.0,1.0,0.0,1.0,0.0,0,0,0.13709305397616842,-1.8396469377477729,0
209,0.0,26,16,0.0,0.0,0.0,0.0,0.0,0,0,0.8634050571772777,1.8438640157304464,9014
210,0.0,49,12,0.0,1.0,0.0,1.0,0.0,0,0,0.07567866812105756,-2.502563447194795,13299
211,0.0,39,15,0.0,1.0,0.0,1.0,0.0,0,0,0.22436333184844245,-1.2404174444067868,1921
212,0.0,26,17,0.0,1.0,0.0,1.0,0.0,0,0,0.5106248639361454,0.042505854367908054,11821
213,0.0,32,16,0.0,1.0,0.0,1.0,0.0,0,0,0.3625990731993742,-0.5641011136839635,0
214,0.0,34,12,0.0,1.0,0.0,1.0,0.0,0,0,0.18893839443773777,-1.4569230071305275,0
215,0.0,31,14,0.0,1.0,0.0,1.0,0.0,0,0,0.29502685265558715,-0.8710933350653437,0
216,0.0,39,17,0.0,1.0,1.0,1.0,0.0,0,0,0.32879037149054297,-0.7136611213014568,8866
217,0.0,40,17,0.0,1.0,0.0,1.0,0.0,0,0,0.2822303279895147,-0.9334252230254081,0
218,0.0,31,12,0.0,1.0,0.0,1.0,0.0,0,0,0.22308208227341628,-1.2477949191176743,0
219,0.0,27,13,0.0,1.0,0.0,1.0,0.0,0,0,0.3141891481371971,-0.7806066764077042,28076
220,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147271370945,-2.432854084523844,0
221,0.0,41,13,0.0,1.0,0.0,1.0,0.0,0,0,0.14722449217102387,-1.756537753801021,0
222,0.0,26,14,0.0,0.0,0.0,0.0,0.0,0,0,0.8126257064468794,1.4671624316781149,0
223,0.0,50,17,0.0,0.0,0.0,0.0,0.0,0,0,0.5888443668630514,0.35919010365378445,0
224,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147271370945,-2.432854084523844,12930
225,0.0,45,16,0.0,1.0,0.0,1.0,0.0,0,0,0.18689355059980098,-1.4703228284063283,0
226,0.0,37,13,0.0,1.0,0.0,1.0,0.0,0,0,0.18577502623245884,-1.4777003031172156,0
227,0.0,33,12,0.0,1.0,0.0,1.0,0.0,0,0,0.19985295522874813,-1.3872136444595768,0
228,0.0,31,12,0.0,1.0,0.0,1.0,0.0,0,0,0.22308208227341628,-1.2477949191176743,0
229,0.0,36,12,1.0,1.0,0.0,1.0,0.0,0,0,0.6145856058605335,0.46662912523020783,17732
230,0.0,44,13,0.0,1.0,0.0,1.0,0.0,0,0,0.12285518051015389,-1.9656658418138737,0
231,0.0,28,17,0.0,1.0,0.0,1.0,0.0,0,0,0.47579072729285415,-0.09691287097399415,0
232,0.0,30,17,0.0,1.0,0.0,1.0,0.0,0,0,0.4411905682120133,-0.23633159631589634,0
233,0.0,42,16,0.0,1.0,0.0,1.0,0.0,0,0,0.22076829287857463,-1.2611947403934751,0
234,0.0,30,12,0.0,1.0,0.0,1.0,0.0,0,0,0.2353965928642793,-1.1780855564467232,0
235,0.0,27,16,0.0,1.0,0.0,1.0,0.0,0,0,0.44631911498671445,-0.21555430032920775,0
236,0.0,37,12,0.0,1.0,0.0,1.0,0.0,0,0,0.15895138080109117,-1.6660510951433811,0
237,0.0,37,12,0.0,1.0,0.0,1.0,0.0,0,0,0.15895138080109117,-1.6660510951433811,0
238,0.0,45,12,0.0,1.0,0.0,1.0,0.0,0,0,0.09764002744378848,-2.2237259965109906,22165
239,0.0,35,16,0.0,1.0,0.0,1.0,0.0,0,0,0.31578097942400873,-0.7732292016968173,0
240,0.0,37,17,0.0,1.0,0.0,1.0,0.0,0,0,0.32644742729449694,-0.7242971350125544,66497
241,0.0,27,17,0.0,1.0,0.0,1.0,0.0,0,0,0.4931995422981159,-0.027203508303042686,0
242,0.0,47,14,0.0,1.0,0.0,1.0,0.0,0,0,0.12063366979001731,-1.986443137800562,0
243,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147271370945,-2.432854084523844,0
244,0.0,42,12,0.0,1.0,0.0,1.0,0.0,0,0,0.11767873504917992,-2.014597908498137,0
245,0.0,43,12,0.0,1.0,0.0,1.0,0.0,0,0,0.11063145380301924,-2.0843072711690884,0
246,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.09166810299958592,-2.293435359181942,0
247,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.09166810299958592,-2.293435359181942,0
248,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.09166810299958592,-2.293435359181942,0
249,0.0,29,16,0.0,1.0,0.0,1.0,0.0,0,0,0.4121769970344705,-0.3549730256711099,8396
250,0.0,39,13,0.0,1.0,0.0,1.0,0.0,0,0,0.1656025746995521,-1.617119028459118,0
251,0.0,32,12,0.0,1.0,0.0,1.0,0.0,0,0,0.21123381562455884,-1.3175042817886253,0
252,0.0,48,16,0.0,1.0,0.0,1.0,0.0,0,0,0.1571681902922413,-1.679450916419182,0
253,0.0,48,16,0.0,1.0,0.0,1.0,0.0,0,0,0.1571681902922413,-1.679450916419182,0
