,treat,age,agesq,education*,black,hispanic,married,nodegree,propensity_score,propensity_logit,re78
119,1.0,19,361,10,0.0,0.0,0.0,1.0,0.8024028030116297,1.4013801299946786,13829
120,1.0,25,625,11,1.0,0.0,0.0,1.0,0.9690561860242095,3.4441494861107795,485
121,1.0,23,529,8,0.0,0.0,1.0,1.0,0.20785909680524714,-1.3378788531211332,4232
122,1.0,31,961,12,0.0,0.0,0.0,0.0,0.34936444891776997,-0.6218340125030688,2484
123,1.0,18,324,11,1.0,0.0,0.0,1.0,0.974752304291011,3.65344849933439,4814
124,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,7458
125,1.0,43,1849,9,1.0,0.0,0.0,1.0,0.8549722186752539,1.77414365621977,0
126,1.0,27,729,13,1.0,0.0,0.0,0.0,0.8714302363213972,1.913664146618281,34099
127,1.0,26,676,11,0.0,0.0,0.0,1.0,0.7420109974165795,1.056447106006229,13385
128,1.0,29,841,10,0.0,1.0,0.0,1.0,0.9624673784906762,3.2442897113684235,5112
129,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9791421275310191,3.8489453547946684,1953
130,1.0,30,900,11,1.0,0.0,0.0,1.0,0.9576507247436603,3.1185318157821404,0
131,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9771213263427675,3.7544056315692367,10641
132,1.0,20,400,12,0.0,0.0,1.0,0.0,0.054417835240996304,-2.855108831354084,11656
133,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9791421275310191,3.8489453547946684,3621
134,1.0,18,324,12,1.0,0.0,0.0,0.0,0.9113424965988255,2.3301381136818806,0
135,1.0,21,441,11,0.0,1.0,0.0,1.0,0.9721675621913196,3.5533260105562086,0
136,1.0,30,900,11,1.0,0.0,0.0,1.0,0.9576507247436603,3.1185318157821404,0
137,1.0,18,324,11,0.0,1.0,0.0,1.0,0.9736042504640317,3.607801912618254,2454
138,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9088514824585109,2.2996914581461456,0
139,1.0,20,400,6,0.0,1.0,1.0,1.0,0.7737439451696767,1.229573654759504,4488
140,1.0,20,400,10,1.0,0.0,0.0,1.0,0.9762825636311033,3.717541567024077,0
141,1.0,25,625,8,1.0,0.0,0.0,1.0,0.9765182211111169,3.727768655787058,2346
142,1.0,17,289,9,0.0,0.0,0.0,1.0,0.8197456623458775,1.51462528374458,6011
143,1.0,18,324,10,0.0,1.0,0.0,1.0,0.9759280507901429,3.702341635843688,0
144,1.0,19,361,9,0.0,1.0,0.0,1.0,0.9777865479181549,3.784593337554055,7913
145,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,661
146,1.0,27,729,10,0.0,1.0,0.0,1.0,0.9670865750107598,3.3804073920055138,3075
147,1.0,18,324,12,0.0,1.0,0.0,0.0,0.9075844635740528,2.2844915269657515,1115
148,1.0,22,484,11,1.0,0.0,0.0,1.0,0.9725904807149625,3.56907273824039,317
149,1.0,20,400,9,1.0,0.0,0.0,1.0,0.9783758105435224,3.8120812902495054,12229
150,1.0,20,400,11,1.0,0.0,0.0,1.0,0.973992074392269,3.623001843798656,0
151,1.0,18,324,10,1.0,0.0,0.0,1.0,0.9769774235047655,3.7479882225598145,480
152,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9771213263427675,3.7544056315692367,3251
153,1.0,26,676,12,1.0,0.0,0.0,0.0,0.8876996815015467,2.0674567914038025,11460
154,1.0,22,484,10,1.0,0.0,0.0,1.0,0.9750012385939227,3.6636124614658225,7315
155,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9088514824585109,2.2996914581461456,702
156,1.0,18,324,8,1.0,0.0,0.0,1.0,0.980867851765037,3.937067669010668,0
157,1.0,18,324,9,1.0,0.0,0.0,1.0,0.9790106621462334,3.842527945785242,15369
158,1.0,18,324,10,1.0,0.0,0.0,1.0,0.9769774235047655,3.7479882225598145,12064
159,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9766994087439114,3.735700201044758,13278
160,1.0,18,324,9,0.0,1.0,0.0,1.0,0.9780518827918514,3.7968813590691064,8836
161,1.0,17,289,10,0.0,1.0,0.0,1.0,0.9760783521401877,3.7087590448531054,4387
162,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,11965
163,1.0,27,729,11,1.0,0.0,1.0,1.0,0.6250488455898329,0.5110340370460691,2186
164,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9766994087439114,3.735700201044758,2975
165,1.0,19,361,9,0.0,1.0,0.0,1.0,0.9777865479181549,3.784593337554055,14271
166,1.0,27,729,10,1.0,0.0,0.0,1.0,0.9685089388158372,3.4260539787216384,2094
167,1.0,21,441,11,1.0,0.0,1.0,1.0,0.6853550961346301,0.7784923788221938,11300
168,1.0,29,841,10,1.0,0.0,1.0,1.0,0.6152550096583767,0.4694560796344089,130
169,1.0,34,1156,11,0.0,1.0,0.0,1.0,0.9374220171267289,2.7067200677017524,2877
170,1.0,25,625,10,0.0,0.0,0.0,1.0,0.7693011168642444,1.2043691382861206,6103
171,1.0,31,961,13,0.0,0.0,0.0,0.0,0.3281920102980088,-0.7163737357284938,2329
172,1.0,41,1681,9,1.0,0.0,1.0,1.0,0.32172804100871427,-0.7458417314356379,0
173,1.0,21,441,11,0.0,1.0,0.0,1.0,0.9721675621913196,3.5533260105562086,9381
174,1.0,20,400,11,1.0,0.0,0.0,1.0,0.973992074392269,3.623001843798656,16451
175,1.0,24,576,12,0.0,1.0,1.0,0.0,0.33230549975722085,-0.6977760081591702,6485
176,1.0,41,1681,9,1.0,0.0,1.0,1.0,0.32172804100871427,-0.7458417314356379,3154
177,1.0,21,441,12,0.0,0.0,0.0,0.0,0.48533973841923667,-0.05865785943025231,3557
178,1.0,22,484,11,1.0,0.0,0.0,1.0,0.9725904807149625,3.56907273824039,668
179,1.0,20,400,9,0.0,1.0,0.0,1.0,0.9773887013562584,3.76643470353337,5487
180,1.0,17,289,11,1.0,0.0,0.0,1.0,0.9749097580767034,3.659865908343811,9017
181,1.0,24,576,11,1.0,0.0,0.0,1.0,0.9704495711373397,3.4916611826596133,0
182,1.0,23,529,12,1.0,0.0,1.0,0.0,0.35194780960604055,-0.6104883373998343,10283
183,1.0,23,529,10,1.0,0.0,0.0,1.0,0.9741144017377761,3.627841989928247,5665
184,1.0,26,676,11,0.0,0.0,0.0,1.0,0.7420109974165795,1.056447106006229,2746
185,1.0,21,441,13,1.0,0.0,0.0,0.0,0.8985414492234569,2.181122488394405,8803
186,1.0,18,324,10,1.0,0.0,1.0,1.0,0.7165694401766173,0.9275080041096687,10989
187,1.0,22,484,10,1.0,0.0,0.0,1.0,0.9750012385939227,3.6636124614658225,11134
188,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9771213263427675,3.7544056315692367,1433
189,1.0,20,400,7,1.0,0.0,0.0,1.0,0.9820342803228053,4.0011607367003545,5518
190,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9791421275310191,3.8489453547946684,5594
191,1.0,23,529,11,1.0,0.0,0.0,1.0,0.9716206109611666,3.5333022667028198,3689
192,1.0,32,1024,10,1.0,0.0,0.0,1.0,0.9544241491293338,3.041730183336698,179
193,1.0,19,361,12,1.0,0.0,0.0,0.0,0.9103446257502856,2.317850092166828,4551
194,1.0,30,900,10,1.0,0.0,0.0,1.0,0.9613232300165606,3.213071539007566,0
195,1.0,25,625,12,1.0,0.0,0.0,0.0,0.8929121907648222,2.120839100458269,2090
196,1.0,26,676,11,0.0,0.0,0.0,1.0,0.7420109974165795,1.056447106006229,1973
197,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9766994087439114,3.735700201044758,5861
198,1.0,19,361,8,0.0,0.0,0.0,1.0,0.8306807524271564,1.5904595764455294,9251
199,1.0,20,400,10,1.0,0.0,0.0,1.0,0.9762825636311033,3.717541567024077,13626
200,1.0,21,441,11,1.0,0.0,0.0,1.0,0.9733763944430691,3.5989725972723394,7906
201,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9011432035546147,2.2099918810503114,7947
202,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,11648
203,1.0,22,484,11,1.0,0.0,0.0,1.0,0.9725904807149625,3.56907273824039,18295
204,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9011432035546147,2.2099918810503114,14416
205,1.0,26,676,10,1.0,0.0,1.0,1.0,0.6603438006509001,0.6648266818315912,4635
206,1.0,24,576,12,1.0,0.0,0.0,0.0,0.8973711808250477,2.1683507970071068,0
207,1.0,18,324,10,0.0,1.0,0.0,1.0,0.9759280507901429,3.702341635843688,0
208,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9654942528626169,3.331514255496214,7661
209,1.0,21,441,11,0.0,1.0,0.0,1.0,0.9721675621913196,3.5533260105562086,15191
210,1.0,25,625,8,0.0,0.0,0.0,1.0,0.8011422193989937,1.3934485847369706,6421
211,1.0,21,441,12,1.0,0.0,0.0,0.0,0.9068412357682498,2.2756622116198306,4350
212,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,0
213,1.0,18,324,11,1.0,0.0,0.0,1.0,0.974752304291011,3.65344849933439,0
214,1.0,34,1156,7,1.0,0.0,0.0,1.0,0.9581344791926693,3.1305255473195865,0
215,1.0,21,441,11,0.0,0.0,0.0,1.0,0.7798259744491142,1.2646525262222554,11412
216,1.0,25,625,9,1.0,0.0,0.0,1.0,0.9742498900049036,3.6332289325616296,1709
217,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9791421275310191,3.8489453547946684,1374
218,1.0,28,784,8,1.0,0.0,0.0,1.0,0.9720776946880313,3.550009891106762,7779
219,1.0,18,324,9,1.0,0.0,0.0,1.0,0.9790106621462334,3.842527945785242,5100
220,1.0,27,729,12,1.0,0.0,0.0,0.0,0.8816557443888593,2.008203869843707,0
221,1.0,23,529,9,1.0,0.0,0.0,1.0,0.9763943788421456,3.722381713153673,11464
222,1.0,19,361,8,0.0,1.0,0.0,1.0,0.9797498098780102,3.879133060779477,8774
223,1.0,21,441,11,1.0,0.0,0.0,1.0,0.9733763944430691,3.5989725972723394,0
224,1.0,21,441,11,1.0,0.0,0.0,1.0,0.9733763944430691,3.5989725972723394,4082
225,1.0,23,529,10,1.0,0.0,0.0,1.0,0.9741144017377761,3.627841989928247,0
226,1.0,27,729,9,1.0,0.0,0.0,1.0,0.9712680767937945,3.5205937019470617,2018
227,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9654942528626169,3.331514255496214,0
228,1.0,23,529,12,0.0,0.0,0.0,0.0,0.46895792826805704,-0.1243281899997717,796
229,1.0,27,729,8,1.0,0.0,0.0,1.0,0.9737920103199195,3.615133425172489,7976
230,1.0,28,784,11,1.0,0.0,1.0,1.0,0.6096664806161379,0.4459105029803416,7318
231,1.0,25,625,12,1.0,0.0,0.0,0.0,0.8929121907648222,2.120839100458269,0
232,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9088514824585109,2.2996914581461456,9750
233,1.0,26,676,12,1.0,0.0,0.0,0.0,0.8876996815015467,2.0674567914038025,5811
234,1.0,23,529,10,1.0,0.0,1.0,1.0,0.6915470290433725,0.8073617714780984,3385
235,1.0,49,2401,8,0.0,0.0,1.0,1.0,0.013015721952388792,-4.328496102574381,16717
236,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,11293
237,1.0,21,441,13,0.0,0.0,0.0,0.0,0.4617753345895606,-0.1531975826556779,99
238,1.0,27,729,12,1.0,0.0,1.0,0.0,0.3074056318528998,-0.812276348606439,2777
239,1.0,23,529,11,1.0,0.0,0.0,1.0,0.9716206109611666,3.5333022667028198,1659
240,1.0,22,484,11,1.0,0.0,0.0,1.0,0.9725904807149625,3.56907273824039,8408
241,1.0,24,576,15,1.0,0.0,0.0,0.0,0.8681536662136667,1.8847316273308297,14683
242,1.0,24,576,12,1.0,0.0,0.0,0.0,0.8973711808250477,2.1683507970071068,0
243,1.0,18,324,11,1.0,0.0,0.0,1.0,0.974752304291011,3.65344849933439,929
244,1.0,17,289,10,1.0,0.0,0.0,1.0,0.9771213263427675,3.7544056315692367,5522
245,1.0,17,289,9,1.0,0.0,0.0,1.0,0.9791421275310191,3.8489453547946684,5445
246,1.0,28,784,11,1.0,0.0,0.0,1.0,0.9632576442245638,3.2663907214304864,0
247,1.0,27,729,11,1.0,0.0,0.0,1.0,0.9654942528626169,3.331514255496214,0
248,1.0,19,361,11,1.0,0.0,0.0,1.0,0.9744481223156716,3.6411604778193354,4146
249,1.0,18,324,11,0.0,0.0,0.0,1.0,0.7890366631534605,1.3191284282843057,4321
250,1.0,24,576,10,1.0,0.0,0.0,1.0,0.9730434101171177,3.586200905885037,1660
251,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9011432035546147,2.2099918810503114,8484
252,1.0,21,441,9,1.0,0.0,0.0,1.0,0.9778615470541601,3.7880520437231904,743
253,1.0,21,441,12,1.0,0.0,0.0,0.0,0.9068412357682498,2.2756622116198306,9371
254,1.0,24,576,9,1.0,0.0,0.0,1.0,0.9754153383279598,3.680740629110464,4849
255,1.0,20,400,9,0.0,1.0,0.0,1.0,0.9773887013562584,3.76643470353337,1358
256,1.0,25,625,13,1.0,0.0,0.0,0.0,0.8835308087574734,2.0262993772328444,0
257,1.0,35,1225,8,1.0,0.0,1.0,1.0,0.5272947844173991,0.10928778403887261,3786
258,1.0,17,289,9,0.0,1.0,0.0,1.0,0.9781892196428633,3.8032987680785335,6210
259,1.0,24,576,11,1.0,0.0,1.0,1.0,0.661767546389322,0.6711809642094679,4032
260,1.0,20,400,12,1.0,0.0,0.0,0.0,0.9088514824585109,2.2996914581461456,0
261,1.0,21,441,8,1.0,0.0,0.0,1.0,0.9798183172796218,3.8825917669486185,4279
262,1.0,18,324,10,1.0,0.0,0.0,1.0,0.9769774235047655,3.7479882225598145,11141
263,1.0,27,729,12,1.0,0.0,0.0,0.0,0.8816557443888593,2.008203869843707,22163
264,1.0,22,484,9,1.0,0.0,0.0,1.0,0.9772049318890329,3.7581521846912467,3462
265,1.0,46,2116,8,1.0,0.0,0.0,1.0,0.798011386551,1.373911539460859,0
266,1.0,19,361,10,1.0,0.0,0.0,1.0,0.9766994087439114,3.735700201044758,0
267,1.0,19,361,11,0.0,1.0,1.0,1.0,0.6846087709544628,0.7750336726530607,6788
268,1.0,22,484,12,1.0,0.0,0.0,0.0,0.9042843770182561,2.245762352587886,0
269,1.0,22,484,12,0.0,0.0,0.0,0.0,0.47787502802965,-0.08855771846219697,12590
270,1.0,26,676,12,1.0,0.0,1.0,0.0,0.32016286840381997,-0.7530234270463424,1424
271,1.0,29,841,12,1.0,0.0,0.0,0.0,0.8666994824487736,1.8720861892066214,10976
272,1.0,31,961,9,1.0,0.0,0.0,1.0,0.9617597440095508,3.2248758906503703,9558
273,1.0,29,841,12,1.0,0.0,0.0,0.0,0.8666994824487736,1.8720861892066214,0
274,1.0,35,1225,9,1.0,0.0,1.0,1.0,0.5036869483760371,0.014748060813447445,12803
275,1.0,25,625,12,1.0,0.0,0.0,0.0,0.8929121907648222,2.120839100458269,0
276,1.0,22,484,12,0.0,1.0,1.0,0.0,0.34969856691581447,-0.6203644525783895,10092
277,1.0,27,729,10,1.0,0.0,0.0,1.0,0.9685089388158372,3.4260539787216384,0
278,1.0,22,484,10,1.0,0.0,1.0,1.0,0.6991244922118993,0.843132243015674,13228
279,1.0,19,361,8,1.0,0.0,0.0,1.0,0.9806358856631314,3.924779647495609,7535
280,1.0,20,400,11,1.0,0.0,0.0,1.0,0.973992074392269,3.623001843798656,1085
281,1.0,21,441,12,0.0,0.0,0.0,0.0,0.48533973841923667,-0.05865785943025231,12558
282,1.0,27,729,12,1.0,0.0,1.0,0.0,0.3074056318528998,-0.812276348606439,0
283,1.0,20,400,10,1.0,0.0,0.0,1.0,0.9762825636311033,3.717541567024077,5615
284,1.0,23,529,12,1.0,0.0,0.0,0.0,0.9011432035546147,2.2099918810503114,671
285,1.0,27,729,13,0.0,0.0,1.0,0.0,0.03764670706753061,-3.2411361428819476,0
