,treat,age,education*,black,married,nodegree,re75,propensity_score,propensity_logit,re78
45,1.0,18,8,0.0,1.0,1.0,0,0.21822444039942,-1.2760436148775214,2787
46,1.0,20,11,1.0,0.0,1.0,0,0.994913551403522,5.276075985044709,3972
47,1.0,25,11,1.0,1.0,1.0,0,0.9627359067946719,3.251748919743568,0
48,1.0,17,8,1.0,0.0,1.0,0,0.9936811354386523,5.057876831891828,0
49,1.0,17,9,1.0,0.0,1.0,0,0.9936425278337421,5.0517466718192185,0
50,1.0,25,5,1.0,0.0,1.0,0,0.994650687149887,5.225423493900989,12187
51,1.0,23,12,1.0,0.0,0.0,0,0.9805459490438452,3.9200541836493175,4843
52,1.0,28,8,1.0,0.0,1.0,0,0.9951575780177551,5.325486089366328,0
53,1.0,31,11,1.0,1.0,1.0,0,0.9714455885053296,3.526973817167042,8087
54,1.0,18,11,1.0,0.0,1.0,0,0.9877003698494456,4.38581018950359,0
55,1.0,25,12,1.0,0.0,0.0,0,0.9825726428430563,4.032133055818287,2348
56,1.0,30,11,1.0,1.0,1.0,0,0.9688510249066943,3.4373295166144464,590
57,1.0,17,10,1.0,0.0,1.0,0,0.993754701287365,5.069661422091515,0
58,1.0,37,9,1.0,0.0,1.0,0,0.9898207378374282,4.577171324464518,1067
59,1.0,41,4,1.0,1.0,1.0,0,0.8933356963934732,2.1252758768584137,7284
60,1.0,42,14,1.0,1.0,0.0,0,0.2529784618844351,-1.0827896633237348,13167
61,1.0,22,11,0.0,0.0,1.0,0,0.5681957019727691,0.2744934333291164,1048
62,1.0,17,8,1.0,0.0,1.0,0,0.9936811354386523,5.057876831891828,0
63,1.0,29,8,1.0,0.0,1.0,0,0.9951575780177551,5.325486089366328,1923
64,1.0,28,10,1.0,0.0,1.0,2836,0.9888608531566103,4.486087980649253,3196
65,1.0,35,10,1.0,0.0,1.0,0,0.9754528781251919,3.682307241414484,4666
66,1.0,27,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,549
67,1.0,29,4,1.0,0.0,1.0,0,0.994650687149887,5.225423493900989,762
68,1.0,28,9,1.0,0.0,1.0,0,0.9951189704128448,5.317506119678869,10694
69,1.0,27,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,0
70,1.0,23,7,0.0,0.0,1.0,0,0.6832376092891755,0.768690752982242,0
71,1.0,45,5,1.0,1.0,1.0,0,0.8966099900932788,2.1601126324381035,8546
72,1.0,29,13,1.0,0.0,0.0,0,0.9791492961771424,3.8492964253854964,7479
73,1.0,27,9,1.0,0.0,1.0,0,0.9951189704128448,5.317506119678869,0
74,1.0,46,13,1.0,0.0,0.0,0,0.9301845135360209,2.589527113849469,647
75,1.0,18,6,1.0,0.0,1.0,0,0.9934077825535316,5.01525145842093,0
76,1.0,25,12,1.0,0.0,0.0,0,0.9825726428430563,4.032133055818287,11965
77,1.0,28,15,1.0,0.0,0.0,0,0.7955333179034318,1.3586076913955958,9598
78,1.0,31,9,1.0,0.0,1.0,1698,0.9951320338648046,5.320199207221137,10363
79,1.0,25,11,0.0,0.0,1.0,0,0.5690045944356785,0.2777910785697711,18783
80,1.0,22,12,1.0,0.0,0.0,0,0.9805459490438452,3.9200541836493175,18678
81,1.0,28,11,1.0,0.0,1.0,1284,0.9950331225295748,5.299984658486601,60307
82,1.0,21,9,1.0,0.0,1.0,0,0.9951189704128448,5.317506119678869,0
83,1.0,40,11,1.0,0.0,1.0,0,0.9896231550147198,4.557747338948753,23005
84,1.0,22,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,6456
85,1.0,25,12,1.0,0.0,0.0,0,0.9825726428430563,4.032133055818287,0
86,1.0,27,9,1.0,1.0,1.0,934,0.9084027332501222,2.2942863868289862,1773
87,1.0,23,10,1.0,1.0,1.0,936,0.9409633717683304,2.7687461452690534,11233
88,1.0,29,10,1.0,0.0,1.0,4398,0.9849551553994371,4.181560731569302,0
89,1.0,18,12,1.0,0.0,0.0,0,0.6948859086579563,0.823061895250056,2321
90,1.0,38,12,0.0,0.0,0.0,0,0.3465147401800897,-0.6343946191363433,4941
91,1.0,27,13,1.0,0.0,0.0,0,0.9820115426537663,3.999872768855899,0
92,1.0,27,8,1.0,0.0,1.0,0,0.9951575780177551,5.325486089366328,0
93,1.0,38,11,1.0,0.0,1.0,0,0.9896231550147198,4.557747338948753,0
94,1.0,23,8,0.0,0.0,1.0,0,0.6718412047921052,0.7165243872450654,3881
95,1.0,26,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,17230
96,1.0,42,9,1.0,1.0,1.0,3058,0.7884931125877402,1.3158661089833696,1294
97,1.0,21,12,0.0,0.0,0.0,0,0.12312136654711826,-1.9631980057068905,8048
98,1.0,25,8,1.0,0.0,1.0,0,0.9951575780177551,5.325486089366328,0
99,1.0,31,11,1.0,1.0,1.0,0,0.9714455885053296,3.526973817167042,14509
100,1.0,17,10,1.0,0.0,1.0,0,0.993754701287365,5.069661422091515,0
101,1.0,19,8,1.0,0.0,1.0,2657,0.9917159086087594,4.785099708086402,9970
102,1.0,29,14,1.0,0.0,0.0,679,0.8671422038286377,1.8759236270890554,17814
103,1.0,25,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,0
104,1.0,21,12,1.0,0.0,0.0,0,0.9805459490438452,3.9200541836493175,9983
105,1.0,44,11,1.0,0.0,1.0,0,0.9896231550147198,4.557747338948753,0
106,1.0,19,10,1.0,0.0,1.0,385,0.994856229781637,5.264811917935279,8124
107,1.0,25,12,0.0,0.0,0.0,0,0.11379024229952585,-2.0525968957016474,5587
108,1.0,18,10,1.0,0.0,1.0,798,0.9936668250753491,5.055600286139978,9737
109,1.0,18,9,1.0,0.0,1.0,0,0.9936932232816423,5.059803805671622,4482
110,1.0,19,9,1.0,0.0,1.0,798,0.9947914976352139,5.252240804617872,17685
111,1.0,18,9,1.0,0.0,1.0,3287,0.9796878099945406,3.8760127609793407,5010
112,1.0,26,11,1.0,1.0,1.0,1392,0.9432946708929034,2.811510522113472,1460
113,1.0,42,12,1.0,0.0,0.0,0,0.8204723321743,1.519550854917152,2456
114,1.0,25,10,1.0,0.0,1.0,0,0.9952311438664675,5.340868543721584,0
115,1.0,31,9,0.0,0.0,1.0,0,0.5703078090567666,0.2831071136218993,26817
116,1.0,24,10,1.0,0.0,1.0,0,0.9952311438664675,5.340868543721584,0
117,1.0,26,10,1.0,0.0,1.0,0,0.9952311438664675,5.340868543721584,9265
118,1.0,20,12,1.0,0.0,0.0,377,0.9770616486498297,3.75173950879099,1652
119,1.0,19,10,0.0,0.0,1.0,5324,0.788456484566101,1.315646493210111,13829
120,1.0,25,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,485
121,1.0,23,8,0.0,1.0,1.0,1713,0.3136070463034051,-0.7833095252239598,4232
122,1.0,31,12,0.0,0.0,0.0,2611,0.13945761272192025,-1.819802169698729,2484
123,1.0,18,11,1.0,0.0,1.0,0,0.9877003698494456,4.38581018950359,4814
124,1.0,19,11,1.0,0.0,1.0,0,0.9948311579599001,5.259924345603014,7458
125,1.0,43,9,1.0,0.0,1.0,0,0.9898207378374282,4.577171324464518,0
126,1.0,27,13,1.0,0.0,0.0,0,0.9820115426537663,3.999872768855899,34099
127,1.0,26,11,0.0,0.0,1.0,2226,0.5690848655979202,0.27811840490688344,13385
128,1.0,29,10,0.0,0.0,1.0,8853,0.6019617091505618,0.41364562840253327,5112
129,1.0,17,9,1.0,0.0,1.0,0,0.9936425278337421,5.0517466718192185,1953
130,1.0,30,11,1.0,0.0,1.0,0,0.9950200590776148,5.297344868841051,0
131,1.0,17,10,1.0,0.0,1.0,156,0.993754701287365,5.069661422091515,10641
132,1.0,20,12,0.0,1.0,0.0,8644,0.4699484233520482,-0.12035136510785821,11656
133,1.0,17,9,1.0,0.0,1.0,375,0.9934565148666263,5.022720372855698,3621
134,1.0,18,12,1.0,0.0,0.0,562,0.7338838160119951,1.0144177319434833,0
135,1.0,21,11,0.0,0.0,1.0,1395,0.5611793085301463,0.2459495955416929,0
136,1.0,30,11,1.0,0.0,1.0,1913,0.9950331225295748,5.299984658486601,0
137,1.0,18,11,0.0,0.0,1.0,5491,0.7049504454424053,0.870984186405516,2454
138,1.0,20,12,1.0,0.0,0.0,9227,0.8457351605713075,1.701535399716214,0
139,1.0,20,6,0.0,1.0,1.0,10802,0.4978948251722851,-0.008420749069425098,4488
140,1.0,20,10,1.0,0.0,1.0,11073,0.8268195254150357,1.5632521867431737,0
141,1.0,25,8,1.0,0.0,1.0,37431,0.8892394695555567,2.082996081394292,2346
142,1.0,17,9,0.0,0.0,1.0,1618,0.1876678194524373,-1.4652358636684493,6011
143,1.0,18,10,0.0,0.0,1.0,2589,0.44375491309005183,-0.22593658843943806,0
144,1.0,19,9,0.0,0.0,1.0,6511,0.7855102767654509,1.29807171380598,7913
145,1.0,19,11,1.0,0.0,1.0,192,0.9948311579599001,5.259924345603014,661
146,1.0,27,10,0.0,0.0,1.0,421,0.5951974256369784,0.38549368075736057,3075
147,1.0,18,12,0.0,0.0,0.0,535,0.10361474370565071,-2.157690660644749,1115
148,1.0,22,11,1.0,0.0,1.0,606,0.984838403408974,4.173711879560754,317
149,1.0,20,9,1.0,0.0,1.0,660,0.9947806906842626,5.250157223344517,12229
150,1.0,20,11,1.0,0.0,1.0,696,0.9946817793490326,5.23128408295154,0
151,1.0,18,10,1.0,0.0,1.0,699,0.9935736246807757,5.040897500277255,480
152,1.0,17,10,1.0,0.0,1.0,856,0.9936014883390153,5.045270798753981,3251
153,1.0,26,12,1.0,0.0,0.0,1088,0.9699399511130119,3.47403715287496,11460
154,1.0,22,10,1.0,0.0,1.0,1071,0.9952442073184276,5.343624754579464,7315
155,1.0,20,12,1.0,0.0,0.0,1160,0.9538608590525659,3.0288561765802413,702
156,1.0,18,8,1.0,0.0,1.0,1199,0.9937448943385125,5.068082492082443,0
157,1.0,18,9,1.0,0.0,1.0,1285,0.9937062867336023,5.061890435861449,15369
158,1.0,18,10,1.0,0.0,1.0,1371,0.9938184601872251,5.0799871532726915,12064
159,1.0,19,10,1.0,0.0,1.0,1374,0.9950553062007128,5.3044832778543025,13278
160,1.0,18,9,0.0,0.0,1.0,1713,0.42300590222155326,-0.3104459051109343,8836
161,1.0,17,10,0.0,0.0,1.0,2202,0.33970698772955993,-0.6646002492347998,4387
162,1.0,19,11,1.0,0.0,1.0,1927,0.99484422141186,5.262468021915587,11965
163,1.0,27,11,1.0,1.0,1.0,2142,0.9012458584343648,2.211144750424501,2186
164,1.0,19,10,1.0,0.0,1.0,3213,0.983636227402147,4.096186237619966,2975
165,1.0,19,9,0.0,0.0,1.0,3276,0.5800993728908516,0.323181340273509,14271
166,1.0,27,10,1.0,0.0,1.0,3213,0.9850687744723333,4.18925676744432,2094
167,1.0,21,11,1.0,1.0,1.0,4167,0.9364785366164494,2.690748748071441,11300
168,1.0,29,10,1.0,1.0,1.0,4923,0.9350444892810209,2.6668915252002052,130
169,1.0,34,11,0.0,0.0,1.0,4641,0.5557500416662404,0.22393125457261312,2877
170,1.0,25,10,0.0,0.0,1.0,4712,0.7064613818524296,0.8782593307886788,6103
171,1.0,31,13,0.0,0.0,0.0,5498,0.2758389321730036,-0.9651967207321005,2329
172,1.0,41,9,1.0,1.0,1.0,5783,0.813768881480707,1.4746879212590362,0
173,1.0,21,11,0.0,0.0,1.0,6658,0.7403955668656002,1.0480255317227005,9381
174,1.0,20,11,1.0,0.0,1.0,6426,0.9757947638422219,3.696683301437874,16451
175,1.0,24,12,0.0,1.0,0.0,7212,0.6524371982995517,0.6297695137539399,6485
176,1.0,41,9,1.0,1.0,1.0,7212,0.7736174940078745,1.2288514846567364,3154
177,1.0,21,12,0.0,0.0,0.0,7390,0.6485146156746208,0.6125164116462036,3557
178,1.0,22,11,1.0,0.0,1.0,7497,0.9564490487846709,3.089295974097795,668
179,1.0,20,9,0.0,0.0,1.0,8015,0.7157922150249637,0.9236843144834548,5487
180,1.0,17,11,1.0,0.0,1.0,8497,0.9536998982297373,3.0252048907222786,9017
181,1.0,24,11,1.0,0.0,1.0,9180,0.9664695918371277,3.3611971025395895,0
182,1.0,23,12,1.0,1.0,0.0,15079,0.03557575757575757,-3.2998668443820875,10283
183,1.0,23,10,1.0,0.0,1.0,15709,0.7289890661776468,0.989499567237849,5665
184,1.0,26,11,0.0,0.0,1.0,22959,0.12031920493509159,-1.9894108565280684,2746
185,1.0,21,13,1.0,0.0,0.0,24806,0.09941324159605573,-2.2037611846346943,8803
186,1.0,18,10,1.0,1.0,1.0,1958,0.8750606719668226,1.946464979609616,10989
187,1.0,22,10,1.0,0.0,1.0,653,0.9949993718119781,5.293178563666903,11134
188,1.0,17,10,1.0,0.0,1.0,1000,0.9937531234508914,5.069407222370875,1433
189,1.0,20,7,1.0,0.0,1.0,1569,0.9937018642531283,5.061183549896379,5518
190,1.0,17,9,1.0,0.0,1.0,1667,0.9936409499972687,5.051496928539926,5594
191,1.0,23,11,1.0,0.0,1.0,1961,0.9950331225295748,5.299984658486601,3689
192,1.0,32,10,1.0,0.0,1.0,2321,0.9896463003064696,4.560003692723441,179
193,1.0,19,12,1.0,0.0,0.0,2534,0.7509891659133839,1.1038948195400318,4551
194,1.0,30,10,1.0,0.0,1.0,2615,0.9935185884621264,5.03231445533301,0
195,1.0,25,12,1.0,0.0,0.0,2746,0.968066274775274,3.4116378822033937,2090
196,1.0,26,11,0.0,0.0,1.0,4676,0.6351457981703605,0.5543567492155648,1973
197,1.0,19,10,1.0,0.0,1.0,3473,0.9834084507303774,4.082131062727421,5861
198,1.0,19,8,0.0,0.0,1.0,3416,0.592424357150523,0.37399665552371636,9251
199,1.0,20,10,1.0,0.0,1.0,5100,0.9854766670490157,4.217368924921075,13626
200,1.0,21,11,1.0,0.0,1.0,5310,0.9763898553392327,3.72218547042738,7906
201,1.0,23,12,1.0,0.0,0.0,7841,0.9434955483571401,2.8152722213873185,7947
202,1.0,19,11,1.0,0.0,1.0,6409,0.9757801998559643,3.6960668695854553,11648
203,1.0,22,11,1.0,0.0,1.0,8774,0.968552925170461,3.4274971592591443,18295
204,1.0,23,12,1.0,0.0,0.0,7782,0.9434955483571401,2.8152722213873185,14416
205,1.0,26,10,1.0,1.0,1.0,8141,0.8424595457729716,1.6766433666670875,4635
206,1.0,24,12,1.0,0.0,0.0,12982,0.07775415068696484,-2.473259901181555,0
207,1.0,18,10,0.0,0.0,1.0,12625,0.0790808075022911,-2.454902084074939,0
208,1.0,27,11,1.0,0.0,1.0,14223,0.5210095550486428,0.08408773210737547,7661
209,1.0,21,11,0.0,0.0,1.0,17983,0.35970479483438333,-0.5766456473726482,15191
210,1.0,25,8,0.0,0.0,1.0,23096,0.474614025879096,-0.10163128465616258,6421
211,1.0,21,12,1.0,0.0,0.0,807,0.9689468497343965,3.4405094986887064,4350
212,1.0,19,11,1.0,0.0,1.0,532,0.9946451449927842,5.224382407966895,0
213,1.0,18,11,1.0,0.0,1.0,851,0.9875617981895295,4.374466547397024,0
214,1.0,34,7,1.0,0.0,1.0,857,0.9818904747486041,3.993041712461321,0
215,1.0,21,11,0.0,0.0,1.0,946,0.5611793085301463,0.2459495955416929,11412
216,1.0,25,9,1.0,0.0,1.0,1536,0.9951320338648046,5.320199207221137,1709
217,1.0,17,9,1.0,0.0,1.0,1341,0.9936409499972687,5.051496928539926,1374
218,1.0,28,8,1.0,0.0,1.0,1182,0.9951706414697149,5.3282005720391235,7779
219,1.0,18,9,1.0,0.0,1.0,1182,0.9937062867336023,5.061890435861449,5100
220,1.0,27,12,1.0,0.0,0.0,4310,0.9568338932167076,3.0985741839652663,0
221,1.0,23,9,1.0,0.0,1.0,1774,0.9951320338648046,5.320199207221137,11464
222,1.0,19,8,0.0,0.0,1.0,1862,0.6017123981986278,0.412605225383322,8774
223,1.0,21,11,1.0,0.0,1.0,2158,0.9928199972957785,4.92924961631545,0
224,1.0,21,11,1.0,0.0,1.0,2217,0.9928199972957785,4.92924961631545,4082
225,1.0,23,10,1.0,0.0,1.0,2217,0.9945118456597455,5.199659996141924,0
226,1.0,27,9,1.0,0.0,1.0,2294,0.9924726799324426,4.881660407924732,2018
227,1.0,27,11,1.0,0.0,1.0,2483,0.9918267400981594,4.798680596789132,0
228,1.0,23,12,0.0,0.0,0.0,3903,0.09060682454512603,-2.3062480005974164,796
229,1.0,27,8,1.0,0.0,1.0,7218,0.9486461514250487,2.9162959829336335,7976
230,1.0,28,11,1.0,1.0,1.0,6952,0.9136925637316752,2.3595783893104967,7318
231,1.0,25,12,1.0,0.0,0.0,5204,0.93363672189707,2.643943550969836,0
232,1.0,20,12,1.0,0.0,0.0,6085,0.915811151641526,2.386747706910103,9750
233,1.0,26,12,1.0,0.0,0.0,6608,0.9441956558863243,2.8284816894044624,5811
234,1.0,23,10,1.0,1.0,1.0,10495,0.4334716302218888,-0.2677008077266404,3385
235,1.0,49,8,0.0,1.0,1.0,7285,0.448136628465502,-0.20820234013092148,16717
236,1.0,19,11,1.0,0.0,1.0,10224,0.7995517061665361,1.3834948759407741,11293
237,1.0,21,13,0.0,0.0,0.0,8616,0.6194892915608672,0.4873810953254114,99
238,1.0,27,12,1.0,1.0,0.0,7806,0.642100141605076,0.5844910532178029,2777
239,1.0,23,11,1.0,0.0,1.0,8959,0.9664695918371277,3.3611971025395895,1659
240,1.0,22,11,1.0,0.0,1.0,12170,0.740935692502969,1.050837514409108,8408
241,1.0,24,15,1.0,0.0,0.0,13008,0.0789030745534663,-2.457345075256515,14683
242,1.0,24,12,1.0,0.0,0.0,18154,0.07900415068696484,-2.4559551380993385,0
243,1.0,18,11,1.0,0.0,1.0,214,0.987654165528832,4.382013885186485,929
244,1.0,17,10,1.0,0.0,1.0,5793,0.9818372402064243,3.990052218808299,5522
245,1.0,17,9,1.0,0.0,1.0,1253,0.9936409499972687,5.051496928539926,5445
246,1.0,28,11,1.0,0.0,1.0,6871,0.9732732869423912,3.595001358894051,0
247,1.0,27,11,1.0,0.0,1.0,2666,0.9918267400981594,4.798680596789132,0
248,1.0,19,11,1.0,0.0,1.0,2615,0.9903941930279728,4.635735230134518,4146
249,1.0,18,11,0.0,0.0,1.0,919,0.3054423166015612,-0.8215142717723807,4321
250,1.0,24,10,1.0,0.0,1.0,2421,0.9935185884621264,5.03231445533301,1660
251,1.0,23,12,1.0,0.0,0.0,3039,0.9648413364759827,3.3120926088290115,8484
252,1.0,21,9,1.0,0.0,1.0,5749,0.9857900846030236,4.239503447672272,743
253,1.0,21,12,1.0,0.0,0.0,3332,0.9648413364759827,3.3120926088290115,9371
254,1.0,24,9,1.0,0.0,1.0,2288,0.9924726799324426,4.881660407924732,4849
255,1.0,20,9,0.0,0.0,1.0,5875,0.783889829659882,1.288480161558184,1358
256,1.0,25,13,1.0,0.0,0.0,3090,0.9349427365431908,2.665217424751923,0
257,1.0,35,8,1.0,1.0,1.0,17976,0.34069871407259017,-0.6601820662697512,3786
258,1.0,17,9,0.0,0.0,1.0,74,0.11061395491281945,-2.08448513195097,6210
259,1.0,24,11,1.0,1.0,1.0,1666,0.9349056965567335,2.6646086242304,4032
260,1.0,20,12,1.0,0.0,0.0,165,0.9810786805124505,3.9483633591964113,0
261,1.0,21,8,1.0,0.0,1.0,3695,0.9849276967278939,4.179709394952193,4279
262,1.0,18,10,1.0,0.0,1.0,1784,0.9938184601872251,5.0799871532726915,11141
263,1.0,27,12,1.0,0.0,0.0,357,0.9740156797163553,3.6239341116940045,22163
264,1.0,22,9,1.0,0.0,1.0,3836,0.9848890891229837,4.177111977430748,3462
265,1.0,46,8,1.0,0.0,1.0,2594,0.9849180051187523,4.179056753787288,0
266,1.0,19,10,1.0,0.0,1.0,6056,0.9857350792191266,4.235584204908765,0
267,1.0,19,11,0.0,1.0,1.0,5463,0.3790088831411723,-0.4937571340810494,6788
268,1.0,22,12,1.0,0.0,0.0,936,0.9689468497343965,3.4405094986887064,0
269,1.0,22,12,0.0,0.0,0.0,8455,0.6836175439402825,0.7704468292099138,12590
270,1.0,26,12,1.0,1.0,0.0,5794,0.4050335225919334,-0.38453522795472567,1424
271,1.0,29,12,1.0,0.0,0.0,4878,0.9173635467240158,2.4070529398253675,10976
272,1.0,31,9,1.0,0.0,1.0,5517,0.9857900846030236,4.239503447672272,9558
273,1.0,29,12,1.0,0.0,0.0,1817,0.9545487802966242,3.044599091040159,0
274,1.0,35,9,1.0,1.0,1.0,13830,0.2914313817366508,-0.8884423235447477,12803
275,1.0,25,12,1.0,0.0,0.0,2409,0.9681562454785103,3.4145522124567296,0
276,1.0,22,12,0.0,1.0,0.0,7055,0.7993581060262234,1.3822873410696728,10092
277,1.0,27,10,1.0,0.0,1.0,3550,0.9849551553994371,4.181560731569302,0
278,1.0,22,10,1.0,1.0,1.0,5588,0.9409214097643175,2.767991022889372,13228
279,1.0,19,8,1.0,0.0,1.0,2937,0.9835632452101183,4.091661969091521,7535
280,1.0,20,11,1.0,0.0,1.0,1220,0.994926614855482,5.278660704356986,1085
281,1.0,21,12,0.0,0.0,0.0,334,0.16304421832231483,-1.635749797488594,12558
282,1.0,27,12,1.0,1.0,0.0,334,0.35221099913725284,-0.609334601996067,0
283,1.0,20,10,1.0,0.0,1.0,2777,0.9887543454825175,4.476464125079457,5615
284,1.0,23,12,1.0,0.0,0.0,501,0.9646474122168651,3.306391064353758,671
285,1.0,27,13,0.0,1.0,0.0,853,0.2851833487177803,-0.9188937757809575,0
286,1.0,23,12,0.0,0.0,0.0,1117,0.0924539459339985,-2.2840336743939775,559
287,1.0,24,12,1.0,0.0,0.0,2842,0.964170584561922,3.2924990175854707,6167
288,1.0,20,11,1.0,0.0,1.0,1484,0.994926614855482,5.278660704356986,6943
289,1.0,26,10,1.0,0.0,1.0,6788,0.9846780177489609,4.163026156502494,672
290,1.0,25,14,1.0,1.0,0.0,11536,0.030416666666666668,-3.4618757221539007,36646
291,1.0,26,10,1.0,1.0,1.0,0,0.9578794919022147,3.1241872284313295,0
292,1.0,20,9,1.0,0.0,1.0,0,0.995012462738752,5.295813009330737,8881
293,1.0,31,4,1.0,0.0,1.0,4023,0.9057347778533869,2.262634202036229,7382
294,1.0,24,10,1.0,1.0,1.0,4078,0.9362708995602358,2.6872635631605433,0
295,1.0,33,11,1.0,1.0,1.0,25142,0.012971154453988403,-4.331971260556774,4181
296,1.0,33,12,1.0,1.0,0.0,10941,0.25574366677517935,-1.0682098682165322,15952
297,0.0,45,11,0.0,1.0,1.0,25243,0.0,0.0,25564
298,0.0,21,14,0.0,0.0,0.0,5852,0.09668957251116352,-2.234560704606146,13496
299,0.0,38,12,0.0,1.0,0.0,25130,0.0,0.0,25564
300,0.0,48,6,0.0,1.0,1.0,25243,0.0,0.0,25564
301,0.0,18,8,0.0,1.0,1.0,10727,0.11703136918382911,-2.0208476627391327,9860
302,0.0,22,11,0.0,1.0,1.0,18449,0.006234913793103448,-5.071336094192131,25564
303,0.0,48,10,0.0,1.0,1.0,16354,0.0,0.0,18059
304,0.0,18,11,0.0,0.0,1.0,3620,0.34299489712342096,-0.6499762155257995,15739
305,0.0,48,9,0.0,1.0,1.0,25243,0.0,0.0,25564
306,0.0,45,12,0.0,1.0,0.0,0,9.80392156862745e-05,-9.230044955250518,3924
307,0.0,34,14,0.0,1.0,0.0,23746,0.0,0.0,25564
308,0.0,16,10,0.0,0.0,1.0,1224,0.05111058114703871,-2.9213007247255085,6847
309,0.0,53,10,0.0,1.0,1.0,25243,0.0,0.0,25564
310,0.0,19,12,0.0,0.0,0.0,4386,0.01669554157713315,-4.075777083568546,8777
311,0.0,27,12,0.0,1.0,0.0,19047,0.0,0.0,19214
312,0.0,32,10,0.0,1.0,1.0,23374,0.0006188925081433225,-7.386959870307682,9179
