,treat,education*,black,black_education,married,nodegree,propensity_score,propensity_logit,re78
98,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
99,1.0,9,0.0,0.0,0.0,1.0,0.9928265249366559,4.930165746503304,26817
100,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
101,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,9265
102,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,485
103,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,4814
104,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,7458
105,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
106,1.0,13,1.0,13.0,0.0,0.0,0.8980308726361357,2.1755343524724973,34099
107,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,1953
108,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
109,1.0,10,1.0,10.0,1.0,1.0,0.0018569712201292397,-6.2869497972486545,0
110,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,8881
111,1.0,9,0.0,0.0,0.0,1.0,0.9928265249366559,4.930165746503304,6210
112,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,0
113,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,929
114,1.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
115,1.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,12558
116,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,22163
117,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,1652
118,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,8124
119,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,671
120,1.0,14,1.0,14.0,0.0,0.0,0.21809198518752967,-1.2768201813149715,17814
121,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,9737
122,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,17685
123,1.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
124,1.0,11,0.0,0.0,0.0,1.0,0.9864442141769731,4.2872933204286,4321
125,1.0,9,1.0,9.0,1.0,1.0,0.09185697122012926,-2.291169180219473,1773
126,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,0
127,1.0,10,1.0,10.0,1.0,1.0,0.0018569712201292397,-6.2869497972486545,11233
128,1.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,559
129,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,1085
130,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,5445
131,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,60307
132,1.0,11,1.0,11.0,1.0,1.0,0.10426110045111685,-2.150750629596441,1460
133,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,6943
134,1.0,11,1.0,11.0,1.0,1.0,0.10426110045111685,-2.150750629596441,4032
135,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,10363
136,1.0,8,0.0,0.0,1.0,1.0,0.036064833103689756,-3.2857057998001418,4232
137,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,11141
138,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,0
139,1.0,11,0.0,0.0,0.0,1.0,0.9864442141769731,4.2872933204286,13385
140,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,4849
141,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,0
142,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,1660
143,1.0,8,1.0,8.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
144,1.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,2484
145,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,4146
146,1.0,8,1.0,8.0,0.0,1.0,0.9998409090909091,8.745875660279486,9970
147,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
148,1.0,11,1.0,11.0,1.0,1.0,0.10426110045111685,-2.150750629596441,26372
149,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,5615
150,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,3196
151,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,6167
152,1.0,8,1.0,8.0,0.0,1.0,0.9998409090909091,8.745875660279486,7535
153,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,8484
154,1.0,9,1.0,9.0,1.0,1.0,0.09185697122012926,-2.291169180219473,1294
155,1.0,13,1.0,13.0,0.0,0.0,0.8980308726361357,2.1755343524724973,0
156,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,5010
157,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,9371
158,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
159,1.0,8,1.0,8.0,0.0,1.0,0.9998409090909091,8.745875660279486,4279
160,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,3462
161,1.0,4,1.0,4.0,0.0,1.0,0.11288504550664855,-2.061604568601838,7382
162,1.0,10,1.0,10.0,1.0,1.0,0.0018569712201292397,-6.2869497972486545,0
163,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
164,1.0,12,1.0,12.0,0.0,0.0,1.0,0.0,10976
165,1.0,10,0.0,0.0,0.0,1.0,0.9950687002918077,5.307209194491442,13829
166,1.0,11,0.0,0.0,1.0,1.0,0.0032321610166643148,-5.73136692432001,6788
167,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,9558
168,1.0,10,1.0,10.0,1.0,1.0,0.0018569712201292397,-6.2869497972486545,13228
169,1.0,9,1.0,9.0,0.0,1.0,0.9998409090909091,8.745875660279486,743
170,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,5522
171,1.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,1424
172,1.0,9,0.0,0.0,0.0,1.0,0.9928265249366559,4.930165746503304,1358
173,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
174,1.0,10,1.0,10.0,0.0,1.0,0.9998409090909091,8.745875660279486,672
175,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,0
176,1.0,12,0.0,0.0,1.0,0.0,0.0,0.0,10092
177,1.0,11,1.0,11.0,0.0,1.0,0.9998409090909091,8.745875660279486,6281
178,1.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,12590
179,1.0,10,0.0,0.0,0.0,1.0,0.9950687002918077,5.307209194491442,5112
180,1.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,15952
181,1.0,14,1.0,14.0,1.0,0.0,0.09480000000000001,-2.256386504498406,36646
182,1.0,9,1.0,9.0,1.0,1.0,0.09185697122012926,-2.291169180219473,12803
183,1.0,8,1.0,8.0,1.0,1.0,0.09185697122012926,-2.291169180219473,3786
184,1.0,11,1.0,11.0,1.0,1.0,0.10426110045111685,-2.150750629596441,4181
185,0.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,0
186,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
187,0.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,0
188,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
189,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
190,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
191,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
192,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,0
193,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
194,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
195,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,4728
196,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
197,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
198,0.0,14,1.0,14.0,1.0,0.0,0.09480000000000001,-2.256386504498406,0
199,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,11821
200,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
201,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
202,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0
203,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
204,0.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,0
205,0.0,17,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,0
206,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
207,0.0,12,0.0,0.0,0.0,0.0,0.8048069101497531,1.4166131124837416,0
208,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
209,0.0,16,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,9014
210,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,13299
211,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,1921
212,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,11821
213,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
214,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
215,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
216,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,8866
217,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
218,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
219,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,28076
220,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
221,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
222,0.0,14,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,0
223,0.0,17,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,0
224,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,12930
225,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
226,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
227,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
228,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
229,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,17732
230,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
231,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
232,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
233,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
234,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
235,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
236,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
237,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
238,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,22165
239,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
240,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,66497
241,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
242,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
243,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
244,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
245,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
246,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
247,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
248,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
249,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,8396
250,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
251,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
252,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
253,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
254,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
255,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
256,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
257,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
258,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
259,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
260,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
261,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
262,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
263,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,36943
264,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
265,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
266,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
267,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
268,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
269,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
270,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
271,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
272,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
273,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
274,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
275,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
276,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
277,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
278,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
279,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
280,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
281,0.0,14,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,3657
282,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
283,0.0,13,0.0,0.0,0.0,0.0,0.10267454683550724,-2.1678543740434906,2659
284,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
285,0.0,15,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,14777
286,0.0,14,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,5319
287,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
288,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,26599
289,0.0,17,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,7388
290,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,10344
291,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
292,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,19210
293,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,20688
294,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,36943
295,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,11821
296,0.0,13,1.0,13.0,1.0,0.0,0.0,0.0,20688
297,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
298,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,29554
299,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
300,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
301,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
302,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0
303,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,63542
304,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,63542
305,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,22165
306,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,17732
307,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,29554
308,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,1220
309,0.0,15,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,22313
310,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,20688
311,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,22165
312,0.0,16,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,32509
313,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,28076
314,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,36898
315,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,39898
316,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,29554
317,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,23643
318,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,31032
319,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
320,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,22165
321,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,41376
322,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,39898
323,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,81274
324,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,18609
325,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,5910
326,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,10344
327,0.0,13,0.0,0.0,0.0,0.0,0.10267454683550724,-2.1678543740434906,2305
328,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0
329,0.0,15,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,3250
330,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
331,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,5910
332,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,26599
333,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,1152
334,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,1152
335,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
336,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,2955
337,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,24825
338,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,4363
339,0.0,14,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,11082
340,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,4728
341,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,4728
342,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,2955
343,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,22165
344,0.0,15,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,4137
345,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,1477
346,0.0,12,1.0,12.0,0.0,0.0,1.0,0.0,1152
347,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,21427
348,0.0,15,0.0,0.0,0.0,0.0,0.00027722772277227726,-8.19039401949071,5024
349,0.0,12,1.0,12.0,1.0,0.0,0.14,-1.8152899666382492,0
350,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,11378
351,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,2770
