,treat,education*,black,married,nodegree,re74,re75,propensity_score,propensity_logit,re78
55,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,0
56,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,1067
57,1.0,4,1.0,1.0,1.0,0,0,0.3473832132115736,-0.6305615753357042,7284
58,1.0,14,1.0,1.0,0.0,0,0,0.2705186226685239,-0.9919928983754537,13167
59,1.0,11,0.0,0.0,1.0,0,0,0.942890183413025,2.8039738002620043,1048
60,1.0,8,1.0,0.0,1.0,0,0,0.9993348615618483,7.314850001561726,0
61,1.0,8,1.0,0.0,1.0,0,0,0.9993348615618483,7.314850001561726,1923
62,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,4666
63,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,549
64,1.0,4,1.0,0.0,1.0,0,0,0.9678375500542008,3.4042646316853364,762
65,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,10694
66,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,0
67,1.0,7,0.0,0.0,1.0,0,0,0.9755845593442342,3.687821093468237,0
68,1.0,5,1.0,1.0,1.0,0,0,0.4586533422789934,-0.1657651666278419,8546
69,1.0,13,1.0,0.0,0.0,0,0,0.9986085972281217,6.576050480654559,7479
70,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,0
71,1.0,13,1.0,0.0,0.0,0,0,0.9986085972281217,6.576050480654559,647
72,1.0,6,1.0,0.0,1.0,0,0,0.9986509757383516,6.607023781990623,0
73,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,11965
74,1.0,15,1.0,0.0,0.0,0,0,0.9691061175461878,3.4458159328640114,9598
75,1.0,11,0.0,0.0,1.0,0,0,0.942890183413025,2.8039738002620043,18783
76,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,18678
77,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,0
78,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,23005
79,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,6456
80,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,0
81,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,2321
82,1.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,4941
83,1.0,13,1.0,0.0,0.0,0,0,0.9986085972281217,6.576050480654559,0
84,1.0,8,1.0,0.0,1.0,0,0,0.9993348615618483,7.314850001561726,0
85,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,0
86,1.0,8,0.0,0.0,1.0,0,0,0.9885091945180497,4.4546507517812355,3881
87,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,17230
88,1.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,8048
89,1.0,8,1.0,0.0,1.0,0,0,0.9993348615618483,7.314850001561726,0
90,1.0,11,1.0,1.0,1.0,0,0,0.9780931181008509,3.798804048855356,14509
91,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,0
92,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,0
93,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,9983
94,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,0
95,1.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,5587
96,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,4482
97,1.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,2456
98,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,0
99,1.0,9,0.0,0.0,1.0,0,0,0.9901482440134459,4.610204961304324,26817
100,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,0
101,1.0,10,1.0,0.0,1.0,0,0,0.9991597810053295,7.081007419987802,9265
102,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,485
103,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,4814
104,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,7458
105,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,0
106,1.0,13,1.0,0.0,0.0,0,0,0.9986085972281217,6.576050480654559,34099
107,1.0,9,1.0,0.0,1.0,0,0,0.99910396271625,7.0166320955618415,1953
108,1.0,11,1.0,0.0,1.0,0,0,0.9988245662887077,6.744941958423841,0
109,1.0,10,1.0,1.0,1.0,2027,0,0.6360593542185724,0.5583010899279145,0
110,1.0,9,1.0,0.0,1.0,6083,0,0.7188091641596032,0.9385623341431403,8881
111,1.0,9,0.0,0.0,1.0,445,74,0.9902747089612406,4.623252572514929,6210
112,1.0,12,1.0,0.0,0.0,989,165,0.9893470005463469,4.531203638748828,0
113,1.0,11,1.0,0.0,1.0,858,214,0.9975173329027425,5.995936100211157,929
114,1.0,12,1.0,1.0,0.0,3670,334,0.43238966933097417,-0.27210795171950797,0
115,1.0,12,0.0,0.0,0.0,3670,334,0.8970510420963739,2.164879452489069,12558
116,1.0,12,1.0,0.0,0.0,2143,357,0.9284583001533266,2.563244974467166,22163
117,1.0,12,1.0,0.0,0.0,0,377,0.9960864523429691,5.539389761571974,1652
118,1.0,10,1.0,0.0,1.0,0,385,0.999041590747741,6.9492768079700795,8124
119,1.0,12,1.0,0.0,0.0,5506,501,0.9660244448423699,3.347547839028054,671
120,1.0,14,1.0,0.0,0.0,0,679,0.9906626032890214,4.664346526846162,17814
121,1.0,10,1.0,0.0,1.0,0,798,0.999041590747741,6.9492768079700795,9737
122,1.0,9,1.0,0.0,1.0,0,798,0.9987402786321631,6.675604203626649,17685
123,1.0,13,0.0,1.0,0.0,9381,853,0.36163118613412765,-0.5682913248425463,0
124,1.0,11,0.0,0.0,1.0,3678,919,0.8824896408516897,2.016220557664442,4321
125,1.0,9,1.0,1.0,1.0,0,934,0.9730414426258913,3.586125899155815,1773
126,1.0,12,1.0,0.0,0.0,5605,936,0.9706016332013891,3.496976997907684,0
127,1.0,10,1.0,1.0,1.0,0,936,0.9748294890271558,3.6565894628459223,11233
128,1.0,12,0.0,0.0,0.0,9385,1117,0.7989444999463633,1.3797104918443817,559
129,1.0,11,1.0,0.0,1.0,3637,1220,0.9495026082928804,2.934016591682347,1085
130,1.0,9,1.0,0.0,1.0,1716,1253,0.9862454131464482,4.272532863513942,5445
131,1.0,11,1.0,0.0,1.0,0,1284,0.9974574365239544,5.972036663076945,60307
132,1.0,11,1.0,1.0,1.0,0,1392,0.9842386374092095,4.134306845842986,1460
133,1.0,11,1.0,0.0,1.0,16318,1484,0.8217512636416571,1.5282577801722648,6943
134,1.0,11,1.0,1.0,1.0,824,1666,0.9617854179219034,3.225574194925913,4032
135,1.0,9,1.0,0.0,1.0,0,1698,0.9987503669045463,6.683654879853514,10363
136,1.0,8,0.0,1.0,1.0,0,1713,0.40078096134222996,-0.4022121581578685,4232
137,1.0,10,1.0,0.0,1.0,2143,1784,0.9860313416298997,4.256872008582901,11141
138,1.0,12,1.0,0.0,0.0,10881,1817,0.9811015170029161,3.9495942832550934,0
139,1.0,11,0.0,0.0,1.0,0,2226,0.9594771881268669,3.164523468744556,13385
140,1.0,9,1.0,0.0,1.0,9154,2288,0.9188710555214185,2.4271060068847,4849
141,1.0,12,1.0,0.0,0.0,14426,2409,0.9183874791825449,2.4206367005885845,0
142,1.0,10,1.0,0.0,1.0,4250,2421,0.9794045783746718,3.8618760140338053,1660
143,1.0,8,1.0,0.0,1.0,3165,2594,0.9785279601503968,3.819297744255646,0
144,1.0,12,0.0,0.0,0.0,0,2611,0.8483232549319094,1.7215101809350377,2484
145,1.0,11,1.0,0.0,1.0,2305,2615,0.9550106613100645,3.0552969603944944,4146
146,1.0,8,1.0,0.0,1.0,0,2657,0.9990428840924753,6.950628484119004,9970
147,1.0,11,1.0,0.0,1.0,2206,2666,0.9569025532019564,3.100237804652604,0
148,1.0,11,1.0,1.0,1.0,0,2754,0.9821938642364124,4.010245602906001,26372
149,1.0,10,1.0,0.0,1.0,5005,2777,0.9781085946582142,3.7995265917064738,5615
150,1.0,10,1.0,0.0,1.0,0,2836,0.9990540742297052,6.96240008546945,3196
151,1.0,12,1.0,0.0,0.0,13765,2842,0.9444900739726956,2.8340833254933426,6167
152,1.0,8,1.0,0.0,1.0,2636,2937,0.9871112969584853,4.338431601478737,7535
153,1.0,12,1.0,0.0,0.0,6269,3039,0.9741880827695577,3.63076809502245,8484
154,1.0,9,1.0,1.0,1.0,0,3058,0.945349804443076,2.850602229464078,1294
155,1.0,13,1.0,0.0,0.0,12362,3090,0.9228781654227715,2.4821107887072653,0
156,1.0,9,1.0,0.0,1.0,0,3287,0.9987527621141272,6.685575847605563,5010
157,1.0,12,1.0,0.0,0.0,6473,3332,0.961356647526801,3.2139706940681187,9371
158,1.0,10,1.0,0.0,1.0,1001,3550,0.9990014291284561,6.908186359840747,0
159,1.0,8,1.0,0.0,1.0,989,3695,0.9980136979103169,6.2194923379140175,4279
160,1.0,9,1.0,0.0,1.0,2192,3836,0.957888026460951,3.12439878117534,3462
161,1.0,4,1.0,0.0,1.0,8517,4023,0.6790115973133568,0.7492332136277385,7382
162,1.0,10,1.0,1.0,1.0,11703,4078,0.3330610055938065,-0.6943729058905019,0
163,1.0,10,1.0,0.0,1.0,0,4398,0.9756110182810348,3.68893249871264,0
164,1.0,12,1.0,0.0,0.0,9748,4878,0.7111888460687494,0.901164972902818,10976
165,1.0,10,0.0,0.0,1.0,0,5324,0.8999434447578571,2.196596343646891,13829
166,1.0,11,0.0,1.0,1.0,5424,5463,0.32234485473132785,-0.7430165733609321,6788
167,1.0,9,1.0,0.0,1.0,10717,5517,0.8807862429129841,1.999896806656382,9558
168,1.0,10,1.0,1.0,1.0,1468,5588,0.44142735904586733,-0.23537120009319148,13228
169,1.0,9,1.0,0.0,1.0,6416,5749,0.7472363161384037,1.0839264923600298,743
170,1.0,10,1.0,0.0,1.0,1291,5793,0.9811347521051689,3.9513883183221523,5522
171,1.0,12,1.0,1.0,0.0,8408,5794,0.11023199230759308,-2.088373597325068,1424
172,1.0,9,0.0,0.0,1.0,12260,5875,0.5906118286026614,0.36649521694313447,1358
173,1.0,10,1.0,0.0,1.0,4121,6056,0.8885568437367405,2.076083971137,0
174,1.0,10,1.0,0.0,1.0,25929,6788,0.3373538036700606,-0.6751089650665266,672
175,1.0,11,1.0,0.0,1.0,1929,6871,0.9145739064075817,2.3708066810538173,0
176,1.0,12,0.0,1.0,0.0,492,7055,0.14721287264734165,-1.756630306208829,10092
177,1.0,11,1.0,0.0,1.0,0,7867,0.6978236986779758,0.8369558639138444,6281
178,1.0,12,0.0,0.0,0.0,6759,8455,0.13560560706053768,-1.8522784133059986,12590
179,1.0,10,0.0,0.0,1.0,0,8853,0.3492676678420136,-0.6222598087286819,5112
180,1.0,12,1.0,1.0,0.0,20279,10941,0.044031134367018575,-3.077828362253188,15952
181,1.0,14,1.0,1.0,0.0,35040,11536,0.35392573300111635,-0.6018273642274358,36646
182,1.0,9,1.0,1.0,1.0,13602,13830,0.009942128236185982,-4.60098229172843,12803
183,1.0,8,1.0,1.0,1.0,13732,17976,0.01330939905533733,-4.3058860345441925,3786
184,1.0,11,1.0,1.0,1.0,14660,25142,0.5666112146565688,0.26803816732783675,4181
185,0.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,0
186,0.0,12,1.0,1.0,0.0,0,0,0.2805201212567258,-0.9418831044003292,0
187,0.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,0
188,0.0,12,1.0,1.0,0.0,0,0,0.2805201212567258,-0.9418831044003292,0
189,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
190,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
191,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
192,0.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,0
193,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
194,0.0,12,1.0,1.0,0.0,0,0,0.2805201212567258,-0.9418831044003292,0
195,0.0,12,1.0,0.0,0.0,0,0,0.9988018330585119,6.725763553522812,4728
196,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
197,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
198,0.0,14,1.0,1.0,0.0,0,0,0.2705186226685239,-0.9919928983754537,0
199,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,11821
200,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
201,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
202,0.0,15,0.0,1.0,0.0,0,0,0.006298416771022325,-5.061138647874742,0
203,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
204,0.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,0
205,0.0,17,0.0,0.0,0.0,0,0,0.33621452407041275,-0.6802095981293245,0
206,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
207,0.0,12,0.0,0.0,0.0,0,0,0.9843930810680598,4.144310952707227,0
208,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
209,0.0,16,0.0,0.0,0.0,0,0,0.3593848831231247,-0.5780349228558048,9014
210,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,13299
211,0.0,15,0.0,1.0,0.0,0,0,0.006298416771022325,-5.061138647874742,1921
212,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,11821
213,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
214,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
215,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
216,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,8866
217,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
218,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
219,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,28076
220,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
221,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
222,0.0,14,0.0,0.0,0.0,0,0,0.5336641220934525,0.13486051368560917,0
223,0.0,17,0.0,0.0,0.0,0,0,0.33621452407041275,-0.6802095981293245,0
224,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,12930
225,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
226,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
227,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
228,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
229,0.0,12,1.0,1.0,0.0,0,0,0.2805201212567258,-0.9418831044003292,17732
230,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
231,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
232,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
233,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
234,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
235,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
236,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
237,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
238,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,22165
239,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
240,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,66497
241,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
242,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
243,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
244,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
245,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
246,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
247,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
248,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
249,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,8396
250,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
251,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
252,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
253,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
254,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
255,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
256,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
257,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
258,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
259,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
260,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
261,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
262,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
263,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,36943
264,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
265,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
266,0.0,16,0.0,1.0,0.0,0,0,0.004476063073333941,-5.404525286543691,0
267,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
268,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
269,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
270,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
271,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
272,0.0,17,0.0,1.0,0.0,0,0,0.002205704020621948,-6.114500397146081,0
273,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
274,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
275,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
276,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
277,0.0,13,0.0,1.0,0.0,0,0,0.006062165440653347,-5.099607594322082,0
278,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
279,0.0,14,0.0,1.0,0.0,0,0,0.0021186548662604204,-6.154852986333098,0
280,0.0,12,0.0,1.0,0.0,0,0,0.0941149283663374,-2.2643957678482645,0
281,0.0,14,0.0,0.0,0.0,0,71,0.5378060428876068,0.15151335651047518,3657
282,0.0,12,0.0,1.0,0.0,0,71,0.09611492836633742,-2.241157573248112,0
283,0.0,13,0.0,0.0,0.0,0,692,0.6162028616023996,0.47346210252954685,2659
284,0.0,16,0.0,1.0,0.0,0,1521,0.11548908401465675,-2.0358588401431357,0
285,0.0,15,0.0,0.0,0.0,0,3222,0.4432520940367754,-0.22797387572834124,14777
286,0.0,14,0.0,0.0,0.0,0,3401,0.4773864862072233,-0.09051580508217529,5319
287,0.0,16,0.0,1.0,0.0,0,4833,0.04952153467447585,-2.9545578866184488,0
288,0.0,12,0.0,1.0,0.0,0,5729,0.12662878232878236,-1.9311008537201477,26599
289,0.0,17,0.0,0.0,0.0,0,6087,0.24765217123717145,-1.1111735289027393,7388
290,0.0,12,0.0,1.0,0.0,0,6266,0.11740150960150963,-2.0172706205039357,10344
291,0.0,12,0.0,1.0,0.0,0,7161,0.14479858693305592,-1.7759932908784528,0
292,0.0,12,0.0,1.0,0.0,0,8056,0.12892239645686548,-1.9105204244606866,19210
293,0.0,12,0.0,1.0,0.0,0,8235,0.11608668217115119,-2.030021828932388,20688
294,0.0,16,0.0,1.0,0.0,0,8951,0.00403516701963604,-5.508664255120657,36943
295,0.0,12,1.0,1.0,0.0,0,8951,0.037031364467248674,-3.258255599864063,11821
296,0.0,13,1.0,1.0,0.0,0,10741,0.033110643746527946,-3.374229275281953,20688
297,0.0,12,0.0,1.0,0.0,0,10741,0.003070015504484525,-5.782997929405786,0
298,0.0,13,0.0,1.0,0.0,0,16112,0.0012700155044845249,-6.6674553476729805,29554
299,0.0,17,0.0,1.0,0.0,0,16112,0.0002700155044845249,-8.216761124632601,17732
300,0.0,17,0.0,1.0,0.0,0,16112,0.0002700155044845249,-8.216761124632601,17732
301,0.0,17,0.0,1.0,0.0,0,16112,0.0002700155044845249,-8.216761124632601,17732
302,0.0,12,0.0,1.0,0.0,0,17903,0.0002700155044845249,-8.216761124632601,0
303,0.0,12,0.0,1.0,0.0,0,17903,0.0002700155044845249,-8.216761124632601,63542
304,0.0,12,0.0,1.0,0.0,0,17903,0.0002700155044845249,-8.216761124632601,63542
305,0.0,14,0.0,1.0,0.0,0,17903,0.0002700155044845249,-8.216761124632601,22165
306,0.0,16,0.0,1.0,0.0,0,19693,0.00045183368630270684,-7.7017444607063235,17732
307,0.0,17,0.0,1.0,0.0,0,21161,0.0002700155044845249,-8.216761124632601,29554
308,0.0,12,1.0,1.0,0.0,0,21483,0.02969803113391534,-3.486526579336585,1220
309,0.0,15,0.0,0.0,0.0,0,21483,0.07439921562324092,-2.5209976242192043,22313
