,treat,age,education*,black,married,re75,propensity_score,propensity_logit,re78
195,0.0,34,14,0.0,1.0,23746,0.0,0.0,25564
196,0.0,16,10,0.0,0.0,1224,0.004177310866469983,-5.473901512649765,6847
197,0.0,53,10,0.0,1.0,25243,0.0,0.0,25564
198,0.0,19,12,0.0,0.0,4386,0.00627771146212979,-5.064452282625838,8777
199,0.0,27,12,0.0,1.0,19047,0.0,0.0,19214
200,0.0,32,10,0.0,1.0,23374,0.0,0.0,9179
201,0.0,27,12,0.0,1.0,14822,0.0,0.0,25564
202,0.0,46,7,0.0,1.0,1317,0.00048,-7.6412443388254605,0
203,0.0,24,13,0.0,0.0,25243,0.0,0.0,23903
204,0.0,22,13,0.0,0.0,10351,0.0,0.0,6556
205,0.0,49,10,0.0,1.0,0,1.5503875968992248e-05,-11.074404998787708,0
206,0.0,17,10,0.0,0.0,0,0.025615224910107634,-3.6386193741668884,4755
207,0.0,29,14,0.0,1.0,22586,0.0,0.0,20923
208,0.0,28,16,0.0,1.0,0,0.0,0.0,10267
209,0.0,46,12,0.0,1.0,24967,0.0,0.0,19339
210,0.0,26,17,1.0,1.0,0,0.12463479843754319,-1.9492533239340746,4753
211,0.0,49,12,0.0,0.0,25243,3.740702073655476e-05,-10.193614743211892,25564
212,0.0,51,10,0.0,1.0,25243,0.0,0.0,25564
213,0.0,51,10,0.0,1.0,21725,0.0,0.0,10348
214,0.0,27,11,0.0,1.0,18123,0.0,0.0,18490
215,0.0,23,13,0.0,0.0,21014,0.0,0.0,0
216,0.0,27,10,0.0,1.0,9755,1.6666666666666667e-05,-11.002083174398681,13105
217,0.0,38,10,0.0,1.0,25243,0.0,0.0,25564
218,0.0,32,8,0.0,0.0,6149,0.3101049348026465,-0.7996287670373478,8414
219,0.0,34,14,0.0,1.0,25243,0.0,0.0,25564
220,0.0,26,18,0.0,1.0,21883,0.0,0.0,25564
221,0.0,21,13,0.0,0.0,8176,0.016306572425534394,-4.0997460483318315,6753
222,0.0,39,8,0.0,0.0,16383,0.00028782051282051277,-8.152885629542372,16461
223,0.0,17,8,1.0,0.0,451,0.8636391647186192,1.8458504753323215,0
224,0.0,22,11,0.0,1.0,17779,0.0,0.0,14438
225,0.0,21,12,0.0,0.0,0,0.1145756273862242,-2.0448319410049507,0
226,0.0,44,9,0.0,1.0,14886,0.0,0.0,12634
227,0.0,26,10,0.0,1.0,17446,0.0,0.0,13518
228,0.0,54,4,0.0,1.0,13180,0.0,0.0,13741
229,0.0,42,12,0.0,1.0,22013,0.0,0.0,19941
230,0.0,25,12,0.0,0.0,11869,2.514876947459705e-05,-10.590676440981213,6170
231,0.0,20,13,0.0,0.0,214,0.03841069095664967,-3.2202516146616325,0
232,0.0,44,11,0.0,1.0,25243,0.0,0.0,25564
233,0.0,33,12,0.0,1.0,25243,0.0,0.0,25564
234,0.0,40,12,0.0,1.0,14494,0.0,0.0,25564
235,0.0,25,16,0.0,1.0,22916,0.0,0.0,23574
236,0.0,33,12,0.0,0.0,13046,6.369426751592357e-06,-11.963994714883409,11264
237,0.0,52,13,1.0,0.0,19668,0.0003059187995889177,-8.091884886444547,18437
238,0.0,54,14,0.0,1.0,25243,0.0,0.0,25564
239,0.0,27,15,0.0,0.0,19303,0.0,0.0,18207
240,0.0,51,10,0.0,1.0,7888,2.2222222222222223e-05,-10.714395546283317,6148
241,0.0,42,12,0.0,1.0,15241,0.0,0.0,15468
242,0.0,50,10,0.0,1.0,25243,0.0,0.0,25564
243,0.0,47,10,0.0,1.0,13964,0.0,0.0,9043
244,0.0,28,12,0.0,1.0,11019,0.006016666666666667,-5.1071870431349335,20055
245,0.0,33,12,0.0,1.0,25243,0.0,0.0,25564
246,0.0,33,13,0.0,1.0,18732,0.0,0.0,22254
247,0.0,55,16,0.0,1.0,24627,0.0,0.0,25564
248,0.0,38,12,0.0,1.0,25243,0.0,0.0,25564
249,0.0,39,16,0.0,1.0,25243,0.0,0.0,25564
250,0.0,27,17,0.0,1.0,25243,0.0,0.0,25564
251,0.0,16,9,0.0,0.0,467,0.004257870574445377,-5.454719147709983,4306
252,0.0,35,12,0.0,1.0,3331,0.0015260316944483811,-6.483557379443378,0
253,0.0,35,12,0.0,1.0,21093,0.0,0.0,23590
254,0.0,45,12,0.0,1.0,25243,0.0,0.0,0
255,0.0,51,11,0.0,1.0,21637,0.0,0.0,20267
256,0.0,27,16,0.0,0.0,1761,0.008727471904952834,-4.732513758795166,5532
257,0.0,28,14,0.0,1.0,0,0.0,0.0,18719
258,0.0,35,18,0.0,1.0,25243,0.0,0.0,25564
259,0.0,39,10,0.0,1.0,0,0.005738137859806577,-5.15486587172878,21496
260,0.0,33,12,0.0,0.0,25243,6.369426751592357e-06,-11.963994714883409,25564
261,0.0,52,16,0.0,1.0,25241,0.0,0.0,12429
262,0.0,22,13,0.0,0.0,6819,0.015062601760343193,-4.180363116964276,13943
263,0.0,25,12,0.0,1.0,11117,0.0,0.0,19003
264,0.0,28,16,0.0,1.0,22710,0.0,0.0,0
265,0.0,27,16,0.0,1.0,16200,0.0,0.0,17295
266,0.0,30,13,0.0,0.0,7990,0.018017389845058792,-3.998236205575049,8590
267,0.0,28,15,0.0,0.0,8085,0.011835597398588473,-4.4247373643288705,14348
268,0.0,24,12,0.0,1.0,18270,0.0,0.0,22261
269,0.0,29,11,1.0,0.0,14954,0.025642456478528156,-3.637528890128499,13714
270,0.0,49,7,1.0,0.0,16028,0.0,0.0,15965
271,0.0,22,12,0.0,1.0,14358,0.0,0.0,17051
272,0.0,30,16,0.0,1.0,25243,0.0,0.0,25564
273,0.0,45,12,0.0,1.0,25243,0.0,0.0,0
274,0.0,44,12,0.0,1.0,24418,0.0,0.0,25564
275,0.0,21,12,0.0,0.0,1953,0.04011944525085534,-3.1749477188332365,25564
276,0.0,26,13,0.0,1.0,4142,0.0187468409214953,-3.9578052345000505,18650
277,0.0,25,16,0.0,1.0,20112,0.0,0.0,20986
278,0.0,45,8,0.0,1.0,15316,0.0,0.0,17010
279,0.0,19,9,0.0,0.0,10525,0.00797172404823391,-4.82385082423454,1693
280,0.0,55,9,0.0,1.0,12349,0.0,0.0,12201
281,0.0,22,12,0.0,1.0,13035,0.0,0.0,17482
282,0.0,37,18,0.0,1.0,16735,0.0,0.0,25564
283,0.0,38,12,0.0,1.0,25243,0.0,0.0,25298
284,0.0,29,13,0.0,1.0,11590,0.0,0.0,2639
285,0.0,43,8,0.0,1.0,25243,0.0,0.0,1301
286,0.0,51,10,0.0,1.0,19817,0.0,0.0,4
287,0.0,25,14,0.0,1.0,11624,0.0,0.0,13903
288,0.0,52,12,0.0,1.0,20808,0.0,0.0,10394
289,0.0,26,14,0.0,1.0,24523,0.0,0.0,25564
290,0.0,37,18,0.0,1.0,25243,0.0,0.0,25564
291,0.0,36,12,0.0,1.0,25243,0.0,0.0,25564
292,0.0,27,14,0.0,1.0,18513,0.0,0.0,21258
293,0.0,21,11,0.0,1.0,25243,0.0,0.0,25564
294,0.0,44,12,0.0,1.0,0,0.0001579690092806678,-8.75295370648156,19081
295,0.0,49,17,0.0,1.0,25243,0.0,0.0,25564
296,0.0,32,0,0.0,0.0,3976,0.18665127579736132,-1.4719179120638188,7246
297,0.0,23,12,0.0,1.0,17622,0.0,0.0,22872
298,0.0,46,12,0.0,1.0,18214,0.0,0.0,20485
299,0.0,17,10,0.0,0.0,1536,0.010879335820868103,-4.509951136740086,19808
300,0.0,26,12,0.0,1.0,24849,0.0,0.0,22545
301,0.0,27,12,0.0,1.0,8178,0.012061509694259022,-4.405601073624642,25564
302,0.0,30,15,0.0,1.0,25243,0.0,0.0,25564
303,0.0,23,12,0.0,0.0,24942,0.00041025970357580325,-7.798309831555089,25523
304,0.0,22,12,0.0,1.0,21766,0.0,0.0,25564
305,0.0,30,18,0.0,1.0,23580,0.0,0.0,25564
306,0.0,32,14,0.0,1.0,15941,0.0,0.0,25564
307,0.0,27,14,0.0,0.0,24706,0.0,0.0,25564
308,0.0,18,12,0.0,0.0,3328,0.006348838566592702,-5.053114307552213,12602
309,0.0,33,18,0.0,0.0,0,0.012976348936615947,-4.331565613788834,25564
310,0.0,22,11,0.0,0.0,1061,0.5349206697013931,0.13991046114026873,0
311,0.0,23,16,0.0,0.0,0,0.013733692182744013,-4.274074310041854,3270
312,0.0,51,10,0.0,1.0,17532,0.0,0.0,0
313,0.0,21,15,0.0,0.0,5116,0.008752721472057358,-4.729599350061008,10890
314,0.0,18,12,0.0,0.0,9338,2.403846153846154e-05,-10.635831407498888,7972
315,0.0,53,10,0.0,1.0,0,1.5503875968992248e-05,-11.074404998787708,0
316,0.0,21,12,0.0,0.0,1867,0.04011944525085534,-3.1749477188332365,0
317,0.0,32,16,0.0,1.0,22712,0.0,0.0,25564
318,0.0,41,12,0.0,1.0,24745,0.0,0.0,25564
319,0.0,48,12,0.0,0.0,25243,3.740702073655476e-05,-10.193614743211892,25564
320,0.0,25,18,0.0,0.0,211,0.013472165513649211,-4.293565797282422,25564
321,0.0,23,16,0.0,0.0,8675,0.041190871326548965,-3.147475361389599,14265
322,0.0,30,12,0.0,1.0,0,0.0004741865517493348,-7.653435445592028,0
323,0.0,22,12,0.0,1.0,7114,0.0006376280203773464,-7.357117653422814,0
324,0.0,44,10,0.0,1.0,2739,0.0022422922258004937,-6.0980118113283135,2167
325,0.0,17,11,0.0,0.0,3267,0.011459533093538372,-4.457407611280177,7942
326,0.0,23,12,0.0,0.0,0,0.06512566029600667,-2.6640934852938742,594
327,0.0,47,8,0.0,1.0,22651,0.0,0.0,24401
328,0.0,54,12,0.0,1.0,0,1.0471204188481676e-05,-11.46687105520981,0
329,0.0,49,8,0.0,1.0,3709,0.0005949699355581707,-7.4264045351685075,19136
330,0.0,36,18,0.0,1.0,25243,0.0,0.0,25564
331,0.0,33,14,0.0,1.0,23277,0.0,0.0,25564
332,0.0,43,15,0.0,1.0,25207,0.0,0.0,22579
333,0.0,37,10,0.0,0.0,18397,0.025919489976904454,-3.626498764914219,0
334,0.0,48,12,0.0,0.0,16605,3.740702073655476e-05,-10.193614743211892,16713
335,0.0,54,12,0.0,0.0,0,0.027517142028572486,-3.565043291606306,0
336,0.0,28,16,0.0,0.0,0,0.013284154863264765,-4.307810139126304,626
337,0.0,35,3,0.0,1.0,20361,0.0,0.0,15347
338,0.0,55,12,0.0,1.0,3134,0.0,0.0,0
339,0.0,53,7,0.0,1.0,21521,0.0,0.0,10159
340,0.0,25,12,0.0,1.0,17756,0.0,0.0,14422
341,0.0,30,8,0.0,1.0,15543,0.0,0.0,22984
342,0.0,44,5,0.0,0.0,9442,0.00014600271002710027,-8.831739361229292,6224
343,0.0,44,6,0.0,1.0,15217,0.0,0.0,25564
344,0.0,20,10,0.0,0.0,5234,0.20443084980409804,-1.3588279951750888,5021
345,0.0,49,9,0.0,1.0,12747,0.036,-3.2875723561544357,12683
346,0.0,55,8,0.0,1.0,5449,0.0003310457516339869,-8.012922869120505,23559
347,0.0,51,16,0.0,1.0,25243,0.0,0.0,25564
348,0.0,24,16,0.0,0.0,16012,0.0,0.0,7326
349,0.0,54,10,0.0,1.0,25243,0.0,0.0,22154
350,0.0,32,16,1.0,0.0,1031,0.2626230678428927,-1.0323794005949964,0
351,0.0,19,4,0.0,1.0,1786,0.2658420021737207,-1.015822105827326,11607
352,0.0,36,18,0.0,0.0,0,0.012976348936615947,-4.331565613788834,0
353,0.0,55,10,0.0,1.0,0,1.5503875968992248e-05,-11.074404998787708,0
354,0.0,25,12,0.0,1.0,17666,0.0,0.0,17465
355,0.0,26,18,0.0,1.0,8414,0.004532148407148407,-5.392016740121967,22867
356,0.0,19,13,0.0,0.0,5182,0.002312464840154999,-6.067126150234478,16382
357,0.0,52,11,0.0,1.0,25243,0.0,0.0,23290
358,0.0,19,12,0.0,0.0,4687,0.00627771146212979,-5.064452282625838,21407
359,0.0,17,11,0.0,0.0,0,0.030886387379447353,-3.4460663033478562,14911
360,0.0,23,10,0.0,1.0,1462,0.12310488182204135,-1.963350703860858,11861
361,0.0,44,12,0.0,1.0,25243,0.0,0.0,25564
