,treat,age,education*,black,hispanic,married,nodegree,re74,re75,propensity_score,propensity_logit,re78
74,1.0,28,15,1.0,0.0,0.0,0.0,0,0,0.82407635,1.5442132,9598
75,1.0,25,11,0.0,0.0,0.0,1.0,0,0,0.57043713,0.2836349,18783
76,1.0,22,12,1.0,0.0,0.0,0.0,0,0,0.93639535,2.689351,18678
77,1.0,21,9,1.0,0.0,0.0,1.0,0,0,0.97755116,3.7738118,0
78,1.0,40,11,1.0,0.0,0.0,1.0,0,0,0.9674667,3.3924172,23005
79,1.0,22,11,1.0,0.0,0.0,1.0,0,0,0.97426695,3.633909,6456
80,1.0,25,12,1.0,0.0,0.0,0.0,0,0,0.9432835,2.8113017,0
81,1.0,18,12,1.0,0.0,0.0,0.0,0,0,0.88786095,2.0690756,2321
82,1.0,38,12,0.0,0.0,0.0,0.0,0,0,0.28380033,-0.925688,4941
83,1.0,27,13,1.0,0.0,0.0,0.0,0,0,0.94011766,2.7536232,0
84,1.0,27,8,1.0,0.0,0.0,1.0,0,0,0.975847,3.6988974,0
85,1.0,38,11,1.0,0.0,0.0,1.0,0,0,0.96765524,3.398424,0
86,1.0,23,8,0.0,1.0,0.0,1.0,0,0,0.21483614,-1.2960169,3881
87,1.0,26,11,1.0,0.0,0.0,1.0,0,0,0.97692186,3.7455206,17230
88,1.0,21,12,0.0,0.0,0.0,0.0,0,0,0.36772323,-0.5419967,8048
89,1.0,25,8,1.0,0.0,0.0,1.0,0,0,0.97655904,3.7295504,0
90,1.0,31,11,1.0,0.0,1.0,1.0,0,0,0.8662667,1.8683455,14509
91,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0.9681635,3.4147873,0
92,1.0,25,11,1.0,0.0,0.0,1.0,0,0,0.97692186,3.7455206,0
93,1.0,21,12,1.0,0.0,0.0,0.0,0,0,0.9393414,2.739918,9983
94,1.0,44,11,1.0,0.0,0.0,1.0,0,0,0.96485513,3.3124995,0
95,1.0,25,12,0.0,0.0,0.0,0.0,0,0,0.38447103,-0.4706135,5587
96,1.0,18,9,1.0,0.0,0.0,1.0,0,0,0.9740097,3.6236978,4482
97,1.0,42,12,1.0,0.0,0.0,0.0,0,0,0.92038065,2.4475303,2456
98,1.0,25,10,1.0,0.0,0.0,1.0,0,0,0.97831696,3.8093035,0
99,1.0,31,9,0.0,1.0,0.0,1.0,0,0,0.1576448,-1.6758574,26817
100,1.0,24,10,1.0,0.0,0.0,1.0,0,0,0.97831696,3.8093035,0
101,1.0,26,10,1.0,0.0,0.0,1.0,0,0,0.97831696,3.8093035,9265
102,1.0,25,11,1.0,0.0,0.0,1.0,0,0,0.97692186,3.7455206,485
103,1.0,18,11,1.0,0.0,0.0,1.0,0,0,0.96630806,3.356224,4814
104,1.0,19,11,1.0,0.0,0.0,1.0,0,0,0.9690726,3.4446964,7458
105,1.0,43,9,1.0,0.0,0.0,1.0,0,0,0.9700028,3.476194,0
106,1.0,27,13,1.0,0.0,0.0,0.0,0,0,0.94011766,2.7536232,34099
107,1.0,17,9,1.0,0.0,0.0,1.0,0,0,0.9734554,3.6020267,1953
108,1.0,30,11,1.0,0.0,0.0,1.0,0,0,0.96931845,3.4529316,0
109,1.0,26,10,1.0,0.0,1.0,1.0,2027,0,0.70324445,0.8627958,0
110,1.0,20,9,1.0,0.0,0.0,1.0,6083,0,0.9048373,2.2521672,8881
111,1.0,17,9,0.0,1.0,0.0,1.0,445,74,0.1056562,-2.1358998,6210
112,1.0,20,12,1.0,0.0,0.0,0.0,989,165,0.8305449,1.589494,0
113,1.0,18,11,1.0,0.0,0.0,1.0,858,214,0.9075207,2.2837317,929
114,1.0,27,12,1.0,0.0,1.0,0.0,3670,334,0.54499024,0.18044904,0
115,1.0,21,12,0.0,0.0,0.0,0.0,3670,334,0.32545692,-0.7288055,12558
116,1.0,27,12,1.0,0.0,0.0,0.0,2143,357,0.7942585,1.3507882,22163
117,1.0,20,12,1.0,0.0,0.0,0.0,0,377,0.93858564,2.7267303,1652
118,1.0,19,10,1.0,0.0,0.0,1.0,0,385,0.970921,3.508228,8124
119,1.0,23,12,1.0,0.0,0.0,0.0,5506,501,0.78046304,1.2683668,671
120,1.0,29,14,1.0,0.0,0.0,0.0,0,679,0.8222105,1.5313962,17814
121,1.0,18,10,1.0,0.0,0.0,1.0,0,798,0.9615741,3.2198393,9737
122,1.0,19,9,1.0,0.0,0.0,1.0,0,798,0.9666986,3.3682868,17685
123,1.0,27,13,0.0,0.0,1.0,0.0,9381,853,0.07641416,-2.4920957,0
124,1.0,18,11,0.0,0.0,0.0,1.0,3678,919,0.33243942,-0.6971725,4321
125,1.0,27,9,1.0,0.0,1.0,1.0,0,934,0.9083623,2.2938008,1773
126,1.0,22,12,1.0,0.0,0.0,0.0,5605,936,0.8506254,1.7395146,0
127,1.0,23,10,1.0,0.0,1.0,1.0,0,936,0.9099911,2.3135262,11233
128,1.0,23,12,0.0,1.0,0.0,0.0,9385,1117,0.07219746,-2.553414,559
129,1.0,20,11,1.0,0.0,0.0,1.0,3637,1220,0.9158947,2.3878317,1085
130,1.0,17,9,1.0,0.0,0.0,1.0,1716,1253,0.9113234,2.3299022,5445
131,1.0,28,11,1.0,0.0,0.0,1.0,0,1284,0.9675051,3.3936374,60307
132,1.0,26,11,1.0,0.0,1.0,1.0,0,1392,0.9128296,2.348684,1460
133,1.0,20,11,1.0,0.0,0.0,1.0,16318,1484,0.8056855,1.4222157,6943
134,1.0,24,11,1.0,0.0,1.0,1.0,824,1666,0.7982729,1.3755348,4032
135,1.0,31,9,1.0,0.0,0.0,1.0,0,1698,0.95643085,3.088859,10363
136,1.0,23,8,0.0,0.0,1.0,1.0,0,1713,0.26827535,-1.0033903,4232
137,1.0,18,10,1.0,0.0,0.0,1.0,2143,1784,0.9184926,2.4220402,11141
138,1.0,29,12,1.0,0.0,0.0,0.0,10881,1817,0.74369836,1.0652806,0
139,1.0,26,11,0.0,0.0,0.0,1.0,0,2226,0.49173352,-0.03306884,13385
140,1.0,24,9,1.0,0.0,0.0,1.0,9154,2288,0.90690655,2.2764356,4849
141,1.0,25,12,1.0,0.0,0.0,0.0,14426,2409,0.88589245,2.0494542,0
142,1.0,24,10,1.0,0.0,0.0,1.0,4250,2421,0.9412144,2.7732737,1660
143,1.0,46,8,1.0,0.0,0.0,1.0,3165,2594,0.80366755,1.4093763,0
144,1.0,31,12,0.0,0.0,0.0,0.0,0,2611,0.2519532,-1.0882221,2484
145,1.0,19,11,1.0,0.0,0.0,1.0,2305,2615,0.9256714,2.5220234,4146
146,1.0,19,8,1.0,0.0,0.0,1.0,0,2657,0.97324187,3.593794,9970
147,1.0,27,11,1.0,0.0,0.0,1.0,2206,2666,0.9419501,2.786649,0
148,1.0,26,11,1.0,0.0,1.0,1.0,0,2754,0.9236443,2.4929245,26372
149,1.0,20,10,1.0,0.0,0.0,1.0,5005,2777,0.92201126,2.4699929,5615
150,1.0,28,10,1.0,0.0,0.0,1.0,0,2836,0.97396845,3.6220694,3196
151,1.0,24,12,1.0,0.0,0.0,0.0,13765,2842,0.8672759,1.8770846,6167
152,1.0,19,8,1.0,0.0,0.0,1.0,2636,2937,0.93067753,2.597144,7535
153,1.0,23,12,1.0,0.0,0.0,0.0,6269,3039,0.85796404,1.798482,8484
154,1.0,42,9,1.0,0.0,1.0,1.0,0,3058,0.88093054,2.0012717,1294
155,1.0,25,13,1.0,0.0,0.0,0.0,12362,3090,0.8344224,1.6172998,0
156,1.0,18,9,1.0,0.0,0.0,1.0,0,3287,0.9689126,3.4393718,5010
157,1.0,21,12,1.0,0.0,0.0,0.0,6473,3332,0.82272035,1.5348879,9371
158,1.0,27,10,1.0,0.0,0.0,1.0,1001,3550,0.94602907,2.8638277,0
159,1.0,21,8,1.0,0.0,0.0,1.0,989,3695,0.9440005,2.8247836,4279
160,1.0,22,9,1.0,0.0,0.0,1.0,2192,3836,0.92048097,2.4489,3462
161,1.0,31,4,1.0,0.0,0.0,1.0,8517,4023,0.45271623,-0.18970193,7382
162,1.0,24,10,1.0,0.0,1.0,1.0,11703,4078,0.60799146,0.4388772,0
163,1.0,29,10,1.0,0.0,0.0,1.0,0,4398,0.93542033,2.6730964,0
164,1.0,29,12,1.0,0.0,0.0,0.0,9748,4878,0.6323598,0.54235387,10976
165,1.0,19,10,0.0,0.0,0.0,1.0,0,5324,0.34622076,-0.63569325,13829
166,1.0,19,11,0.0,1.0,1.0,1.0,5424,5463,0.043021947,-3.10207,6788
167,1.0,31,9,1.0,0.0,0.0,1.0,10717,5517,0.87000906,1.9010389,9558
168,1.0,22,10,1.0,0.0,1.0,1.0,1468,5588,0.67628396,0.7367463,13228
169,1.0,21,9,1.0,0.0,0.0,1.0,6416,5749,0.8993744,2.190293,743
170,1.0,17,10,1.0,0.0,0.0,1.0,1291,5793,0.8776753,1.9705976,5522
171,1.0,26,12,1.0,0.0,1.0,0.0,8408,5794,0.3453875,-0.6393765,1424
172,1.0,20,9,0.0,1.0,0.0,1.0,12260,5875,0.10772436,-2.1141994,1358
173,1.0,19,10,1.0,0.0,0.0,1.0,4121,6056,0.8856901,2.0474539,0
174,1.0,26,10,1.0,0.0,0.0,1.0,25929,6788,0.9493768,2.9313962,672
175,1.0,28,11,1.0,0.0,0.0,1.0,1929,6871,0.8787302,1.9804599,0
176,1.0,22,12,0.0,1.0,1.0,0.0,492,7055,0.05620467,-2.8209095,10092
177,1.0,33,11,1.0,0.0,0.0,1.0,0,7867,0.87006444,1.9015286,6281
178,1.0,22,12,0.0,0.0,0.0,0.0,6759,8455,0.05435843,-2.8562639,12590
179,1.0,29,10,0.0,1.0,0.0,1.0,0,8853,0.1906797,-1.4455998,5112
180,1.0,33,12,1.0,0.0,1.0,0.0,20279,10941,0.056376204,-2.8176804,15952
181,1.0,25,14,1.0,0.0,1.0,0.0,35040,11536,0.5422197,0.16928189,36646
182,1.0,35,9,1.0,0.0,1.0,1.0,13602,13830,0.32709903,-0.72133523,12803
183,1.0,35,8,1.0,0.0,1.0,1.0,13732,17976,0.5769089,0.3100968,3786
184,1.0,33,11,1.0,0.0,1.0,1.0,14660,25142,0.3793553,-0.49228555,4181
185,0.0,45,11,0.0,0.0,1.0,1.0,21516,25243,0.012561292,-4.3644943,25564
186,0.0,21,14,0.0,0.0,0.0,0.0,3175,5852,0.04579357,-3.0367362,13496
187,0.0,38,12,0.0,0.0,1.0,0.0,23039,25130,0.006245576,-5.069617,25564
188,0.0,48,6,0.0,0.0,1.0,1.0,24994,25243,0.00833025,-4.7794967,25564
189,0.0,18,8,0.0,0.0,1.0,1.0,1669,10727,0.032505587,-3.3932977,9860
190,0.0,22,11,0.0,0.0,1.0,1.0,16365,18449,0.018978506,-3.9452872,25564
191,0.0,48,10,0.0,0.0,1.0,1.0,16804,16354,0.010092901,-4.5857787,18059
192,0.0,18,11,0.0,0.0,0.0,1.0,1144,3620,0.19616802,-1.4104187,15739
193,0.0,48,9,0.0,0.0,1.0,1.0,25862,25243,0.00975068,-4.62062,25564
194,0.0,45,12,0.0,0.0,1.0,0.0,25862,0,0.013817134,-4.2679324,3924
195,0.0,34,14,0.0,0.0,1.0,0.0,25862,23746,0.0054072975,-5.214584,25564
196,0.0,16,10,0.0,0.0,0.0,1.0,1026,1224,0.06486227,-2.6684277,6847
197,0.0,53,10,0.0,0.0,1.0,1.0,25862,25243,0.0096605765,-4.6299944,25564
198,0.0,19,12,0.0,0.0,0.0,0.0,867,4386,0.054202776,-2.859296,8777
199,0.0,27,12,0.0,0.0,1.0,0.0,25862,19047,0.008213546,-4.793723,19214
200,0.0,32,10,0.0,0.0,1.0,1.0,20427,23374,0.018308487,-3.9819126,9179
201,0.0,27,12,0.0,0.0,1.0,0.0,20983,14822,0.008192484,-4.796312,25564
202,0.0,46,7,0.0,0.0,1.0,1.0,19171,1317,0.017388541,-4.0344024,0
203,0.0,24,13,0.0,0.0,0.0,0.0,20830,25243,0.017084781,-4.052335,23903
204,0.0,22,13,0.0,0.0,0.0,0.0,11036,10351,0.035509672,-3.3017948,6556
205,0.0,49,10,0.0,0.0,1.0,1.0,391,0,0.03563746,-3.29807,0
206,0.0,17,10,0.0,0.0,0.0,1.0,0,0,0.45666912,-0.17375946,4755
207,0.0,29,14,0.0,0.0,1.0,0.0,21499,22586,0.0053572734,-5.2239285,20923
208,0.0,28,16,0.0,0.0,1.0,0.0,16500,0,0.00886928,-4.716253,10267
209,0.0,46,12,0.0,0.0,1.0,0.0,24814,24967,0.0050790175,-5.2775455,19339
210,0.0,26,17,1.0,0.0,1.0,0.0,0,0,0.39226553,-0.43779904,4753
211,0.0,49,12,0.0,0.0,0.0,0.0,25862,25243,0.0108983945,-4.5081816,25564
212,0.0,51,10,0.0,0.0,1.0,1.0,25862,25243,0.0096605765,-4.6299944,25564
213,0.0,51,10,0.0,0.0,1.0,1.0,22923,21725,0.010237038,-4.571453,10348
214,0.0,27,11,0.0,0.0,1.0,1.0,17022,18123,0.021240838,-3.83036,18490
215,0.0,23,13,0.0,0.0,0.0,0.0,19098,21014,0.016729668,-4.0737004,0
216,0.0,27,10,0.0,0.0,1.0,1.0,7952,9755,0.02809422,-3.543695,13105
217,0.0,38,10,0.0,0.0,1.0,1.0,25862,25243,0.018973602,-3.9455507,25564
218,0.0,32,8,0.0,0.0,0.0,1.0,7186,6149,0.10633285,-2.1287591,8414
219,0.0,34,14,0.0,0.0,1.0,0.0,25862,25243,0.0050420472,-5.2848883,25564
220,0.0,26,18,0.0,0.0,1.0,0.0,20971,21883,0.0037285043,-5.5880127,25564
221,0.0,21,13,0.0,0.0,0.0,0.0,8638,8176,0.03706054,-3.2574377,6753
222,0.0,39,8,0.0,1.0,0.0,1.0,13499,16383,0.026531195,-3.6025445,16461
223,0.0,17,8,1.0,0.0,0.0,1.0,0,451,0.9564511,3.0893457,0
224,0.0,22,11,0.0,1.0,1.0,1.0,17466,17779,0.015485493,-4.152245,14438
225,0.0,21,12,0.0,1.0,0.0,0.0,0,0,0.13349155,-1.8704337,0
226,0.0,44,9,0.0,1.0,1.0,1.0,15390,14886,0.008537595,-4.7547016,12634
227,0.0,26,10,0.0,1.0,1.0,1.0,17125,17446,0.0174515,-4.030724,13518
228,0.0,54,4,0.0,1.0,1.0,1.0,13350,13180,0.00585587,-5.1344376,13741
229,0.0,42,12,0.0,1.0,1.0,0.0,21663,22013,0.005692359,-5.162922,19941
230,0.0,25,12,0.0,0.0,0.0,0.0,8105,11869,0.036297034,-3.279047,6170
231,0.0,20,13,0.0,0.0,0.0,0.0,317,214,0.14355168,-1.7860988,0
232,0.0,44,11,0.0,0.0,1.0,1.0,25862,25243,0.015250053,-4.1678047,25564
233,0.0,33,12,0.0,0.0,1.0,0.0,25862,25243,0.0058226804,-5.140155,25564
234,0.0,40,12,0.0,0.0,1.0,0.0,25862,14494,0.0070553883,-4.946883,25564
235,0.0,25,16,0.0,0.0,1.0,0.0,21048,22916,0.0039431476,-5.531825,23574
236,0.0,33,12,0.0,0.0,0.0,0.0,12694,13046,0.029565882,-3.4911225,11264
237,0.0,52,13,1.0,0.0,0.0,0.0,19827,19668,0.074878216,-2.5140624,18437
238,0.0,54,14,0.0,0.0,1.0,0.0,24686,25243,0.0043423204,-5.4349947,25564
239,0.0,27,15,0.0,0.0,0.0,0.0,19200,19303,0.009444316,-4.652853,18207
240,0.0,51,10,0.0,0.0,1.0,1.0,7488,7888,0.012946509,-4.333898,6148
241,0.0,42,12,0.0,0.0,1.0,0.0,6502,15241,0.010076294,-4.5874424,15468
242,0.0,50,10,0.0,0.0,1.0,1.0,25862,25243,0.0096605765,-4.6299944,25564
243,0.0,47,10,0.0,0.0,1.0,1.0,15282,13964,0.009335358,-4.664567,9043
244,0.0,28,12,0.0,0.0,1.0,0.0,24224,11019,0.008623106,-4.7446494,20055
245,0.0,33,12,0.0,0.0,1.0,0.0,25862,25243,0.0058226804,-5.140155,25564
246,0.0,33,13,0.0,0.0,1.0,0.0,21146,18732,0.005921445,-5.1232357,22254
247,0.0,55,16,0.0,0.0,1.0,0.0,25862,24627,0.0029756534,-5.8143115,25564
248,0.0,38,12,0.0,0.0,1.0,0.0,25862,25243,0.006245576,-5.069617,25564
249,0.0,39,16,0.0,0.0,1.0,0.0,25862,25243,0.0031822687,-5.7469735,25564
250,0.0,27,17,0.0,0.0,1.0,0.0,25862,25243,0.0036400985,-5.6120977,25564
251,0.0,16,9,0.0,0.0,0.0,1.0,378,467,0.06351995,-2.6907742,4306
252,0.0,35,12,0.0,0.0,1.0,0.0,6645,3331,0.021181006,-3.833242,0
253,0.0,35,12,0.0,0.0,1.0,0.0,22421,21093,0.0060414863,-5.1030455,23590
254,0.0,45,12,0.0,0.0,1.0,0.0,25862,25243,0.0051088165,-5.2716656,0
255,0.0,51,11,0.0,0.0,1.0,1.0,18270,21637,0.0107170995,-4.52514,20267
256,0.0,27,16,0.0,0.0,0.0,0.0,11316,1761,0.05567759,-2.83089,5532
257,0.0,28,14,0.0,0.0,1.0,0.0,0,0,0.08630526,-2.359606,18719
258,0.0,35,18,0.0,0.0,1.0,0.0,25862,25243,0.0033390278,-5.698731,25564
259,0.0,39,10,0.0,0.0,1.0,1.0,18534,0,0.040952444,-3.1535292,21496
260,0.0,33,12,0.0,0.0,0.0,0.0,25862,25243,0.0134893395,-4.2922745,25564
261,0.0,52,16,0.0,0.0,1.0,0.0,25862,25241,0.0029756534,-5.8143115,12429
262,0.0,22,13,0.0,0.0,0.0,0.0,5023,6819,0.06645827,-2.6424115,13943
263,0.0,25,12,0.0,0.0,1.0,0.0,20070,11117,0.011685083,-4.4376884,19003
264,0.0,28,16,0.0,0.0,1.0,0.0,25013,22710,0.0036585948,-5.607011,0
265,0.0,27,16,0.0,0.0,1.0,0.0,16888,16200,0.0036114496,-5.620028,17295
266,0.0,30,13,0.0,0.0,0.0,0.0,8362,7990,0.02553074,-3.6420097,8590
267,0.0,28,15,0.0,0.0,0.0,0.0,9672,8085,0.02374807,-3.7162194,14348
268,0.0,24,12,0.0,0.0,1.0,0.0,19083,18270,0.0081288945,-4.804168,22261
269,0.0,29,11,1.0,0.0,0.0,1.0,14743,14954,0.5545234,0.21896432,13714
270,0.0,49,7,1.0,0.0,0.0,1.0,16444,16028,0.11995801,-1.9928278,15965
271,0.0,22,12,0.0,0.0,1.0,0.0,13352,14358,0.015440722,-4.1551857,17051
272,0.0,30,16,0.0,0.0,1.0,0.0,25862,25243,0.0034062024,-5.6787453,25564
273,0.0,45,12,0.0,0.0,1.0,0.0,24185,25243,0.0051088165,-5.2716656,0
274,0.0,44,12,0.0,0.0,1.0,0.0,24669,24418,0.0053514047,-5.2250304,25564
275,0.0,21,12,0.0,0.0,0.0,0.0,11465,1953,0.18348098,-1.4929392,25564
276,0.0,26,13,0.0,0.0,1.0,0.0,11661,4142,0.034874216,-3.3205106,18650
277,0.0,25,16,0.0,0.0,1.0,0.0,18822,20112,0.003643317,-5.611211,20986
278,0.0,45,8,0.0,0.0,1.0,1.0,16883,15316,0.012945216,-4.333999,17010
279,0.0,19,9,0.0,0.0,0.0,1.0,3311,10525,0.095179096,-2.2519767,1693
280,0.0,55,9,0.0,0.0,1.0,1.0,12609,12349,0.014505959,-4.2185836,12201
281,0.0,22,12,0.0,0.0,1.0,0.0,12423,13035,0.015142166,-4.175014,17482
282,0.0,37,18,0.0,0.0,1.0,0.0,0,16735,0.012853253,-4.341222,25564
283,0.0,38,12,0.0,0.0,1.0,0.0,25862,25243,0.006245576,-5.069617,25298
284,0.0,29,13,0.0,0.0,1.0,0.0,17962,11590,0.0064510875,-5.0370345,2639
285,0.0,43,8,0.0,0.0,1.0,1.0,21044,25243,0.013559637,-4.2870054,1301
286,0.0,51,10,0.0,0.0,1.0,1.0,25862,19817,0.009692366,-4.626677,4
287,0.0,25,14,0.0,0.0,1.0,0.0,11769,11624,0.010539265,-4.5420523,13903
288,0.0,52,12,0.0,0.0,1.0,0.0,20776,20808,0.004988583,-5.2956023,10394
289,0.0,26,14,0.0,0.0,1.0,0.0,22886,24523,0.0056899413,-5.163349,25564
290,0.0,37,18,0.0,0.0,1.0,0.0,25862,25243,0.003171754,-5.7502937,25564
291,0.0,36,12,0.0,0.0,1.0,0.0,25862,25243,0.0054875594,-5.199769,25564
292,0.0,27,14,0.0,0.0,1.0,0.0,6395,18513,0.015406112,-4.157465,21258
293,0.0,21,11,0.0,0.0,1.0,1.0,20817,25243,0.021457972,-3.8199675,25564
294,0.0,44,12,0.0,0.0,1.0,0.0,22686,0,0.014467217,-4.2212973,19081
295,0.0,49,17,0.0,0.0,1.0,0.0,25862,25243,0.0029756534,-5.8143115,25564
296,0.0,32,0,0.0,0.0,0.0,1.0,4559,3976,0.030847942,-3.4473515,7246
297,0.0,23,12,0.0,0.0,1.0,0.0,16593,17622,0.008111424,-4.8063374,22872
298,0.0,46,12,0.0,0.0,1.0,0.0,18636,18214,0.0050520995,-5.2828865,20485
299,0.0,17,10,0.0,0.0,0.0,1.0,0,1536,0.42200616,-0.31454334,19808
300,0.0,26,12,0.0,0.0,1.0,0.0,19067,24849,0.008831133,-4.7206016,22545
