treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16
1,19,1,0,0,1,0,8173,9,1,0,0,1,0,0,1,9,19,9,0,361,66797929,1,81,0.7610559845010243,28.857049790314143,0.0,9.00859131751613,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,21,1,0,0,0,0,17094,13,1,0,0,1,0,0,0,0,21,13,0,441,292204836,1,169,0.7631981010781591,34.80717003659867,0.0,9.746482803725963,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,18,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,18,8,0,324,1,1,64,0.7597790079157395,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,27,1,0,1,1,0,18739,10,1,0,0,1,1,0,1,10,27,10,0,729,351150121,1,100,0.7675064085921748,35.61879810855104,0.0,9.838362192575666,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17,1,0,0,1,0,3023,7,1,0,0,1,0,0,1,7,17,7,0,289,9138529,1,49,0.7583290653802051,22.23673142627823,0.0,8.014004994779459,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,19,1,0,0,1,0,3228,10,1,0,0,1,0,0,1,10,19,10,0,361,10419984,1,100,0.7610559845010243,22.62979850320976,0.0,8.07961802938984,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,27,1,0,0,0,0,14581,13,1,0,0,1,0,0,0,0,27,13,0,729,212605561,1,169,0.7675064085921748,33.441161595104475,0.0,9.587474590316285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,23,1,0,0,1,0,7693,10,1,0,0,1,0,0,1,10,23,10,0,529,59182249,1,100,0.7649202325815845,28.410968189737943,0.0,8.948066103458935,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,40,1,0,0,0,0,10804,12,1,0,0,1,0,0,0,0,40,12,0,1600,116726416,1,144,0.771989609780023,30.99343672595681,0.0,9.287671714912506,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,26,1,0,0,0,0,10747,12,1,0,0,1,0,0,0,0,26,12,0,676,115498009,1,144,0.7669447053037863,30.95169735125497,0.0,9.282381924841154,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,23,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,23,11,0,529,1,1,121,0.7649202325815845,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,41,0,0,0,0,0,5149,14,1,0,0,0,0,0,0,0,0,0,0,1681,26512201,1,196,0.7722027491359185,25.59911232750903,0.0,8.546557800046141,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,38,0,0,0,1,0,6408,9,1,0,0,0,0,0,1,9,0,0,0,1444,41062464,1,81,0.7715246626395021,27.099851874780622,0.0,8.765302488748196,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,24,1,0,0,1,0,1991,11,1,0,0,1,0,0,1,11,24,11,0,576,3964081,1,121,0.7656593846532138,19.865039714554765,0.0,7.596392304064196,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,33,1,0,0,1,7867,6281,11,0,86537,0,0,0,7867,0,11,33,11,0,1089,39450961,61889689,121,0.7700760388896652,26.95945853803637,12.773210209042096,8.74528448245438,8.970432074329242,0,0,0,0,0,0,0,1,0,0,0,0,0
1,18,1,0,0,1,0,11163,10,1,0,0,1,0,0,1,10,18,10,0,324,124612569,1,100,0.7597790079157395,31.25245803501052,0.0,9.320360017014732,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,29,1,0,1,1,0,9642,11,1,0,0,1,1,0,1,11,29,11,0,841,92968164,1,121,0.7684982022903364,30.10633463105023,0.0,9.173883834965567,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,1,0,9897,11,1,0,0,1,0,0,1,11,25,11,0,625,97950609,1,121,0.7663313979847909,30.30785693523479,0.0,9.199986959896691,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,1,0,11142,10,1,0,1,0,0,0,1,10,0,0,1,729,124144164,1,100,0.7675064085921748,31.23748611309591,0.0,9.31847703058076,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17,1,0,0,1,0,16218,10,1,0,0,1,0,0,1,10,17,10,0,289,263023524,1,100,0.7583290653802051,34.34988454249825,0.0,9.693877015504503,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,24,1,0,0,1,0,995,11,1,0,0,1,0,0,1,11,24,11,0,576,990025,1,121,0.7656593846532138,16.381546623424025,0.0,6.902742737158593,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,17,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,17,10,0,289,1,1,100,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26,1,0,1,1,2754,26372,11,0,30294,0,0,0,2754,0,11,26,11,0,676,695482384,7584516,121,0.7669447053037863,38.78706323224061,10.801073107229653,10.18005812023319,7.9208096792886,0,0,0,0,0,0,0,1,0,0,0,0,0
1,48,1,0,0,1,0,6551,4,1,0,0,1,0,0,1,4,48,4,0,2304,42915601,1,16,0.7734150801993808,27.255366483753242,0.0,8.787372988731876,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,25,1,0,1,1,0,1574,11,1,0,0,1,1,0,1,11,25,11,0,625,2477476,1,121,0.7663313979847909,18.624105505942616,0.0,7.3613754289773485,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,20,1,0,0,0,0,0,12,1,0,0,1,0,0,0,0,20,12,0,400,1,1,144,0.7621881881912876,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,25,1,0,0,0,0,3191,12,1,0,0,1,0,0,0,0,25,12,0,625,10182481,1,144,0.7663313979847909,22.56031931170885,0.0,8.068089626278244,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,42,1,0,0,0,0,20505,14,1,0,0,1,0,0,0,0,42,14,0,1764,420455025,1,196,0.7724043373709714,36.430635353727936,0.0,9.92842403782616,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,25,1,0,0,1,0,6181,5,1,0,0,1,0,0,1,5,25,5,0,625,38204761,1,25,0.7663313979847909,26.847351020348356,0.0,8.729235349659273,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,23,1,0,1,0,0,5911,12,1,0,0,1,1,0,0,0,23,12,0,529,34939921,1,144,0.7649202325815845,26.537452522147266,0.0,8.684570300824369,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,46,1,0,1,1,0,3094,8,1,0,0,1,1,0,1,8,46,8,0,2116,9572836,1,64,0.7731115423774593,22.375149983906795,0.0,8.037220031133012,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,24,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,24,10,0,576,1,1,100,0.7656593846532138,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,21,1,0,0,0,0,1254,12,1,0,0,1,0,0,0,0,21,12,0,441,1572516,1,144,0.7631981010781591,17.484176930708344,0.0,7.134093721192866,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,19,0,0,0,1,0,13188,9,1,0,0,0,0,0,1,9,0,0,0,361,173923344,1,81,0.7610559845010243,32.603105008799844,0.0,9.487062604191621,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,17,1,0,0,1,0,8061,8,1,0,0,1,0,0,1,8,17,8,0,289,64979721,1,64,0.7583290653802051,28.75482374153403,0.0,8.9947928972836,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,18,0,1,1,1,0,2787,8,1,0,1,0,1,0,1,8,0,0,1,324,7767369,1,64,0.7597790079157395,21.75767463839341,0.0,7.932721027481948,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,20,1,0,0,1,0,3972,11,1,0,0,1,0,0,1,11,20,11,0,400,15776784,1,121,0.7621881881912876,23.910724503126396,0.0,8.287025025165063,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,1,1,0,0,11,1,0,0,1,1,0,1,11,25,11,0,625,1,1,121,0.7663313979847909,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,17,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,17,8,0,289,1,1,64,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,1,0,0,1,0,0,9,1,0,0,1,0,0,1,9,17,9,0,289,1,1,81,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,25,1,0,0,1,0,12187,5,1,0,0,1,0,0,1,5,25,5,0,625,148522969,1,25,0.7663313979847909,31.957296847753838,0.0,9.408125088823502,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,23,1,0,0,0,0,4843,12,1,0,0,1,0,0,0,0,23,12,0,529,23454649,1,144,0.7649202325815845,25.1916983761188,0.0,8.48528964240323,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,28,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,28,8,0,784,1,1,64,0.7680225288978041,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,31,1,0,1,1,0,8087,11,1,0,0,1,1,0,1,11,31,11,0,961,65399569,1,121,0.7693452271015038,28.77865275146068,0.0,8.998013113095823,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,18,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,18,11,0,324,1,1,121,0.7597790079157395,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,0,0,2348,12,1,0,0,1,0,0,0,0,25,12,0,625,5513104,1,144,0.7663313979847909,20.775449815144487,0.0,7.761319180947987,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,30,1,0,1,1,0,590,11,1,0,0,1,1,0,1,11,30,11,0,900,348100,1,121,0.7689378349730367,14.09005877238132,0.0,6.380122536899765,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,17,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,17,10,0,289,1,1,100,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,37,1,0,0,1,0,1067,9,1,0,0,1,0,0,1,9,37,9,0,1369,1138489,1,81,0.771270555358959,16.708558917272203,0.0,6.9726062513017535,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,41,1,0,1,1,0,7284,4,1,0,0,1,1,0,1,4,41,4,0,1681,53056656,1,16,0.7722027491359185,28.013455745153532,0.0,8.8934354408475,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,42,1,0,1,0,0,13167,14,1,0,0,1,1,0,0,0,42,14,0,1764,173369889,1,196,0.7724043373709714,32.58995465934619,0.0,9.485468978356344,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,22,0,0,0,1,0,1048,11,1,0,0,0,0,0,1,11,0,0,0,484,1098304,1,121,0.7641038566896158,16.623972321314156,0.0,6.954638864880987,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,17,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,17,8,0,289,1,1,64,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,29,1,0,0,1,0,1923,8,1,0,0,1,0,0,1,8,29,8,0,841,3697929,1,64,0.7684982022903364,19.67743754741654,0.0,7.56164174558878,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,28,1,0,0,1,2836,3196,10,0,28360,0,0,0,2836,0,10,28,10,0,784,10214416,8042896,100,0.7680225288978041,22.56974487610876,10.85412712692029,8.069655306886165,7.950149887652018,0,0,0,0,0,0,1,0,0,0,0,0,0
1,35,1,0,0,1,0,4666,10,1,0,0,1,0,0,1,10,35,10,0,1225,21771556,1,100,0.7707122625040681,24.946815145392144,0.0,8.448057452581375,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,27,1,0,0,1,0,549,11,1,0,0,1,0,0,1,11,27,11,0,729,301401,1,121,0.7675064085921748,13.794637107633802,0.0,6.3080984415095305,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,29,1,0,0,1,0,762,4,1,0,0,1,0,0,1,4,29,4,0,841,580644,1,16,0.7684982022903364,15.17848236559475,0.0,6.635946555686647,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,28,1,0,0,1,0,10694,9,1,0,0,1,0,0,1,9,28,9,0,784,114361636,1,81,0.7680225288978041,30.912732337612326,0.0,9.277438115508676,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,27,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,27,11,0,729,1,1,121,0.7675064085921748,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,23,0,0,0,1,0,0,7,1,0,0,0,0,0,1,7,0,0,0,529,1,1,49,0.7649202325815845,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,45,1,0,1,1,0,8546,5,1,0,0,1,1,0,1,5,45,5,0,2025,73034116,1,25,0.7729481710043233,29.189829569816567,0.0,9.05321861620397,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,29,1,0,0,0,0,7479,13,1,0,0,1,0,0,0,0,29,13,0,841,55935441,1,169,0.7684982022903364,28.205086216931523,0.0,8.919854372191667,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,27,1,0,0,1,0,0,9,1,0,0,1,0,0,1,9,27,9,0,729,1,1,81,0.7675064085921748,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,46,1,0,0,0,0,647,13,1,0,0,1,0,0,0,0,46,13,0,2116,418609,1,169,0.7731115423774593,14.475310879580041,0.0,6.472346294500901,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,18,1,0,0,1,0,0,6,1,0,0,1,0,0,1,6,18,6,0,324,1,1,36,0.7597790079157395,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,25,1,0,0,0,0,11965,12,1,0,0,1,0,0,0,0,25,12,0,625,143161225,1,144,0.7663313979847909,31.808513147583287,0.0,9.389741000342473,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,28,1,0,0,0,0,9598,15,1,0,0,1,0,0,0,0,28,15,0,784,92121604,1,225,0.7680225288978041,30.071144052657512,0.0,9.169310022418191,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,31,1,0,0,1,1698,10363,9,0,15282,0,0,0,1698,0,9,31,9,0,961,107391769,2883204,81,0.7693452271015038,30.665927584333726,9.943139906053982,9.245997049184217,7.437206366871292,0,0,0,0,0,1,0,0,0,0,0,0,0
1,25,0,0,0,1,0,18783,11,1,0,0,0,0,0,1,11,0,0,0,625,352801089,1,121,0.7663313979847909,35.6397334588753,0.0,9.84070748441342,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,22,1,0,0,0,0,18678,12,1,0,0,1,0,0,0,0,22,12,0,484,348867684,1,144,0.7641038566896158,35.58971078365945,0.0,9.835101639669663,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,28,1,0,0,1,1284,60307,11,0,14124,0,0,0,1284,0,11,28,11,0,784,3636934249,1648656,121,0.7680225288978041,47.53161479604658,9.461285013772057,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,1,0,0,0,0,0
1,21,1,0,0,1,0,0,9,1,0,0,1,0,0,1,9,21,9,0,441,1,1,81,0.7631981010781591,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,40,1,0,0,1,0,23005,11,1,0,0,1,0,0,1,11,40,11,0,1600,529230025,1,121,0.771989609780023,37.49159956118331,0.0,10.043466862589568,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,22,1,0,0,1,0,6456,11,1,0,0,1,0,0,1,11,22,11,0,484,41679936,1,121,0.7641038566896158,27.152350769396477,0.0,8.772765209949785,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,0,0,0,12,1,0,0,1,0,0,0,0,25,12,0,625,1,1,144,0.7663313979847909,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,27,1,0,1,1,934,1773,9,0,8406,0,0,0,934,0,9,27,9,0,729,3143529,872356,81,0.7675064085921748,19.244618220792177,8.92465606518233,7.480428306074208,6.839476438228843,0,0,0,0,0,1,0,0,0,0,0,0,0
1,23,1,0,1,1,936,11233,10,0,9360,0,0,0,936,0,10,23,10,0,529,126180289,876096,100,0.7649202325815845,31.30220680407846,8.928220392974072,9.326611153641569,6.841615476477592,0,0,0,0,0,0,1,0,0,0,0,0,0
1,29,1,0,0,1,4398,0,10,0,43980,0,0,0,4398,0,10,29,10,0,841,1,19342404,100,0.7684982022903364,0.0,11.661518715143782,0.0,8.388905171114706,0,0,0,0,0,0,1,0,0,0,0,0,0
1,18,1,0,0,0,0,2321,12,1,0,0,1,0,0,0,0,18,12,0,324,5387041,1,144,0.7597790079157395,20.710510920076377,0.0,7.749753406274437,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,38,0,0,0,0,0,4941,12,1,0,0,0,0,0,0,0,0,0,0,1444,24413481,1,144,0.7715246626395021,25.32430346742787,0.0,8.50532301884575,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,27,1,0,0,0,0,0,13,1,0,0,1,0,0,0,0,27,13,0,729,1,1,169,0.7675064085921748,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,27,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,27,8,0,729,1,1,64,0.7675064085921748,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,38,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,38,11,0,1444,1,1,121,0.7715246626395021,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,23,0,1,0,1,0,3881,8,1,0,1,0,0,0,1,8,0,0,1,529,15062161,1,64,0.7649202325815845,23.764635386245867,0.0,8.263848131368906,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,26,1,0,0,1,0,17230,11,1,0,0,1,0,0,1,11,26,11,0,676,296872900,1,121,0.7669447053037863,34.876520430938115,0.0,9.754407329521975,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,42,1,0,1,1,3058,1294,9,0,27522,0,0,0,3058,0,9,42,9,0,1764,1674436,9351364,81,0.7724043373709714,17.638251544004152,10.990941314322091,7.165493475060845,8.025516386489008,0,0,0,0,0,1,0,0,0,0,0,0,0
1,21,0,0,0,0,0,8048,12,1,0,0,0,0,0,0,0,0,0,0,441,64770304,1,144,0.7631981010781591,28.74288682009466,0.0,8.99317889233952,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,25,1,0,0,1,0,0,8,1,0,0,1,0,0,1,8,25,8,0,625,1,1,64,0.7663313979847909,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,31,1,0,1,1,0,14509,11,1,0,0,1,1,0,1,11,31,11,0,961,210511081,1,121,0.7693452271015038,33.39940643671229,0.0,9.582524425515684,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,17,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,17,10,0,289,1,1,100,0.7583290653802051,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,19,1,0,0,1,2657,9970,8,0,21256,0,0,0,2657,0,8,19,8,0,361,99400900,7059649,64,0.7610559845010243,30.36480364295357,10.736393246059688,9.207335862955883,7.884952945759814,0,0,0,0,1,0,0,0,0,0,0,0,0
1,29,1,0,0,0,679,17814,14,0,9506,0,0,0,0,0,0,29,14,0,841,317338596,461041,196,0.7684982022903364,35.16956864278979,8.39965529405352,9.787739943991815,6.520621127558696,0,0,0,0,0,0,0,0,0,0,1,0,0
1,25,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,25,11,0,625,1,1,121,0.7663313979847909,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,21,1,0,0,0,0,9983,12,1,0,0,1,0,0,0,0,21,12,0,441,99660289,1,144,0.7631981010781591,30.374910805111636,0.0,9.208638925336425,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,44,1,0,0,1,0,0,11,1,0,0,1,0,0,1,11,44,11,0,1936,1,1,121,0.7727762920688575,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,19,1,0,0,1,385,8124,10,0,3850,0,0,0,385,0,10,19,10,0,361,65999376,148225,100,0.7610559845010243,28.8124607753878,7.495806613841681,9.002577922700276,5.953243334287785,0,0,0,0,0,0,1,0,0,0,0,0,0
1,25,0,0,0,0,0,5587,12,1,0,0,0,0,0,0,0,0,0,0,625,31214569,1,144,0.7663313979847909,26.150694485680162,0.0,8.628197749459149,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18,1,0,0,1,798,9737,10,0,7980,0,0,0,798,0,10,18,10,0,324,94809169,636804,100,0.7597790079157395,30.181890540142696,8.663985438779331,9.183688340978756,6.682108597449809,0,0,0,0,0,0,1,0,0,0,0,0,0
1,18,1,0,0,1,0,4482,9,1,0,0,1,0,0,1,9,18,9,0,324,20088324,1,81,0.7597790079157395,24.68446661898867,0.0,8.407824654360873,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,19,1,0,0,1,798,17685,9,0,7182,0,0,0,798,0,9,19,9,0,361,312759225,636804,81,0.7610559845010243,35.105487032033224,8.663985438779331,9.780472101639582,6.682108597449809,0,0,0,0,0,1,0,0,0,0,0,0,0
1,18,1,0,0,1,3287,5010,9,0,29583,0,0,0,3287,0,9,18,9,0,324,25100100,10804369,81,0.7597790079157395,25.416446593655827,11.122757103773557,8.51919119407891,8.097730573664219,0,0,0,0,0,1,0,0,0,0,0,0,0
1,26,1,0,1,1,1392,1460,11,0,15312,0,0,0,1392,0,11,26,11,0,676,2131600,1937664,121,0.7669447053037863,18.24062482557295,9.599500014002274,7.286191714702382,7.238496840894365,0,0,0,0,0,0,0,1,0,0,0,0,0
1,42,1,0,0,0,0,2456,12,1,0,0,1,0,0,0,0,42,12,0,1764,6031936,1,144,0.7724043373709714,21.029539482937903,0.0,7.806289289267033,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,25,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,25,10,0,625,1,1,100,0.7663313979847909,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,31,0,1,0,1,0,26817,9,1,0,1,0,0,0,1,9,0,0,1,961,719151489,1,81,0.7693452271015038,38.948488381337405,0.0,10.196791293755963,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,24,1,0,0,1,0,0,10,1,0,0,1,0,0,1,10,24,10,0,576,1,1,100,0.7656593846532138,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26,1,0,0,1,0,9265,10,1,0,0,1,0,0,1,10,26,10,0,676,85840225,1,100,0.7669447053037863,29.800666689725766,0.0,9.13399913871946,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,20,1,0,0,0,377,1652,12,0,4524,0,0,0,0,0,0,20,12,0,400,2729104,142129,144,0.7621881881912876,18.87421505006332,7.463084988632934,7.409741954080923,5.932245187448011,0,0,0,0,0,0,0,0,1,0,0,0,0
1,19,0,0,0,1,5324,13829,10,0,53240,0,0,0,5324,0,10,0,0,0,361,191241241,28344976,100,0.7610559845010243,32.996886349884356,12.021482693697898,9.534523115464658,8.579980179515003,0,0,0,0,0,0,1,0,0,0,0,0,0
1,25,1,0,0,1,0,485,11,1,0,0,1,0,0,1,11,25,11,0,625,235225,1,121,0.7663313979847909,13.29718504393461,0.0,6.184148890937483,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,23,0,0,1,1,1713,4232,8,0,13704,0,0,0,1713,0,8,0,0,0,529,17909824,2934369,64,0.7649202325815845,24.31425059331564,9.95846794959313,8.350429973538136,7.44600149832412,0,0,0,0,1,0,0,0,0,0,0,0,0
1,31,0,0,0,0,2611,2484,12,0,31332,0,0,0,0,0,0,0,0,0,961,6170256,6817321,144,0.7693452271015038,21.09399308957837,10.704952918283482,7.81762544305337,7.8674885686991285,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18,1,0,0,1,0,4814,11,1,0,0,1,0,0,1,11,18,11,0,324,23174596,1,121,0.7597790079157395,25.15205826705289,0.0,8.479283618343016,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
