treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,re78sq,re75sq,educsq,re74sq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
1.0,19,1.0,0.0,0.0,1.0,0,0,8173,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,19.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,361,66797929,1,81,1,2.719577455217427,106.06003052816061,0.0,0.0,9.00859131751613,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,0,17094,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,441,292204836,1,169,1,2.804541172060041,146.01980212826433,0.0,0.0,9.746482803725963,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,18.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,1,1,64,1,2.6734843812998137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,1.0,1.0,0,0,18739,10,1,0,0.0,1.0,1.0,0.0,1.0,10.0,27.0,10.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,729,351150121,1,100,1,3.0158501920602214,151.93156937291863,0.0,0.0,9.838362192575666,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,3023,7,1,0,0.0,1.0,0.0,0.0,1.0,7.0,17.0,7.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,9138529,1,49,1,2.6246075765182373,68.67073872579945,0.0,0.0,8.014004994779459,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,0,0,3228,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,361,10419984,1,100,1,2.719577455217427,70.68027166444104,0.0,0.0,8.07961802938984,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,14581,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,729,212605561,1,169,1,3.0158501920602214,136.3190179213023,0.0,0.0,9.587474590316285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,0,7693,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,529,59182249,1,100,1,2.8813672520662377,103.30534198532617,0.0,0.0,8.948066103458935,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,0.0,0,0,10804,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1600,116726416,1,144,1,3.3405576817475504,119.72056371791128,0.0,0.0,9.287671714912506,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,26,1.0,0.0,0.0,0.0,0,0,10747,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,676,115498009,1,144,1,2.984302588322599,119.44627753113572,0.0,0.0,9.282381924841154,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,529,1,1,121,1,2.8813672520662377,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,41,0.0,0.0,0.0,0.0,0,0,5149,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1681,26512201,1,196,1,3.360725089338712,86.72162944625086,0.0,0.0,8.546557800046141,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,38,0.0,0.0,0.0,1.0,0,0,6408,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1444,41062464,1,81,1,3.2985773176922257,95.40478265139241,0.0,0.0,8.765302488748196,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,1991,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,3964081,1,121,1,2.917178001290328,57.114569262041485,0.0,0.0,7.596392304064196,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,11163,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,18.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,124612569,1,100,1,2.6734843812998137,121.42927299858815,0.0,0.0,9.320360017014732,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,1.0,1.0,0,0,9642,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,29.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,841,92968164,1,121,1,3.075405529556091,113.95442576089907,0.0,0.0,9.173883834965567,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,9897,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,97950609,1,121,1,2.951448437556569,115.25263455128234,0.0,0.0,9.199986959896691,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,0.0,1.0,0.0,1.0,0,0,11142,10,1,0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,729,124144164,1,100,1,3.0158501920602214,121.33019799530562,0.0,0.0,9.31847703058076,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,16218,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,263023524,1,100,1,2.6246075765182373,142.73754666107,0.0,0.0,9.693877015504503,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,995,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,990025,1,121,1,2.917178001290328,41.924185305723604,0.0,0.0,6.902742737158593,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,1,1,100,1,2.6246075765182373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,48,1.0,0.0,0.0,1.0,0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,2304,42915601,1,16,1,3.488826798937623,96.32657714540892,0.0,0.0,8.787372988731876,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,625,2477476,1,121,1,2.951448437556569,51.45888180411016,0.0,0.0,7.3613754289773485,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,144,1,2.763179901896225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,10182481,1,144,1,2.951448437556569,70.32311833691872,0.0,0.0,8.068089626278244,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1764,420455025,1,196,1,3.3803802447348694,157.9549388888943,0.0,0.0,9.92842403782616,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,38204761,1,25,1,2.951448437556569,93.91690286083417,0.0,0.0,8.729235349659273,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,0.0,0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,529,34939921,1,144,1,2.8813672520662377,92.10568206645159,0.0,0.0,8.684570300824369,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,46,1.0,0.0,1.0,1.0,0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,2116,9572836,1,64,1,3.454348268395614,69.37534580602613,0.0,0.0,8.037220031133012,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,1,1,100,1,2.917178001290328,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,441,1572516,1,144,1,2.804541172060041,46.50152335982121,0.0,0.0,7.134093721192866,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,19,0.0,0.0,0.0,1.0,0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,361,173923344,1,81,1,2.719577455217427,130.5224870921742,0.0,0.0,9.487062604191621,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,64979721,1,64,1,2.6246075765182373,105.42576816595793,0.0,0.0,8.9947928972836,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,18,0.0,1.0,1.0,1.0,0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,324,7767369,1,64,1,2.6734843812998137,66.25776324938839,0.0,0.0,7.932721027481948,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,400,15776784,1,121,1,2.763179901896225,77.41415893459816,0.0,0.0,8.287025025165063,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,625,1,1,121,1,2.951448437556569,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,1,1,64,1,2.6246075765182373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,1,1,81,1,2.6246075765182373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,148522969,1,25,1,2.951448437556569,126.1362485651799,0.0,0.0,9.408125088823502,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,0.0,0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,529,23454649,1,144,1,2.8813672520662377,84.43089893182679,0.0,0.0,8.48528964240323,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,784,1,1,64,1,3.0461888041774494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,961,65399569,1,121,1,3.1307778637568613,105.5734568318014,0.0,0.0,8.998013113095823,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,1,1,121,1,2.6734843812998137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,5513104,1,144,1,2.951448437556569,61.434900269164146,0.0,0.0,7.761319180947987,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,30,1.0,0.0,1.0,1.0,0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,900,348100,1,121,1,3.103578458323443,33.101025971398485,0.0,0.0,6.380122536899765,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,1,1,100,1,2.6246075765182373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,37,1.0,0.0,0.0,1.0,0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1369,1138489,1,81,1,3.2767044410997412,43.259307749445746,0.0,0.0,6.9726062513017535,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,41,1.0,0.0,1.0,1.0,0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1681,53056656,1,16,1,3.360725089338712,100.8790845424959,0.0,0.0,8.8934354408475,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,0.0,0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1764,173369889,1,196,1,3.3803802447348694,130.43247170876128,0.0,0.0,9.485468978356344,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,22,0.0,0.0,0.0,1.0,0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,484,1098304,1,121,1,2.8438752934370206,42.91214527935529,0.0,0.0,6.954638864880987,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,1,1,64,1,2.6246075765182373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,841,3697929,1,64,1,3.075405529556091,56.24227294970038,0.0,0.0,7.56164174558878,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,35,1.0,0.0,0.0,1.0,0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1225,21771556,1,100,1,3.231024291743388,83.06771500897902,0.0,0.0,8.448057452581375,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,301401,1,121,1,3.0158501920602214,32.03165187673227,0.0,0.0,6.3080984415095305,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,841,580644,1,16,1,3.075405529556091,37.17542853617162,0.0,0.0,6.635946555686647,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,784,114361636,1,81,1,3.0461888041774494,119.19048831745245,0.0,0.0,9.277438115508676,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,1,1,121,1,3.0158501920602214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,23,0.0,0.0,0.0,1.0,0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,529,1,1,49,1,2.8813672520662377,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,45,1.0,0.0,1.0,1.0,0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,2025,73034116,1,25,1,3.436511195602838,108.13705263383116,0.0,0.0,9.05321861620397,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,841,55935441,1,169,1,3.075405529556091,102.04536525990093,0.0,0.0,8.919854372191667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,1,1,81,1,3.0158501920602214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2116,418609,1,169,1,3.454348268395614,34.51901288268945,0.0,0.0,6.472346294500901,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,1,1,36,1,2.6734843812998137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,143161225,1,144,1,2.951448437556569,125.1356845057095,0.0,0.0,9.389741000342473,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
