treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,1.0,1.0,2754,26372,11,0,30294,0.0,0.0,0.0,2754.0,0.0,11.0,26.0,11.0,0.0,676,695482384,7584516,121,4.313810477859777,199.59456331340323,71.11989724239585,10.18005812023319,7.9208096792886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,48,1.0,0.0,0.0,1.0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,2304,42915601,1,16,5.418006515669491,106.96753945152469,0.0,8.787372988731876,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,2477476,1,121,4.246902063237979,55.98162190983703,0.0,7.3613754289773485,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,1,1,144,3.8743584652731844,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,10182481,1,144,4.246902063237979,77.2792276237153,0.0,8.068089626278244,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,420455025,1,196,5.167917773385796,178.3949857870403,0.0,9.92842403782616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,38204761,1,25,4.246902063237979,104.20289628722702,0.0,8.729235349659273,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,0.0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,529,34939921,1,144,4.106087574170275,102.12654159919417,0.0,8.684570300824369,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,46,1.0,0.0,1.0,1.0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,2116,9572836,1,64,5.337698554227474,76.20381309151551,0.0,8.037220031133012,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,576,1,1,100,4.177720095722324,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,1572516,1,144,3.9546477265588305,50.42706053079378,0.0,7.134093721192866,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,19,0.0,0.0,0.0,1.0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,361,173923344,1,81,3.7906438013860337,146.44563925672568,0.0,9.487062604191621,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64979721,1,64,3.611529515721841,117.42913771356754,0.0,8.9947928972836,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,18,0.0,1.0,1.0,1.0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,324,7767369,1,64,3.703165208990785,72.67010240320552,0.0,7.932721027481948,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,400,15776784,1,121,3.8743584652731844,85.3412575202818,0.0,8.287025025165063,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,1,1,121,4.246902063237979,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,289,1,1,81,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,148522969,1,25,4.246902063237979,141.35853576956512,0.0,9.408125088823502,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,0.0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,23454649,1,144,4.106087574170275,93.34492646407291,0.0,8.48528964240323,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,784,1,1,64,4.441422282762017,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,65399569,1,121,4.6192508626288165,117.59921624917916,0.0,8.998013113095823,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,324,1,1,121,3.703165208990785,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,5513104,1,144,4.246902063237979,67.21525655009165,0.0,7.761319180947987,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,30,1.0,0.0,1.0,1.0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,900,348100,1,121,4.561636201904492,35.523019276803076,0.0,6.380122536899765,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,37,1.0,0.0,0.0,1.0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1369,1138489,1,81,4.935568135070046,46.80537701113998,0.0,6.9726062513017535,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,41,1.0,0.0,1.0,1.0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1681,53056656,1,16,5.123369598862009,112.19743209635541,0.0,8.8934354408475,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,0.0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,173369889,1,196,5.167917773385796,146.34117756723168,0.0,9.485468978356344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,22,0.0,0.0,0.0,1.0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,484,1098304,1,121,4.031805260868567,46.418133963300946,0.0,6.954638864880987,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,841,3697929,1,64,4.502394833016174,61.3592303913493,0.0,7.56164174558878,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,2836,3196,10,0,28360,0.0,0.0,0.0,2836.0,0.0,10.0,28.0,10.0,0.0,784,10214416,8042896,100,4.441422282762017,77.33416278314077,72.06969974504493,8.069655306886165,7.950149887652018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,35,1.0,0.0,0.0,1.0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1225,21771556,1,100,4.83522413251897,91.78807382221184,0.0,8.448057452581375,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,301401,1,121,4.378603334624191,34.34171901074758,0.0,6.3080984415095305,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,841,580644,1,16,4.502394833016174,40.035614599291705,0.0,6.635946555686647,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,784,114361636,1,81,4.441422282762017,133.31611885816963,0.0,9.277438115508676,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,1,1,121,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,23,0.0,0.0,0.0,1.0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,529,1,1,49,4.106087574170275,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,45,1.0,0.0,1.0,1.0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,2025,73034116,1,25,5.296445606698071,120.55281637921073,0.0,9.05321861620397,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,841,55935441,1,169,4.502394833016174,113.53863345555027,0.0,8.919854372191667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,729,1,1,81,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,2116,418609,1,169,5.337698554227474,37.09144255991635,0.0,6.472346294500901,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,324,1,1,36,3.703165208990785,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,143161225,1,144,4.246902063237979,140.19898385405958,0.0,9.389741000342473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,0.0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,92121604,1,225,4.441422282762017,127.00352351102907,0.0,9.169310022418191,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,31,1.0,0.0,0.0,1.0,1698,10363,9,0,15282,0.0,0.0,0.0,1698.0,0.0,9.0,31.0,9.0,0.0,961,107391769,2883204,81,4.6192508626288165,131.44943142989086,57.102716759211205,9.245997049184217,7.437206366871292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,1.0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,625,352801089,1,121,4.246902063237979,171.5408661534093,0.0,9.84070748441342,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,0.0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,348867684,1,144,4.031805260868567,171.11177570126569,0.0,9.835101639669663,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,1284,60307,11,0,14124,0.0,0.0,0.0,1284.0,0.0,11.0,28.0,11.0,0.0,784,3636934249,1648656,121,4.441422282762017,288.43517202069654,50.25795541948146,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,441,1,1,81,3.9546477265588305,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,1.0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1600,529230025,1,121,5.077904651415065,187.79574296945384,0.0,10.043466862589568,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,1.0,0,6456,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,22.0,11.0,0.0,484,41679936,1,121,4.031805260868567,106.26620914426749,0.0,8.772765209949785,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,1,1,144,4.246902063237979,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,1.0,1.0,934,1773,9,0,8406,0.0,0.0,0.0,934.0,0.0,9.0,27.0,9.0,0.0,729,3143529,872356,81,4.378603334624191,59.12107472400413,43.41872357823549,7.480428306074208,6.839476438228843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,1.0,936,11233,10,0,9360,0.0,0.0,0.0,936.0,0.0,10.0,23.0,10.0,0.0,529,126180289,876096,100,4.106087574170275,136.2879559444146,43.461579765435374,9.326611153641569,6.841615476477592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,4398,0,10,0,43980,0.0,0.0,0.0,4398.0,0.0,10.0,29.0,10.0,0.0,841,1,19342404,100,4.502394833016174,0.0,87.83124480542085,0.0,8.388905171114706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,0.0,0,2321,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,324,5387041,1,144,3.703165208990785,66.86181292371856,0.0,7.749753406274437,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,38,0.0,0.0,0.0,0.0,0,4941,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,24413481,1,144,4.984051275128488,94.19325220291712,0.0,8.50532301884575,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,1,1,169,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,27.0,8.0,0.0,729,1,1,64,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
