treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,u74,educ_re74,hisp_u74,black_u74,agesq,re78sq,re75sq,educsq,re74sq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
1.0,25,1.0,0.0,1.0,1.0,0,0,1574,11,1,0,0.0,1.0,1,0,0.0,1.0,625,2477476,1,121,1,3.765394670133574,324161.4369201501,0.0,0.0,7.3613754289773485,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,0,0,12,1,0,0.0,1.0,1,0,0.0,1.0,400,1,1,144,1,3.4656040424478824,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,3191,12,1,0,0.0,1.0,1,0,0.0,1.0,625,10182481,1,144,1,3.765394670133574,1159866.4822494036,0.0,0.0,8.068089626278244,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,0,20505,14,1,0,0.0,1.0,1,0,0.0,1.0,1764,420455025,1,196,1,4.487453628186593,33251445.517089475,0.0,0.0,9.92842403782616,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
1.0,23,1.0,0.0,1.0,0.0,0,0,5911,12,1,0,0.0,1.0,1,0,0.0,1.0,529,34939921,1,144,1,3.6526280195076892,3526667.5134708607,0.0,0.0,8.684570300824369,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,46,1.0,0.0,1.0,1.0,0,0,3094,8,1,0,0.0,1.0,1,0,0.0,1.0,2116,9572836,1,64,1,4.617777268925597,1097045.0806599716,0.0,0.0,8.037220031133012,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,1,0,0.0,1.0,576,1,1,100,1,3.7100747051854874,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,0,1254,12,1,0,0.0,1.0,1,0,0.0,1.0,441,1572516,1,144,1,3.530611147032584,215132.72813328996,0.0,0.0,7.134093721192866,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,19,0.0,0.0,0.0,1.0,0,0,13188,9,1,0,0.0,0.0,1,0,0.0,0.0,361,173923344,1,81,1,3.397585994704756,14998371.070878334,0.0,0.0,9.487062604191621,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8061,8,1,0,0.0,1.0,1,0,0.0,1.0,289,64979721,1,64,1,3.2512278777165484,6171569.947378473,0.0,0.0,8.9947928972836,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,18,0.0,1.0,1.0,1.0,0,0,2787,8,1,0,1.0,0.0,1,0,1.0,0.0,324,7767369,1,64,1,3.3262475279404002,908571.250980927,0.0,0.0,7.932721027481948,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,0,0,3972,11,1,0,0.0,1.0,1,0,0.0,1.0,400,15776784,1,121,1,3.4656040424478824,1721567.209650241,0.0,0.0,8.287025025165063,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,625,1,1,121,1,3.765394670133574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,1,0,0.0,1.0,289,1,1,64,1,3.2512278777165484,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,1,0,0.0,1.0,289,1,1,81,1,3.2512278777165484,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,0.0,0,0,4843,12,1,0,0.0,1.0,1,0,0.0,1.0,529,23454649,1,144,1,3.6526280195076892,2461763.1596102673,0.0,0.0,8.48528964240323,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,1,0,0.0,1.0,784,1,1,64,1,3.920101658927279,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,0,8087,11,1,0,0.0,1.0,1,0,0.0,1.0,961,65399569,1,121,1,4.060474147007631,6207523.911862187,0.0,0.0,8.998013113095823,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,324,1,1,121,1,3.3262475279404002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,2348,12,1,0,0.0,1.0,1,0,0.0,1.0,625,5513104,1,144,1,3.765394670133574,666931.4252175688,0.0,0.0,7.761319180947987,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,30,1.0,0.0,1.0,1.0,0,0,590,11,1,0,0.0,1.0,1,0,0.0,1.0,900,348100,1,121,1,4.015104110048755,55212.26829204796,0.0,0.0,6.380122536899765,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,1,0,0.0,1.0,289,1,1,100,1,3.2512278777165484,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,37,1.0,0.0,0.0,1.0,0,0,1067,9,1,0,0.0,1.0,1,0,0.0,1.0,1369,1138489,1,81,1,4.307740695446506,160766.44289809282,0.0,0.0,6.9726062513017535,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,0.0,0,0,13167,14,1,0,0.0,1.0,1,0,0.0,1.0,1764,173369889,1,196,1,4.487453628186593,14955317.366913307,0.0,0.0,9.485468978356344,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
1.0,22,0.0,0.0,0.0,1.0,0,0,1048,11,1,0,0.0,0.0,1,0,0.0,0.0,484,1098304,1,121,1,3.592874841816671,155639.39893127495,0.0,0.0,6.954638864880987,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,1,0,0.0,1.0,289,1,1,64,1,3.2512278777165484,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,0,1923,8,1,0,0.0,1.0,1,0,0.0,1.0,841,3697929,1,64,1,3.9683442058178384,465213.1334757086,0.0,0.0,7.56164174558878,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,35,1.0,0.0,0.0,1.0,0,0,4666,10,1,0,0.0,1.0,1,0,0.0,1.0,1225,21771556,1,100,1,4.2296317445659675,2301856.4511600956,0.0,0.0,8.448057452581375,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,549,11,1,0,0.0,1.0,1,0,0.0,1.0,729,301401,1,121,1,3.8702739061263074,48485.36565826328,0.0,0.0,6.3080984415095305,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,10694,9,1,0,0.0,1.0,1,0,0.0,1.0,784,114361636,1,81,1,3.920101658927279,10275960.345436385,0.0,0.0,9.277438115508676,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,729,1,1,121,1,3.8702739061263074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,0,7479,13,1,0,0.0,1.0,1,0,0.0,1.0,841,55935441,1,169,1,3.9683442058178384,5391233.607188741,0.0,0.0,8.919854372191667,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,1,0,0.0,1.0,729,1,1,81,1,3.8702739061263074,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,0,647,13,1,0,0.0,1.0,1,0,0.0,1.0,2116,418609,1,169,1,4.617777268925597,65205.639767005465,0.0,0.0,6.472346294500901,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,11965,12,1,0,0.0,1.0,1,0,0.0,1.0,625,143161225,1,144,1,3.765394670133574,12583501.091806233,0.0,0.0,9.389741000342473,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,1.0,0,0,18783,11,1,0,0.0,0.0,1,0,0.0,0.0,625,352801089,1,121,1,3.765394670133574,28385242.54932108,0.0,0.0,9.84070748441342,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,0.0,0,0,18678,12,1,0,0.0,1.0,1,0,0.0,1.0,484,348867684,1,144,1,3.592874841816671,28099652.001783334,0.0,0.0,9.835101639669663,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,1,0,0.0,1.0,441,1,1,81,1,3.530611147032584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,1.0,0,0,23005,11,1,0,0.0,1.0,1,0,0.0,1.0,1600,529230025,1,121,1,4.418020914730442,40920043.93965586,0.0,0.0,10.043466862589568,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,1.0,0,0,6456,11,1,0,0.0,1.0,1,0,0.0,1.0,484,41679936,1,121,1,3.592874841816671,4134825.580156891,0.0,0.0,8.772765209949785,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,0,12,1,0,0.0,1.0,1,0,0.0,1.0,625,1,1,144,1,3.765394670133574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,0.0,0,0,2321,12,1,0,0.0,1.0,1,0,0.0,1.0,324,5387041,1,144,1,3.3262475279404002,653161.2993436498,0.0,0.0,7.749753406274437,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,38,0.0,0.0,0.0,0.0,0,0,4941,12,1,0,0.0,0.0,1,0,0.0,0.0,1444,24413481,1,144,1,4.345372276570565,2552352.1541900607,0.0,0.0,8.50532301884575,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,0,13,1,0,0.0,1.0,1,0,0.0,1.0,729,1,1,169,1,3.8702739061263074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,1,0,0.0,1.0,729,1,1,64,1,3.8702739061263074,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,38,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,1444,1,1,121,1,4.345372276570565,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,23,0.0,1.0,0.0,1.0,0,0,3881,8,1,0,1.0,0.0,1,0,1.0,0.0,529,15062161,1,64,1,3.6526280195076892,1651075.7311622582,0.0,0.0,8.263848131368906,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,0.0,1.0,0,0,17230,11,1,0,0.0,1.0,1,0,0.0,1.0,676,296872900,1,121,1,3.818747155710005,24293176.650470566,0.0,0.0,9.754407329521975,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,0.0,0.0,0.0,0.0,0,0,8048,12,1,0,0.0,0.0,1,0,0.0,0.0,441,64770304,1,144,1,3.530611147032584,6153627.874148503,0.0,0.0,8.99317889233952,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,1,0,0.0,1.0,625,1,1,64,1,3.765394670133574,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,0,14509,11,1,0,0.0,1.0,1,0,0.0,1.0,961,210511081,1,121,1,4.060474147007631,17816800.8929759,0.0,0.0,9.582524425515684,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,1,0,0.0,1.0,289,1,1,100,1,3.2512278777165484,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,625,1,1,121,1,3.765394670133574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,0,9983,12,1,0,0.0,1.0,1,0,0.0,1.0,441,99660289,1,144,1,3.530611147032584,9076627.784784494,0.0,0.0,9.208638925336425,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,44,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,1936,1,1,121,1,4.553956163659956,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,0.0,0,0,5587,12,1,0,0.0,0.0,1,0,0.0,0.0,625,31214569,1,144,1,3.765394670133574,3185677.129611681,0.0,0.0,8.628197749459149,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,4482,9,1,0,0.0,1.0,1,0,0.0,1.0,324,20088324,1,81,1,3.3262475279404002,2140718.197751644,0.0,0.0,8.407824654360873,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,0,2456,12,1,0,0.0,1.0,1,0,0.0,1.0,1764,6031936,1,144,1,4.487453628186593,723287.87999235,0.0,0.0,7.806289289267033,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,1,0,0.0,1.0,625,1,1,100,1,3.765394670133574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,31,0.0,1.0,0.0,1.0,0,0,26817,9,1,0,1.0,0.0,1,0,1.0,0.0,961,719151489,1,81,1,4.060474147007631,53957497.58484671,0.0,0.0,10.196791293755963,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,1,0,0.0,1.0,576,1,1,100,1,3.7100747051854874,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,0.0,1.0,0,0,9265,10,1,0,0.0,1.0,1,0,0.0,1.0,676,85840225,1,100,1,3.818747155710005,7933248.484798489,0.0,0.0,9.13399913871946,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,485,11,1,0,0.0,1.0,1,0,0.0,1.0,625,235225,1,121,1,3.765394670133574,38770.93401984492,0.0,0.0,6.184148890937483,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,4814,11,1,0,0.0,1.0,1,0,0.0,1.0,324,23174596,1,121,1,3.3262475279404002,2435236.2229359862,0.0,0.0,8.479283618343016,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,0,0,7458,11,1,0,0.0,1.0,1,0,0.0,1.0,361,55621764,1,121,1,3.397585994704756,5363957.801588602,0.0,0.0,8.917042560738766,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,43,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,1,0,0.0,1.0,1849,1,1,81,1,4.5210548334044525,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,1953,9,1,0,0.0,1.0,1,0,0.0,1.0,289,3814209,1,81,1,3.2512278777165484,478386.91736501246,0.0,0.0,7.577121930876679,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1.0,30,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,1,0,0.0,1.0,900,1,1,121,1,4.015104110048755,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
1.0,26,1.0,0.0,1.0,1.0,2027,0,0,10,1,0,0.0,1.0,0,20270,0.0,0.0,676,1,1,100,4108729,3.818747155710005,0.0,0.0,1372.3593625462095,0.0,0.0,7.614312146452,0,0,1,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,6083,0,8881,9,1,0,0.0,1.0,0,54747,0.0,0.0,400,78872161,1,81,37002889,3.4656040424478824,7350038.242477256,0.0,3861.271710041353,9.091669442258505,0.0,8.713253274320705,0,1,0,0,0,0,0,0,0,0,0
1.0,17,0.0,1.0,0.0,1.0,445,74,6210,9,0,666,0.0,0.0,0,4005,0.0,0.0,289,38564100,5476,81,198025,3.2512278777165484,3854983.420837445,116.81860740463748,328.7319377373103,8.733916174927524,4.30406509320417,6.09807428216624,0,1,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,989,165,0,12,0,1980,0.0,0.0,0,11868,0.0,0.0,400,1,27225,144,978121,3.4656040424478824,0.0,292.2195865967883,698.0919812453483,0.0,5.10594547390058,6.8966943316227125,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,858,214,929,11,0,2354,0.0,0.0,0,9438,0.0,0.0,324,863041,45796,121,736164,3.3262475279404002,125226.08664733262,393.1306437411823,610.6011290045052,6.834108738813838,5.365976015021851,6.754604099487962,0,0,0,1,0,0,0,0,0,0,0
1.0,27,1.0,0.0,1.0,0.0,3670,334,0,12,0,4008,0.0,0.0,0,44040,0.0,0.0,729,1,111556,144,13468900,3.8702739061263074,0.0,652.979088392327,2399.8324730827144,0.0,5.811140992976701,8.207946941048617,0,0,0,0,1,0,0,0,0,0,0
1.0,21,0.0,0.0,0.0,0.0,3670,334,12558,12,0,4008,0.0,0.0,0,44040,0.0,0.0,441,157703364,111556,144,13468900,3.530611147032584,13730826.914494151,652.979088392327,2399.8324730827144,9.438113191674054,5.811140992976701,8.207946941048617,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,2143,357,22163,12,0,4284,0.0,0.0,0,25716,0.0,0.0,729,491198569,127449,144,4592449,3.8702739061263074,38258228.06759234,704.448918075724,1446.1870592520763,10.006179510759674,5.877735781779639,7.669961995473577,0,0,0,0,1,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,377,1652,12,0,4524,0.0,0.0,1,0,0.0,1.0,400,2729104,142129,144,1,3.4656040424478824,353713.9366714566,749.5795331390217,0.0,7.409741954080923,5.932245187448011,0.0,0,0,0,0,1,0,0,0,0,0,0
