treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,re78sq,re75sq,educsq,re74sq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16
0,20,1,0,0,1,0,0,0,8,1,0,0,1,0,0,1,8,20,8,0,1,0,0,1,0,0,1,0,400,1,1,64,1,0.9484202966655324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,34,1,0,0,0,0,0,2113,12,1,0,0,1,0,0,0,0,34,12,0,1,0,0,1,0,0,0,0,1156,4464769,1,144,1,0.9688771760228692,16.972499684781912,0.0,0.0,7.655864017616056,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,24,1,0,0,1,0,0,7618,10,1,0,0,1,0,0,1,10,24,10,0,1,0,0,1,0,0,1,0,576,58033924,1,100,1,0.9567029759406541,22.99899845558232,0.0,0.0,8.938269147038548,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,0,1,0,1,0,0,9920,8,1,0,1,0,0,0,1,8,0,0,1,1,0,1,0,0,0,1,0,484,98406400,1,64,1,0.9529384923193408,24.42872517376907,0.0,0.0,9.20230820027892,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,25,1,0,0,1,0,0,4196,11,1,0,0,1,0,0,1,11,25,11,0,1,0,0,1,0,0,1,0,625,17606416,1,121,1,0.9583591378395542,20.017074738483107,0.0,0.0,8.341886969516187,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,39,1,0,0,1,0,0,0,9,1,0,0,1,0,0,1,9,39,9,0,1,0,0,1,0,0,1,0,1521,1,1,81,1,0.9726212233655854,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,19,1,0,1,1,0,0,16658,9,1,0,0,1,1,0,1,9,19,9,0,1,0,0,1,1,0,1,0,361,277488964,1,81,1,0.9458041228797351,27.448391977048928,0.0,0.0,9.720645860495285,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,44,1,0,0,1,0,0,9722,9,1,0,0,1,0,0,1,9,44,9,0,1,0,0,1,0,0,1,0,1936,94517284,1,81,1,0.9755136115933472,24.31705759151999,0.0,0.0,9.1821466376054,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,27,1,0,0,1,0,0,3783,8,1,0,0,1,0,0,1,8,27,8,0,1,0,0,1,0,0,1,0,729,14311089,1,64,1,0.9613030849621761,19.531931549205932,0.0,0.0,8.23827262463303,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,25,1,0,0,1,0,0,3515,8,1,0,0,1,0,0,1,8,25,8,0,1,0,0,1,0,0,1,0,625,12355225,1,64,1,0.9583591378395542,19.193522486099962,0.0,0.0,8.164794804244766,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,31,1,0,0,1,0,0,17014,10,1,0,0,1,0,0,1,10,31,10,0,1,0,0,1,0,0,1,0,961,289476196,1,100,1,0.9660503875578612,27.577877151118233,0.0,0.0,9.74179181353583,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34,1,0,1,1,0,0,0,10,1,0,0,1,1,0,1,10,34,10,0,1,0,0,1,1,0,1,0,1156,1,1,100,1,0.9688771760228692,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,0,1,0,1,0,0,0,7,1,0,1,0,0,0,1,7,0,0,1,1,0,1,0,0,0,1,0,441,1,1,49,1,0.950787076792791,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,33,1,0,0,0,0,0,5970,12,1,0,0,1,0,0,0,0,33,12,0,1,0,0,1,0,0,0,0,1089,35640900,1,144,1,0.967992075853778,21.74001702035989,0.0,0.0,8.694502206386648,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,18,0,1,0,1,0,0,1859,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,324,3455881,1,100,1,0.9428969602292465,16.445959515126805,0.0,0.0,7.527793987721444,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,1,0,0,0,6191,12,1,0,0,1,1,0,0,0,26,12,0,1,0,0,1,1,0,0,0,676,38328481,1,144,1,0.9598877816879293,21.92414578307452,0.0,0.0,8.730851903519232,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31,1,0,0,0,0,0,7284,12,1,0,0,1,0,0,0,0,31,12,0,1,0,0,1,0,0,0,0,961,53056656,1,144,1,0.9660503875578612,22.76313682565858,0.0,0.0,8.8934354408475,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,35,1,0,0,1,0,0,445,10,1,0,0,1,0,0,1,10,35,10,0,1,0,0,1,0,0,1,0,1225,198025,1,100,1,0.9697116504969562,11.346607644885776,0.0,0.0,6.09807428216624,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,20,12,0,1,0,0,1,0,0,0,0,400,1,1,144,1,0.9484202966655324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,25,11,0,1,0,0,1,0,0,1,0,625,1,1,121,1,0.9583591378395542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,7367,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,54272689,1,100,1,0.9583591378395542,22.822558130383683,0.0,0.0,8.904765846682814,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,35,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,35,11,0,1,0,0,1,0,0,1,0,1225,1,1,121,1,0.9697116504969562,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,20,1,0,0,1,0,0,2015,10,1,0,0,1,0,0,1,10,20,10,0,1,0,0,1,0,0,1,0,400,4060225,1,100,1,0.9484202966655324,16.775787389880563,0.0,0.0,7.608374474380783,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,0,1,0,1,0,0,15791,9,1,0,1,0,0,0,1,9,0,0,1,1,0,1,0,0,0,1,0,625,249355681,1,81,1,0.9583591378395542,27.12335779665717,0.0,0.0,9.667195436466644,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,27,1,0,0,1,0,0,1135,10,1,0,0,1,0,0,1,10,27,10,0,1,0,0,1,0,0,1,0,729,1288225,1,100,1,0.9613030849621761,14.530819061979315,0.0,0.0,7.034387929915503,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20,0,1,0,1,0,0,6378,11,1,0,1,0,0,0,1,11,0,0,1,1,0,1,0,0,0,1,0,400,40678884,1,121,1,0.9484202966655324,22.075814721865978,0.0,0.0,8.760609847570002,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,26,1,0,0,1,0,0,7176,11,1,0,0,1,0,0,1,11,26,11,0,1,0,0,1,0,0,1,0,676,51494976,1,121,1,0.9598877816879293,22.68498698305343,0.0,0.0,8.878497403738631,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,38,1,0,0,1,0,0,0,8,1,0,0,1,0,0,1,8,38,8,0,1,0,0,1,0,0,1,0,1444,1,1,64,1,0.9719513116061754,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,34,1,0,0,1,0,0,7952,10,1,0,0,1,0,0,1,10,34,10,0,1,0,0,1,0,0,1,0,1156,63234304,1,100,1,0.9688771760228692,23.226589441878925,0.0,0.0,8.98117874833641,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,19,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,19,12,0,1,0,0,1,0,0,0,0,361,1,1,144,1,0.9458041228797351,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32,1,0,0,1,0,0,7152,8,1,0,0,1,0,0,1,8,32,8,0,1,0,0,1,0,0,1,0,1024,51151104,1,64,1,0.9670516005594136,22.667490490186317,0.0,0.0,8.87514731685335,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,20,0,1,0,1,0,0,8329,9,1,0,1,0,0,0,1,9,0,0,1,1,0,1,0,0,0,1,0,400,69372241,1,81,1,0.9484202966655324,23.47431841781896,0.0,0.0,9.02749867993534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,23,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,23,10,0,1,0,0,1,0,0,1,0,529,1,1,100,1,0.9549026515456931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,38,1,0,0,1,0,0,12429,10,1,0,0,1,0,0,1,10,38,10,0,1,0,0,1,0,0,1,0,1444,154480041,1,100,1,0.9719513116061754,25.706559508808716,0.0,0.0,9.42778773074551,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,24,11,0,1,0,0,1,0,0,1,0,576,1,1,121,1,0.9567029759406541,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,0,1,0,0,5088,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,25887744,1,121,1,0.9549026515456931,20.94486997803617,0.0,0.0,8.534640105019959,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,20,0,1,0,1,0,0,4374,7,1,0,1,0,0,0,1,7,0,0,1,1,0,1,0,0,0,1,0,400,19131876,1,49,1,0.9484202966655324,20.214247001851295,0.0,0.0,8.383433201236713,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,21,1,0,0,1,0,0,1553,11,1,0,0,1,0,0,1,11,21,11,0,1,0,0,1,0,0,1,0,441,2411809,1,121,1,0.950787076792791,15.727415075163565,0.0,0.0,7.347943823148687,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,1,1,100,1,0.9583591378395542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,1,0,1,1,0,0,1698,11,1,0,0,1,1,0,1,11,22,11,0,1,0,0,1,1,0,1,0,484,2883204,1,121,1,0.9529384923193408,16.081032543602564,0.0,0.0,7.437206366871292,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,1,1,121,1,0.9549026515456931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,0,0,0,0,0,0,11294,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,576,127554436,1,144,1,0.9567029759406541,25.15730377365469,0.0,0.0,9.332026890232783,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,29,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,29,11,0,1,0,0,1,0,0,1,0,841,1,1,121,1,0.9638405977737807,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,1,0,0,1,0,0,14626,11,1,0,0,1,0,0,1,11,24,11,0,1,0,0,1,0,0,1,0,576,213919876,1,121,1,0.9567029759406541,26.662919498349776,0.0,0.0,9.590556045830896,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,22,1,0,0,1,0,0,12898,9,1,0,0,1,0,0,1,9,22,9,0,1,0,0,1,0,0,1,0,484,166358404,1,81,1,0.9529384923193408,25.921649640380135,0.0,0.0,9.464827539570322,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,28,1,0,0,1,0,0,5767,11,1,0,0,1,0,0,1,11,28,11,0,1,0,0,1,0,0,1,0,784,33258289,1,121,1,0.9626171988577635,21.565930858807782,0.0,0.0,8.659907293615413,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,18,0,1,0,1,0,0,6527,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,324,42601729,1,100,1,0.9428969602292465,22.194093862091652,0.0,0.0,8.783702698635217,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,0,1,0,0,3931,10,1,0,0,1,0,0,1,10,26,10,0,1,0,0,1,0,0,1,0,676,15452761,1,100,1,0.9598877816879293,19.710527506817037,0.0,0.0,8.27664912542186,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,0,1,0,0,20942,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,438567364,1,100,1,0.9583591378395542,28.877306888350383,0.0,0.0,9.949511990847407,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,24,10,0,1,0,0,1,0,0,1,0,576,1,1,100,1,0.9567029759406541,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,0,1,0,0,0,5,1,0,0,1,0,0,1,5,26,5,0,1,0,0,1,0,0,1,0,676,1,1,25,1,0.9598877816879293,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,36,1,0,0,1,0,0,14690,10,1,0,0,1,0,0,1,10,36,10,0,1,0,0,1,0,0,1,0,1296,215796100,1,100,1,0.9704997207458745,26.688974985503286,0.0,0.0,9.594922269167922,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,22,11,0,1,0,0,1,0,0,1,0,484,1,1,121,1,0.9529384923193408,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,0,0,0,3418,12,1,0,0,1,0,0,0,0,25,12,0,1,0,0,1,0,0,0,0,625,11682724,1,144,1,0.9583591378395542,19.065852462928284,0.0,0.0,8.136810863675537,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,27,1,0,0,1,0,0,11197,11,1,0,0,1,0,0,1,11,27,11,0,1,0,0,1,0,0,1,0,729,125372809,1,121,1,0.9613030849621761,25.108308343469115,0.0,0.0,9.323401164260197,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,29,1,0,0,1,0,0,0,8,1,0,0,1,0,0,1,8,29,8,0,1,0,0,1,0,0,1,0,841,1,1,64,1,0.9638405977737807,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,24,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,24,12,0,1,0,0,1,0,0,0,0,576,1,1,144,1,0.9567029759406541,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,22,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,22,10,0,1,0,0,1,0,0,1,0,484,1,1,100,1,0.9529384923193408,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,1455,7,1,0,0,1,0,0,1,7,24,7,0,1,0,0,1,0,0,1,0,576,2117025,1,49,1,0.9567029759406541,15.472879278525056,0.0,0.0,7.282761179605593,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,29,1,0,0,0,0,0,1890,12,1,0,0,1,0,0,0,0,29,12,0,1,0,0,1,0,0,0,0,841,3572100,1,144,1,0.9638405977737807,16.513249443685588,0.0,0.0,7.5443321080536885,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,1,1,0,0,4485,11,1,0,1,0,1,0,1,11,0,0,1,1,0,1,0,1,0,1,0,625,20115225,1,121,1,0.9583591378395542,20.333920459711024,0.0,0.0,8.408493774492896,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,30,1,0,0,0,0,0,13613,12,1,0,0,1,0,0,0,0,30,12,0,1,0,0,1,0,0,0,0,900,185313769,1,144,1,0.9649823588799495,26.23762076898691,0.0,0.0,9.518780497512473,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,22,1,0,0,1,0,0,1390,8,1,0,0,1,0,0,1,8,22,8,0,1,0,0,1,0,0,1,0,484,1932100,1,64,1,0.9529384923193408,15.296247673128457,0.0,0.0,7.237059026124737,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,55,1,0,0,1,0,0,5843,3,1,0,0,1,0,0,1,3,55,3,0,1,0,0,1,0,0,1,0,3025,34140649,1,9,1,0.9800242304410453,21.631681417869977,0.0,0.0,8.672999642554437,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,1,0,0,1,0,0,8598,10,1,0,0,1,0,0,1,10,20,10,0,1,0,0,1,0,0,1,0,400,73925604,1,100,1,0.9484202966655324,23.645558476933,0.0,0.0,9.059284897056227,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34,1,0,0,1,0,0,2920,11,1,0,0,1,0,0,1,11,34,11,0,1,0,0,1,0,0,1,0,1156,8526400,1,121,1,0.9688771760228692,18.35969881335663,0.0,0.0,7.979338895262328,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,22,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,22,12,0,1,0,0,1,0,0,0,0,484,1,1,144,1,0.9529384923193408,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,1,0,0,0,6735,12,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1024,45360225,1,144,1,0.9670516005594136,22.355586641785756,0.0,0.0,8.815073088844464,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,31,10,0,1,0,0,1,0,0,1,0,961,1,1,100,1,0.9660503875578612,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,18,1,0,0,1,0,0,0,9,1,0,0,1,0,0,1,9,18,9,0,1,0,0,1,0,0,1,0,324,1,1,81,1,0.9428969602292465,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,50,0,1,0,1,0,0,0,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,2500,1,1,100,1,0.9782202229667253,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,1,1,0,0,44,11,1,0,0,1,1,0,1,11,25,11,0,1,0,0,1,1,0,1,0,625,1936,1,121,1,0.9583591378395542,5.494663690559314,0.0,0.0,3.784189633918261,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,1,1,0,0,0,10,1,0,0,1,1,0,1,10,23,10,0,1,0,0,1,1,0,1,0,529,1,1,100,1,0.9549026515456931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,38,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,38,10,0,1,0,0,1,0,0,1,0,1444,1,1,100,1,0.9719513116061754,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,1,1,0,0,3701,10,1,0,0,1,1,0,1,10,25,10,0,1,0,0,1,1,0,1,0,625,13697401,1,100,1,0.9583591378395542,19.430518198825478,0.0,0.0,8.216358332386156,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,42,1,0,0,1,0,0,6930,10,1,0,0,1,0,0,1,10,42,10,0,1,0,0,1,0,0,1,0,1764,48024900,1,100,1,0.9744393768529812,22.503340959821436,0.0,0.0,8.84361509218395,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,39,1,0,1,0,0,0,3795,12,1,0,0,1,1,0,0,0,39,12,0,1,0,0,1,1,0,0,0,1521,14402025,1,144,1,0.9726212233655854,19.546622117355096,0.0,0.0,8.24143968982973,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34,1,0,1,0,0,0,5193,13,1,0,0,1,1,0,0,0,34,13,0,1,0,0,1,1,0,0,0,1156,26967249,1,169,1,0.9688771760228692,21.045157503794453,0.0,0.0,8.555066843844319,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,24,1,0,0,1,0,0,2193,7,1,0,0,1,0,0,1,7,24,7,0,1,0,0,1,0,0,1,0,576,4809249,1,49,1,0.9567029759406541,17.12764972647455,0.0,0.0,7.693025748417888,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,32,1,0,0,1,0,0,11120,11,1,0,0,1,0,0,1,11,32,11,0,1,0,0,1,0,0,1,0,1024,123654400,1,121,1,0.9670516005594136,25.06916853445137,0.0,0.0,9.316500567804573,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,27,1,0,0,0,0,0,7609,13,1,0,0,1,0,0,0,0,27,13,0,1,0,0,1,0,0,0,0,729,57896881,1,169,1,0.9613030849621761,22.992754285581874,0.0,0.0,8.937087036176523,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,26,1,0,0,1,0,0,2169,10,1,0,0,1,0,0,1,10,26,10,0,1,0,0,1,0,0,1,0,676,4704561,1,100,1,0.9598877816879293,17.081595144078438,0.0,0.0,7.682021510826875,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,44,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,44,11,0,1,0,0,1,0,0,1,0,1936,1,1,121,1,0.9755136115933472,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,1264,11,1,0,0,1,0,0,1,11,25,11,0,1,0,0,1,0,0,1,0,625,1597696,1,121,1,0.9583591378395542,14.933777788686374,0.0,0.0,7.142036574706803,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,25,12,0,1,0,0,1,0,0,0,0,625,1,1,144,1,0.9583591378395542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,28,1,0,1,0,0,0,0,12,1,0,0,1,1,0,0,0,28,12,0,1,0,0,1,1,0,0,0,784,1,1,144,1,0.9626171988577635,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
