treat,age,education*,black,hispanic,married,nodegree,re74,re75,propensity_score,propensity_logit,re78
1.0,25,12,0.0,0.0,0.0,0.0,0,0,0.8950089547318577,2.1429586601516366,5587
1.0,27,13,0.0,0.0,1.0,0.0,9381,853,0.5799378598010174,0.3225183063384521,0
1.0,23,12,1.0,0.0,1.0,0.0,0,0,0.76971765519601,1.206717623880228,5911
1.0,23,8,0.0,0.0,1.0,1.0,0,1713,0.7258196545284781,0.9735154892014153,4232
1.0,33,12,1.0,0.0,1.0,0.0,20279,10941,0.0,-inf,15952
1.0,22,12,0.0,0.0,0.0,0.0,6759,8455,0.04347359625668449,-3.0911546218389856,12590
1.0,22,10,1.0,0.0,1.0,1.0,1468,5588,0.8599814293451874,1.8151357338829648,13228
1.0,21,12,0.0,0.0,0.0,0.0,0,0,0.8730304788410633,1.928023401210321,8048
1.0,46,8,1.0,0.0,1.0,1.0,0,0,0.8497039716157071,1.7322811483164116,3094
1.0,31,9,1.0,0.0,0.0,1.0,10717,5517,0.8447001383562315,1.6936238592690622,9558
1.0,29,12,1.0,0.0,0.0,0.0,9748,4878,0.8803930628126436,1.9961576269622678,10976
1.0,33,12,0.0,0.0,1.0,0.0,0,0,0.02403125069172033,-3.7040754712589976,12418
1.0,19,11,0.0,1.0,1.0,1.0,5424,5463,0.14907142857142858,-1.7419026127221604,6788
1.0,29,10,0.0,1.0,0.0,1.0,0,8853,0.5936783625730995,0.37919263918150625,5112
1.0,22,12,0.0,1.0,1.0,0.0,492,7055,0.7812026034402603,1.2726883598582375,10092
1.0,26,12,1.0,0.0,1.0,0.0,8408,5794,0.050473399217481306,-2.9345170960965783,1424
1.0,42,14,1.0,0.0,1.0,0.0,0,0,0.6668266349452072,0.6938671242205818,13167
1.0,19,10,0.0,0.0,0.0,1.0,0,5324,0.705335189110212,0.8728346593058794,13829
1.0,21,12,0.0,0.0,0.0,0.0,3670,334,0.7999081880970725,1.3857206354761848,12558
1.0,35,9,1.0,0.0,1.0,1.0,13602,13830,0.0,-inf,12803
0.0,23,11,1.0,0.0,0.0,1.0,0,0,0.9987241908310786,6.662898035674361,0
0.0,25,10,1.0,0.0,0.0,1.0,2838,5370,0.9722730310087829,3.5572311117821678,11437
0.0,23,9,1.0,0.0,0.0,1.0,0,0,0.9996051749938705,7.836673010713439,218
0.0,21,8,1.0,0.0,0.0,1.0,0,895,0.9995507091950879,7.707390815695049,2305
0.0,27,12,1.0,0.0,0.0,0.0,10623,3222,0.988734590319818,4.474688993199789,8866
0.0,23,11,1.0,0.0,0.0,1.0,0,0,0.9987241908310786,6.662898035674361,0
0.0,23,12,1.0,0.0,0.0,0.0,0,0,0.9991457233142019,7.064400786806479,4728
0.0,19,10,1.0,0.0,0.0,1.0,4702,3437,0.9710769307224598,3.5137661719094178,2364
0.0,24,12,1.0,0.0,0.0,0.0,783,0,0.9992704723057771,7.222383433499142,10344
0.0,35,9,1.0,0.0,0.0,1.0,1567,5370,0.8733162058022337,1.9306035239558232,5910
0.0,25,12,1.0,0.0,0.0,0.0,0,0,0.9992679503759527,7.2189299361832475,0
0.0,25,11,1.0,0.0,0.0,1.0,0,0,0.9991513335249095,7.070995266456498,3694
0.0,20,8,1.0,0.0,0.0,1.0,2938,1838,0.9923106837201189,4.860204378209096,1226
0.0,23,12,1.0,0.0,0.0,0.0,11328,2685,0.9921789617511013,4.8430861818592374,29216
0.0,29,11,1.0,0.0,1.0,1.0,783,0,0.9909126429348513,4.691742266021566,23643
0.0,20,8,1.0,0.0,0.0,1.0,1880,3652,0.931438054141594,2.608992030921598,1018
0.0,22,9,1.0,0.0,0.0,1.0,3134,4345,0.9896495560945262,4.560321488509287,13299
0.0,21,12,1.0,0.0,0.0,0.0,19592,716,0.5817213330814401,0.32984364625718915,22165
0.0,24,10,1.0,0.0,0.0,1.0,3152,3902,0.9887497874890914,4.4760542858224195,7447
0.0,23,12,1.0,0.0,0.0,0.0,1077,3222,0.9834441634632775,4.084322162439326,5910
0.0,24,9,1.0,0.0,0.0,1.0,5877,5370,0.9492158772564315,2.928052490094798,13299
0.0,28,12,1.0,0.0,0.0,0.0,2938,2864,0.9776043482256114,3.7762382134620456,0
0.0,23,10,1.0,0.0,0.0,1.0,1469,5370,0.9621193875670934,3.2346991105670515,0
0.0,43,12,1.0,0.0,1.0,0.0,715,1879,0.6152880758516678,0.4695957689085179,5910
0.0,20,12,1.0,0.0,0.0,0.0,2351,4475,0.7455821372874318,1.0751872615175027,17732
0.0,22,11,1.0,0.0,0.0,1.0,11069,5191,0.9021612918882598,2.22147303271684,9605
0.0,29,10,1.0,0.0,0.0,1.0,2037,2685,0.9442476848969895,2.8294695738098143,0
0.0,19,11,1.0,0.0,0.0,1.0,1567,0,0.7023194700231813,0.8583675216146406,0
0.0,23,14,0.0,0.0,0.0,0.0,0,3401,0.6219473869750893,0.4978221284742997,5319
0.0,43,9,1.0,0.0,1.0,1.0,0,0,0.8942756768800307,2.1351791099720474,0
0.0,36,12,1.0,0.0,1.0,0.0,0,0,0.5756627997648828,0.3049936494626207,17732
0.0,31,11,1.0,0.0,0.0,1.0,15674,4316,0.7662272166702805,1.1871291210529775,7093
0.0,21,14,0.0,1.0,0.0,0.0,0,71,0.7294845578352758,0.9920090154475275,3657
0.0,45,17,0.0,0.0,1.0,0.0,0,16112,0.0,-inf,17732
0.0,22,11,0.0,0.0,1.0,1.0,17633,0,0.04413626373626374,-3.0753336161148717,13299
0.0,34,11,1.0,0.0,0.0,1.0,11755,2148,0.8687639363992627,1.8900737249043689,15516
0.0,21,12,0.0,0.0,0.0,0.0,0,0,0.8730304788410633,1.928023401210321,0
0.0,30,9,1.0,0.0,0.0,1.0,1959,162,0.8436799449296494,1.685867669921351,16809
0.0,21,13,0.0,0.0,0.0,0.0,0,692,0.8357387155953432,1.6268576654589664,2659
0.0,45,9,1.0,0.0,1.0,1.0,0,0,0.8912756768800307,2.103838248428119,0
0.0,33,12,0.0,0.0,1.0,0.0,0,0,0.02403125069172033,-3.7040754712589976,0
0.0,27,11,1.0,0.0,1.0,1.0,7837,5370,0.1484239007696804,-1.7470164927379517,7388
0.0,44,11,1.0,0.0,0.0,1.0,5172,6266,0.5952450738912616,0.3856914464076222,0
0.0,23,11,0.0,1.0,0.0,1.0,3526,2685,0.7646705827719326,1.1784588223187162,8127
0.0,30,12,0.0,0.0,1.0,0.0,6857,3222,0.050490035695298856,-2.934170020614193,3250
0.0,28,12,1.0,0.0,1.0,0.0,0,0,0.6701935749925562,0.7090606970933616,0
0.0,22,13,0.0,0.0,0.0,0.0,783,0,0.6897834354926861,0.799107037961594,2305
0.0,24,12,1.0,0.0,0.0,0.0,3330,4654,0.8066308863462589,1.4282653053580765,11821
0.0,45,17,0.0,0.0,1.0,0.0,0,16112,0.0,-inf,17732
