treat,age,education,black ,hispanic,married,nodegree,re74,re75,re78
0.00E+00,2.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.60E+01,5.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.60E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.47E+04
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+03
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.12E+04
0.00E+00,2.90E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.40E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.46E+03
0.00E+00,2.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E+03
0.00E+00,2.50E+01,1.10E+01,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.49E+03
0.00E+00,3.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+04
0.00E+00,2.20E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.39E+03
0.00E+00,5.50E+01,3.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.84E+03
0.00E+00,2.00E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.60E+03
0.00E+00,3.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.92E+03
0.00E+00,2.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.20E+01,1.20E+01,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E+03
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,5.00E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.48E+01
0.00E+00,2.30E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,3.70E+03
0.00E+00,4.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.93E+03
0.00E+00,3.90E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.80E+03
0.00E+00,3.40E+01,1.30E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.19E+03
0.00E+00,2.40E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.19E+03
0.00E+00,3.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.11E+04
0.00E+00,2.70E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.61E+03
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.17E+03
0.00E+00,4.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.26E+03
0.00E+00,2.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.71E+03
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.18E+03
0.00E+00,2.90E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.02E+04
0.00E+00,2.30E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,9.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.72E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.90E+02
0.00E+00,2.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,8.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.19E+03
0.00E+00,2.60E+01,6.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.81E+03
0.00E+00,3.00E+01,1.40E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,7.34E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.90E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.35E+03
0.00E+00,5.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.81E+03
0.00E+00,3.30E+01,5.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.64E+03
0.00E+00,4.50E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.84E+03
0.00E+00,3.90E+01,6.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.60E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.70E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+04
0.00E+00,3.30E+01,9.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.75E+03
0.00E+00,1.80E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.57E+03
0.00E+00,1.70E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.01E+03
0.00E+00,1.90E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.81E+03
0.00E+00,1.80E+01,8.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.08E+04
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.66E+03
0.00E+00,1.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.55E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.31E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.29E+03
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E+04
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.09E+04
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.02E+02
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.66E+03
0.00E+00,1.80E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.13E+03
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.13E+04
0.00E+00,1.90E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.19E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,8.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.02E+04
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.10E+04
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.99E+03
0.00E+00,1.90E+01,6.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.07E+03
0.00E+00,1.90E+01,1.00E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.19E+03
0.00E+00,1.70E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.19E+03
0.00E+00,1.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.76E+02
0.00E+00,1.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.59E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.28E+04
0.00E+00,2.00E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.04E+03
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.39E+03
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.47E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.14E+03
0.00E+00,1.70E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.11E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.81E+02
0.00E+00,2.10E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.91E+02,0.00E+00,3.34E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.56E+03,0.00E+00,9.60E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.63E+03,0.00E+00,0.00E+00
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.79E+03,0.00E+00,1.65E+04
0.00E+00,2.80E+01,1.10E+01,0.00E+00,1.00E+00,1.00E+00,1.00E+00,3.47E+03,0.00E+00,6.77E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.28E+03,0.00E+00,0.00E+00
0.00E+00,2.10E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.38E+04,0.00E+00,1.10E+04
0.00E+00,3.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.37E+01,0.00E+00
0.00E+00,3.60E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E+02,0.00E+00
0.00E+00,2.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+02,0.00E+00
0.00E+00,1.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.89E+02,1.65E+02,4.25E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.60E+02,2.40E+02,2.89E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.74E+02,5.51E+03
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.47E+03,3.68E+02,4.86E+03
0.00E+00,2.70E+01,1.30E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E+03,4.75E+02,4.81E+03
0.00E+00,3.10E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.95E+02,0.00E+00
0.00E+00,2.20E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.06E+02,6.04E+02
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.20E+02,1.45E+04
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,6.14E+03,5.59E+02,0.00E+00
0.00E+00,1.80E+01,9.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.60E+02,7.30E+03
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.38E+03,5.81E+02,0.00E+00
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.92E+02,4.16E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.04E+02,0.00E+00
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.06E+03,6.45E+02,5.50E+03
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.65E+02,0.00E+00
0.00E+00,2.70E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.52E+02,0.00E+00
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.07E+03,7.66E+02,0.00E+00
0.00E+00,2.80E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.03E+02,1.65E+04
