treat,age,education,black,hispanic,married,nodegree,lnre74,lnre75,lnre78,propensity_score,propensity_logit,re78
1.0,0.11540832926270145,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,1.2473326727161391,0.3581090245794277,0.3523809523809524,-0.6085897925318822,1460
1.0,-0.605893728629182,1.140460046923134,0.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.7791898866449122,0.3523809523809524,-0.6085897925318822,8048
1.0,-0.31737290547242863,1.140460046923134,1.0,0.0,1.0,0.0,-0.5861590880804063,-0.7225472790764654,0.7030620905733013,0.3523809523809524,-0.6085897925318822,5911
1.0,-0.17311249389405192,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,2.4235749145167285,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.48640707972885266,0.3523809523809524,-0.6085897925318822,2456
1.0,2.4235749145167285,-1.069522340655189,1.0,0.0,1.0,1.0,-0.5861590880804063,1.4615116740492746,0.32833509337251826,0.3523809523809524,-0.6085897925318822,1294
1.0,-0.028852082315675234,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.37665539893708966,0.3523809523809524,-0.6085897925318822,1574
1.0,0.5481895639978315,2.613781638642016,1.0,0.0,0.0,0.0,-0.5861590880804063,1.0519704301591575,0.9751927957332714,1.0,inf,17814
1.0,-1.038674963364312,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,-0.8944145517859353,-1.80618313651463,1.0,0.0,0.0,1.0,1.5596079738899344,1.4505247396029024,0.7629423135851809,0.3523809523809524,-0.6085897925318822,7535
1.0,-1.038674963364312,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,1.0959175280713962,0.8261848986260054,0.3523809523809524,-0.6085897925318822,9737
1.0,0.11540832926270145,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,1.4330168569807604,1.0719701342041716,0.3523809523809524,-0.6085897925318822,26372
1.0,-0.7501541402075587,-1.069522340655189,1.0,0.0,0.0,1.0,1.7874056449682658,-0.7225472790764654,0.8034856084924521,0.3523809523809524,-0.6085897925318822,8881
1.0,-1.1829353749426887,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.8944145517859353,-0.332861544795748,0.0,0.0,0.0,1.0,-0.5861590880804063,1.6124030999743622,0.9127290808075994,0.3523809523809524,-0.6085897925318822,13829
1.0,0.5481895639978315,1.877120842782575,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.761102139672416,0.3523809523809524,-0.6085897925318822,7479
1.0,3.000616560830235,-1.80618313651463,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.5433732462802333,0.3523809523809524,-0.6085897925318822,3094
1.0,-0.7501541402075587,-0.332861544795748,1.0,0.0,0.0,1.0,1.7342694735495074,1.435280187854292,0.6903892538860809,0.6,0.4054651081081642,5615
1.0,-0.7501541402075587,-1.069522340655189,0.0,1.0,0.0,1.0,1.97832152856733,1.6392037004287465,0.340243564968762,0.3523809523809524,-0.6085897925318822,1358
1.0,1.1252312103113382,1.140460046923134,1.0,0.0,1.0,0.0,2.115409482305339,1.808422990887238,0.9479591304654489,0.3523809523809524,-0.6085897925318822,15952
1.0,-0.605893728629182,-1.069522340655189,1.0,0.0,0.0,1.0,1.8019241697298627,1.6333036826413465,0.19147725208283817,0.3523809523809524,-0.6085897925318822,743
1.0,0.6924499755762082,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,-0.7501541402075587,0.403799251063693,1.0,0.0,0.0,1.0,2.0562104519913653,1.2647494787073343,0.7427576929488263,0.3523809523809524,-0.6085897925318822,6943
1.0,-0.7501541402075587,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.8944145517859353,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7829918351099675,0.3523809523809524,-0.6085897925318822,8173
1.0,-0.7501541402075587,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,0.8918501739765273,0.3885864891951415,0.6,0.4054651081081642,1652
1.0,-0.31737290547242863,1.140460046923134,1.0,0.0,0.0,0.0,1.7956102792665358,1.4598155399767674,0.7922043736161046,0.3523809523809524,-0.6085897925318822,8484
1.0,-0.028852082315675234,1.140460046923134,0.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.6891560678235841,0.3523809523809524,-0.6085897925318822,5587
1.0,0.25966874084107816,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.605893728629182,1.140460046923134,0.0,0.0,0.0,0.0,1.6497558769332294,0.8588929550938359,0.888946609355406,0.3523809523809524,-0.6085897925318822,12558
1.0,-0.8944145517859353,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,1.42325882819831,0.8320182868730247,0.3523809523809524,-0.6085897925318822,9970
1.0,-0.8944145517859353,0.403799251063693,0.0,1.0,1.0,1.0,1.7561700692875084,1.6194169992943226,0.7371882312827958,0.3523809523809524,-0.6085897925318822,6788
1.0,-0.17311249389405192,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.43462953585971825,0.3523809523809524,-0.6085897925318822,1991
1.0,0.25966874084107816,-0.332861544795748,1.0,0.0,0.0,1.0,1.295844817601138,1.502111192702069,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,0.5481895639978315,-0.332861544795748,0.0,1.0,0.0,1.0,-0.5861590880804063,1.7507945364003217,0.6672380514444336,0.3523809523809524,-0.6085897925318822,5112
1.0,0.25966874084107816,1.877120842782575,0.0,0.0,1.0,0.0,1.9054098633368484,1.1140558754577836,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.25966874084107816,1.140460046923134,1.0,0.0,0.0,0.0,1.503204175344184,0.8770160187961834,1.0290776299539612,0.3523809523809524,-0.6085897925318822,22163
1.0,-0.31737290547242863,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.4616333170508053,1.140460046923134,1.0,0.0,0.0,0.0,1.7651120179102098,1.1393256292388498,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.4616333170508053,-1.069522340655189,1.0,0.0,0.0,1.0,1.5093626933173798,1.5231972458115712,0.5710956484603038,0.6,0.4054651081081642,3462
1.0,-0.028852082315675234,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.4753138200803683,0.6,0.4054651081081642,2348
1.0,0.5481895639978315,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.823766315816336,0.3523809523809524,-0.6085897925318822,9642
1.0,0.8367103871545849,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,1.3014093574279053,0.8415552569444903,0.3523809523809524,-0.6085897925318822,10363
1.0,0.25966874084107816,1.877120842782575,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.9257911898675075,0.3523809523809524,-0.6085897925318822,14581
1.0,3.000616560830235,-1.80618313651463,1.0,0.0,0.0,1.0,1.6094288940733097,1.4167284138549934,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.31737290547242863,-1.80618313651463,0.0,0.0,1.0,1.0,-0.5861590880804063,1.3038028589383879,0.6206361069995455,0.3523809523809524,-0.6085897925318822,4232
1.0,1.8465332682032216,1.140460046923134,0.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.6588452382106901,0.3523809523809524,-0.6085897925318822,4941
1.0,-1.1829353749426887,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.17311249389405192,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.26351954661640675,0.3523809523809524,-0.6085897925318822,995
1.0,-0.028852082315675234,0.403799251063693,0.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.9882588678598884,0.3523809523809524,-0.6085897925318822,18783
1.0,-0.4616333170508053,1.140460046923134,0.0,0.0,0.0,0.0,1.8161112289409227,1.73827656029916,0.8895743958971887,1.0,inf,12590
1.0,-0.4616333170508053,-0.332861544795748,1.0,0.0,1.0,1.0,1.400150442783215,1.6255737039927636,0.9017685519146124,0.3523809523809524,-0.6085897925318822,13228
1.0,-1.1829353749426887,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.4298759059201217,0.3523809523809524,-0.6085897925318822,1953
1.0,-0.4616333170508053,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.9868760139238834,0.3523809523809524,-0.6085897925318822,18678
1.0,-0.028852082315675234,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.5509881808887989,0.3523809523809524,-0.6085897925318822,3191
1.0,-1.1829353749426887,-0.332861544795748,1.0,0.0,0.0,1.0,1.3651503515028298,1.6353785726387018,0.6862693217335833,0.3523809523809524,-0.6085897925318822,5522
1.0,0.25966874084107816,0.403799251063693,1.0,0.0,0.0,1.0,1.5110969964781618,1.4241790824313527,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.8944145517859353,-0.332861544795748,1.0,0.0,0.0,1.0,1.6813291699185442,1.6474613493803216,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,2.4235749145167285,2.613781638642016,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,1.0098968522644212,0.3523809523809524,-0.6085897925318822,20505
1.0,0.25966874084107816,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.8367103871545849,-1.069522340655189,0.0,1.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,1.076097885850095,0.6,0.4054651081081642,26817
1.0,-0.8944145517859353,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,0.8975645963757719,0.7815084464201327,0.3523809523809524,-0.6085897925318822,8124
1.0,-0.7501541402075587,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.6049953273440662,0.6,0.4054651081081642,3972
1.0,0.8367103871545849,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7803823958038248,0.3523809523809524,-0.6085897925318822,8087
1.0,-0.8944145517859353,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,1.0959175280713962,0.9733999589954635,0.6,0.4054651081081642,17685
1.0,0.25966874084107816,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.1168322510616552,0.3523809523809524,-0.6085897925318822,549
1.0,0.25966874084107816,1.877120842782575,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,1.702272856624845,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.2807535300626373,1.0,inf,1067
1.0,0.25966874084107816,-1.069522340655189,1.0,0.0,1.0,1.0,-0.5861590880804063,1.1387435127228185,0.40602345089206393,0.3523809523809524,-0.6085897925318822,1773
1.0,1.1252312103113382,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-0.04145581262347096,0.3523809523809524,-0.6085897925318822,289
1.0,2.2793145029383517,2.613781638642016,0.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.6690170645972109,0.3523809523809524,-0.6085897925318822,5149
1.0,-0.31737290547242863,1.140460046923134,1.0,0.0,0.0,0.0,1.760257520449571,0.9692359731499169,0.16633384693974992,0.3523809523809524,-0.6085897925318822,671
1.0,-1.1829353749426887,-1.069522340655189,1.0,0.0,0.0,1.0,1.4426720754688933,1.2187033701421452,0.6828053426713707,0.3523809523809524,-0.6085897925318822,5445
1.0,3.000616560830235,1.877120842782575,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.15734903316528343,0.3523809523809524,-0.6085897925318822,647
1.0,-1.038674963364312,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.47246076621224575,0.6,0.4054651081081642,2321
1.0,0.5481895639978315,1.140460046923134,1.0,0.0,0.0,0.0,1.915863751010066,1.5885937353680677,0.8557318266530285,1.0,inf,10976
1.0,-1.1829353749426887,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,-0.605893728629182,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,-1.038674963364312,0.403799251063693,0.0,0.0,0.0,1.0,1.6503490367863487,1.1343374904017836,0.6257700666432015,0.3523809523809524,-0.6085897925318822,4321
1.0,-0.605893728629182,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.8323397272667846,0.3523809523809524,-0.6085897925318822,9983
1.0,-0.8944145517859353,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.5538320159123219,0.3523809523809524,-0.6085897925318822,3228
1.0,-0.4616333170508053,0.403799251063693,0.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.2763213218643352,0.0,-inf,1048
1.0,-1.038674963364312,-1.80618313651463,0.0,1.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.5175953546130658,0.3523809523809524,-0.6085897925318822,2787
1.0,0.9809707987329616,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7918552146885653,0.6,0.4054651081081642,8472
1.0,-0.028852082315675234,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.31737290547242863,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.5481895639978315,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.42605724234059505,0.3523809523809524,-0.6085897925318822,1923
1.0,-0.4616333170508053,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.6101577435136517,0.3523809523809524,-0.6085897925318822,4056
1.0,0.11540832926270145,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.8139275293869153,0.3523809523809524,-0.6085897925318822,9265
1.0,-1.1829353749426887,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.952038618970129,0.3523809523809524,-0.6085897925318822,16218
1.0,0.25966874084107816,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7619910802420431,0.3523809523809524,-0.6085897925318822,7506
1.0,0.4039291524194548,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.8493111624870777,0.6,0.4054651081081642,10694
1.0,-0.4616333170508053,1.140460046923134,0.0,1.0,1.0,0.0,1.102359541738253,1.6890135118066385,0.8350185282647562,0.3523809523809524,-0.6085897925318822,10092
1.0,0.6924499755762082,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.13459920829116845,1.0,inf,590
1.0,1.1252312103113382,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,1.7186604316607805,0.7180391098944154,0.3523809523809524,-0.6085897925318822,6281
1.0,0.11540832926270145,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.8505307050371798,0.3523809523809524,-0.6085897925318822,10747
1.0,-0.028852082315675234,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,2.135054091359975,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,1.0382757015378408,0.3523809523809524,-0.6085897925318822,23005
1.0,-0.8944145517859353,-1.069522340655189,0.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.9010214867127314,0.3523809523809524,-0.6085897925318822,13188
1.0,-0.17311249389405192,-1.069522340655189,1.0,0.0,0.0,1.0,1.8987371000344917,1.3825686606625158,0.6542088140485994,0.3523809523809524,-0.6085897925318822,4849
1.0,1.8465332682032216,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,0.11540832926270145,-0.332861544795748,1.0,0.0,1.0,1.0,1.4880446803910894,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-1.038674963364312,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.028852082315675234,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,0.25966874084107816,1.140460046923134,1.0,0.0,1.0,0.0,1.6497558769332294,0.8588929550938359,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.8367103871545849,-1.069522340655189,1.0,0.0,0.0,1.0,1.9416796727549837,1.6220938015395205,0.8216078455599571,0.3523809523809524,-0.6085897925318822,9558
1.0,1.8465332682032216,-1.069522340655189,0.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7229771665227611,0.3523809523809524,-0.6085897925318822,6408
1.0,-0.8944145517859353,0.403799251063693,1.0,0.0,0.0,1.0,1.5230556654669047,1.418922676737967,0.6155715835076022,0.3523809523809524,-0.6085897925318822,4146
1.0,0.25966874084107816,-0.332861544795748,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.9876803295312035,0.6,0.4054651081081642,18739
1.0,-0.17311249389405192,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.31737290547242863,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.7680614304497637,0.3523809523809524,-0.6085897925318822,7693
1.0,-0.17311249389405192,-0.332861544795748,1.0,0.0,1.0,1.0,1.965655426629685,1.5398457839440192,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,2.4235749145167285,2.613781638642016,1.0,0.0,1.0,0.0,-0.5861590880804063,-0.7225472790764654,0.9006283699106145,0.3523809523809524,-0.6085897925318822,13167
1.0,2.712095737673482,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.6,0.4054651081081642,1
1.0,-0.7501541402075587,1.140460046923134,1.0,0.0,0.0,0.0,1.2925594484736183,0.6669814925821813,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,1.4137520334680918,-1.069522340655189,1.0,0.0,1.0,1.0,2.006617942758991,1.8721914889753042,0.8937128773869434,0.3523809523809524,-0.6085897925318822,12803
1.0,-0.028852082315675234,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-1.1829353749426887,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.7501541402075587,0.403799251063693,1.0,0.0,0.0,1.0,1.6472953477338244,1.2114400201796596,0.2848802558003681,0.3523809523809524,-0.6085897925318822,1085
1.0,-0.17311249389405192,0.403799251063693,1.0,0.0,1.0,1.0,1.242838403411687,1.2962317578784421,0.6086937585572598,0.6,0.4054651081081642,4032
1.0,-0.31737290547242863,1.140460046923134,0.0,1.0,0.0,0.0,1.905525991892338,1.1874361472481836,0.12128509292600292,0.3523809523809524,-0.6085897925318822,559
1.0,-1.1829353749426887,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.028852082315675234,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.8770141213480304,0.3523809523809524,-0.6085897925318822,11965
1.0,-1.038674963364312,0.403799251063693,1.0,0.0,0.0,1.0,1.253852853670538,0.7377460395686084,0.24658886103854832,0.3523809523809524,-0.6085897925318822,929
1.0,-1.1829353749426887,-1.80618313651463,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,-0.028852082315675234,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.11540832926270145,0.403799251063693,0.0,0.0,0.0,1.0,-0.5861590880804063,1.375092496763416,0.9046791088344658,0.6,0.4054651081081642,13385
1.0,-1.1829353749426887,-1.069522340655189,0.0,1.0,0.0,1.0,1.0750085148766315,0.44875827298421456,0.7152347673683863,0.3523809523809524,-0.6085897925318822,6210
1.0,1.702272856624845,0.403799251063693,1.0,0.0,1.0,1.0,-0.5861590880804063,-0.7225472790764654,0.831026604166113,0.3523809523809524,-0.6085897925318822,9930
1.0,-0.4616333170508053,-1.069522340655189,0.0,1.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.5803949041892574,0.6,0.4054651081081642,3595
1.0,-0.17311249389405192,-0.332861544795748,1.0,0.0,0.0,1.0,1.6897256543776404,1.3979452436953907,0.38977818591432967,0.3523809523809524,-0.6085897925318822,1660
1.0,-1.038674963364312,-0.332861544795748,1.0,0.0,0.0,1.0,1.503204175344184,1.314854932534616,0.859412531760038,0.3523809523809524,-0.6085897925318822,11141
1.0,0.4039291524194548,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,1.4410014827265354,0.5513744041415215,0.3523809523809524,-0.6085897925318822,3196
1.0,-0.028852082315675234,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.08625628406478897,0.3523809523809524,-0.6085897925318822,485
1.0,-0.028852082315675234,1.877120842782575,1.0,0.0,0.0,0.0,1.9805785208141118,1.4643446403479938,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,0.5481895639978315,-0.332861544795748,1.0,0.0,0.0,1.0,-0.5861590880804063,1.560404068046921,-1.4392541475612037,0.3523809523809524,-0.6085897925318822,1
1.0,1.1252312103113382,1.140460046923134,0.0,0.0,1.0,0.0,-0.5861590880804063,-0.7225472790764654,0.8861811012302385,0.3523809523809524,-0.6085897925318822,12418
1.0,-0.605893728629182,1.140460046923134,1.0,0.0,0.0,0.0,-0.5861590880804063,-0.7225472790764654,0.32058937881731303,0.6,0.4054651081081642,1254
1.0,-0.4616333170508053,0.403799251063693,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.724818076119557,0.3523809523809524,-0.6085897925318822,6456
1.0,-1.038674963364312,-1.069522340655189,1.0,0.0,0.0,1.0,-0.5861590880804063,-0.7225472790764654,0.6347942694013659,0.3523809523809524,-0.6085897925318822,4482
1.0,-0.31737290547242863,-0.332861544795748,1.0,0.0,1.0,1.0,-0.5861590880804063,1.1393256292388498,0.8614412039769258,0.3523809523809524,-0.6085897925318822,11233
