treat,age,education*,black,hispanic,married,nodegree,re74,re75,propensity_score,propensity_logit,re78
1.0,24,10,1.0,0.0,1.0,1.0,11703,4078,0.02127659574468085,-3.828641396489095,1
1.0,20,9,0.0,1.0,0.0,1.0,12260,5875,0.2413793103448276,-1.1451323043030024,1358
1.0,20,12,1.0,0.0,0.0,0.0,989,165,0.6428571428571429,0.5877866649021192,1
1.0,26,11,0.0,0.0,0.0,1.0,1,2226,0.6,0.4054651081081642,13385
1.0,31,12,0.0,0.0,0.0,0.0,1,2611,0.6,0.4054651081081642,2484
1.0,17,9,1.0,0.0,0.0,1.0,1716,1253,0.6428571428571429,0.5877866649021192,5445
1.0,26,11,1.0,0.0,1.0,1.0,1,1392,0.7083333333333334,0.8873031950009029,1460
1.0,26,11,1.0,0.0,1.0,1.0,1,2754,0.7083333333333334,0.8873031950009029,26372
1.0,26,10,1.0,0.0,1.0,1.0,2027,1,0.7083333333333334,0.8873031950009029,1
1.0,21,8,1.0,0.0,0.0,1.0,989,3695,0.2413793103448276,-1.1451323043030024,4279
1.0,21,12,1.0,0.0,0.0,0.0,6473,3332,0.2413793103448276,-1.1451323043030024,9371
1.0,25,11,1.0,0.0,1.0,1.0,1,1,0.7083333333333334,0.8873031950009029,1
1.0,23,12,1.0,0.0,0.0,0.0,6269,3039,0.6428571428571429,0.5877866649021192,8484
1.0,18,11,0.0,0.0,0.0,1.0,3678,919,0.6428571428571429,0.5877866649021192,4321
1.0,21,9,1.0,0.0,0.0,1.0,6416,5749,0.2413793103448276,-1.1451323043030024,743
1.0,22,12,1.0,0.0,0.0,0.0,5605,936,0.6428571428571429,0.5877866649021192,1
1.0,18,10,1.0,0.0,0.0,1.0,2143,1784,0.6428571428571429,0.5877866649021192,11141
1.0,17,10,1.0,0.0,0.0,1.0,1291,5793,0.2413793103448276,-1.1451323043030024,5522
1.0,25,11,0.0,0.0,0.0,1.0,1,1,0.6,0.4054651081081642,18783
1.0,20,11,1.0,0.0,0.0,1.0,3637,1220,0.6428571428571429,0.5877866649021192,1085
1.0,27,10,0.0,1.0,0.0,1.0,1,1,0.6,0.4054651081081642,11142
1.0,25,12,0.0,0.0,0.0,0.0,1,1,0.6,0.4054651081081642,5587
1.0,18,8,0.0,1.0,1.0,1.0,1,1,0.04285714285714286,-3.1060803307228566,2787
1.0,27,13,0.0,0.0,1.0,0.0,9381,853,0.04285714285714286,-3.1060803307228566,1
1.0,33,11,1.0,0.0,0.0,1.0,1,7867,0.5,0.0,6281
1.0,19,8,1.0,0.0,0.0,1.0,2636,2937,0.6428571428571429,0.5877866649021192,7535
1.0,24,9,1.0,0.0,0.0,1.0,9154,2288,0.6428571428571429,0.5877866649021192,4849
1.0,23,8,0.0,0.0,1.0,1.0,1,1713,0.04285714285714286,-3.1060803307228566,4232
1.0,27,11,1.0,0.0,0.0,1.0,2206,2666,0.6428571428571429,0.5877866649021192,1
1.0,46,13,1.0,0.0,0.0,0.0,1,1,0.5,0.0,647
1.0,33,12,1.0,0.0,1.0,0.0,20279,10941,0.0006153846153846154,-7.392647520721623,15952
1.0,22,12,0.0,0.0,0.0,0.0,6759,8455,0.0006153846153846154,-7.392647520721623,12590
1.0,22,11,0.0,0.0,0.0,1.0,1,1,0.6,0.4054651081081642,1048
1.0,29,12,1.0,0.0,0.0,0.0,10881,1817,0.6428571428571429,0.5877866649021192,1
1.0,46,8,1.0,0.0,1.0,1.0,1,1,0.05,-2.9444389791664403,3094
1.0,25,12,1.0,0.0,0.0,0.0,14426,2409,0.6428571428571429,0.5877866649021192,1
1.0,44,11,1.0,0.0,0.0,1.0,1,1,0.5,0.0,1
1.0,31,9,1.0,0.0,0.0,1.0,10717,5517,0.2413793103448276,-1.1451323043030024,9558
1.0,29,12,1.0,0.0,0.0,0.0,9748,4878,0.2413793103448276,-1.1451323043030024,10976
1.0,33,12,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,12418
1.0,19,10,1.0,0.0,0.0,1.0,4121,6056,0.2413793103448276,-1.1451323043030024,1
1.0,25,13,1.0,0.0,0.0,0.0,12362,3090,0.047619047619047616,-2.995732273553991,1
1.0,27,10,1.0,0.0,0.0,1.0,1001,3550,0.2413793103448276,-1.1451323043030024,1
1.0,19,11,0.0,1.0,1.0,1.0,5424,5463,0.04285714285714286,-3.1060803307228566,6788
1.0,29,10,0.0,1.0,0.0,1.0,1,8853,0.5,0.0,5112
1.0,22,12,0.0,1.0,1.0,0.0,492,7055,0.5,0.0,10092
1.0,26,12,1.0,0.0,1.0,0.0,8408,5794,0.02127659574468085,-3.828641396489095,1424
1.0,35,9,1.0,0.0,1.0,1.0,13602,13830,0.0006153846153846154,-7.392647520721623,12803
0.0,24,12,1.0,0.0,0.0,0.0,783,1,0.6428571428571429,0.5877866649021192,10344
0.0,25,12,1.0,0.0,0.0,0.0,1,1,0.9577464788732394,3.1208954165079956,1
0.0,23,12,1.0,0.0,0.0,0.0,1,1,0.9577464788732394,3.1208954165079956,4728
0.0,23,9,1.0,0.0,0.0,1.0,1,1,0.9577464788732394,3.1208954165079956,218
0.0,28,12,1.0,0.0,0.0,0.0,2938,2864,0.6428571428571429,0.5877866649021192,1
0.0,28,12,1.0,0.0,1.0,0.0,1,1,0.7083333333333334,0.8873031950009029,1
0.0,25,11,1.0,0.0,0.0,1.0,1,1,0.9577464788732394,3.1208954165079956,3694
0.0,23,11,1.0,0.0,0.0,1.0,1,1,0.9577464788732394,3.1208954165079956,1
0.0,20,12,0.0,0.0,0.0,0.0,4811,716,0.6428571428571429,0.5877866649021192,1
0.0,23,11,1.0,0.0,0.0,1.0,1,1,0.9577464788732394,3.1208954165079956,1
0.0,21,12,0.0,0.0,0.0,0.0,1,1,0.6,0.4054651081081642,1
0.0,21,8,1.0,0.0,0.0,1.0,1,895,0.9577464788732394,3.1208954165079956,2305
0.0,23,12,1.0,0.0,0.0,0.0,11328,2685,0.6428571428571429,0.5877866649021192,29216
0.0,29,17,0.0,0.0,1.0,0.0,979,8951,0.0006153846153846154,-7.392647520721623,1
0.0,34,14,1.0,0.0,1.0,0.0,1,1,0.7083333333333334,0.8873031950009029,1
0.0,30,17,0.0,0.0,0.0,0.0,1,1,0.6,0.4054651081081642,1
0.0,49,12,0.0,0.0,0.0,0.0,11755,1,0.6428571428571429,0.5877866649021192,1
0.0,23,12,1.0,0.0,0.0,0.0,1077,3222,0.2413793103448276,-1.1451323043030024,5910
0.0,36,12,1.0,0.0,1.0,0.0,1,1,0.7083333333333334,0.8873031950009029,17732
0.0,21,12,1.0,0.0,0.0,0.0,19592,716,0.6428571428571429,0.5877866649021192,22165
0.0,27,12,1.0,0.0,1.0,0.0,3918,1994,0.02127659574468085,-3.828641396489095,17732
0.0,21,12,1.0,0.0,0.0,0.0,1959,5460,0.2413793103448276,-1.1451323043030024,1152
0.0,31,6,1.0,0.0,0.0,1.0,1410,555,0.6428571428571429,0.5877866649021192,16059
0.0,26,16,0.0,0.0,0.0,0.0,1,1,0.6,0.4054651081081642,9014
0.0,26,14,0.0,0.0,0.0,0.0,1,1,0.6,0.4054651081081642,1
0.0,19,11,1.0,0.0,0.0,1.0,1567,1,0.6428571428571429,0.5877866649021192,1
0.0,22,12,1.0,0.0,1.0,0.0,1269,1,0.7083333333333334,0.8873031950009029,1
0.0,22,12,1.0,0.0,1.0,0.0,2006,2470,0.7083333333333334,0.8873031950009029,1
0.0,41,6,1.0,0.0,1.0,1.0,1,1,0.7083333333333334,0.8873031950009029,1
0.0,20,12,1.0,0.0,0.0,0.0,2351,4475,0.2413793103448276,-1.1451323043030024,17732
0.0,24,12,1.0,0.0,0.0,0.0,3330,4654,0.2413793103448276,-1.1451323043030024,11821
0.0,29,11,1.0,0.0,1.0,1.0,783,1,0.7083333333333334,0.8873031950009029,23643
0.0,30,9,1.0,0.0,0.0,1.0,1959,162,0.6428571428571429,0.5877866649021192,16809
0.0,29,10,1.0,0.0,0.0,1.0,2037,2685,0.6428571428571429,0.5877866649021192,1
0.0,22,12,1.0,0.0,0.0,0.0,6583,4475,0.2413793103448276,-1.1451323043030024,1
0.0,22,11,1.0,0.0,0.0,1.0,2351,1,0.6428571428571429,0.5877866649021192,879
0.0,20,8,1.0,0.0,0.0,1.0,2938,1838,0.6428571428571429,0.5877866649021192,1226
0.0,19,12,1.0,0.0,0.0,0.0,7837,3759,0.2413793103448276,-1.1451323043030024,3694
0.0,21,14,0.0,1.0,0.0,0.0,1,71,0.6,0.4054651081081642,3657
0.0,40,4,1.0,0.0,0.0,1.0,2962,1933,0.6428571428571429,0.5877866649021192,1034
0.0,21,13,0.0,0.0,0.0,0.0,1,692,0.6,0.4054651081081642,2659
0.0,21,15,0.0,0.0,0.0,0.0,1,3222,0.6,0.4054651081081642,14777
0.0,30,16,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,1
0.0,26,17,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,11821
0.0,27,17,0.0,0.0,0.0,0.0,1,6087,0.5,0.0,7388
0.0,19,6,1.0,0.0,0.0,1.0,3526,1,0.6428571428571429,0.5877866649021192,1
0.0,23,11,0.0,1.0,0.0,1.0,3526,2685,0.6428571428571429,0.5877866649021192,8127
0.0,32,16,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,1
0.0,42,10,1.0,0.0,0.0,1.0,7837,1718,0.6428571428571429,0.5877866649021192,1
0.0,55,12,0.0,0.0,1.0,0.0,1,6266,0.5,0.0,10344
0.0,19,12,0.0,0.0,1.0,0.0,1154,8593,0.0006153846153846154,-7.392647520721623,26599
0.0,20,12,1.0,0.0,0.0,0.0,1367,12532,0.0006153846153846154,-7.392647520721623,2955
0.0,23,14,0.0,0.0,0.0,0.0,1,3401,0.6,0.4054651081081642,5319
0.0,34,11,1.0,0.0,0.0,1.0,11755,2148,0.6428571428571429,0.5877866649021192,15516
0.0,50,12,1.0,0.0,1.0,0.0,1,1,0.05,-2.9444389791664403,1
0.0,49,8,0.0,1.0,0.0,1.0,15674,1074,0.6428571428571429,0.5877866649021192,1
0.0,20,12,0.0,0.0,1.0,0.0,1,7161,0.5,0.0,1
0.0,24,12,0.0,0.0,0.0,0.0,7837,5370,0.2413793103448276,-1.1451323043030024,5910
0.0,27,12,1.0,0.0,0.0,0.0,10623,3222,0.2413793103448276,-1.1451323043030024,8866
0.0,31,14,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,1
0.0,28,12,0.0,0.0,0.0,0.0,17829,5012,0.2413793103448276,-1.1451323043030024,16240
0.0,22,13,0.0,0.0,0.0,0.0,783,1,0.047619047619047616,-2.995732273553991,2305
0.0,52,7,1.0,0.0,0.0,1.0,293,5012,0.2413793103448276,-1.1451323043030024,1
0.0,31,12,0.0,0.0,1.0,0.0,1,1,0.04285714285714286,-3.1060803307228566,1
0.0,18,12,0.0,0.0,1.0,0.0,1,8056,0.5,0.0,19210
0.0,27,12,0.0,0.0,1.0,0.0,1,8235,0.5,0.0,20688
0.0,23,12,1.0,0.0,1.0,0.0,3918,2864,0.02127659574468085,-3.828641396489095,8866
0.0,21,15,0.0,0.0,0.0,0.0,1763,9667,0.0006153846153846154,-7.392647520721623,4137
