,treat,age,education*,black,married,hispanic,married_u75,nodegree,re74,re75,propensity_score,propensity_logit,re78
43,1.0,18,8,0.0,1.0,1.0,1.0,1.0,0,0,0.6757326446661517,0.7342291554482102,2787
44,1.0,20,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9937100224196933,5.062487929780866,3972
45,1.0,25,11,1.0,1.0,0.0,1.0,1.0,0,0,0.9384414744917008,2.7242321368143507,0
46,1.0,17,8,1.0,0.0,0.0,0.0,1.0,0,0,0.991045139633886,4.706563640322059,0
47,1.0,17,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9925710526974701,4.8949144329550105,0
48,1.0,25,5,1.0,0.0,0.0,0.0,1.0,0,0,0.9729813188145682,3.583836359916218,12187
49,1.0,23,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9665137245491335,3.362559831953219,4843
50,1.0,28,8,1.0,0.0,0.0,0.0,1.0,0,0,0.980918323139163,3.939760649375036,0
51,1.0,31,11,1.0,1.0,0.0,1.0,1.0,0,0,0.9093707575617697,2.3059759599341576,8087
52,1.0,18,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9945240943900454,5.2019066554076,0
53,1.0,25,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9616958910842348,3.2231411063264885,2348
54,1.0,30,11,1.0,1.0,0.0,1.0,1.0,0,0,0.9149542971320681,2.3756853227475228,590
55,1.0,17,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9938385658973286,5.083265225587999,0
56,1.0,37,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9707084525440551,3.5007271766877035,1067
57,1.0,41,4,1.0,1.0,0.0,1.0,1.0,0,0,0.5721006133546797,0.2904267833697131,7284
58,1.0,42,14,1.0,1.0,0.0,1.0,0.0,0,0,0.6046969039502575,0.4250745448655254,13167
59,1.0,22,11,0.0,0.0,0.0,0.0,1.0,0,0,0.9458383364951152,2.860098320022013,1048
60,1.0,17,8,1.0,0.0,0.0,0.0,1.0,0,0,0.991045139633886,4.706563640322059,0
61,1.0,29,8,1.0,0.0,0.0,0.0,1.0,0,0,0.9795688391465148,3.8700512865616625,1923
62,1.0,35,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9787203907958211,3.8284966949474075,4666
63,1.0,27,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9897940134562484,4.5745223900873,549
64,1.0,29,4,1.0,0.0,0.0,0.0,1.0,0,0,0.9575742638740911,3.116648116029786,762
65,1.0,28,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9841422395782492,4.128111442008,10694
66,1.0,27,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9897940134562484,4.5745223900873,0
67,1.0,23,7,0.0,0.0,0.0,0.0,1.0,0,0,0.8846259852269611,2.0369857866767678,0
68,1.0,45,5,1.0,1.0,0.0,1.0,1.0,0,0,0.5498191771513982,0.19994012474921957,8546
69,1.0,29,13,1.0,0.0,0.0,0.0,0.0,0,0,0.9582197921060669,3.1326544477059945,7479
70,1.0,27,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9851942149018587,4.197820804821369,0
71,1.0,46,13,1.0,0.0,0.0,0.0,0.0,0,0,0.875184194743139,1.947595279878777,647
72,1.0,18,6,1.0,0.0,0.0,0.0,1.0,0,0,0.986076456264531,4.260152692242757,0
73,1.0,25,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9616958910842348,3.2231411063264885,11965
74,1.0,28,15,1.0,0.0,0.0,0.0,0.0,0,0,0.9728556130769357,3.5790653957852974,9598
75,1.0,25,11,0.0,0.0,0.0,0.0,1.0,0,0,0.934070765033308,2.6509702315819137,18783
76,1.0,22,12,1.0,0.0,0.0,0.0,0.0,0,0,0.968697948034628,3.432269194766583,18678
77,1.0,21,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9902053592533593,4.6160769817015534,0
78,1.0,40,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9751152541353418,3.6683006735135515,23005
79,1.0,22,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9927758060767613,4.923069204154137,6456
80,1.0,25,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9616958910842348,3.2231411063264885,0
81,1.0,18,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9761331060046635,3.7111066460200526,2321
82,1.0,38,12,0.0,0.0,0.0,0.0,0.0,0,0,0.5631481228952114,0.25394850562061316,4941
83,1.0,27,13,1.0,0.0,0.0,0.0,0.0,0,0,0.9634582310076651,3.272073173332728,0
84,1.0,27,8,1.0,0.0,0.0,0.0,1.0,0,0,0.9821802947963166,4.009470012188393,0
85,1.0,38,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9782833350133995,3.8077193991402845,0
86,1.0,23,8,0.0,0.0,1.0,0.0,1.0,0,0,0.9149314171472078,2.375391320281064,3881
87,1.0,26,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9904746891155516,4.644231752900673,17230
88,1.0,21,12,0.0,0.0,0.0,0.0,0.0,0,0,0.8083009369503701,1.4390076734478312,8048
89,1.0,25,8,1.0,0.0,0.0,0.0,1.0,0,0,0.984463255420428,4.148888737815121,0
90,1.0,31,11,1.0,1.0,0.0,1.0,1.0,0,0,0.9093707575617697,2.3059759599341576,14509
91,1.0,17,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9938385658973286,5.083265225587999,0
92,1.0,25,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9911103756748776,4.713941115714034,0
93,1.0,21,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9707440127977126,3.5019785575799522,9983
94,1.0,44,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9673736072114392,3.389463222260088,0
95,1.0,25,12,0.0,0.0,0.0,0.0,0.0,0,0,0.7613636437269167,1.1601702221943684,5587
96,1.0,18,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9920389784333007,4.825205070141662,4482
97,1.0,42,12,1.0,0.0,0.0,0.0,0.0,0,0,0.8847378144482849,2.0380819384992703,2456
98,1.0,25,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9892876761325391,4.525590323081071,0
99,1.0,31,9,0.0,0.0,1.0,0.0,1.0,0,0,0.8814326258477831,2.0060672104071084,26817
100,1.0,24,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9900017802171457,4.5952996858944255,0
101,1.0,26,10,1.0,0.0,0.0,0.0,1.0,0,0,0.9885231597750147,4.455880960267708,9265
102,1.0,25,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9911103756748776,4.713941115714034,485
103,1.0,18,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9945240943900454,5.2019066554076,4814
104,1.0,19,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9941310733133695,5.132197292594218,7458
105,1.0,43,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9561638722008228,3.0824709998075157,0
106,1.0,27,13,1.0,0.0,0.0,0.0,0.0,0,0,0.9634582310076651,3.272073173332728,34099
107,1.0,17,9,1.0,0.0,0.0,0.0,1.0,0,0,0.9925710526974701,4.8949144329550105,1953
108,1.0,30,11,1.0,0.0,0.0,0.0,1.0,0,0,0.9874498649785987,4.365394301647213,0
109,1.0,26,10,1.0,1.0,0.0,1.0,1.0,2027,0,0.9102290712458001,2.3164351048310077,0
110,1.0,20,9,1.0,0.0,0.0,0.0,1.0,6083,0,0.9857469389397332,4.236427972549147,8881
111,1.0,17,9,0.0,0.0,1.0,0.0,1.0,445,74,0.9494196000811063,2.9322867027360275,6210
112,1.0,20,12,1.0,0.0,0.0,0.0,0.0,989,165,0.9695599490424108,3.4610831007553298,0
113,1.0,18,11,1.0,0.0,0.0,0.0,1.0,858,214,0.9938786281746882,5.089828868881105,929
114,1.0,27,12,1.0,1.0,0.0,0.0,0.0,3670,334,0.8227253063715052,1.5349219028858536,0
115,1.0,21,12,0.0,0.0,0.0,0.0,0.0,3670,334,0.7487389194571861,1.0918977905347589,12558
116,1.0,27,12,1.0,0.0,0.0,0.0,0.0,2143,357,0.9450170623097032,2.8441800693946053,22163
117,1.0,20,12,1.0,0.0,0.0,0.0,0.0,0,377,0.9702839219703707,3.485900484598722,1652
118,1.0,19,10,1.0,0.0,0.0,0.0,1.0,0,385,0.9922803652366218,4.856238641125918,8124
119,1.0,23,12,1.0,0.0,0.0,0.0,0.0,5506,501,0.9448943638420793,2.841821136406238,671
120,1.0,29,14,1.0,0.0,0.0,0.0,0.0,0,679,0.9595538444751287,3.166496834756649,17814
121,1.0,18,10,1.0,0.0,0.0,0.0,1.0,0,798,0.9920922175113295,4.831968664461377,9737
122,1.0,19,9,1.0,0.0,0.0,0.0,1.0,0,798,0.9897878102725157,4.573908509015054,17685
123,1.0,27,13,0.0,1.0,0.0,0.0,0.0,9381,853,0.2932448355934909,-0.8796764273635919,0
124,1.0,18,11,0.0,0.0,0.0,0.0,1.0,3678,919,0.9345094868622348,2.6581164840897245,4321
125,1.0,27,9,1.0,1.0,0.0,0.0,1.0,0,934,0.9417829090469675,2.783595819914816,1773
126,1.0,22,12,1.0,0.0,0.0,0.0,0.0,5605,936,0.9429578841126142,2.805231749819661,0
127,1.0,23,10,1.0,1.0,0.0,0.0,1.0,0,936,0.9626849315005817,3.2503289580410653,11233
128,1.0,23,12,0.0,0.0,1.0,0.0,0.0,9385,1117,0.6229729403015041,0.502186122075336,559
129,1.0,20,11,1.0,0.0,0.0,0.0,1.0,3637,1220,0.9891877451094142,4.5162039439598205,1085
130,1.0,17,9,1.0,0.0,0.0,0.0,1.0,1716,1253,0.9888270938563676,4.483027733826326,5445
131,1.0,28,11,1.0,0.0,0.0,0.0,1.0,0,1284,0.9854087591087884,4.212635129236098,60307
132,1.0,26,11,1.0,1.0,0.0,0.0,1.0,0,1392,0.9579440117349521,3.1257875489120877,1460
133,1.0,20,11,1.0,0.0,0.0,0.0,1.0,16318,1484,0.971233896336422,3.5193695833364558,6943
134,1.0,24,11,1.0,1.0,0.0,0.0,1.0,824,1666,0.9585918210987644,3.1419869352375365,4032
135,1.0,31,9,1.0,0.0,0.0,0.0,1.0,0,1698,0.9716012005993595,3.5325985631720673,10363
136,1.0,23,8,0.0,1.0,0.0,0.0,1.0,0,1713,0.6533614492924292,0.6338479008116971,4232
137,1.0,18,10,1.0,0.0,0.0,0.0,1.0,2143,1784,0.9884482071016711,4.4492955915785,11141
138,1.0,29,12,1.0,0.0,0.0,0.0,0.0,10881,1817,0.849034410700648,1.7270477909402544,0
139,1.0,26,11,0.0,0.0,0.0,0.0,1.0,0,2226,0.8884225154909764,2.074728157684259,13385
140,1.0,24,9,1.0,0.0,0.0,0.0,1.0,9154,2288,0.9612122638989099,3.210091145930289,4849
141,1.0,25,12,1.0,0.0,0.0,0.0,0.0,14426,2409,0.833314263148731,1.6093006133887116,0
142,1.0,24,10,1.0,0.0,0.0,0.0,1.0,4250,2421,0.9765794361037318,3.7304416593529335,1660
143,1.0,46,8,1.0,0.0,0.0,0.0,1.0,3165,2594,0.86540387426625,1.860917671387811,0
144,1.0,31,12,0.0,0.0,0.0,0.0,0.0,0,2611,0.5368762876345227,0.14777347539455035,2484
145,1.0,19,11,1.0,0.0,0.0,0.0,1.0,2305,2615,0.987468182271917,4.36687344730727,4146
146,1.0,19,8,1.0,0.0,0.0,0.0,1.0,0,2657,0.9813400022537222,3.962536912291481,9970
147,1.0,27,11,1.0,0.0,0.0,0.0,1.0,2206,2666,0.9782234963710601,3.8049065944756846,0
148,1.0,26,11,1.0,1.0,0.0,0.0,1.0,0,2754,0.9435269037055892,2.8158605262270924,26372
149,1.0,20,10,1.0,0.0,0.0,0.0,1.0,5005,2777,0.9796177405332882,3.8724975463763904,5615
150,1.0,28,10,1.0,0.0,0.0,0.0,1.0,0,2836,0.9751836297830052,3.671122266700701,3196
151,1.0,24,12,1.0,0.0,0.0,0.0,0.0,13765,2842,0.8360748782328898,1.6293084273665246,6167
152,1.0,19,8,1.0,0.0,0.0,0.0,1.0,2636,2937,0.9759692702351568,3.704097682308033,7535
153,1.0,23,12,1.0,0.0,0.0,0.0,0.0,6269,3039,0.9009592117144211,2.207928218396987,8484
154,1.0,42,9,1.0,1.0,0.0,0.0,1.0,0,3058,0.7781008356259659,1.2546330603994011,1294
155,1.0,25,13,1.0,0.0,0.0,0.0,0.0,12362,3090,0.8575584994619811,1.7951580047790288,0
156,1.0,18,9,1.0,0.0,0.0,0.0,1.0,0,3287,0.9833284374190835,4.077238753279996,5010
157,1.0,21,12,1.0,0.0,0.0,0.0,0.0,6473,3332,0.9059880513382121,2.2656042299725403,9371
158,1.0,27,10,1.0,0.0,0.0,0.0,1.0,1001,3550,0.9708130953321698,3.504413824577205,0
159,1.0,21,8,1.0,0.0,0.0,0.0,1.0,989,3695,0.9710795575618253,3.513859702706643,4279
160,1.0,22,9,1.0,0.0,0.0,0.0,1.0,2192,3836,0.9710145972070574,3.511549150052436,3462
161,1.0,31,4,1.0,0.0,0.0,0.0,1.0,8517,4023,0.8073097328626269,1.4326233360998613,7382
162,1.0,24,10,1.0,1.0,0.0,0.0,1.0,11703,4078,0.8321768255903209,1.6011340571719346,0
163,1.0,29,10,1.0,0.0,0.0,0.0,1.0,0,4398,0.9625282213099414,3.245975305183981,0
164,1.0,29,12,1.0,0.0,0.0,0.0,0.0,9748,4878,0.7529121232157653,1.1142044689440251,10976
165,1.0,19,10,0.0,0.0,0.0,0.0,1.0,0,5324,0.8414936860495976,1.669384082220534,13829
166,1.0,19,11,0.0,1.0,1.0,0.0,1.0,5424,5463,0.5923749174996175,0.3737919045149032,6788
167,1.0,31,9,1.0,0.0,0.0,0.0,1.0,10717,5517,0.8666775896719074,1.8718967061848943,9558
168,1.0,22,10,1.0,1.0,0.0,0.0,1.0,1468,5588,0.8959505946975325,2.1530194342825286,13228
169,1.0,21,9,1.0,0.0,0.0,0.0,1.0,6416,5749,0.9444814055570145,2.8339180000226456,743
170,1.0,17,10,1.0,0.0,0.0,0.0,1.0,1291,5793,0.9751487919448363,3.669683701226565,5522
171,1.0,26,12,1.0,1.0,0.0,0.0,0.0,8408,5794,0.503047687755047,0.012190902000326739,1424
172,1.0,20,9,0.0,0.0,1.0,0.0,1.0,12260,5875,0.6295615676246327,0.5303363962102552,1358
173,1.0,19,10,1.0,0.0,0.0,0.0,1.0,4121,6056,0.9630792911210986,3.2613631361674016,0
174,1.0,26,10,1.0,0.0,0.0,0.0,1.0,25929,6788,0.7302411188312277,0.995846252075426,672
175,1.0,28,11,1.0,0.0,0.0,0.0,1.0,1929,6871,0.942610926974713,2.7987996870089953,0
176,1.0,22,12,0.0,1.0,1.0,0.0,0.0,492,7055,0.21014232502329105,-1.3240677316104945,10092
177,1.0,33,11,1.0,0.0,0.0,0.0,1.0,0,7867,0.9142060667085538,2.366107705525121,6281
178,1.0,22,12,0.0,0.0,0.0,0.0,0.0,6759,8455,0.2584660532557668,-1.053956578412057,12590
179,1.0,29,10,0.0,0.0,1.0,0.0,1.0,0,8853,0.5791563481925134,0.3193110812143302,5112
180,1.0,33,12,1.0,1.0,0.0,0.0,0.0,20279,10941,0.07419862751842256,-2.52391405813183,15952
181,1.0,25,14,1.0,1.0,0.0,0.0,0.0,35040,11536,0.056500626018860294,-2.815343983230538,36646
182,1.0,35,9,1.0,1.0,0.0,0.0,1.0,13602,13830,0.15272365681254174,-1.7133967788961844,12803
183,1.0,35,8,1.0,1.0,0.0,0.0,1.0,13732,17976,0.05443449751610853,-2.8547850654482647,3786
184,1.0,33,11,1.0,1.0,0.0,0.0,1.0,14660,25142,0.020846336729237025,-3.8495103532633106,4181
185,0.0,47,12,0.0,0.0,0.0,0.0,0.0,0,0,0.4077110825042178,-0.37343575969967896,0
186,0.0,50,12,1.0,1.0,0.0,1.0,0.0,0,0,0.3753571806608107,-0.5093019429073395,0
187,0.0,44,12,0.0,0.0,0.0,0.0,0.0,0,0,0.4590152462107214,-0.1643076712595817,0
188,0.0,28,12,1.0,1.0,0.0,1.0,0.0,0,0,0.7358101257759914,1.024304038986708,0
189,0.0,54,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0546239538879876,-2.851110278292923,0
190,0.0,55,12,0.0,1.0,1.0,1.0,0.0,0,0,0.05892458354477114,-2.770764900134962,0
191,0.0,47,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08602661406082392,-2.363144738599363,0
192,0.0,25,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9616958910842348,3.2231411063264885,0
193,0.0,44,12,0.0,1.0,0.0,1.0,0.0,0,0,0.10395647842029897,-2.1540166501592655,0
194,0.0,50,12,1.0,1.0,0.0,1.0,0.0,0,0,0.3753571806608107,-0.5093019429073395,0
195,0.0,23,12,1.0,0.0,0.0,0.0,0.0,0,0,0.9665137245491335,3.362559831953219,4728
196,0.0,49,14,0.0,1.0,0.0,1.0,0.0,0,0,0.10660847807584534,-2.1258618789601553,0
197,0.0,55,14,0.0,1.0,0.0,1.0,0.0,0,0,0.07282263476177815,-2.5441180558403502,0
198,0.0,34,14,1.0,1.0,0.0,1.0,0.0,0,0,0.7276534260130184,0.9827494473724517,0
199,0.0,34,16,0.0,1.0,0.0,1.0,0.0,0,0,0.3310322939665474,-0.7035198514937299,11821
200,0.0,55,13,0.0,1.0,1.0,1.0,0.0,0,0,0.07027883006543494,-2.582414107501992,0
201,0.0,52,12,0.0,1.0,0.0,1.0,0.0,0,0,0.062286979153834715,-2.711691552666192,0
202,0.0,52,15,0.0,1.0,0.0,1.0,0.0,0,0,0.10464569741333818,-2.146639174767283,0
203,0.0,30,16,0.0,1.0,0.0,1.0,0.0,0,0,0.3953968375830926,-0.42468240024026666,0
204,0.0,21,12,0.0,0.0,0.0,0.0,0.0,0,0,0.8083009369503701,1.4390076734478312,0
205,0.0,30,17,0.0,0.0,0.0,0.0,0.0,0,0,0.8523782810316977,1.7533773712923868,0
206,0.0,44,12,0.0,1.0,0.0,1.0,0.0,0,0,0.10395647842029897,-2.1540166501592655,0
207,0.0,46,12,0.0,0.0,0.0,0.0,0.0,0,0,0.4246467881795987,-0.30372639688631314,0
208,0.0,53,17,0.0,1.0,0.0,1.0,0.0,0,0,0.13709305225292093,-1.8396469523147099,0
209,0.0,26,16,0.0,0.0,0.0,0.0,0.0,0,0,0.8634050588499079,1.8438640299128795,9014
210,0.0,49,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0756786669296942,-2.5025634642260943,13299
211,0.0,39,15,0.0,1.0,0.0,1.0,0.0,0,0,0.22436332944921264,-1.2404174581935286,1921
212,0.0,26,17,0.0,1.0,0.0,1.0,0.0,0,0,0.5106248612569202,0.04250584364616594,11821
213,0.0,32,16,0.0,1.0,0.0,1.0,0.0,0,0,0.36259907038361927,-0.564101125866998,0
214,0.0,34,12,0.0,1.0,0.0,1.0,0.0,0,0,0.1889383921552056,-1.4569230220256078,0
215,0.0,31,14,0.0,1.0,0.0,1.0,0.0,0,0,0.29502684989889316,-0.8710933483195716,0
216,0.0,39,17,0.0,1.0,1.0,1.0,0.0,0,0,0.32879036913916304,-0.7136611319562625,8866
217,0.0,40,17,0.0,1.0,0.0,1.0,0.0,0,0,0.28223032541364534,-0.933425235740955,0
218,0.0,31,12,0.0,1.0,0.0,1.0,0.0,0,0,0.22308207976590205,-1.2477949335855103,0
219,0.0,27,13,0.0,1.0,0.0,1.0,0.0,0,0,0.31418914527324737,-0.7806066896990778,28076
220,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147146074431,-2.4328541014127287,0
221,0.0,41,13,0.0,1.0,0.0,1.0,0.0,0,0,0.14722449025197834,-1.756537769086199,0
222,0.0,26,14,0.0,0.0,0.0,0.0,0.0,0,0,0.8126257084215799,1.4671624446469413,0
223,0.0,50,17,0.0,0.0,0.0,0.0,0.0,0,0,0.5888443696161159,0.3591901150250712,0
224,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147146074431,-2.4328541014127287,12930
225,0.0,45,16,0.0,1.0,0.0,1.0,0.0,0,0,0.18689354846706874,-1.470322842440753,0
226,0.0,37,13,0.0,1.0,0.0,1.0,0.0,0,0,0.18577502400655005,-1.4777003178327357,0
227,0.0,33,12,0.0,1.0,0.0,1.0,0.0,0,0,0.19985295286962373,-1.3872136592122413,0
228,0.0,31,12,0.0,1.0,0.0,1.0,0.0,0,0,0.22308207976590205,-1.2477949335855103,0
229,0.0,36,12,1.0,1.0,0.0,1.0,0.0,0,0,0.6145856085252214,0.4666291364797807,17732
230,0.0,44,13,0.0,1.0,0.0,1.0,0.0,0,0,0.12285517881695525,-1.9656658575262957,0
231,0.0,28,17,0.0,1.0,0.0,1.0,0.0,0,0,0.4757907245476621,-0.0969128819805658,0
232,0.0,30,17,0.0,1.0,0.0,1.0,0.0,0,0,0.44119056542821505,-0.2363316076072967,0
233,0.0,42,16,0.0,1.0,0.0,1.0,0.0,0,0,0.220768290537736,-1.2611947540006563,0
234,0.0,30,12,0.0,1.0,0.0,1.0,0.0,0,0,0.23539659028591786,-1.1780855707721443,0
235,0.0,27,16,0.0,1.0,0.0,1.0,0.0,0,0,0.44631911215202924,-0.21555431180016935,0
236,0.0,37,12,0.0,1.0,0.0,1.0,0.0,0,0,0.1589513787527135,-1.6660511104657045,0
237,0.0,37,12,0.0,1.0,0.0,1.0,0.0,0,0,0.1589513787527135,-1.6660511104657045,0
238,0.0,45,12,0.0,1.0,0.0,1.0,0.0,0,0,0.09764002599341175,-2.223726012972631,22165
239,0.0,35,16,0.0,1.0,0.0,1.0,0.0,0,0,0.31578097669938976,-0.7732292143070955,0
240,0.0,37,17,0.0,1.0,0.0,1.0,0.0,0,0,0.32644742459255094,-0.7242971473008577,66497
241,0.0,27,17,0.0,1.0,0.0,1.0,0.0,0,0,0.493199539582579,-0.027203519167200037,0
242,0.0,47,14,0.0,1.0,0.0,1.0,0.0,0,0,0.12063366814227292,-1.9864431533334237,0
243,0.0,48,12,0.0,1.0,0.0,1.0,0.0,0,0,0.08070147146074431,-2.4328541014127287,0
244,0.0,42,12,0.0,1.0,0.0,1.0,0.0,0,0,0.1176787333843213,-2.0145979245325334,0
245,0.0,43,12,0.0,1.0,0.0,1.0,0.0,0,0,0.1106314522113483,-2.084307287345899,0
246,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0916681016170483,-2.2934353757859967,0
247,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0916681016170483,-2.2934353757859967,0
248,0.0,46,12,0.0,1.0,0.0,1.0,0.0,0,0,0.0916681016170483,-2.2934353757859967,0
249,0.0,29,16,0.0,1.0,0.0,1.0,0.0,0,0,0.41217699418619375,-0.35497303742690106,8396
250,0.0,39,13,0.0,1.0,0.0,1.0,0.0,0,0,0.16560257262682848,-1.6171190434594669,0
251,0.0,32,12,0.0,1.0,0.0,1.0,0.0,0,0,0.21123381319028517,-1.3175042963988763,0
252,0.0,48,16,0.0,1.0,0.0,1.0,0.0,0,0,0.15716818837655683,-1.679450930880851,0
253,0.0,48,16,0.0,1.0,0.0,1.0,0.0,0,0,0.15716818837655683,-1.679450930880851,0
