,treat,age,agesq,education*,black,hispanic,married,married_u75,nodegree,re75,propensity_score,propensity_logit,re78
212,1.0,19,361,11,1.0,0.0,0.0,0.0,1.0,532,0.9797815484041541,3.880734004216106,0
213,1.0,18,324,11,1.0,0.0,0.0,0.0,1.0,851,0.9778210597159447,3.786183484983851,0
214,1.0,34,1156,7,1.0,0.0,0.0,0.0,1.0,857,0.9898940222883263,4.584470787792488,0
215,1.0,21,441,11,0.0,0.0,0.0,0.0,1.0,946,0.509913704228553,0.039660014588457054,11412
216,1.0,25,625,9,1.0,0.0,0.0,0.0,1.0,1536,0.9877616601864813,4.3908678022827115,1709
217,1.0,17,289,9,1.0,0.0,0.0,0.0,1.0,1341,0.9841391907492277,4.127916101518174,1374
218,1.0,28,784,8,1.0,0.0,0.0,0.0,1.0,1182,0.9903069541932429,4.6266062485565085,7779
219,1.0,18,324,9,1.0,0.0,0.0,0.0,1.0,1182,0.9854099249885789,4.212716218288032,5100
220,1.0,27,729,12,1.0,0.0,0.0,0.0,0.0,4310,0.953305906338087,3.0163181625291404,0
221,1.0,23,529,9,1.0,0.0,0.0,0.0,1.0,1774,0.9871891214042472,4.344566933176666,11464
222,1.0,19,361,8,0.0,1.0,0.0,0.0,1.0,1862,0.9194618037626935,2.4350569436451868,8774
223,1.0,21,441,11,1.0,0.0,0.0,0.0,1.0,2158,0.9777176120513803,3.7814242997693173,0
224,1.0,21,441,11,1.0,0.0,0.0,0.0,1.0,2217,0.9775683236881269,3.774594104773833,4082
225,1.0,23,529,10,1.0,0.0,0.0,0.0,1.0,2217,0.983057743008729,4.060856945257575,0
226,1.0,27,729,9,1.0,0.0,0.0,0.0,1.0,2294,0.9864373092308165,4.28677707763472,2018
227,1.0,27,729,11,1.0,0.0,0.0,0.0,1.0,2483,0.9781197138892782,3.8000460155567786,0
228,1.0,23,529,12,0.0,0.0,0.0,0.0,0.0,3903,0.30554161743578123,-0.8210462394660296,796
229,1.0,27,729,8,1.0,0.0,0.0,0.0,1.0,7218,0.9810936644431008,3.949170852998377,7976
230,1.0,28,784,11,1.0,0.0,1.0,0.0,1.0,6952,0.8414202807099944,1.6688338467005979,7318
231,1.0,25,625,12,1.0,0.0,0.0,0.0,0.0,5204,0.9492694033730593,2.9291634273035236,0
232,1.0,20,400,12,1.0,0.0,0.0,0.0,0.0,6085,0.9378774924624373,2.7145109719336924,9750
233,1.0,26,676,12,1.0,0.0,0.0,0.0,0.0,6608,0.9406346440592348,2.7628439778036946,5811
234,1.0,23,529,10,1.0,0.0,1.0,0.0,1.0,10495,0.81906421534932,1.5100203004186152,3385
235,1.0,49,2401,8,0.0,0.0,1.0,0.0,1.0,7285,0.017484953449165865,-4.028774949999573,16717
236,1.0,19,361,11,1.0,0.0,0.0,0.0,1.0,10224,0.9404044851315221,2.7587297686865377,11293
237,1.0,21,441,13,0.0,0.0,0.0,0.0,0.0,8616,0.16071546015018923,-1.652914317470498,99
238,1.0,27,729,12,1.0,0.0,1.0,0.0,0.0,7806,0.7347923055951766,1.019074610375116,2777
239,1.0,23,529,11,1.0,0.0,0.0,0.0,1.0,8959,0.9546933693971901,3.0479368170577663,1659
240,1.0,22,484,11,1.0,0.0,0.0,0.0,1.0,12170,0.9342374199143115,2.653679617978732,8408
241,1.0,24,576,15,1.0,0.0,0.0,0.0,0.0,13008,0.789756835165009,1.3234603058693957,14683
242,1.0,24,576,12,1.0,0.0,0.0,0.0,0.0,18154,0.8061218921329532,1.4250053103763407,0
243,1.0,18,324,11,1.0,0.0,0.0,0.0,1.0,214,0.9793652162064089,3.85992643773172,929
244,1.0,17,289,10,1.0,0.0,0.0,0.0,1.0,5793,0.967076794116064,3.3801001519566927,5522
245,1.0,17,289,9,1.0,0.0,0.0,0.0,1.0,1253,0.9842974267015213,4.1381035110029645,5445
246,1.0,28,784,11,1.0,0.0,0.0,0.0,1.0,6871,0.9634111405775336,3.270736451234576,0
247,1.0,27,729,11,1.0,0.0,0.0,0.0,1.0,2666,0.9776616962513579,3.778860834469091,0
248,1.0,19,361,11,1.0,0.0,0.0,0.0,1.0,2615,0.9744090744310921,3.6395933910704077,4146
249,1.0,18,324,11,0.0,0.0,0.0,0.0,1.0,919,0.4740829231981299,-0.10376130179398184,4321
250,1.0,24,576,10,1.0,0.0,0.0,0.0,1.0,2421,0.9828928067883325,4.051001036479356,1660
251,1.0,23,529,12,1.0,0.0,0.0,0.0,0.0,3039,0.9593418550009437,3.1610482967424183,8484
252,1.0,21,441,9,1.0,0.0,0.0,0.0,1.0,5749,0.9787633166112247,3.8305598180687075,743
