,treat,age,education*,black,hispanic,nodegree,black_age,married,re74,re75,propensity_score,propensity_logit,re78
56,1.0,37,9,1.0,0.0,1.0,37.0,0.0,0,0,0.9893885257562695,4.535151210065429,1067
57,1.0,41,4,1.0,0.0,1.0,41.0,1.0,0,0,0.9826959455904816,4.039358926596591,7284
58,1.0,42,14,1.0,0.0,0.0,42.0,1.0,0,0,0.9601086716207802,3.180887511239016,13167
59,1.0,22,11,0.0,0.0,1.0,0.0,0.0,0,0,0.6690522478881307,0.7039016412531537,1048
60,1.0,17,8,1.0,0.0,1.0,17.0,0.0,0,0,0.9643338536066971,3.2972355972402383,0
61,1.0,29,8,1.0,0.0,1.0,29.0,0.0,0,0,0.9823996823842104,4.022081285853895,1923
62,1.0,35,10,1.0,0.0,1.0,35.0,0.0,0,0,0.9883896844211203,4.444183060432272,4666
63,1.0,27,11,1.0,0.0,1.0,27.0,0.0,0,0,0.9818504291146503,3.990792066492286,549
64,1.0,29,4,1.0,0.0,1.0,29.0,0.0,0,0,0.9802125866148613,3.9027234253107834,762
65,1.0,28,9,1.0,0.0,1.0,28.0,0.0,0,0,0.981863342032835,3.9915169436052045,10694
66,1.0,27,11,1.0,0.0,1.0,27.0,0.0,0,0,0.9818504291146503,3.990792066492286,0
67,1.0,23,7,0.0,0.0,1.0,0.0,0.0,0,0,0.6287271083696951,0.5267599634186244,0
68,1.0,45,5,1.0,0.0,1.0,45.0,1.0,0,0,0.9867551563415277,4.310813621270253,8546
69,1.0,29,13,1.0,0.0,0.0,29.0,0.0,0,0,0.9504526109436846,2.9540087374329547,7479
70,1.0,27,9,1.0,0.0,1.0,27.0,0.0,0,0,0.9807557878063502,3.9311131362207266,0
71,1.0,46,13,1.0,0.0,0.0,46.0,0.0,0,0,0.9816728306361262,3.980873462968959,647
72,1.0,18,6,1.0,0.0,1.0,18.0,0.0,0,0,0.9643587766927684,3.2979604743531588,0
73,1.0,25,12,1.0,0.0,0.0,25.0,0.0,0,0,0.9359893152692923,2.6825540427592918,11965
74,1.0,28,15,1.0,0.0,0.0,28.0,0.0,0,0,0.9504184635594958,2.953283860320037,9598
75,1.0,25,11,0.0,0.0,1.0,0.0,0.0,0,0,0.6296114257607193,0.5305501893789024,18783
76,1.0,22,12,1.0,0.0,0.0,22.0,0.0,0,0,0.9242358890902657,2.5013426206058766,18678
77,1.0,21,9,1.0,0.0,1.0,21.0,0.0,0,0,0.9725802835270251,3.5686902919139025,0
78,1.0,40,11,1.0,0.0,1.0,40.0,0.0,0,0,0.991641159303778,4.776041562490398,23005
79,1.0,22,11,1.0,0.0,1.0,22.0,0.0,0,0,0.9756072235590476,3.6887730295699277,6456
80,1.0,25,12,1.0,0.0,0.0,25.0,0.0,0,0,0.9359893152692923,2.6825540427592918,0
81,1.0,18,12,1.0,0.0,0.0,18.0,0.0,0,0,0.9054863035223855,2.2597273910679947,2321
82,1.0,38,12,0.0,0.0,0.0,0.0,0.0,0,0,0.19653867108329826,-1.408069844373571,4941
83,1.0,27,13,1.0,0.0,0.0,27.0,0.0,0,0,0.9444438031950741,2.8332011226640126,0
84,1.0,27,8,1.0,0.0,1.0,27.0,0.0,0,0,0.980184447782912,3.901273671084949,0
85,1.0,38,11,1.0,0.0,1.0,38.0,0.0,0,0,0.9905779320245117,4.655233947721474,0
86,1.0,23,8,0.0,1.0,1.0,0.0,0.0,0,0,0.7912780756542593,1.332646594954628,3881
87,1.0,26,11,1.0,0.0,1.0,26.0,0.0,0,0,0.9807421017993279,3.930388259107815,17230
88,1.0,21,12,0.0,0.0,0.0,0.0,0.0,0,0,0.395142854525902,-0.4257449504194822,8048
89,1.0,25,8,1.0,0.0,1.0,25.0,0.0,0,0,0.9776967263122288,3.780466056316009,0
90,1.0,31,11,1.0,0.0,1.0,31.0,1.0,0,0,0.9745236224920408,3.644197108702326,14509
91,1.0,17,10,1.0,0.0,1.0,17.0,0.0,0,0,0.9663305326125026,3.3569145275117993,0
92,1.0,25,11,1.0,0.0,1.0,25.0,0.0,0,0,0.9795675014893311,3.869984451723346,0
93,1.0,21,12,1.0,0.0,0.0,21.0,0.0,0,0,0.919896293529526,2.4409388132214067,9983
94,1.0,44,11,1.0,0.0,1.0,44.0,0.0,0,0,0.9934235158263282,5.017656792028304,0
95,1.0,25,12,0.0,0.0,0.0,0.0,0.0,0,0,0.34144077475275963,-0.65688021958515,5587
96,1.0,18,9,1.0,0.0,1.0,18.0,0.0,0,0,0.9673109191354125,3.3874788697604905,4482
97,1.0,42,12,1.0,0.0,0.0,42.0,0.0,0,0,0.9760937514512846,3.709418768295296,2456
98,1.0,25,10,1.0,0.0,1.0,25.0,0.0,0,0,0.9789616392941383,3.8401449865875623,0
99,1.0,31,9,0.0,1.0,1.0,0.0,0.0,0,0,0.7109937903990518,0.9002155217590698,26817
100,1.0,24,10,1.0,0.0,1.0,24.0,0.0,0,0,0.9776809142850126,3.77974117920309,0
101,1.0,26,10,1.0,0.0,1.0,26.0,0.0,0,0,0.9801703636683498,3.900548793972034,9265
102,1.0,25,11,1.0,0.0,1.0,25.0,0.0,0,0,0.9795675014893311,3.869984451723346,485
103,1.0,18,11,1.0,0.0,1.0,18.0,0.0,0,0,0.9691462670325701,3.447157800032045,4814
104,1.0,19,11,1.0,0.0,1.0,19.0,0.0,0,0,0.9709021557883551,3.507561607416515,7458
105,1.0,43,9,1.0,0.0,1.0,43.0,0.0,0,0,0.9925906384324045,4.897574054372272,0
106,1.0,27,13,1.0,0.0,0.0,27.0,0.0,0,0,0.9444438031950741,2.8332011226640126,34099
107,1.0,17,9,1.0,0.0,1.0,17.0,0.0,0,0,0.9653460547013407,3.3270750623760206,1953
108,1.0,30,11,1.0,0.0,1.0,30.0,0.0,0,0,0.9848128730493505,4.172003488645709,0
109,1.0,26,10,1.0,0.0,1.0,26.0,1.0,2027,0,0.9637653179894018,3.280831092133693,0
110,1.0,20,9,1.0,0.0,1.0,20.0,0.0,6083,0,0.9681309751610663,3.4137328531690887,8881
111,1.0,17,9,0.0,1.0,1.0,0.0,0.0,445,74,0.8437729696012579,1.6865731926852143,6210
112,1.0,20,12,1.0,0.0,0.0,20.0,0.0,989,165,0.9113441155620192,2.330158151177267,0
113,1.0,18,11,1.0,0.0,1.0,18.0,0.0,858,214,0.9673407312086558,3.3884220936628098,929
114,1.0,27,12,1.0,0.0,0.0,27.0,1.0,3670,334,0.8896576458141979,2.0872488777391687,0
115,1.0,21,12,0.0,0.0,0.0,0.0,0.0,3670,334,0.3650185659413548,-0.5536475428807069,12558
116,1.0,27,12,1.0,0.0,0.0,27.0,0.0,2143,357,0.9366903675389467,2.6943152876080885,22163
117,1.0,20,12,1.0,0.0,0.0,20.0,0.0,0,377,0.908923104732568,2.3005563447040953,1652
118,1.0,19,10,1.0,0.0,1.0,19.0,0.0,0,385,0.9675807443364158,3.396046321229962,8124
119,1.0,23,12,1.0,0.0,0.0,23.0,0.0,5506,501,0.9145012434821711,2.369876995384101,671
120,1.0,29,14,1.0,0.0,0.0,29.0,0.0,0,679,0.9447891221225996,2.8398017545337217,17814
121,1.0,18,10,1.0,0.0,1.0,18.0,0.0,0,798,0.962602137717712,3.2480266330819285,9737
122,1.0,19,9,1.0,0.0,1.0,19.0,0.0,0,798,0.9636870079129278,3.2785909753306197,17685
123,1.0,27,13,0.0,0.0,0.0,0.0,1.0,9381,853,0.16008500784877064,-1.6575957136970747,0
124,1.0,18,11,0.0,0.0,1.0,0.0,0.0,3678,919,0.6643867875153516,0.6829051476430752,4321
125,1.0,27,9,1.0,0.0,1.0,27.0,1.0,0,934,0.9587017353186915,3.144759528473593,1773
126,1.0,22,12,1.0,0.0,0.0,22.0,0.0,5605,936,0.9016462219833238,2.2156512699350777,0
127,1.0,23,10,1.0,0.0,1.0,23.0,1.0,0,936,0.949432697507775,2.9325594740920065,11233
128,1.0,23,12,0.0,1.0,0.0,0.0,0.0,9385,1117,0.46303978903581916,-0.14811100888872478,559
129,1.0,20,11,1.0,0.0,1.0,20.0,0.0,3637,1220,0.9627669765250187,3.2526153106036544,1085
130,1.0,17,9,1.0,0.0,1.0,17.0,0.0,1716,1253,0.9541122895358297,3.034584033100159,5445
131,1.0,28,11,1.0,0.0,1.0,28.0,0.0,0,1284,0.9776604049131596,3.7788017070476596,60307
132,1.0,26,11,1.0,0.0,1.0,26.0,1.0,0,1392,0.9546473002116624,3.046872246058713,1460
133,1.0,20,11,1.0,0.0,1.0,20.0,0.0,16318,1484,0.9525513821809362,2.9994966546694917,6943
134,1.0,24,11,1.0,0.0,1.0,24.0,1.0,824,1666,0.9455831880800263,2.8551287186259664,4032
135,1.0,31,9,1.0,0.0,1.0,31.0,0.0,0,1698,0.9783847977879774,3.812506173176214,10363
136,1.0,23,8,0.0,0.0,1.0,0.0,1.0,0,1713,0.4025105963793311,-0.3950151262019696,4232
137,1.0,18,10,1.0,0.0,1.0,18.0,0.0,2143,1784,0.9528238267909376,3.005541064613887,11141
138,1.0,29,12,1.0,0.0,0.0,29.0,0.0,10881,1817,0.9144771190093695,2.3695684932325225,0
139,1.0,26,11,0.0,0.0,1.0,0.0,0.0,0,2226,0.5001329062271604,0.0005316249211625942,13385
140,1.0,24,9,1.0,0.0,1.0,24.0,0.0,9154,2288,0.9578002513318783,3.122224985021343,4849
141,1.0,25,12,1.0,0.0,0.0,25.0,0.0,14426,2409,0.87514759289169,1.9472602531812435,0
142,1.0,24,10,1.0,0.0,1.0,24.0,0.0,4250,2421,0.9608371567896975,3.200076522791512,1660
143,1.0,46,8,1.0,0.0,1.0,46.0,0.0,3165,2594,0.9884499177569898,4.449445418888528,0
144,1.0,31,12,0.0,0.0,0.0,0.0,0.0,0,2611,0.17400658017898865,-1.5574936915507545,2484
145,1.0,19,11,1.0,0.0,1.0,19.0,0.0,2305,2615,0.948679159258474,2.9169737365237642,4146
146,1.0,19,8,1.0,0.0,1.0,19.0,0.0,0,2657,0.9455443391759527,2.8543739742639365,9970
147,1.0,27,11,1.0,0.0,1.0,27.0,0.0,2206,2666,0.9674196696108137,3.3909236486493377,0
148,1.0,26,11,1.0,0.0,1.0,26.0,1.0,0,2754,0.9403596903789976,2.7579307700297244,26372
149,1.0,20,10,1.0,0.0,1.0,20.0,0.0,5005,2777,0.9464043510435507,2.8712020215252907,5615
150,1.0,28,10,1.0,0.0,1.0,28.0,0.0,0,2836,0.9683149740144512,3.419713217831861,3196
151,1.0,24,12,1.0,0.0,0.0,24.0,0.0,13765,2842,0.8587895046078919,1.8052721926638406,6167
152,1.0,19,8,1.0,0.0,1.0,19.0,0.0,2636,2937,0.940138836232279,2.7539996187494675,7535
153,1.0,23,12,1.0,0.0,0.0,23.0,0.0,6269,3039,0.8605172836663334,1.8195930047228153,8484
154,1.0,42,9,1.0,0.0,1.0,42.0,1.0,0,3058,0.9734087191684059,3.60022068102805,1294
155,1.0,25,13,1.0,0.0,0.0,25.0,0.0,12362,3090,0.8658451810689959,1.8647116196462297,0
156,1.0,18,9,1.0,0.0,1.0,18.0,0.0,0,3287,0.9364434031957858,2.6901582884776047,5010
157,1.0,21,12,1.0,0.0,0.0,21.0,0.0,6473,3332,0.8366425193413245,1.6334559494195984,9371
158,1.0,27,10,1.0,0.0,1.0,27.0,0.0,1001,3550,0.9605426646292858,3.1922784294462825,0
159,1.0,21,8,1.0,0.0,1.0,21.0,0.0,989,3695,0.9393234256898131,2.739602158328197,4279
160,1.0,22,9,1.0,0.0,1.0,22.0,0.0,2192,3836,0.9416532615403679,2.7812336582586994,3462
161,1.0,31,4,1.0,0.0,1.0,31.0,0.0,8517,4023,0.9542478313977674,3.0376842273105074,7382
162,1.0,24,10,1.0,0.0,1.0,24.0,1.0,11703,4078,0.8951530736386325,2.1444932933576952,0
163,1.0,29,10,1.0,0.0,1.0,29.0,0.0,0,4398,0.9588593040078605,3.1487465512388857,0
164,1.0,29,12,1.0,0.0,0.0,29.0,0.0,9748,4878,0.8504079094885987,1.7378039346587253,10976
165,1.0,19,10,0.0,0.0,1.0,0.0,0.0,0,5324,0.42995217055143525,-0.28204629739629095,13829
166,1.0,19,11,0.0,1.0,1.0,0.0,1.0,5424,5463,0.4555754057565945,-0.17816819852599,6788
167,1.0,31,9,1.0,0.0,1.0,31.0,0.0,10717,5517,0.9445768842212409,2.8357403266108676,9558
168,1.0,22,10,1.0,0.0,1.0,22.0,1.0,1468,5588,0.8655809461829397,1.862438708071511,13228
169,1.0,21,9,1.0,0.0,1.0,21.0,0.0,6416,5749,0.9045935025727211,2.249338991026406,743
170,1.0,17,10,1.0,0.0,1.0,17.0,0.0,1291,5793,0.8916678192042908,2.107891408430525,5522
171,1.0,26,12,1.0,0.0,0.0,26.0,1.0,8408,5794,0.6888795626374566,0.7948863598838908,1424
172,1.0,20,9,0.0,1.0,1.0,0.0,0.0,12260,5875,0.524709182398638,0.09891730655344975,1358
173,1.0,19,10,1.0,0.0,1.0,19.0,0.0,4121,6056,0.8936820198588994,2.1289156131149394,0
174,1.0,26,10,1.0,0.0,1.0,26.0,0.0,25929,6788,0.8867002921960384,2.057470446846144,672
175,1.0,28,11,1.0,0.0,1.0,28.0,0.0,1929,6871,0.9284794507553911,2.563563438459269,0
176,1.0,22,12,0.0,1.0,0.0,0.0,1.0,492,7055,0.14184835070353782,-1.8000222971603923,10092
177,1.0,33,11,1.0,0.0,1.0,33.0,0.0,0,7867,0.9360920636175348,2.6842702764965662,6281
178,1.0,22,12,0.0,0.0,0.0,0.0,0.0,6759,8455,0.08453426555467787,-2.382275973483888,12590
179,1.0,29,10,0.0,1.0,1.0,0.0,0.0,0,8853,0.3031173574347196,-0.8324969727107536,5112
180,1.0,33,12,1.0,0.0,0.0,33.0,1.0,20279,10941,0.4853244517941769,-0.058719058597871784,15952
181,1.0,25,14,1.0,0.0,0.0,25.0,1.0,35040,11536,0.30196869950025734,-0.8379405769152181,36646
182,1.0,35,9,1.0,0.0,1.0,35.0,1.0,13602,13830,0.6639038100554618,0.6807398760184132,12803
183,1.0,35,8,1.0,0.0,1.0,35.0,1.0,13732,17976,0.4425860024759451,-0.2306734254622645,3786
184,1.0,33,11,1.0,0.0,1.0,33.0,1.0,14660,25142,0.1422632043383498,-1.7966183938902125,4181
185,0.0,45,11,0.0,0.0,1.0,0.0,1.0,21516,25243,0.0010038030026619804,-6.902955182302555,25564
186,0.0,21,14,0.0,0.0,0.0,0.0,0.0,3175,5852,0.16017986169643228,-1.65689042837377,13496
187,0.0,38,12,0.0,0.0,0.0,0.0,1.0,23039,25130,0.0004591841832592735,-7.685599868033321,25564
188,0.0,48,6,0.0,0.0,1.0,0.0,1.0,24994,25243,0.0006890098840611512,-7.279565694176141,25564
189,0.0,18,8,0.0,0.0,1.0,0.0,1.0,1669,10727,0.11462820528128519,-2.0443137704333014,9860
190,0.0,22,11,0.0,0.0,1.0,0.0,1.0,16365,18449,0.01708120751826873,-4.052547621161327,25564
191,0.0,48,10,0.0,0.0,1.0,0.0,1.0,16804,16354,0.005782347764996453,-5.147146360790165,18059
192,0.0,18,11,0.0,0.0,1.0,0.0,0.0,1144,3620,0.5372532879965382,0.14928980946590414,15739
193,0.0,48,9,0.0,0.0,1.0,0.0,1.0,25862,25243,0.000743394953977604,-7.203539416477303,25564
194,0.0,45,12,0.0,0.0,0.0,0.0,1.0,25862,0,0.05717502589263383,-2.8027634672310864,3924
195,0.0,34,14,0.0,0.0,0.0,0.0,1.0,25862,23746,0.0007881312546459147,-7.145057473174207,25564
196,0.0,16,10,0.0,0.0,1.0,0.0,0.0,1026,1224,0.6781213310472879,0.7451515562359351,6847
197,0.0,53,10,0.0,0.0,1.0,0.0,1.0,25862,25243,0.0005738210191959188,-7.46261903779861,25564
198,0.0,19,12,0.0,0.0,0.0,0.0,0.0,867,4386,0.22198744857869396,-1.254121814640388,8777
199,0.0,27,12,0.0,0.0,0.0,0.0,1.0,25862,19047,0.0030082608126172214,-5.803380375606854,19214
200,0.0,32,10,0.0,0.0,1.0,0.0,1.0,20427,23374,0.0031157066932965523,-5.768178714028322,9179
201,0.0,27,12,0.0,0.0,0.0,0.0,1.0,20983,14822,0.00791358717454418,-4.8312290355358565,25564
202,0.0,46,7,0.0,0.0,1.0,0.0,1.0,19171,1317,0.12261835345784898,-1.967865356270096,0
203,0.0,24,13,0.0,0.0,0.0,0.0,0.0,20830,25243,0.0019301748382073115,-6.248212650397486,23903
204,0.0,22,13,0.0,0.0,0.0,0.0,0.0,11036,10351,0.05619219234471772,-2.8211447308340816,6556
205,0.0,49,10,0.0,0.0,1.0,0.0,1.0,391,0,0.18536870829236282,-1.4803887486133114,0
206,0.0,17,10,0.0,0.0,1.0,0.0,0.0,0,0,0.7237183063345882,0.9629812625744607,4755
207,0.0,29,14,0.0,0.0,0.0,0.0,1.0,21499,22586,0.0014391935884696823,-6.54223210004215,20923
208,0.0,28,16,0.0,0.0,0.0,0.0,1.0,16500,0,0.17428488506491632,-1.5555585860208268,10267
209,0.0,46,12,0.0,0.0,0.0,0.0,1.0,24814,24967,0.00029129543682462954,-8.140881221115672,19339
210,0.0,26,17,1.0,0.0,0.0,26.0,1.0,0,0,0.9092032346424628,2.303944988494812,4753
211,0.0,49,12,0.0,0.0,0.0,0.0,0.0,25862,25243,0.00040921338172213834,-7.800864525133377,25564
212,0.0,51,10,0.0,0.0,1.0,0.0,1.0,25862,25243,0.0006440748025845035,-7.347051403215776,25564
213,0.0,51,10,0.0,0.0,1.0,0.0,1.0,22923,21725,0.0014209016033864617,-6.555041764849349,10348
214,0.0,27,11,0.0,0.0,1.0,0.0,1.0,17022,18123,0.01361976600588601,-4.282519792730263,18490
215,0.0,23,13,0.0,0.0,0.0,0.0,0.0,19098,21014,0.005135927782572107,-5.266345611726604,0
216,0.0,27,10,0.0,0.0,1.0,0.0,1.0,7952,9755,0.08346700375009013,-2.396146679997483,13105
217,0.0,38,10,0.0,0.0,1.0,0.0,1.0,25862,25243,0.0013641457703791235,-6.595861778427355,25564
218,0.0,32,8,0.0,0.0,1.0,0.0,0.0,7186,6149,0.20106794193023947,-1.3796330379490067,8414
219,0.0,34,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0005738098448065864,-7.462638522818405,25564
220,0.0,26,18,0.0,0.0,0.0,0.0,1.0,20971,21883,0.002255382712920983,-6.092177673027106,25564
221,0.0,21,13,0.0,0.0,0.0,0.0,0.0,8638,8176,0.09409144377636085,-2.264671254096318,6753
222,0.0,39,8,0.0,1.0,1.0,0.0,0.0,13499,16383,0.03635843601829812,-3.277293149286035,16461
223,0.0,17,8,1.0,0.0,1.0,17.0,0.0,0,451,0.9608928731958367,3.201558206866468,0
224,0.0,22,11,0.0,1.0,1.0,0.0,1.0,17466,17779,0.04103311336681347,-3.1514771613999617,14438
225,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0,0,0.5866908635864481,0.3503022159807434,0
226,0.0,44,9,0.0,1.0,1.0,0.0,1.0,15390,14886,0.021115724052715095,-3.836395450441634,12634
227,0.0,26,10,0.0,1.0,1.0,0.0,1.0,17125,17446,0.034339794755735356,-3.3365071393031758,13518
228,0.0,54,4,0.0,1.0,1.0,0.0,1.0,13350,13180,0.015220088467527287,-4.169802011136514,13741
229,0.0,42,12,0.0,1.0,0.0,0.0,1.0,21663,22013,0.0015654057181110602,-6.458043611542929,19941
230,0.0,25,12,0.0,0.0,0.0,0.0,0.0,8105,11869,0.03554332526217048,-3.300812529135109,6170
231,0.0,20,13,0.0,0.0,0.0,0.0,0.0,317,214,0.4040909407766389,-0.3884481166653306,0
232,0.0,44,11,0.0,0.0,1.0,0.0,1.0,25862,25243,0.000994053266510055,-6.912725217040078,25564
233,0.0,33,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0005727240622866924,-7.464533635798544,25564
234,0.0,40,12,0.0,0.0,0.0,0.0,1.0,25862,14494,0.0037260489478299482,-5.588673862098658,25564
235,0.0,25,16,0.0,0.0,0.0,0.0,1.0,21048,22916,0.001806753249593946,-6.314415441820649,23574
236,0.0,33,12,0.0,0.0,0.0,0.0,0.0,12694,13046,0.01655931172510383,-4.084108743623856,11264
237,0.0,52,13,1.0,0.0,0.0,52.0,0.0,19827,19668,0.4657137567262116,-0.13736054199657263,18437
238,0.0,54,14,0.0,0.0,0.0,0.0,1.0,24686,25243,0.0001840654222830518,-8.60003522529975,25564
239,0.0,27,15,0.0,0.0,0.0,0.0,0.0,19200,19303,0.006203570626732701,-5.076407352441561,18207
240,0.0,51,10,0.0,0.0,1.0,0.0,1.0,7488,7888,0.0329368654090728,-3.379671222856079,6148
241,0.0,42,12,0.0,0.0,0.0,0.0,1.0,6502,15241,0.003827213916415342,-5.561783621027653,15468
242,0.0,50,10,0.0,0.0,1.0,0.0,1.0,25862,25243,0.0006823620465822662,-7.2892675859243585,25564
243,0.0,47,10,0.0,0.0,1.0,0.0,1.0,15282,13964,0.01036729037635781,-4.558678180281591,9043
244,0.0,28,12,0.0,0.0,0.0,0.0,1.0,24224,11019,0.015787811667831293,-4.132603283442478,20055
245,0.0,33,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0005727240622866924,-7.464533635798544,25564
246,0.0,33,13,0.0,0.0,0.0,0.0,1.0,21146,18732,0.0025221630532889553,-5.980113042089855,22254
247,0.0,55,16,0.0,0.0,0.0,0.0,1.0,25862,24627,0.00020634834717209177,-8.485738441985358,25564
248,0.0,38,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00042907368751306046,-7.75345272225563,25564
249,0.0,39,16,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0004563113964578541,-7.691878679003934,25564
