,treat,age,education*,black,married,hispanic,black_education,hisp_re75,nodegree,re75,propensity_score,propensity_logit,re78
65,1.0,35,10,1.0,0.0,0.0,10.0,0.0,1.0,0,0.9730765672978569,3.587465759485666,4666
66,1.0,27,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9871468474703853,4.341229695702243,549
67,1.0,29,4,1.0,0.0,0.0,4.0,0.0,1.0,0,0.9172970538368137,2.406176134632193,762
68,1.0,28,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9772869140055426,3.7618390433929765,10694
69,1.0,27,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9871468474703853,4.341229695702243,0
70,1.0,23,7,0.0,0.0,0.0,0.0,0.0,1.0,0,0.8944265394306453,2.1367757555282303,0
71,1.0,45,5,1.0,1.0,0.0,5.0,0.0,1.0,0,0.32464438438076515,-0.7325090087481122,8546
72,1.0,29,13,1.0,0.0,0.0,13.0,0.0,0.0,0,0.9493159478553981,2.930130362587555,7479
73,1.0,27,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9786205721847273,3.823714858067901,0
74,1.0,46,13,1.0,0.0,0.0,13.0,0.0,0.0,0,0.8674090124298479,1.8782415131138221,647
75,1.0,18,6,1.0,0.0,0.0,6.0,0.0,1.0,0,0.9735147482398778,3.6043249336907155,0
76,1.0,25,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.9487717056157321,2.9188762024700865,11965
77,1.0,28,15,1.0,0.0,0.0,15.0,0.0,0.0,0,0.9709574602754001,3.5095210148968206,9598
78,1.0,31,9,1.0,0.0,0.0,9.0,0.0,1.0,1698,0.9649084218724427,3.3140720349257564,10363
79,1.0,25,11,0.0,0.0,0.0,0.0,0.0,1.0,0,0.9203103723482761,2.446571539458191,18783
80,1.0,22,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.9570781342753916,3.1045036464948645,18678
81,1.0,28,11,1.0,0.0,0.0,11.0,0.0,1.0,1284,0.9833920798707115,4.081128203321721,60307
82,1.0,21,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9851525701438921,4.194969746117456,0
83,1.0,40,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9717181106402035,3.53684410492821,23005
84,1.0,22,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9905346657844194,4.650608769076858,6456
85,1.0,25,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.9487717056157321,2.9188762024700865,0
86,1.0,27,9,1.0,1.0,0.0,9.0,0.0,1.0,934,0.7811008470478291,1.272093132088996,1773
87,1.0,23,10,1.0,1.0,0.0,10.0,0.0,1.0,936,0.8554553009055567,1.7780450468680098,11233
88,1.0,29,10,1.0,0.0,0.0,10.0,0.0,1.0,4398,0.9637275939319341,3.279751386982889,0
89,1.0,18,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.9661704930846066,3.35200690519457,2321
90,1.0,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4864308977578326,-0.05428973939506198,4941
91,1.0,27,13,1.0,0.0,0.0,13.0,0.0,0.0,0,0.9549498276123616,3.0538819919374056,0
92,1.0,27,8,1.0,0.0,0.0,8.0,0.0,1.0,0,0.9724805604735836,3.5649574392507275,0
93,1.0,38,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9749276039595574,3.6605957342780595,0
94,1.0,23,8,0.0,0.0,1.0,0.0,1.0,1.0,0,0.9746978587121874,3.651238506438182,3881
95,1.0,26,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9879087168609035,4.4031055103771735,17230
96,1.0,42,9,1.0,1.0,0.0,9.0,0.0,1.0,3058,0.5040123849579112,0.016049884358666472,1294
97,1.0,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7305862732383201,0.9975991100786725,8048
98,1.0,25,8,1.0,0.0,0.0,8.0,0.0,1.0,0,0.9756057013843761,3.6887090686005806,0
99,1.0,31,11,1.0,1.0,0.0,11.0,0.0,1.0,0,0.8437365464661231,1.6862969096038727,14509
100,1.0,17,10,1.0,0.0,0.0,10.0,0.0,1.0,0,0.9909976849269683,4.7012304236343185,0
101,1.0,19,8,1.0,0.0,0.0,8.0,0.0,1.0,2657,0.9746616829103941,3.6497726594042135,9970
102,1.0,29,14,1.0,0.0,0.0,14.0,0.0,0.0,679,0.9562305446543016,3.0840628319015355,17814
103,1.0,25,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9886259468531552,4.464981325052088,0
104,1.0,21,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.9595492889295143,3.1663794611697917,9983
105,1.0,44,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9640613233428763,3.2893408462285065,0
106,1.0,19,10,1.0,0.0,0.0,10.0,0.0,1.0,385,0.9892073857466563,4.518041967246583,8124
107,1.0,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6791995843523068,0.7500958513789703,5587
108,1.0,18,10,1.0,0.0,0.0,10.0,0.0,1.0,798,0.9891872566696077,4.516158276553585,9737
109,1.0,18,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9876368792389849,4.380597190142227,4482
110,1.0,19,9,1.0,0.0,0.0,9.0,0.0,1.0,798,0.9851606902754292,4.195525043061493,17685
111,1.0,18,9,1.0,0.0,0.0,9.0,0.0,1.0,3287,0.9796306766922326,3.8731456304706726,5010
112,1.0,26,11,1.0,1.0,0.0,11.0,0.0,1.0,1392,0.85579279764507,1.7807771174285125,1460
113,1.0,42,12,1.0,0.0,0.0,12.0,0.0,0.0,0,0.8661093041045348,1.866987352996353,2456
114,1.0,25,10,1.0,0.0,0.0,10.0,0.0,1.0,0,0.9853162889302289,4.206223906234918,0
115,1.0,31,9,0.0,0.0,1.0,0.0,1.0,1.0,0,0.9631948817500084,3.2646188423587263,26817
116,1.0,24,10,1.0,0.0,0.0,10.0,0.0,1.0,0,0.9861851459888749,4.2680997209098415,0
117,1.0,26,10,1.0,0.0,0.0,10.0,0.0,1.0,0,0.9843936516347296,4.144348091559998,9265
118,1.0,20,12,1.0,0.0,0.0,12.0,0.0,0.0,377,0.9596916541905318,3.1700534997582595,1652
119,1.0,19,10,0.0,0.0,0.0,0.0,0.0,1.0,5324,0.8684717232297627,1.8875131660066624,13829
120,1.0,25,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9886259468531552,4.464981325052088,485
121,1.0,23,8,0.0,1.0,0.0,0.0,0.0,1.0,1713,0.3949093101177937,-0.42672220352686957,4232
122,1.0,31,12,0.0,0.0,0.0,0.0,0.0,0.0,2611,0.4939380992957398,-0.024248790945739482,2484
123,1.0,18,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9925945938895689,4.8981120277765795,4814
124,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.9921256272828725,4.8362362131016345,7458
125,1.0,43,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9444700689629609,2.83370182326909,0
126,1.0,27,13,1.0,0.0,0.0,13.0,0.0,0.0,0,0.9549498276123616,3.0538819919374056,34099
127,1.0,26,11,0.0,0.0,0.0,0.0,0.0,1.0,2226,0.8850394096371386,2.0410427975460017,13385
128,1.0,29,10,0.0,0.0,1.0,0.0,0.0,1.0,8853,0.8880523208684584,2.0709990496183557,5112
129,1.0,17,9,1.0,0.0,0.0,9.0,0.0,1.0,0,0.9883700442521268,4.442473004817152,1953
130,1.0,30,11,1.0,0.0,0.0,11.0,0.0,1.0,0,0.984565607712306,4.155602251677464,0
131,1.0,17,10,1.0,0.0,0.0,10.0,0.0,1.0,156,0.9907802690759372,4.677146930081303,10641
132,1.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,8644,0.06401828737754105,-2.682427155672435,11656
133,1.0,17,9,1.0,0.0,0.0,9.0,0.0,1.0,375,0.9876854160041277,4.384579991468561,3621
134,1.0,18,12,1.0,0.0,0.0,12.0,0.0,0.0,562,0.9632170578881308,3.2652445758561357,0
135,1.0,21,11,0.0,0.0,1.0,0.0,0.0,1.0,1395,0.9786635005350645,3.825768669814586,0
136,1.0,30,11,1.0,0.0,0.0,11.0,0.0,1.0,1913,0.9793721721078343,3.8602706929151607,0
137,1.0,18,11,0.0,0.0,1.0,0.0,0.0,1.0,5491,0.9670433424917001,3.3790500267037697,2454
138,1.0,20,12,1.0,0.0,0.0,12.0,0.0,0.0,9227,0.8586082532731824,1.8037783847313993,0
139,1.0,20,6,0.0,1.0,1.0,0.0,0.0,1.0,10802,0.37425984995060746,-0.5139848470295643,4488
140,1.0,20,10,1.0,0.0,0.0,10.0,0.0,1.0,11073,0.9430066145950553,2.806138081452209,0
141,1.0,25,8,1.0,0.0,0.0,8.0,0.0,1.0,37431,0.11007845661762307,-2.089939951802861,2346
142,1.0,17,9,0.0,0.0,0.0,0.0,0.0,1.0,1618,0.9223716326270333,2.4750152952896145,6011
143,1.0,18,10,0.0,0.0,1.0,0.0,0.0,1.0,2589,0.976308861233535,3.718677906017482,0
144,1.0,19,9,0.0,0.0,1.0,0.0,0.0,1.0,6511,0.9499283465775731,2.942931509080752,7913
145,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,192,0.9918906486958361,4.806594990267167,661
146,1.0,27,10,0.0,0.0,1.0,0.0,0.0,1.0,421,0.9705878590551307,3.4964943817824983,3075
147,1.0,18,12,0.0,0.0,1.0,0.0,0.0,0.0,535,0.9203922437783151,2.447688403039589,1115
148,1.0,22,11,1.0,0.0,0.0,11.0,0.0,1.0,606,0.9896160290853401,4.557053659505551,317
149,1.0,20,9,1.0,0.0,0.0,9.0,0.0,1.0,660,0.9845557515035468,4.154953857298855,12229
150,1.0,20,11,1.0,0.0,0.0,11.0,0.0,1.0,696,0.9906862950620909,4.666910965651726,0
151,1.0,18,10,1.0,0.0,0.0,10.0,0.0,1.0,699,0.9893495128028639,4.5314420320776145,480
152,1.0,17,10,1.0,0.0,0.0,10.0,0.0,1.0,856,0.9897388882937156,4.569079971830592,3251
153,1.0,26,12,1.0,0.0,0.0,12.0,0.0,0.0,1088,0.9363764236339299,2.6890334583997686,11460
154,1.0,22,10,1.0,0.0,0.0,10.0,0.0,1.0,1071,0.9856069033428867,4.226508904136113,7315
155,1.0,20,12,1.0,0.0,0.0,12.0,0.0,0.0,1160,0.9547468042914439,3.0491728878863937,702
156,1.0,18,8,1.0,0.0,0.0,8.0,0.0,1.0,1199,0.980861636208765,3.936736509978477,0
157,1.0,18,9,1.0,0.0,0.0,9.0,0.0,1.0,1285,0.9849648791579423,4.1822171310677145,15369
158,1.0,18,10,1.0,0.0,0.0,10.0,0.0,1.0,1371,0.988198975875695,4.427697752156936,12064
159,1.0,19,10,1.0,0.0,0.0,10.0,0.0,1.0,1374,0.9874494249301362,4.365358793375222,13278
160,1.0,18,9,0.0,0.0,1.0,0.0,0.0,1.0,1713,0.9769220473910718,3.745529131879845,8836
161,1.0,17,10,0.0,0.0,1.0,0.0,0.0,1.0,2202,0.9789648174749842,3.840299310468157,4387
162,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,1927,0.9894261725827613,4.538743315174333,11965
163,1.0,27,11,1.0,1.0,0.0,11.0,0.0,1.0,2142,0.8324533376927059,1.603115276056395,2186
164,1.0,19,10,1.0,0.0,0.0,10.0,0.0,1.0,3213,0.9833973584385746,4.08145145591371,2975
165,1.0,19,9,0.0,0.0,1.0,0.0,0.0,1.0,3276,0.9690023378549086,3.4423552375679756,14271
166,1.0,27,10,1.0,0.0,0.0,10.0,0.0,1.0,3213,0.9730498103375639,3.5864449385143033,2094
167,1.0,21,11,1.0,1.0,0.0,11.0,0.0,1.0,4167,0.8404724972495743,1.6617478920235313,11300
168,1.0,29,10,1.0,1.0,0.0,10.0,0.0,1.0,4923,0.6881043113026369,0.7912716408961862,130
169,1.0,34,11,0.0,0.0,1.0,0.0,0.0,1.0,4641,0.9255500523156667,2.5202611554951115,2877
170,1.0,25,10,0.0,0.0,0.0,0.0,0.0,1.0,4712,0.8335140553481495,1.610739675742017,6103
171,1.0,31,13,0.0,0.0,0.0,0.0,0.0,0.0,5498,0.41058175661739005,-0.36156094972550884,2329
172,1.0,41,9,1.0,1.0,0.0,9.0,0.0,1.0,5783,0.4151383388478329,-0.3427635312995379,0
173,1.0,21,11,0.0,0.0,1.0,0.0,0.0,1.0,6658,0.9531695659723713,3.013259525138165,9381
174,1.0,20,11,1.0,0.0,0.0,11.0,0.0,1.0,6426,0.9777368065227592,3.782305721685182,16451
175,1.0,24,12,0.0,1.0,1.0,0.0,0.0,0.0,7212,0.20394784384904135,-1.3618004127514964,6485
176,1.0,41,9,1.0,1.0,0.0,9.0,0.0,1.0,7212,0.3627670238967634,-0.5633745074999199,3154
177,1.0,21,12,0.0,0.0,0.0,0.0,0.0,0.0,7390,0.46424135140425477,-0.14327920631098912,3557
178,1.0,22,11,1.0,0.0,0.0,11.0,0.0,1.0,7497,0.9704940016750955,3.4932116462117384,668
179,1.0,20,9,0.0,0.0,1.0,0.0,0.0,1.0,8015,0.9339410697501953,2.6488661155357285,5487
180,1.0,17,11,1.0,0.0,0.0,11.0,0.0,1.0,8497,0.9746230463271188,3.6482093506567783,9017
181,1.0,24,11,1.0,0.0,0.0,11.0,0.0,1.0,9180,0.9572884823712091,3.1096361729533935,0
182,1.0,23,12,1.0,1.0,0.0,12.0,0.0,0.0,15079,0.15541868406644602,-1.6927183576679992,10283
183,1.0,23,10,1.0,0.0,0.0,10.0,0.0,1.0,15709,0.8704336703534655,1.9047986110698603,5665
184,1.0,26,11,0.0,0.0,0.0,0.0,0.0,1.0,22959,0.23871341872444635,-1.1597461244711627,2746
185,1.0,21,13,1.0,0.0,0.0,13.0,0.0,0.0,24806,0.40024428494368297,-0.40444735768042045,8803
186,1.0,18,10,1.0,1.0,0.0,10.0,0.0,1.0,1958,0.873210272245777,1.9296463611965982,10989
187,1.0,22,10,1.0,0.0,0.0,10.0,0.0,1.0,653,0.9864942278869588,4.291040316348673,11134
188,1.0,17,10,1.0,0.0,0.0,10.0,0.0,1.0,1000,0.9895106394486004,4.546849054704744,1433
189,1.0,20,7,1.0,0.0,0.0,7.0,0.0,1.0,1569,0.9706053240740473,3.497106355307508,5518
190,1.0,17,9,1.0,0.0,0.0,9.0,0.0,1.0,1667,0.9850077965849476,4.185119262811527,5594
191,1.0,23,11,1.0,0.0,0.0,11.0,0.0,1.0,1961,0.9864267896809563,4.2859910899310245,3689
192,1.0,32,10,1.0,0.0,0.0,10.0,0.0,1.0,2321,0.968163083843435,3.414774046224866,179
193,1.0,19,12,1.0,0.0,0.0,12.0,0.0,0.0,2534,0.9477934534056349,2.898928701652062,4551
194,1.0,30,10,1.0,0.0,0.0,10.0,0.0,1.0,2615,0.9704918799159248,3.4931375531094173,0
195,1.0,25,12,1.0,0.0,0.0,12.0,0.0,0.0,2746,0.9237866824478461,2.4949449633894374,2090
196,1.0,26,11,0.0,0.0,0.0,0.0,0.0,1.0,4676,0.8406146430600626,1.6628084436685093,1973
197,1.0,19,10,1.0,0.0,0.0,10.0,0.0,1.0,3473,0.9827291306705381,4.04131229999201,5861
198,1.0,19,8,0.0,0.0,0.0,0.0,0.0,1.0,3416,0.877105294487048,1.9652991112844096,9251
199,1.0,20,10,1.0,0.0,0.0,10.0,0.0,1.0,5100,0.976529439301918,3.72825799806864,13626
200,1.0,21,11,1.0,0.0,0.0,11.0,0.0,1.0,5310,0.9800176170407268,3.8927195147356817,7906
201,1.0,23,12,1.0,0.0,0.0,12.0,0.0,0.0,7841,0.8620145039666002,1.8321235180430322,7947
202,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,6409,0.9790983914558031,3.8468060196319067,11648
203,1.0,22,11,1.0,0.0,0.0,11.0,0.0,1.0,8774,0.9642936265108347,3.296066638088655,18295
204,1.0,23,12,1.0,0.0,0.0,12.0,0.0,0.0,7782,0.8630943509712936,1.841232018809879,14416
205,1.0,26,10,1.0,1.0,0.0,10.0,0.0,1.0,8141,0.6177714501846766,0.48009983970554654,4635
206,1.0,24,12,1.0,0.0,0.0,12.0,0.0,0.0,12982,0.7264277126818074,0.9765730857010902,0
207,1.0,18,10,0.0,0.0,1.0,0.0,0.0,1.0,12625,0.8974591628103349,2.1693064874401276,0
208,1.0,27,11,1.0,0.0,0.0,11.0,0.0,1.0,14223,0.8952440951886202,2.145463485416699,7661
209,1.0,21,11,0.0,0.0,1.0,0.0,0.0,1.0,17983,0.779866834991497,1.264890522010568,15191
210,1.0,25,8,0.0,0.0,0.0,0.0,0.0,1.0,23096,0.1908987134958039,-1.4441811172994519,6421
211,1.0,21,12,1.0,0.0,0.0,12.0,0.0,0.0,807,0.9544269117867166,3.041793696443609,4350
212,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,532,0.9914573555691893,4.754105324831105,0
213,1.0,18,11,1.0,0.0,0.0,11.0,0.0,1.0,851,0.9915636507684932,4.76673348281749,0
214,1.0,34,7,1.0,0.0,0.0,7.0,0.0,1.0,857,0.9393896385697356,2.740764484536421,0
215,1.0,21,11,0.0,0.0,0.0,0.0,0.0,1.0,946,0.9274410583148421,2.548030023150504,11412
216,1.0,25,9,1.0,0.0,0.0,9.0,0.0,1.0,1536,0.9761151619010661,3.7103367047418994,1709
217,1.0,17,9,1.0,0.0,0.0,9.0,0.0,1.0,1341,0.9857331580773828,4.235447589082576,1374
218,1.0,28,8,1.0,0.0,0.0,8.0,0.0,1.0,1182,0.9651288860292309,3.320602846501027,7779
219,1.0,18,9,1.0,0.0,0.0,9.0,0.0,1.0,1182,0.9851985553451444,4.198118412067458,5100
220,1.0,27,12,1.0,0.0,0.0,12.0,0.0,0.0,4310,0.8937604060190879,2.129740873033709,0
221,1.0,23,9,1.0,0.0,0.0,9.0,0.0,1.0,1774,0.9780618454803102,3.797345568286509,11464
222,1.0,19,8,0.0,0.0,1.0,0.0,0.0,1.0,1862,0.9721388023624653,3.552263639914458,8774
223,1.0,21,11,1.0,0.0,0.0,11.0,0.0,1.0,2158,0.9876213919179705,4.379329589601749,0
224,1.0,21,11,1.0,0.0,0.0,11.0,0.0,1.0,2217,0.9875095410394197,4.370221088834892,4082
225,1.0,23,10,1.0,0.0,0.0,10.0,0.0,1.0,2217,0.9817954610141022,3.9877120406678817,0
226,1.0,27,9,1.0,0.0,0.0,9.0,0.0,1.0,2294,0.9698092553037013,3.4695639977434207,2018
227,1.0,27,11,1.0,0.0,0.0,11.0,0.0,1.0,2483,0.9812549161655897,3.9579007566500732,0
228,1.0,23,12,0.0,0.0,0.0,0.0,0.0,0.0,3903,0.5674112882834982,0.271296997796636,796
229,1.0,27,8,1.0,0.0,0.0,8.0,0.0,1.0,7218,0.920607707972488,2.450632718316955,7976
230,1.0,28,11,1.0,1.0,0.0,11.0,0.0,1.0,6952,0.6896888557249032,0.7986650768301471,7318
231,1.0,25,12,1.0,0.0,0.0,12.0,0.0,0.0,5204,0.8923982469794846,2.1154755585605076,0
232,1.0,20,12,1.0,0.0,0.0,12.0,0.0,0.0,6085,0.9079489337702641,2.288844645908168,9750
233,1.0,26,12,1.0,0.0,0.0,12.0,0.0,0.0,6608,0.8625755350868343,1.8368483019084387,5811
234,1.0,23,10,1.0,1.0,0.0,10.0,0.0,1.0,10495,0.5750079835643633,0.30231354127007076,3385
235,1.0,49,8,0.0,1.0,0.0,0.0,0.0,1.0,7285,0.052366220987183576,-2.895706372750604,16717
236,1.0,19,11,1.0,0.0,0.0,11.0,0.0,1.0,10224,0.9629538515120322,3.2578410971655307,11293
237,1.0,21,13,0.0,0.0,0.0,0.0,0.0,0.0,8616,0.44419251801025744,-0.22416391129871138,99
238,1.0,27,12,1.0,1.0,0.0,12.0,0.0,0.0,7806,0.3063145883292226,-0.817405920142801,2777
239,1.0,23,11,1.0,0.0,0.0,11.0,0.0,1.0,8959,0.9610456053542973,3.2056302701617563,1659
240,1.0,22,11,1.0,0.0,0.0,11.0,0.0,1.0,12170,0.9411320970904852,2.7717875092037727,8408
241,1.0,24,15,1.0,0.0,0.0,15.0,0.0,0.0,13008,0.851805350078173,1.7488314265604346,14683
242,1.0,24,12,1.0,0.0,0.0,12.0,0.0,0.0,18154,0.5444108156134023,0.17811264559725692,0
243,1.0,18,11,1.0,0.0,0.0,11.0,0.0,1.0,214,0.992347754076115,4.865074414825628,929
