treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,educsq,ageboxcox,lnre78,lnre75,lnre74,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
1.0,27,1.0,0.0,1.0,1.0,0,0,18739,10,1,0,0.0,1.0,1.0,0.0,1.0,10.0,27.0,10.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,729,100,3.0158501920602214,9.838362192575666,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,3023,7,1,0,0.0,1.0,0.0,0.0,1.0,7.0,17.0,7.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,49,2.6246075765182373,8.014004994779459,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,0,0,3228,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,361,100,2.719577455217427,8.07961802938984,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,14581,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,729,169,3.0158501920602214,9.587474590316285,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,0,7693,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,529,100,2.8813672520662377,8.948066103458935,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,0.0,0,0,10804,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1600,144,3.3405576817475504,9.287671714912506,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,26,1.0,0.0,0.0,0.0,0,0,10747,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,676,144,2.984302588322599,9.282381924841154,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,529,121,2.8813672520662377,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,41,0.0,0.0,0.0,0.0,0,0,5149,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1681,196,3.360725089338712,8.546557800046141,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,38,0.0,0.0,0.0,1.0,0,0,6408,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1444,81,3.2985773176922257,8.765302488748196,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,1991,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,121,2.917178001290328,7.596392304064196,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,11163,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,18.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,100,2.6734843812998137,9.320360017014732,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,1.0,1.0,0,0,9642,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,29.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,841,121,3.075405529556091,9.173883834965567,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,9897,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,121,2.951448437556569,9.199986959896691,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,0.0,1.0,0.0,1.0,0,0,11142,10,1,0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,729,100,3.0158501920602214,9.31847703058076,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,16218,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,100,2.6246075765182373,9.693877015504503,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,995,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,121,2.917178001290328,6.902742737158593,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,100,2.6246075765182373,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,48,1.0,0.0,0.0,1.0,0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,2304,16,3.488826798937623,8.787372988731876,-inf,-inf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,625,121,2.951448437556569,7.3613754289773485,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,400,144,2.763179901896225,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,8.068089626278244,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1764,196,3.3803802447348694,9.92842403782616,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,25,2.951448437556569,8.729235349659273,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,0.0,0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,529,144,2.8813672520662377,8.684570300824369,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,46,1.0,0.0,1.0,1.0,0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,2116,64,3.454348268395614,8.037220031133012,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,576,100,2.917178001290328,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,441,144,2.804541172060041,7.134093721192866,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,19,0.0,0.0,0.0,1.0,0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,361,81,2.719577455217427,9.487062604191621,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,64,2.6246075765182373,8.9947928972836,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,18,0.0,1.0,1.0,1.0,0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,324,64,2.6734843812998137,7.932721027481948,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,400,121,2.763179901896225,8.287025025165063,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,625,121,2.951448437556569,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,64,2.6246075765182373,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,81,2.6246075765182373,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,625,25,2.951448437556569,9.408125088823502,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,0.0,0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,529,144,2.8813672520662377,8.48528964240323,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,784,64,3.0461888041774494,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,961,121,3.1307778637568613,8.998013113095823,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,121,2.6734843812998137,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,7.761319180947987,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,30,1.0,0.0,1.0,1.0,0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,900,121,3.103578458323443,6.380122536899765,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,100,2.6246075765182373,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,37,1.0,0.0,0.0,1.0,0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1369,81,3.2767044410997412,6.9726062513017535,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,41,1.0,0.0,1.0,1.0,0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1681,16,3.360725089338712,8.8934354408475,-inf,-inf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,0.0,0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1764,196,3.3803802447348694,9.485468978356344,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,22,0.0,0.0,0.0,1.0,0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,484,121,2.8438752934370206,6.954638864880987,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,289,64,2.6246075765182373,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,841,64,3.075405529556091,7.56164174558878,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,35,1.0,0.0,0.0,1.0,0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1225,100,3.231024291743388,8.448057452581375,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,121,3.0158501920602214,6.3080984415095305,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,841,16,3.075405529556091,6.635946555686647,-inf,-inf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,784,81,3.0461888041774494,9.277438115508676,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,121,3.0158501920602214,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,23,0.0,0.0,0.0,1.0,0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,529,49,2.8813672520662377,-inf,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,45,1.0,0.0,1.0,1.0,0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,2025,25,3.436511195602838,9.05321861620397,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,841,169,3.075405529556091,8.919854372191667,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,81,3.0158501920602214,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2116,169,3.454348268395614,6.472346294500901,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,324,36,2.6734843812998137,-inf,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,9.389741000342473,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,28,1.0,0.0,0.0,0.0,0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,784,225,3.0461888041774494,9.169310022418191,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,25,0.0,0.0,0.0,1.0,0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,625,121,2.951448437556569,9.84070748441342,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,0.0,0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,484,144,2.8438752934370206,9.835101639669663,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,21,1.0,0.0,0.0,1.0,0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,441,81,2.804541172060041,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,1.0,0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1600,121,3.3405576817475504,10.043466862589568,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,1.0,0,0,6456,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,22.0,11.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,484,121,2.8438752934370206,8.772765209949785,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,18,1.0,0.0,0.0,0.0,0,0,2321,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,324,144,2.6734843812998137,7.749753406274437,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,38,0.0,0.0,0.0,0.0,0,0,4941,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1444,144,3.2985773176922257,8.50532301884575,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,0,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,729,169,3.0158501920602214,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,27.0,8.0,0.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,729,64,3.0158501920602214,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
