treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,educsq,ageboxcox,lnre78,lnre75,lnre74,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16
0,21,0,1,0,1,0,0,0,7,1,0,1,0,0,0,1,7,0,0,1,1,0,1,0,0,0,1,0,441,49,0.950787076792791,-inf,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0
0,33,1,0,0,0,0,0,5970,12,1,0,0,1,0,0,0,0,33,12,0,1,0,0,1,0,0,0,0,1089,144,0.967992075853778,8.694502206386648,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,18,0,1,0,1,0,0,1859,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,324,100,0.9428969602292465,7.527793987721444,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,1,0,0,0,6191,12,1,0,0,1,1,0,0,0,26,12,0,1,0,0,1,1,0,0,0,676,144,0.9598877816879293,8.730851903519232,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31,1,0,0,0,0,0,7284,12,1,0,0,1,0,0,0,0,31,12,0,1,0,0,1,0,0,0,0,961,144,0.9660503875578612,8.8934354408475,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,35,1,0,0,1,0,0,445,10,1,0,0,1,0,0,1,10,35,10,0,1,0,0,1,0,0,1,0,1225,100,0.9697116504969562,6.09807428216624,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,20,12,0,1,0,0,1,0,0,0,0,400,144,0.9484202966655324,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,25,11,0,1,0,0,1,0,0,1,0,625,121,0.9583591378395542,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,7367,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,100,0.9583591378395542,8.904765846682814,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,35,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,35,11,0,1,0,0,1,0,0,1,0,1225,121,0.9697116504969562,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,20,1,0,0,1,0,0,2015,10,1,0,0,1,0,0,1,10,20,10,0,1,0,0,1,0,0,1,0,400,100,0.9484202966655324,7.608374474380783,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,0,1,0,1,0,0,15791,9,1,0,1,0,0,0,1,9,0,0,1,1,0,1,0,0,0,1,0,625,81,0.9583591378395542,9.667195436466644,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,27,1,0,0,1,0,0,1135,10,1,0,0,1,0,0,1,10,27,10,0,1,0,0,1,0,0,1,0,729,100,0.9613030849621761,7.034387929915503,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20,0,1,0,1,0,0,6378,11,1,0,1,0,0,0,1,11,0,0,1,1,0,1,0,0,0,1,0,400,121,0.9484202966655324,8.760609847570002,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,26,1,0,0,1,0,0,7176,11,1,0,0,1,0,0,1,11,26,11,0,1,0,0,1,0,0,1,0,676,121,0.9598877816879293,8.878497403738631,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,38,1,0,0,1,0,0,0,8,1,0,0,1,0,0,1,8,38,8,0,1,0,0,1,0,0,1,0,1444,64,0.9719513116061754,-inf,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0
0,34,1,0,0,1,0,0,7952,10,1,0,0,1,0,0,1,10,34,10,0,1,0,0,1,0,0,1,0,1156,100,0.9688771760228692,8.98117874833641,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,19,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,19,12,0,1,0,0,1,0,0,0,0,361,144,0.9458041228797351,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32,1,0,0,1,0,0,7152,8,1,0,0,1,0,0,1,8,32,8,0,1,0,0,1,0,0,1,0,1024,64,0.9670516005594136,8.87514731685335,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0
0,20,0,1,0,1,0,0,8329,9,1,0,1,0,0,0,1,9,0,0,1,1,0,1,0,0,0,1,0,400,81,0.9484202966655324,9.02749867993534,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,23,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,23,10,0,1,0,0,1,0,0,1,0,529,100,0.9549026515456931,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,38,1,0,0,1,0,0,12429,10,1,0,0,1,0,0,1,10,38,10,0,1,0,0,1,0,0,1,0,1444,100,0.9719513116061754,9.42778773074551,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,24,11,0,1,0,0,1,0,0,1,0,576,121,0.9567029759406541,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,0,1,0,0,5088,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,121,0.9549026515456931,8.534640105019959,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,20,0,1,0,1,0,0,4374,7,1,0,1,0,0,0,1,7,0,0,1,1,0,1,0,0,0,1,0,400,49,0.9484202966655324,8.383433201236713,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0
0,21,1,0,0,1,0,0,1553,11,1,0,0,1,0,0,1,11,21,11,0,1,0,0,1,0,0,1,0,441,121,0.950787076792791,7.347943823148687,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,100,0.9583591378395542,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,1,0,1,1,0,0,1698,11,1,0,0,1,1,0,1,11,22,11,0,1,0,0,1,1,0,1,0,484,121,0.9529384923193408,7.437206366871292,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,121,0.9549026515456931,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,0,0,0,0,0,0,11294,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,576,144,0.9567029759406541,9.332026890232783,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,29,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,29,11,0,1,0,0,1,0,0,1,0,841,121,0.9638405977737807,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,1,0,0,1,0,0,14626,11,1,0,0,1,0,0,1,11,24,11,0,1,0,0,1,0,0,1,0,576,121,0.9567029759406541,9.590556045830896,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,22,1,0,0,1,0,0,12898,9,1,0,0,1,0,0,1,9,22,9,0,1,0,0,1,0,0,1,0,484,81,0.9529384923193408,9.464827539570322,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,28,1,0,0,1,0,0,5767,11,1,0,0,1,0,0,1,11,28,11,0,1,0,0,1,0,0,1,0,784,121,0.9626171988577635,8.659907293615413,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,18,0,1,0,1,0,0,6527,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,324,100,0.9428969602292465,8.783702698635217,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,0,1,0,0,3931,10,1,0,0,1,0,0,1,10,26,10,0,1,0,0,1,0,0,1,0,676,100,0.9598877816879293,8.27664912542186,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,0,1,0,0,20942,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,100,0.9583591378395542,9.949511990847407,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,24,10,0,1,0,0,1,0,0,1,0,576,100,0.9567029759406541,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,0,1,0,0,0,5,1,0,0,1,0,0,1,5,26,5,0,1,0,0,1,0,0,1,0,676,25,0.9598877816879293,-inf,-inf,-inf,0,1,0,0,0,0,0,0,0,0,0,0,0
0,36,1,0,0,1,0,0,14690,10,1,0,0,1,0,0,1,10,36,10,0,1,0,0,1,0,0,1,0,1296,100,0.9704997207458745,9.594922269167922,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,22,11,0,1,0,0,1,0,0,1,0,484,121,0.9529384923193408,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,0,0,0,3418,12,1,0,0,1,0,0,0,0,25,12,0,1,0,0,1,0,0,0,0,625,144,0.9583591378395542,8.136810863675537,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,27,1,0,0,1,0,0,11197,11,1,0,0,1,0,0,1,11,27,11,0,1,0,0,1,0,0,1,0,729,121,0.9613030849621761,9.323401164260197,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,29,1,0,0,1,0,0,0,8,1,0,0,1,0,0,1,8,29,8,0,1,0,0,1,0,0,1,0,841,64,0.9638405977737807,-inf,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0
0,24,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,24,12,0,1,0,0,1,0,0,0,0,576,144,0.9567029759406541,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,22,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,22,10,0,1,0,0,1,0,0,1,0,484,100,0.9529384923193408,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,1455,7,1,0,0,1,0,0,1,7,24,7,0,1,0,0,1,0,0,1,0,576,49,0.9567029759406541,7.282761179605593,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0
0,29,1,0,0,0,0,0,1890,12,1,0,0,1,0,0,0,0,29,12,0,1,0,0,1,0,0,0,0,841,144,0.9638405977737807,7.5443321080536885,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,1,1,0,0,4485,11,1,0,1,0,1,0,1,11,0,0,1,1,0,1,0,1,0,1,0,625,121,0.9583591378395542,8.408493774492896,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,30,1,0,0,0,0,0,13613,12,1,0,0,1,0,0,0,0,30,12,0,1,0,0,1,0,0,0,0,900,144,0.9649823588799495,9.518780497512473,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,22,1,0,0,1,0,0,1390,8,1,0,0,1,0,0,1,8,22,8,0,1,0,0,1,0,0,1,0,484,64,0.9529384923193408,7.237059026124737,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0
0,55,1,0,0,1,0,0,5843,3,1,0,0,1,0,0,1,3,55,3,0,1,0,0,1,0,0,1,0,3025,9,0.9800242304410453,8.672999642554437,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,1,0,0,1,0,0,8598,10,1,0,0,1,0,0,1,10,20,10,0,1,0,0,1,0,0,1,0,400,100,0.9484202966655324,9.059284897056227,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34,1,0,0,1,0,0,2920,11,1,0,0,1,0,0,1,11,34,11,0,1,0,0,1,0,0,1,0,1156,121,0.9688771760228692,7.979338895262328,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,22,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,22,12,0,1,0,0,1,0,0,0,0,484,144,0.9529384923193408,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,1,0,0,0,6735,12,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1024,144,0.9670516005594136,8.815073088844464,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,31,10,0,1,0,0,1,0,0,1,0,961,100,0.9660503875578612,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,18,1,0,0,1,0,0,0,9,1,0,0,1,0,0,1,9,18,9,0,1,0,0,1,0,0,1,0,324,81,0.9428969602292465,-inf,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,50,0,1,0,1,0,0,0,10,1,0,1,0,0,0,1,10,0,0,1,1,0,1,0,0,0,1,0,2500,100,0.9782202229667253,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,1,1,0,0,44,11,1,0,0,1,1,0,1,11,25,11,0,1,0,0,1,1,0,1,0,625,121,0.9583591378395542,3.784189633918261,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,1,1,0,0,0,10,1,0,0,1,1,0,1,10,23,10,0,1,0,0,1,1,0,1,0,529,100,0.9549026515456931,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,38,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,38,10,0,1,0,0,1,0,0,1,0,1444,100,0.9719513116061754,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,1,1,0,0,3701,10,1,0,0,1,1,0,1,10,25,10,0,1,0,0,1,1,0,1,0,625,100,0.9583591378395542,8.216358332386156,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,42,1,0,0,1,0,0,6930,10,1,0,0,1,0,0,1,10,42,10,0,1,0,0,1,0,0,1,0,1764,100,0.9744393768529812,8.84361509218395,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,39,1,0,1,0,0,0,3795,12,1,0,0,1,1,0,0,0,39,12,0,1,0,0,1,1,0,0,0,1521,144,0.9726212233655854,8.24143968982973,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34,1,0,1,0,0,0,5193,13,1,0,0,1,1,0,0,0,34,13,0,1,0,0,1,1,0,0,0,1156,169,0.9688771760228692,8.555066843844319,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0
0,24,1,0,0,1,0,0,2193,7,1,0,0,1,0,0,1,7,24,7,0,1,0,0,1,0,0,1,0,576,49,0.9567029759406541,7.693025748417888,-inf,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0
0,32,1,0,0,1,0,0,11120,11,1,0,0,1,0,0,1,11,32,11,0,1,0,0,1,0,0,1,0,1024,121,0.9670516005594136,9.316500567804573,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,27,1,0,0,0,0,0,7609,13,1,0,0,1,0,0,0,0,27,13,0,1,0,0,1,0,0,0,0,729,169,0.9613030849621761,8.937087036176523,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0
0,26,1,0,0,1,0,0,2169,10,1,0,0,1,0,0,1,10,26,10,0,1,0,0,1,0,0,1,0,676,100,0.9598877816879293,7.682021510826875,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,44,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,44,11,0,1,0,0,1,0,0,1,0,1936,121,0.9755136115933472,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,1,0,0,1264,11,1,0,0,1,0,0,1,11,25,11,0,1,0,0,1,0,0,1,0,625,121,0.9583591378395542,7.142036574706803,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,25,12,0,1,0,0,1,0,0,0,0,625,144,0.9583591378395542,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,28,1,0,1,0,0,0,0,12,1,0,0,1,1,0,0,0,28,12,0,1,0,0,1,1,0,0,0,784,144,0.9626171988577635,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,32,10,0,1,0,0,1,0,0,1,0,1024,100,0.9670516005594136,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,22,10,0,1,0,0,1,0,0,1,0,484,100,0.9529384923193408,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,19,1,0,0,1,0,0,5712,9,1,0,0,1,0,0,1,9,19,9,0,1,0,0,1,0,0,1,0,361,81,0.9458041228797351,8.65032450401942,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,31,1,0,1,1,0,0,0,10,1,0,0,1,1,0,1,10,31,10,0,1,0,0,1,1,0,1,0,961,100,0.9660503875578612,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,23,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,121,0.9549026515456931,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,33,1,0,0,1,0,0,0,11,1,0,0,1,0,0,1,11,33,11,0,1,0,0,1,0,0,1,0,1089,121,0.967992075853778,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,27,1,0,0,1,0,0,1184,10,1,0,0,1,0,0,1,10,27,10,0,1,0,0,1,0,0,1,0,729,100,0.9613030849621761,7.076653815443951,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29,1,0,1,1,0,0,10225,11,1,0,0,1,1,0,1,11,29,11,0,1,0,0,1,1,0,1,0,841,121,0.9638405977737807,9.232590980911002,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,23,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,23,10,0,1,0,0,1,0,0,1,0,529,100,0.9549026515456931,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,1,0,1,1,0,0,4715,9,1,0,0,1,1,0,1,9,25,9,0,1,0,0,1,1,0,1,0,625,81,0.9583591378395542,8.458504195067558,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0
0,25,1,0,0,1,0,0,289,10,1,0,0,1,0,0,1,10,25,10,0,1,0,0,1,0,0,1,0,625,100,0.9583591378395542,5.666426688112432,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,0,0,0,10,1,0,0,1,0,0,1,10,24,10,0,1,0,0,1,0,0,1,0,576,100,0.9567029759406541,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,28,0,0,0,1,0,0,8190,8,1,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,1,0,784,64,0.9626171988577635,9.010669176847115,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0
0,26,1,0,0,1,0,0,4813,6,1,0,0,1,0,0,1,6,26,6,0,1,0,0,1,0,0,1,0,676,36,0.9598877816879293,8.47907586930311,-inf,-inf,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30,1,0,1,0,0,0,7344,14,1,0,0,1,1,0,0,0,30,14,0,1,0,0,1,1,0,0,0,900,196,0.9649823588799495,8.901638932300326,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0
0,25,1,0,1,1,0,0,0,10,1,0,0,1,1,0,1,10,25,10,0,1,0,0,1,1,0,1,0,625,100,0.9583591378395542,-inf,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29,1,0,1,1,0,0,0,11,1,0,0,1,1,0,1,11,29,11,0,1,0,0,1,1,0,1,0,841,121,0.9638405977737807,-inf,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
0,25,1,0,1,0,0,0,0,12,1,0,0,1,1,0,0,0,25,12,0,1,0,0,1,1,0,0,0,625,144,0.9583591378395542,-inf,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0
0,28,1,0,0,0,0,0,0,13,1,0,0,1,0,0,0,0,28,13,0,1,0,0,1,0,0,0,0,784,169,0.9626171988577635,-inf,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0
0,23,1,0,0,1,0,0,4350,11,1,0,0,1,0,0,1,11,23,11,0,1,0,0,1,0,0,1,0,529,121,0.9549026515456931,8.37793112408273,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0
