treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,educsq,ageboxcox,lnre78,lnre75,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
1.0,45,1.0,0.0,1.0,1.0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,2025,25,3.2041214446589685,9.05321861620397,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,841,169,2.889688641163886,8.919854372191667,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,729,81,2.8373194164728255,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,2116,169,3.2195147043484384,6.472346294500901,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,324,36,2.5334692314452525,-inf,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,2.780526107090586,9.389741000342473,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,28,1.0,0.0,0.0,0.0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,225,2.864015335733844,9.169310022418191,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,31,1.0,0.0,0.0,1.0,1698,10363,9,0,15282,0.0,0.0,0.0,1698.0,0.0,9.0,31.0,9.0,0.0,961,81,2.9382499464245244,9.245997049184217,7.437206366871292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,1.0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,625,121,2.780526107090586,9.84070748441342,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,0.0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,144,2.6852857884380423,9.835101639669663,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,1284,60307,11,0,14124,0.0,0.0,0.0,1284.0,0.0,11.0,28.0,11.0,0.0,784,121,2.864015335733844,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,441,81,2.6503439093087704,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,1.0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1600,121,3.12109037130695,10.043466862589568,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,1.0,0,6456,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,22.0,11.0,0.0,484,121,2.6852857884380423,8.772765209949785,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,2.780526107090586,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,1.0,1.0,934,1773,9,0,8406,0.0,0.0,0.0,934.0,0.0,9.0,27.0,9.0,0.0,729,81,2.8373194164728255,7.480428306074208,6.839476438228843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,1.0,936,11233,10,0,9360,0.0,0.0,0.0,936.0,0.0,10.0,23.0,10.0,0.0,529,100,2.7185327881881753,9.326611153641569,6.841615476477592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,4398,0,10,0,43980,0.0,0.0,0.0,4398.0,0.0,10.0,29.0,10.0,0.0,841,100,2.889688641163886,-inf,8.388905171114706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,0.0,0,2321,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,324,144,2.5334692314452525,7.749753406274437,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,38,0.0,0.0,0.0,0.0,0,4941,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,144,3.0846450426912884,8.50532301884575,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,169,2.8373194164728255,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,27.0,8.0,0.0,729,64,2.8373194164728255,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,38,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,38.0,11.0,0.0,1444,121,3.0846450426912884,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,23,0.0,1.0,0.0,1.0,0,3881,8,1,0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,529,64,2.7185327881881753,8.263848131368906,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,0.0,1.0,0,17230,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,26.0,11.0,0.0,676,121,2.8095199364738797,9.754407329521975,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,1.0,3058,1294,9,0,27522,0.0,0.0,0.0,3058.0,0.0,9.0,42.0,9.0,0.0,1764,81,3.1555956891389783,7.165493475060845,8.025516386489008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,0.0,0.0,0.0,0.0,0,8048,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,8.99317889233952,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,25.0,8.0,0.0,625,64,2.780526107090586,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,14509,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,121,2.9382499464245244,9.582524425515684,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,100,2.489703659218868,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,2657,9970,8,0,21256,0.0,0.0,0.0,2657.0,0.0,8.0,19.0,8.0,0.0,361,64,2.5746536781438683,9.207335862955883,7.884952945759814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,679,17814,14,0,9506,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,841,196,2.889688641163886,9.787739943991815,6.520621127558696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,625,121,2.780526107090586,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,9983,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,9.208638925336425,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,44,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,44.0,11.0,0.0,1936,121,3.188349571300041,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,385,8124,10,0,3850,0.0,0.0,0.0,385.0,0.0,10.0,19.0,10.0,0.0,361,100,2.5746536781438683,9.002577922700276,5.953243334287785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,0.0,0,5587,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,144,2.780526107090586,8.628197749459149,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
