treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,educsq,ageboxcox,lnre78,lnre75,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
1.0,19,1.0,0.0,0.0,1.0,0,8173,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,19.0,9.0,0.0,361,81,3.7906438013860337,9.00859131751613,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,17094,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,441,169,3.9546477265588305,9.746482803725963,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,18.0,8.0,0.0,324,64,3.703165208990785,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,1.0,1.0,0,18739,10,1,0,0.0,1.0,1.0,0.0,1.0,10.0,27.0,10.0,0.0,729,100,4.378603334624191,9.838362192575666,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,3023,7,1,0,0.0,1.0,0.0,0.0,1.0,7.0,17.0,7.0,0.0,289,49,3.611529515721841,8.014004994779459,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,0,3228,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,10.0,0.0,361,100,3.7906438013860337,8.07961802938984,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,14581,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,169,4.378603334624191,9.587474590316285,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,7693,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,10.0,0.0,529,100,4.106087574170275,8.948066103458935,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,0.0,0,10804,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,1600,144,5.077904651415065,9.287671714912506,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,26,1.0,0.0,0.0,0.0,0,10747,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,676,144,4.313810477859777,9.282381924841154,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,11.0,0.0,529,121,4.106087574170275,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,41,0.0,0.0,0.0,0.0,0,5149,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,196,5.123369598862009,8.546557800046141,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,38,0.0,0.0,0.0,1.0,0,6408,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1444,81,4.984051275128488,8.765302488748196,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,1991,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,121,4.177720095722324,7.596392304064196,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,33,1.0,0.0,0.0,1.0,7867,6281,11,0,86537,0.0,0.0,0.0,7867.0,0.0,11.0,33.0,11.0,0.0,1089,121,4.729971912479329,8.74528448245438,8.970432074329242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,11163,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,18.0,10.0,0.0,324,100,3.703165208990785,9.320360017014732,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,1.0,1.0,0,9642,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,29.0,11.0,0.0,841,121,4.502394833016174,9.173883834965567,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,9897,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,625,121,4.246902063237979,9.199986959896691,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,27,0.0,1.0,0.0,1.0,0,11142,10,1,0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,729,100,4.378603334624191,9.31847703058076,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,16218,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,100,3.611529515721841,9.693877015504503,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,995,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,121,4.177720095722324,6.902742737158593,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,100,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,1.0,1.0,2754,26372,11,0,30294,0.0,0.0,0.0,2754.0,0.0,11.0,26.0,11.0,0.0,676,121,4.313810477859777,10.18005812023319,7.9208096792886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,48,1.0,0.0,0.0,1.0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,2304,16,5.418006515669491,8.787372988731876,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,121,4.246902063237979,7.3613754289773485,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,144,3.8743584652731844,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,4.246902063237979,8.068089626278244,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,42,1.0,0.0,0.0,0.0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,196,5.167917773385796,9.92842403782616,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,25,4.246902063237979,8.729235349659273,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,0.0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,4.106087574170275,8.684570300824369,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,46,1.0,0.0,1.0,1.0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,2116,64,5.337698554227474,8.037220031133012,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,24,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,576,100,4.177720095722324,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,3.9546477265588305,7.134093721192866,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,19,0.0,0.0,0.0,1.0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,361,81,3.7906438013860337,9.487062604191621,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64,3.611529515721841,8.9947928972836,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,18,0.0,1.0,1.0,1.0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,324,64,3.703165208990785,7.932721027481948,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,20,1.0,0.0,0.0,1.0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,400,121,3.8743584652731844,8.287025025165063,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,1.0,1.0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,121,4.246902063237979,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,289,81,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,25,4.246902063237979,9.408125088823502,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,0.0,0.0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,4.106087574170275,8.48528964240323,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,784,64,4.441422282762017,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,121,4.6192508626288165,8.998013113095823,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,324,121,3.703165208990785,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,4.246902063237979,7.761319180947987,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,30,1.0,0.0,1.0,1.0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,900,121,4.561636201904492,6.380122536899765,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,100,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,37,1.0,0.0,0.0,1.0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1369,81,4.935568135070046,6.9726062513017535,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,41,1.0,0.0,1.0,1.0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1681,16,5.123369598862009,8.8934354408475,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,0.0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,196,5.167917773385796,9.485468978356344,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,22,0.0,0.0,0.0,1.0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,484,121,4.031805260868567,6.954638864880987,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,841,64,4.502394833016174,7.56164174558878,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,2836,3196,10,0,28360,0.0,0.0,0.0,2836.0,0.0,10.0,28.0,10.0,0.0,784,100,4.441422282762017,8.069655306886165,7.950149887652018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,35,1.0,0.0,0.0,1.0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1225,100,4.83522413251897,8.448057452581375,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,121,4.378603334624191,6.3080984415095305,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,841,16,4.502394833016174,6.635946555686647,-inf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,784,81,4.441422282762017,9.277438115508676,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,121,4.378603334624191,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,23,0.0,0.0,0.0,1.0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,529,49,4.106087574170275,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,45,1.0,0.0,1.0,1.0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,2025,25,5.296445606698071,9.05321861620397,-inf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,841,169,4.502394833016174,8.919854372191667,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,729,81,4.378603334624191,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,46,1.0,0.0,0.0,0.0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,2116,169,5.337698554227474,6.472346294500901,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,18,1.0,0.0,0.0,1.0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,324,36,3.703165208990785,-inf,-inf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,4.246902063237979,9.389741000342473,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,0.0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,225,4.441422282762017,9.169310022418191,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,31,1.0,0.0,0.0,1.0,1698,10363,9,0,15282,0.0,0.0,0.0,1698.0,0.0,9.0,31.0,9.0,0.0,961,81,4.6192508626288165,9.245997049184217,7.437206366871292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,25,0.0,0.0,0.0,1.0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,625,121,4.246902063237979,9.84070748441342,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,0.0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,144,4.031805260868567,9.835101639669663,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,28,1.0,0.0,0.0,1.0,1284,60307,11,0,14124,0.0,0.0,0.0,1284.0,0.0,11.0,28.0,11.0,0.0,784,121,4.441422282762017,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,441,81,3.9546477265588305,-inf,-inf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,40,1.0,0.0,0.0,1.0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1600,121,5.077904651415065,10.043466862589568,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,22,1.0,0.0,0.0,1.0,0,6456,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,22.0,11.0,0.0,484,121,4.031805260868567,8.772765209949785,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,4.246902063237979,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,1.0,1.0,934,1773,9,0,8406,0.0,0.0,0.0,934.0,0.0,9.0,27.0,9.0,0.0,729,81,4.378603334624191,7.480428306074208,6.839476438228843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,23,1.0,0.0,1.0,1.0,936,11233,10,0,9360,0.0,0.0,0.0,936.0,0.0,10.0,23.0,10.0,0.0,529,100,4.106087574170275,9.326611153641569,6.841615476477592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,1.0,4398,0,10,0,43980,0.0,0.0,0.0,4398.0,0.0,10.0,29.0,10.0,0.0,841,100,4.502394833016174,-inf,8.388905171114706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,18,1.0,0.0,0.0,0.0,0,2321,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,324,144,3.703165208990785,7.749753406274437,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,38,0.0,0.0,0.0,0.0,0,4941,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,144,4.984051275128488,8.50532301884575,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,27,1.0,0.0,0.0,0.0,0,0,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,169,4.378603334624191,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,27,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,27.0,8.0,0.0,729,64,4.378603334624191,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,38,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,38.0,11.0,0.0,1444,121,4.984051275128488,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,23,0.0,1.0,0.0,1.0,0,3881,8,1,0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,529,64,4.106087574170275,8.263848131368906,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,26,1.0,0.0,0.0,1.0,0,17230,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,26.0,11.0,0.0,676,121,4.313810477859777,9.754407329521975,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,42,1.0,0.0,1.0,1.0,3058,1294,9,0,27522,0.0,0.0,0.0,3058.0,0.0,9.0,42.0,9.0,0.0,1764,81,5.167917773385796,7.165493475060845,8.025516386489008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,21,0.0,0.0,0.0,0.0,0,8048,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,3.9546477265588305,8.99317889233952,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,25.0,8.0,0.0,625,64,4.246902063237979,-inf,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,31,1.0,0.0,1.0,1.0,0,14509,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,121,4.6192508626288165,9.582524425515684,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,100,3.611529515721841,-inf,-inf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,19,1.0,0.0,0.0,1.0,2657,9970,8,0,21256,0.0,0.0,0.0,2657.0,0.0,8.0,19.0,8.0,0.0,361,64,3.7906438013860337,9.207335862955883,7.884952945759814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,29,1.0,0.0,0.0,0.0,679,17814,14,0,9506,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,841,196,4.502394833016174,9.787739943991815,6.520621127558696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,25,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,625,121,4.246902063237979,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,21,1.0,0.0,0.0,0.0,0,9983,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,3.9546477265588305,9.208638925336425,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
