treat,age,agesq,education*,educsq,black,hispanic,married,nodegree,re74,re75,u75,u74,educ_re74,propensity_score,propensity_logit,re78
1.0,27,729,10,100,1.0,0.0,1.0,1.0,0,0,1,1,0,0.9834180935209298,4.082722223980361,18739
1.0,19,361,9,81,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9847666749712922,4.168919270839797,8173
1.0,19,361,8,64,1.0,0.0,0.0,1.0,0,2657,0,1,0,0.9743458339025287,3.6370603268480353,9970
1.0,20,400,10,100,1.0,0.0,0.0,1.0,5005,2777,0,0,50050,0.8985126898908669,2.1808070624312426,5615
1.0,29,841,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9248153655691492,2.5096472320979104,7479
1.0,22,484,9,81,1.0,0.0,0.0,1.0,2192,3836,0,0,19728,0.9420618973730144,2.7886957362808276,3462
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9487316832885284,2.9180530689568793,0
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,0,3058,0,1,0,0.7830601898985912,1.2835896216548743,1294
1.0,20,400,11,121,1.0,0.0,0.0,1.0,16318,1484,0,0,179498,0.6288267551167503,0.5271868687433068,6943
1.0,24,576,10,100,1.0,0.0,1.0,1.0,11703,4078,0,0,117030,0.7125672003615159,0.9078851314641858,0
1.0,20,400,9,81,0.0,1.0,0.0,1.0,12260,5875,0,0,110340,0.5656595955909783,0.2641639074382746,1358
1.0,30,900,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9521579232390109,2.990825387533152,24909
1.0,20,400,12,144,1.0,0.0,0.0,0.0,989,165,0,0,11868,0.9368724202065623,2.697389360462356,0
1.0,26,676,11,121,0.0,0.0,0.0,1.0,0,2226,0,1,0,0.9488260660897849,2.919995201465432,13385
1.0,22,484,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9732972781489452,3.595924060712905,6456
1.0,31,961,12,144,0.0,0.0,0.0,0.0,0,2611,0,1,0,0.8825324784890821,2.016633708248584,2484
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9720609352187389,3.549392612176934,16218
1.0,18,324,9,81,1.0,0.0,0.0,1.0,0,3287,0,1,0,0.9526287883692616,3.0012106141199593,5010
1.0,30,900,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9713841764288614,3.5247622037840065,0
1.0,43,1849,9,81,1.0,0.0,0.0,1.0,0,0,1,1,0,0.8823358123445683,2.0147380232044445,0
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.952488506437864,2.9981063886963297,1254
1.0,17,289,9,81,1.0,0.0,0.0,1.0,1716,1253,0,0,15444,0.961244054665902,3.2109441637905536,5445
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9753486498254306,3.677963323837608,11163
1.0,26,676,11,121,1.0,0.0,1.0,1.0,0,1392,0,1,0,0.9613648358594942,3.214191128948904,1460
1.0,26,676,11,121,1.0,0.0,1.0,1.0,0,2754,0,1,0,0.9415740007118716,2.7797919596916145,26372
1.0,26,676,10,100,1.0,0.0,1.0,1.0,2027,0,1,0,20270,0.977164127324672,3.7563219665796663,0
1.0,23,529,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9572909135955741,3.109695636254019,0
1.0,21,441,8,64,1.0,0.0,0.0,1.0,989,3695,0,0,7912,0.9638783316339122,3.2840721576277305,4279
1.0,21,441,12,144,1.0,0.0,0.0,0.0,6473,3332,0,0,77676,0.732081565241261,1.0052093494064236,9371
1.0,23,529,12,144,1.0,0.0,0.0,0.0,6269,3039,0,0,75228,0.77532018027267,1.2385997145610195,8484
1.0,42,1764,14,196,1.0,0.0,0.0,0.0,0,0,1,1,0,0.4486796526252574,-0.20600686834247267,20505
1.0,22,484,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9552972379081174,3.0619872444620437,18678
1.0,18,324,11,121,0.0,0.0,0.0,1.0,3678,919,0,0,40458,0.9106170324074044,2.3211922823943483,4321
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9591677992260124,3.1565950279167505,0
1.0,21,441,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9206659155932218,2.451429377236889,17094
1.0,21,441,9,81,1.0,0.0,0.0,1.0,6416,5749,0,0,57744,0.8035698591206453,1.4087572739763927,743
1.0,22,484,12,144,1.0,0.0,0.0,0.0,5605,936,0,0,67260,0.8758719898527474,1.953906576947385,0
1.0,37,1369,11,121,1.0,0.0,1.0,1.0,0,0,1,1,0,0.9301388772284299,2.588824594364915,9930
1.0,18,324,10,100,1.0,0.0,0.0,1.0,2143,1784,0,0,21430,0.9393656591538108,2.7403434035732768,11141
1.0,17,289,10,100,1.0,0.0,0.0,1.0,1291,5793,0,0,12910,0.812681348136282,1.467527899685002,5522
1.0,23,529,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9572909135955741,3.109695636254019,4843
1.0,20,400,11,121,1.0,0.0,0.0,1.0,3637,1220,0,0,40007,0.9236293381913251,2.4927122273334903,1085
1.0,25,625,12,144,0.0,0.0,0.0,0.0,0,0,1,1,0,0.957048405718363,3.1037802036410613,5587
1.0,42,1764,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.7197832925810165,0.9433869252911341,2456
1.0,27,729,13,169,0.0,0.0,1.0,0.0,9381,853,0,0,121953,0.7303356651007664,0.9963262621641539,0
1.0,33,1089,11,121,1.0,0.0,0.0,1.0,0,7867,0,1,0,0.6715415461590526,0.7151655271250744,6281
1.0,19,361,8,64,1.0,0.0,0.0,1.0,2636,2937,0,0,21088,0.9551630746613358,3.058850058468351,7535
1.0,24,576,9,81,1.0,0.0,0.0,1.0,9154,2288,0,0,82386,0.9000843716109957,2.1981623914154786,4849
1.0,27,729,11,121,1.0,0.0,0.0,1.0,2206,2666,0,0,24266,0.9216206615225129,2.4645733560814063,0
1.0,46,2116,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.3093225335891049,-0.8032884207419603,647
1.0,33,1089,12,144,1.0,0.0,1.0,0.0,20279,10941,0,0,243348,0.024946690080303365,-3.665750995058796,15952
1.0,22,484,12,144,0.0,0.0,0.0,0.0,6759,8455,0,0,81108,0.3413211634867096,-0.657412203508605,12590
1.0,29,841,12,144,1.0,0.0,0.0,0.0,10881,1817,0,0,130572,0.7178899242456583,0.9340189141153116,0
1.0,22,484,10,100,1.0,0.0,1.0,1.0,1468,5588,0,0,14680,0.8766955639134906,1.961503411083524,13228
1.0,21,441,12,144,0.0,0.0,0.0,0.0,0,0,1,1,0,0.9500404822655598,2.9452915644206348,8048
1.0,46,2116,8,64,1.0,0.0,1.0,1.0,0,0,1,1,0,0.8003337936881816,1.3883818789291247,3094
1.0,18,324,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9375807424785468,2.7094290375567542,2321
1.0,25,625,12,144,1.0,0.0,0.0,0.0,14426,2409,0,0,173112,0.5872979888962894,0.3528065284147208,0
1.0,44,1936,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.7129325279198132,0.9096695022026431,0
1.0,31,961,9,81,1.0,0.0,0.0,1.0,10717,5517,0,0,96453,0.6626240367133016,0.6750098389891477,9558
1.0,29,841,12,144,1.0,0.0,0.0,0.0,9748,4878,0,0,116976,0.528767377783717,0.11519673345655747,10976
1.0,33,1089,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9321290134683984,2.619862585357414,12418
1.0,19,361,10,100,1.0,0.0,0.0,1.0,4121,6056,0,0,41210,0.7646261469552198,1.1782119035039644,0
1.0,25,625,13,169,1.0,0.0,0.0,0.0,12362,3090,0,0,160706,0.49793876455021097,-0.008244988506585614,0
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9303532005440419,2.592127552225087,0
1.0,24,576,12,144,1.0,0.0,0.0,0.0,13765,2842,0,0,165180,0.5722909084498199,0.291204171455921,6167
1.0,19,361,11,121,0.0,1.0,1.0,1.0,5424,5463,0,0,59664,0.6694697854109383,0.7057879580746126,6788
1.0,23,529,12,144,1.0,0.0,0.0,0.0,5506,501,0,0,66072,0.8960525336184676,2.1541134019538424,671
1.0,29,841,10,100,0.0,1.0,0.0,1.0,0,8853,0,1,0,0.7588932124997297,1.146621135492416,5112
1.0,22,484,12,144,0.0,1.0,1.0,0.0,492,7055,0,0,5904,0.6548826510765561,0.6405715599193419,10092
1.0,24,576,10,100,1.0,0.0,0.0,1.0,4250,2421,0,0,42500,0.9331816653996962,2.6366223799859294,1660
1.0,26,676,12,144,1.0,0.0,1.0,0.0,8408,5794,0,0,100896,0.5210172496421214,0.08411856493985212,1424
1.0,42,1764,14,196,1.0,0.0,1.0,0.0,0,0,1,1,0,0.4425983207035994,-0.230623494327488,13167
1.0,29,841,10,100,1.0,0.0,0.0,1.0,0,4398,0,1,0,0.931833659762957,2.615203424002905,0
1.0,46,2116,8,64,1.0,0.0,0.0,1.0,3165,2594,0,0,25320,0.49910955226397713,-0.0035617947096106013,0
1.0,19,361,10,100,0.0,0.0,0.0,1.0,0,5324,0,1,0,0.8841726098943116,2.032551237058003,13829
1.0,21,441,12,144,0.0,0.0,0.0,0.0,3670,334,0,0,44040,0.9087222427576697,2.2981323487969525,12558
1.0,23,529,12,144,0.0,1.0,0.0,0.0,9385,1117,0,0,112620,0.7975194749099064,1.3708625447834302,559
1.0,38,1444,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.918231890347164,2.4185626525358197,0
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,13602,13830,0,0,122418,0.048728837021513566,-2.971528165664205,12803
1.0,38,1444,12,144,0.0,0.0,0.0,0.0,0,0,1,1,0,0.8619773285750861,1.8318110120092697,4941
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9303532005440419,2.592127552225087,14581
1.0,27,729,12,144,1.0,0.0,1.0,0.0,3670,334,0,0,44040,0.9217978438700999,2.4670287220758316,0
0.0,24,576,12,144,1.0,0.0,0.0,0.0,783,0,1,0,9396,0.9529687568138504,3.0087699895769324,10344
0.0,31,961,14,196,0.0,0.0,1.0,0.0,0,0,1,1,0,0.8432126595499435,1.682328823640898,0
0.0,23,529,9,81,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9885334414069116,4.456787621850134,218
0.0,29,841,11,121,1.0,0.0,1.0,1.0,783,0,1,0,8613,0.9685023155809883,3.4258368411163547,23643
0.0,22,484,11,121,1.0,0.0,0.0,1.0,2351,0,1,0,25861,0.961708796954717,3.2234915146696634,879
0.0,25,625,8,64,0.0,0.0,1.0,1.0,5877,0,1,0,47016,0.9755845202231157,3.6878194510587754,8866
0.0,41,1681,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9424122973718134,2.7951338129361503,0
0.0,37,1369,10,100,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9512284563396831,2.9706072401192163,0
0.0,26,676,10,100,1.0,0.0,1.0,1.0,8816,0,1,0,88160,0.9361612616348396,2.685427559213338,7388
0.0,20,400,8,64,1.0,0.0,0.0,1.0,2938,1838,0,0,23504,0.9692993362650077,3.4522892023495317,1226
0.0,29,841,10,100,1.0,0.0,1.0,1.0,10384,7304,0,0,103840,0.5005322775527467,0.0021291110152780296,11501
0.0,31,961,9,81,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9849144076586968,4.178814602870621,0
0.0,30,900,9,81,1.0,0.0,0.0,1.0,1959,162,0,0,17631,0.9807019880897075,3.9282665488356194,16809
0.0,45,2025,7,49,1.0,0.0,1.0,1.0,0,0,1,1,0,0.8785871427445748,1.9791183164189636,11821
0.0,25,625,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9756490444282345,3.6905318441676105,3694
0.0,25,625,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9591677992260124,3.1565950279167505,0
0.0,27,729,12,144,1.0,0.0,1.0,0.0,6855,0,1,0,82260,0.8945293428645883,2.137864923247863,8275
0.0,36,1296,9,81,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9714704661867857,3.5278710432748572,0
0.0,20,400,12,144,1.0,0.0,0.0,0.0,2351,4475,0,0,28212,0.7564775446384783,1.1334636921459162,17732
0.0,37,1369,13,169,0.0,0.0,1.0,0.0,0,0,1,1,0,0.8108274859611315,1.4553959423789251,0
0.0,23,529,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9745095998284342,3.643632452504879,0
0.0,23,529,11,121,1.0,0.0,0.0,1.0,0,0,1,1,0,0.9745095998284342,3.643632452504879,0
0.0,22,484,9,81,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9870247034004955,4.331647779797446,16846
0.0,21,441,8,64,1.0,0.0,0.0,1.0,0,895,0,1,0,0.9875722213405441,4.375315448091668,2305
0.0,40,1600,7,49,0.0,0.0,1.0,1.0,0,0,1,1,0,0.964600213180226,3.3050079305572937,8866
0.0,24,576,8,64,1.0,0.0,1.0,1.0,4898,5370,0,0,39184,0.8982930585982829,2.178400806511251,8127
0.0,27,729,13,169,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9251656710175522,2.5146961019643794,28076
0.0,41,1681,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9424122973718134,2.7951338129361503,7093
0.0,30,900,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9485045893246578,2.9133939372724416,0
0.0,28,784,7,49,1.0,0.0,1.0,1.0,5877,8142,0,0,41139,0.7853728569422184,1.2972562777186782,1477
0.0,25,625,14,196,0.0,0.0,0.0,0.0,6857,1790,0,0,95998,0.6291552653212834,0.5285946008465259,0
0.0,22,484,11,121,1.0,0.0,1.0,1.0,4449,6187,0,0,48939,0.7124632731049247,0.9073777664942181,14570
0.0,22,484,11,121,1.0,0.0,0.0,1.0,11069,5191,0,0,121759,0.5664870212779943,0.2675324346859914,9605
0.0,21,441,12,144,0.0,0.0,0.0,0.0,0,0,1,1,0,0.9500404822655598,2.9452915644206348,0
0.0,32,1024,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9389964038260522,2.7338788333028305,0
0.0,23,529,9,81,0.0,0.0,1.0,1.0,9012,0,1,0,81108,0.9452987006656124,2.8496134999359812,14777
0.0,40,1600,7,49,0.0,0.0,1.0,1.0,0,0,1,1,0,0.964600213180226,3.3050079305572937,8866
0.0,26,676,12,144,0.0,0.0,1.0,0.0,7406,0,1,0,88872,0.8834439795400176,2.0254558625784553,2955
0.0,33,1089,11,121,0.0,0.0,1.0,1.0,0,0,1,1,0,0.959058168053391,3.1537994016082727,0
0.0,40,1600,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9542847328090568,3.038529772671477,0
0.0,33,1089,11,121,0.0,0.0,1.0,1.0,0,0,1,1,0,0.959058168053391,3.1537994016082727,0
0.0,37,1369,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.881014553086509,2.002072953838365,0
0.0,40,1600,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9542847328090568,3.038529772671477,0
0.0,23,529,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9572909135955741,3.109695636254019,4728
0.0,19,361,11,121,1.0,0.0,0.0,1.0,1567,0,1,0,17237,0.9568780593445484,3.0996440321195,0
0.0,28,784,12,144,1.0,0.0,1.0,0.0,0,0,1,1,0,0.9561036019475834,3.081034009622795,0
0.0,29,841,10,100,0.0,0.0,1.0,1.0,7347,0,1,0,73470,0.9407477051963574,2.7648704800079917,0
0.0,20,400,8,64,1.0,0.0,0.0,1.0,1880,3652,0,0,15040,0.9552323490522904,3.0604688067879797,1018
0.0,26,676,12,144,0.0,0.0,1.0,0.0,0,71,0,1,0,0.9547290497486515,3.0487620307049297,0
0.0,22,484,12,144,1.0,0.0,1.0,0.0,1269,0,1,0,15228,0.9446619694973019,2.837366774578084,0
0.0,26,676,10,100,1.0,0.0,1.0,1.0,9404,4923,0,0,94040,0.7341101445154298,1.0155769321018502,17732
0.0,25,625,12,144,0.0,0.0,1.0,0.0,0,5729,0,1,0,0.7764325312313535,1.2449965083248242,26599
0.0,23,529,12,144,0.0,0.0,1.0,0.0,10775,5370,0,0,129300,0.4480602803477122,-0.2085110590745588,11821
0.0,31,961,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9443661754562397,2.8317226172745045,0
0.0,32,1024,11,121,1.0,0.0,1.0,1.0,6524,0,1,0,71764,0.9112586675126584,2.3291010334795215,930
0.0,31,961,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9443661754562397,2.8317226172745045,0
0.0,20,400,10,100,0.0,0.0,0.0,1.0,1381,3523,0,0,13810,0.9214135645439084,2.4617098664128374,9309
0.0,29,841,13,169,0.0,0.0,0.0,0.0,7958,0,1,0,103454,0.802482059417188,1.4018800802782379,0
0.0,26,676,14,196,0.0,0.0,0.0,0.0,0,0,1,1,0,0.8758361982996266,1.9535774098782084,0
0.0,33,1089,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9321290134683984,2.619862585357414,0
0.0,41,1681,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9424122973718134,2.7951338129361503,0
0.0,25,625,9,81,1.0,0.0,1.0,1.0,5877,6266,0,0,52893,0.8127250059689913,1.4678147133280364,12560
0.0,24,576,11,121,1.0,0.0,1.0,1.0,5427,0,1,0,59697,0.9438410000110572,2.8217707666732044,1329
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9234147421766071,2.4896738734382606,0
0.0,29,841,10,100,1.0,0.0,0.0,1.0,2037,2685,0,0,20370,0.943565875345641,2.816592159957507,0
0.0,21,441,12,144,1.0,0.0,0.0,0.0,1959,5460,0,0,23508,0.7218862872051213,0.9538375606555054,1152
0.0,46,2116,9,81,0.0,1.0,1.0,1.0,0,0,1,1,0,0.7346157528694159,1.018168812362304,0
0.0,27,729,15,225,0.0,0.0,1.0,0.0,4702,0,1,0,70530,0.6700598353001774,0.7084556958868209,0
0.0,41,1681,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9424122973718134,2.7951338129361503,0
0.0,42,1764,8,64,0.0,0.0,1.0,1.0,1763,0,1,0,14104,0.9003165174368157,2.200746395677708,8866
0.0,22,484,9,81,1.0,0.0,0.0,1.0,3134,4345,0,0,28206,0.9219344824766477,2.4689257184493503,13299
0.0,25,625,10,100,1.0,0.0,1.0,1.0,12696,8951,0,0,126960,0.312685985418266,-0.7875918232162946,14777
0.0,41,1681,9,81,0.0,0.0,1.0,1.0,11951,12890,0,0,107559,0.02493070037400221,-3.6664085542484357,8718
0.0,25,625,11,121,1.0,0.0,1.0,1.0,14694,6624,0,0,161634,0.3413424968396901,-0.6573173145559006,7107
0.0,26,676,12,144,0.0,0.0,1.0,0.0,13714,716,0,0,164568,0.7137129565373632,0.9134859038786334,22904
0.0,25,625,10,100,1.0,0.0,1.0,1.0,4702,4282,0,0,47020,0.8768053737917232,1.962519613334471,4947
0.0,27,729,12,144,0.0,0.0,1.0,0.0,3526,0,1,0,42312,0.9274188968265626,2.547700746800662,5910
0.0,45,2025,9,81,1.0,0.0,1.0,1.0,0,0,1,1,0,0.8006117557468275,1.3901222299326026,0
0.0,42,1764,8,64,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9265977794897511,2.535565389227082,0
0.0,27,729,13,169,1.0,0.0,1.0,0.0,6857,4096,0,0,89141,0.5846536766959531,0.3419069800762202,24514
0.0,26,676,8,64,0.0,0.0,1.0,1.0,8150,7447,0,0,65200,0.7117110154032281,0.9037085559921912,9900
0.0,22,484,11,121,0.0,0.0,1.0,1.0,6442,5818,0,0,70862,0.6629739759854576,0.6765755875422506,2216
0.0,27,729,12,144,1.0,0.0,1.0,0.0,9067,5370,0,0,108804,0.5276675754741555,0.11078346658510455,6649
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.9234147421766071,2.4896738734382606,0
0.0,19,361,11,121,0.0,0.0,0.0,1.0,4114,4654,0,0,45254,0.7645263956147363,1.177657727526147,8570
0.0,45,2025,12,144,0.0,0.0,1.0,0.0,0,0,1,1,0,0.4975538745307642,-0.009784579939209155,22165
0.0,27,729,12,144,0.0,0.0,1.0,0.0,3722,254,0,0,44664,0.9192724415057503,2.432502522632419,1090
0.0,25,625,7,49,1.0,0.0,1.0,1.0,7131,10741,0,0,49917,0.5710582102825277,0.2861699274955247,8866
0.0,22,484,12,144,1.0,0.0,0.0,0.0,6583,4475,0,0,78996,0.6658005132379013,0.6892520155603119,0
0.0,21,441,13,169,0.0,0.0,0.0,0.0,0,692,0,1,0,0.8976111327257649,2.1709589487907373,2659
0.0,23,529,10,100,1.0,0.0,0.0,1.0,3918,7161,0,0,39180,0.7587192016654938,1.1456703571029583,6649
0.0,34,1156,11,121,1.0,0.0,0.0,1.0,11755,2148,0,0,129305,0.655073924752601,0.6414179720584545,15516
0.0,26,676,8,64,1.0,0.0,1.0,1.0,6857,3580,0,0,54856,0.918196506639171,2.4180914784133893,1994
0.0,21,441,11,121,0.0,0.0,0.0,1.0,11167,5370,0,0,122837,0.5197914177041961,0.07920705534222122,13151
0.0,27,729,17,289,0.0,0.0,1.0,0.0,0,0,1,1,0,0.4421577121243165,-0.23240965102063452,0
0.0,26,676,8,64,1.0,0.0,1.0,1.0,5681,4296,0,0,45448,0.9166209489097118,2.3972969349876294,7093
0.0,23,529,11,121,1.0,0.0,1.0,1.0,11755,5818,0,0,129305,0.49721854702499674,-0.011125926668315236,10048
0.0,30,900,12,144,0.0,0.0,1.0,0.0,1959,1790,0,0,23508,0.8848968798276123,2.039642694528421,1477
0.0,33,1089,12,144,0.0,0.0,1.0,0.0,2351,0,1,0,28212,0.9063182282452013,2.269486857724486,2770
0.0,23,529,12,144,0.0,0.0,1.0,0.0,11755,0,1,0,141060,0.7981802445484917,1.3749594429866532,17732
0.0,20,400,8,64,0.0,0.0,0.0,1.0,5681,3584,0,0,45448,0.9136037418551962,2.3584525682563195,7240
0.0,31,961,9,81,1.0,0.0,0.0,1.0,17437,13427,0,0,156933,0.04875893750004358,-2.9708789996249356,11326
0.0,29,841,14,196,0.0,0.0,1.0,0.0,0,0,1,1,0,0.8617020326145146,1.8294989996630326,0
0.0,40,1600,10,100,0.0,1.0,1.0,1.0,0,0,1,1,0,0.9123421432009005,2.342573831065084,0
0.0,38,1444,11,121,0.0,0.0,1.0,1.0,0,0,1,1,0,0.9122267018171167,2.341131202275111,0
