treat,age,agesq,education*,educsq,black,hispanic,married,nodegree,re74,re75,u75,u74,educ_re74,propensity_score,propensity_logit,re78
1.0,21,441,9,81,1.0,0.0,0.0,1.0,6416,5749,0,0,57744,0.8883438232661263,2.0739345573691597,743
1.0,22,484,12,144,1.0,0.0,0.0,0.0,5605,936,0,0,67260,0.9745240745828952,3.6442153182613075,0
1.0,17,289,10,100,1.0,0.0,0.0,1.0,1291,5793,0,0,12910,0.7670603550314097,1.1917861024715544,5522
1.0,27,729,13,169,0.0,0.0,1.0,0.0,9381,853,0,0,121953,0.9645076867721987,3.30230165776915,0
1.0,33,1089,11,121,1.0,0.0,0.0,1.0,0,7867,0,1,0,0.7534091856337044,1.116878146510144,6281
1.0,46,2116,13,169,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9035049818415627,2.236790242242369,647
1.0,33,1089,12,144,1.0,0.0,1.0,0.0,20279,10941,0,0,243348,0.03890817092570722,-3.2068656820824826,15952
1.0,22,484,12,144,0.0,0.0,0.0,0.0,6759,8455,0,0,81108,0.17352082204219935,-1.560877119953536,12590
1.0,29,841,12,144,1.0,0.0,0.0,0.0,10881,1817,0,0,130572,0.9707720014945543,3.5029645299894128,0
1.0,22,484,10,100,1.0,0.0,1.0,1.0,1468,5588,0,0,14680,0.9206008822236396,2.450539332634034,13228
1.0,18,324,12,144,1.0,0.0,0.0,0.0,0,0,1,1,0,0.9778808808336582,3.788945508706681,2321
1.0,25,625,12,144,1.0,0.0,0.0,0.0,14426,2409,0,0,173112,0.9286407270617275,2.5659946336126334,0
1.0,31,961,9,81,1.0,0.0,0.0,1.0,10717,5517,0,0,96453,0.9297025966090607,2.582129884394661,9558
1.0,29,841,12,144,1.0,0.0,0.0,0.0,9748,4878,0,0,116976,0.820243345961296,1.5179970453882101,10976
1.0,19,361,10,100,1.0,0.0,0.0,1.0,4121,6056,0,0,41210,0.7671764166060312,1.1924357695669945,0
1.0,25,625,13,169,1.0,0.0,0.0,0.0,12362,3090,0,0,160706,0.8327313807325317,1.605110099275727,0
1.0,24,576,12,144,1.0,0.0,0.0,0.0,13765,2842,0,0,165180,0.8989271989564819,2.1853609915673635,6167
1.0,19,361,11,121,0.0,1.0,1.0,1.0,5424,5463,0,0,59664,0.6687197933114746,0.7024005651640616,6788
1.0,29,841,10,100,0.0,1.0,0.0,1.0,0,8853,0,1,0,0.7653446085525761,1.182208182565824,5112
1.0,22,484,12,144,0.0,1.0,1.0,0.0,492,7055,0,0,5904,0.4411482212635619,-0.2365033620623664,10092
1.0,26,676,12,144,1.0,0.0,1.0,0.0,8408,5794,0,0,100896,0.6820289306536034,0.7631116755135434,1424
1.0,42,1764,14,196,1.0,0.0,1.0,0.0,0,0,1,1,0,0.8969382770023665,2.163658988060688,13167
1.0,19,361,10,100,0.0,0.0,0.0,1.0,0,5324,0,1,0,0.8941672961079072,2.134033307607576,13829
1.0,23,529,12,144,0.0,1.0,0.0,0.0,9385,1117,0,0,112620,0.9672214123400332,3.3846519505692525,559
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,13602,13830,0,0,122418,0.026474353835596983,-3.6047476841511217,12803
0.0,36,1296,8,64,1.0,0.0,1.0,1.0,0,5481,0,1,0,0.9902296359948674,4.618583148986574,8001
0.0,38,1444,8,64,1.0,0.0,1.0,1.0,6722,5872,0,0,53776,0.9456832030145834,2.857074116579458,8148
0.0,38,1444,8,64,0.0,1.0,1.0,1.0,1052,4148,0,0,8416,0.9930988873055466,4.969147584815384,23231
0.0,33,1089,8,64,0.0,0.0,1.0,1.0,6792,4767,0,0,54336,0.9810506865028208,3.9468564226187652,10655
0.0,39,1521,7,49,0.0,1.0,1.0,1.0,603,5746,0,0,4221,0.9868669984794921,4.319407014659187,7645
0.0,30,900,8,64,0.0,0.0,1.0,1.0,3050,5329,0,0,24400,0.9863368923093322,4.279298640769964,13664
0.0,31,961,9,81,0.0,0.0,0.0,1.0,0,5394,0,1,0,0.9858042832058848,4.240517554276125,10388
0.0,21,441,8,64,0.0,0.0,1.0,1.0,88,7607,0,0,704,0.9084041615154084,2.2943035521124053,10282
0.0,27,729,7,49,0.0,0.0,1.0,1.0,8383,4112,0,0,58681,0.985666440045006,4.230714363553205,9800
0.0,32,1024,8,64,0.0,0.0,0.0,1.0,7186,6149,0,0,57488,0.9520298104614646,2.9880165811159025,8414
0.0,27,729,10,100,0.0,0.0,0.0,1.0,12349,5865,0,0,123490,0.8200808687863381,1.5168954769642347,9297
0.0,19,361,8,64,0.0,1.0,0.0,1.0,0,4431,0,1,0,0.9830246239501386,4.058870343272467,8823
0.0,31,961,10,100,0.0,0.0,1.0,1.0,6099,4260,0,0,60990,0.9708464827625906,3.5055927881274975,11756
0.0,29,841,10,100,0.0,0.0,1.0,1.0,713,4542,0,0,7130,0.9807481205757241,3.930706980376546,7781
0.0,34,1156,7,49,0.0,1.0,1.0,1.0,6896,5404,0,0,48272,0.9773088767706308,3.7628289494130973,8396
0.0,25,625,10,100,0.0,0.0,1.0,1.0,4335,5181,0,0,43350,0.939294661216552,2.739097585398273,12418
0.0,16,256,9,81,0.0,0.0,0.0,1.0,1534,4115,0,0,13806,0.9289408469793357,2.5705323916134826,8016
0.0,35,1225,10,100,1.0,0.0,1.0,1.0,12842,6939,0,0,128420,0.6934292635469536,0.8162007188174051,8368
0.0,40,1600,7,49,0.0,1.0,1.0,1.0,7116,4355,0,0,49812,0.975916574165014,3.7018532262536272,9959
0.0,33,1089,9,81,0.0,0.0,1.0,1.0,6177,4749,0,0,55593,0.9746466334334066,3.6491634534219197,10072
0.0,30,900,11,121,1.0,0.0,1.0,1.0,356,3947,0,0,3916,0.9757973724532747,3.696793751088174,7329
0.0,18,324,10,100,0.0,0.0,0.0,1.0,0,5465,0,1,0,0.8567642275168372,1.7886707358246585,11419
0.0,19,361,10,100,0.0,0.0,0.0,1.0,1347,4681,0,0,13470,0.9141342710843383,2.3651926810817616,15569
0.0,18,324,10,100,0.0,0.0,1.0,1.0,4518,3983,0,0,45180,0.8990176633758719,2.186357065445201,14363
0.0,26,676,8,64,0.0,1.0,0.0,1.0,3168,5872,0,0,25344,0.9752318976556446,3.6731186569478123,11136
0.0,35,1225,7,49,0.0,0.0,1.0,1.0,5983,5992,0,0,41881,0.9701494321392629,3.481246249916235,8795
0.0,36,1296,9,81,0.0,0.0,1.0,1.0,10572,5822,0,0,95148,0.8862282492695344,2.0527802803484017,12909
0.0,34,1156,11,121,0.0,0.0,1.0,1.0,0,4010,0,1,0,0.9722823405905662,3.5575765022720867,18133
0.0,31,961,13,169,0.0,0.0,1.0,0.0,12165,4103,0,0,158145,0.7677892520724153,1.1958699285622125,22773
0.0,28,784,9,81,0.0,0.0,0.0,1.0,7505,4896,0,0,67545,0.9646873833511579,3.3075637815464387,9919
0.0,27,729,7,49,0.0,0.0,1.0,1.0,9447,8421,0,0,66129,0.7526694547432772,1.112900478410606,25564
0.0,25,625,10,100,0.0,0.0,1.0,1.0,8656,5147,0,0,86560,0.9034549532311711,2.2362165453969043,10666
0.0,35,1225,12,144,0.0,0.0,1.0,0.0,13093,11293,0,0,157116,0.03882731994360575,-3.209029959602889,14041
0.0,39,1521,12,144,0.0,0.0,1.0,0.0,16714,7793,0,0,200568,0.17349848024776204,-1.5610329160704184,25564
0.0,27,729,7,49,0.0,0.0,1.0,1.0,5513,6108,0,0,38591,0.9706804023033785,3.4997411154734435,15089
0.0,29,841,8,64,0.0,0.0,1.0,1.0,9169,6352,0,0,73352,0.920478104592197,2.448860816285871,20575
0.0,33,1089,11,121,0.0,0.0,1.0,1.0,0,4175,0,1,0,0.9705873299185032,3.496475846357693,13398
0.0,37,1369,10,100,0.0,0.0,1.0,1.0,9132,4568,0,0,91320,0.9290324847333565,2.5719214647365463,9940
0.0,17,289,9,81,0.0,0.0,0.0,1.0,1146,4520,0,0,10314,0.9339109095010831,2.648377359872183,11904
0.0,42,1764,12,144,0.0,0.0,1.0,0.0,0,3931,0,1,0,0.8211198961184563,1.5239533647754926,14518
0.0,28,784,12,144,0.0,0.0,0.0,0.0,8256,5279,0,0,99072,0.7689382373863138,1.2023256053810856,21602
0.0,17,289,11,121,0.0,0.0,0.0,1.0,197,4065,0,0,2167,0.8316708322900251,1.597515334246848,14676
0.0,37,1369,10,100,0.0,0.0,1.0,1.0,9933,4984,0,0,99330,0.8998227364465492,2.195256532162961,10562
0.0,23,529,13,169,0.0,0.0,1.0,0.0,5450,4189,0,0,70850,0.6690121962973196,0.7037207627222904,14914
0.0,32,1024,12,144,0.0,0.0,1.0,0.0,16158,4706,0,0,193896,0.7636698156389881,1.1729056037756826,12204
0.0,19,361,12,144,0.0,0.0,0.0,0.0,10523,5188,0,0,126276,0.44246989045880303,-0.23114409204955313,15765
0.0,18,324,12,144,0.0,0.0,0.0,0.0,3608,3965,0,0,43296,0.6820879341362893,0.7633837631160442,19941
0.0,27,729,7,49,0.0,0.0,1.0,1.0,10196,6638,0,0,71372,0.8957403876500886,2.1507665638406057,12117
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,6643,4019,0,0,79716,0.8946086495093847,2.1387057904460005,25564
0.0,19,361,8,64,0.0,0.0,1.0,1.0,3405,4475,0,0,27240,0.9661556061355135,3.3515515355556733,17333
0.0,53,2809,10,100,0.0,0.0,1.0,1.0,9498,7034,0,0,94980,0.026426154434916273,-3.606619459650729,13666
