treat,age,agesq,education,educsq,black,hispanic,married,nodegree,re75,u75,propensity_score,propensity_logit,re78
1.0,49,2401,8,64,0.0,0.0,1.0,1.0,7285,0,0.4324931547123199,-0.2716863124718143,16717
1.0,22,484,11,121,1.0,0.0,0.0,1.0,606,0,0.4523331355998309,-0.19124825639072907,317
1.0,18,324,12,144,0.0,1.0,0.0,0.0,535,0,0.46358891320642204,-0.14590262347379995,1115
1.0,29,841,14,196,1.0,0.0,0.0,0.0,679,0,0.40592983781842434,-0.38081709912535705,17814
1.0,22,484,12,144,0.0,0.0,0.0,0.0,8455,0,0.4793408522647259,-0.08268366494118376,12590
1.0,46,2116,13,169,1.0,0.0,0.0,0.0,0,1,0.48721320298850923,-0.0511583426589315,647
1.0,24,576,15,225,1.0,0.0,0.0,0.0,13008,0,0.4572368259338558,-0.17147160593216437,14683
1.0,24,576,10,100,1.0,0.0,0.0,1.0,2421,0,0.31662593814341267,-0.7693213131396733,1660
1.0,38,1444,9,81,0.0,0.0,0.0,1.0,0,1,0.48771878210239605,-0.04913475439680033,6408
1.0,20,400,12,144,0.0,0.0,1.0,0.0,8644,0,0.47761659066582185,-0.08959351985918369,11656
1.0,24,576,10,100,1.0,0.0,0.0,1.0,0,1,0.40635294642411846,-0.379062848740688,0
1.0,22,484,11,121,1.0,0.0,0.0,1.0,12170,0,0.4616544250967053,-0.15368407292278952,8408
1.0,23,529,12,144,1.0,0.0,0.0,0.0,7841,0,0.4630742546645244,-0.1479723896326794,7947
1.0,31,961,11,121,1.0,0.0,1.0,1.0,0,1,0.3319773284224762,-0.6992554337473685,14509
1.0,44,1936,11,121,1.0,0.0,0.0,1.0,0,1,0.5190278886124701,0.07614832906482043,0
1.0,23,529,10,100,1.0,0.0,0.0,1.0,2217,0,0.44113874433741745,-0.23654180241018433,0
1.0,26,676,12,144,1.0,0.0,0.0,0.0,0,1,0.43002046567392427,-0.2817676533473687,10747
1.0,22,484,12,144,0.0,1.0,1.0,0.0,7055,0,0.5515704017531571,0.20701778798522483,10092
1.0,18,324,11,121,1.0,0.0,0.0,1.0,851,0,0.5004404154687826,0.0017616623307335113,0
1.0,21,441,8,64,1.0,0.0,0.0,1.0,3695,0,0.4424692145337607,-0.23114683202427386,4279
1.0,19,361,10,100,1.0,0.0,0.0,1.0,3473,0,0.34415807941093474,-0.6448187002015393,5861
1.0,32,1024,11,121,1.0,0.0,0.0,1.0,0,1,0.5536368847301452,0.21537624855578716,8472
1.0,24,576,11,121,1.0,0.0,1.0,1.0,1666,0,0.4236850952674135,-0.3076637414570362,4032
1.0,29,841,13,169,1.0,0.0,0.0,0.0,0,1,0.44904980647083387,-0.20451060305598892,7479
1.0,28,784,9,81,1.0,0.0,0.0,1.0,0,1,0.5712319951935976,0.2868794321350481,10694
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.47247249160575744,-0.11022148618998547,11965
1.0,19,361,9,81,0.0,0.0,0.0,1.0,0,1,0.41429938340741024,-0.3462199050332872,13188
1.0,18,324,10,100,1.0,0.0,0.0,1.0,798,0,0.31662593814341267,-0.7693213131396733,9737
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.41011886227198374,-0.36347402946213375,3191
1.0,31,961,11,121,1.0,0.0,1.0,1.0,0,1,0.3495862291687588,-0.6208584781182024,8087
1.0,20,400,12,144,1.0,0.0,0.0,0.0,165,0,0.3014424056710049,-0.8404386576458448,0
1.0,17,289,9,81,1.0,0.0,0.0,1.0,375,0,0.4647870393554887,-0.14108540416981522,3621
1.0,22,484,9,81,1.0,0.0,0.0,1.0,0,1,0.4676386935661832,-0.12962643079689135,4056
1.0,37,1369,11,121,1.0,0.0,1.0,1.0,0,1,0.4187000037442477,-0.32811228629849004,9930
1.0,26,676,12,144,1.0,0.0,0.0,0.0,1088,0,0.4957676283980737,-0.016929890768251476,11460
1.0,23,529,12,144,1.0,0.0,1.0,0.0,0,1,0.5138546071581119,0.055432618603538396,5911
1.0,19,361,8,64,0.0,1.0,0.0,1.0,1862,0,0.4795622963595013,-0.08179638998338228,8774
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0,1,0.45850189646257167,-0.16637513627522874,0
1.0,25,625,9,81,1.0,0.0,0.0,1.0,1536,0,0.47796843458663785,-0.0881833623136069,1709
1.0,19,361,11,121,1.0,0.0,0.0,1.0,10224,0,0.38553210755522,-0.46613220013846207,11293
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,3058,0,0.4683554528580679,-0.1267475992772567,1294
1.0,19,361,9,81,1.0,0.0,0.0,1.0,0,1,0.309241947829608,-0.8036656476810556,8173
1.0,20,400,9,81,1.0,0.0,0.0,1.0,660,0,0.577008247592952,0.31050387932735585,12229
1.0,18,324,8,64,0.0,1.0,1.0,1.0,0,1,0.4626449702873791,-0.14969905435285583,2787
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,1,0.5720056310753008,0.29003879709132585,14581
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0,1,0.571143357780319,0.28651754679689756,11163
1.0,19,361,10,100,0.0,0.0,0.0,1.0,5324,0,0.47679506845148106,-0.09288645315633175,13829
1.0,27,729,10,100,1.0,0.0,0.0,1.0,3213,0,0.4726737665744508,-0.10941395650145401,2094
1.0,17,289,9,81,1.0,0.0,0.0,1.0,1253,0,0.42802827433989915,-0.28990030455225346,5445
1.0,19,361,10,100,1.0,0.0,0.0,1.0,6056,0,0.42515750026391724,-0.30163640064412767,0
1.0,18,324,12,144,1.0,0.0,0.0,0.0,562,0,0.40529782433623596,-0.3834385695413116,0
1.0,20,400,9,81,0.0,1.0,0.0,1.0,5875,0,0.42886549299772797,-0.28648141221265194,1358
1.0,20,400,12,144,1.0,0.0,0.0,0.0,6085,0,0.5531429351853249,0.21337766246790935,9750
1.0,27,729,12,144,1.0,0.0,1.0,0.0,7806,0,0.45437379571871445,-0.18301393587917877,2777
1.0,26,676,10,100,1.0,0.0,0.0,1.0,6788,0,0.4405657216719178,-0.23886642370407746,672
1.0,25,625,8,64,1.0,0.0,0.0,1.0,0,1,0.5273049409392359,0.1093285315999984,0
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0,1,0.4411670881545724,-0.23642683461719854,8061
1.0,27,729,9,81,1.0,0.0,1.0,1.0,934,0,0.4772523744921765,-0.09105335803227889,1773
1.0,17,289,9,81,1.0,0.0,0.0,1.0,1341,0,0.4403472076633903,-0.2397530537006874,1374
1.0,17,289,9,81,0.0,1.0,0.0,1.0,74,0,0.4135865205940037,-0.3491584047938667,6210
1.0,19,361,10,100,1.0,0.0,0.0,1.0,1374,0,0.4911322905417008,-0.03547455759446516,13278
1.0,29,841,12,144,1.0,0.0,0.0,0.0,4878,0,0.5167607506018034,0.06706813122537282,10976
1.0,19,361,12,144,1.0,0.0,0.0,0.0,2534,0,0.568706727520072,0.27657657859538193,4551
1.0,33,1089,8,64,1.0,0.0,0.0,1.0,0,1,0.45263223022016796,-0.19004097420437474,289
1.0,21,441,11,121,0.0,1.0,0.0,1.0,6658,0,0.4302905129907492,-0.28066596681689954,9381
1.0,24,576,11,121,1.0,0.0,0.0,1.0,9180,0,0.40796070477594915,-0.37240215180657293,0
1.0,17,289,10,100,0.0,1.0,0.0,1.0,2202,0,0.35428307174618917,-0.6002649848960778,4387
1.0,19,361,9,81,0.0,1.0,0.0,1.0,6511,0,0.43152810261201807,-0.2756192429293175,7913
1.0,21,441,12,144,0.0,0.0,0.0,0.0,0,1,0.40590017498753284,-0.38094010586471316,8048
1.0,25,625,11,121,1.0,0.0,0.0,1.0,0,1,0.44849212001192246,-0.20676501518010054,0
1.0,24,576,10,100,1.0,0.0,0.0,1.0,0,1,0.43442939163536687,-0.26380172118976924,0
1.0,31,961,9,81,0.0,1.0,0.0,1.0,0,1,0.46295258622009616,-0.1484617411582417,26817
1.0,40,1600,12,144,1.0,0.0,0.0,0.0,0,1,0.32675313478642687,-0.7229071291853162,10804
1.0,18,324,10,100,1.0,0.0,0.0,1.0,1784,0,0.5682074002837797,0.27454111370499923,11141
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0,1,0.2880266746778256,-0.9049873500189606,0
1.0,23,529,12,144,0.0,1.0,0.0,0.0,1117,0,0.4184914085599278,-0.32896938587627406,559
1.0,29,841,10,100,0.0,1.0,0.0,1.0,8853,0,0.5258024732872482,0.10330165822743188,5112
1.0,23,529,11,121,1.0,0.0,0.0,1.0,0,1,0.41489673927878,-0.3437586774538257,0
1.0,19,361,8,64,0.0,0.0,0.0,1.0,3416,0,0.4827697171688925,-0.06894843276366586,9251
1.0,18,324,11,121,1.0,0.0,0.0,1.0,214,0,0.4107061511640178,-0.36104695558501876,929
1.0,27,729,10,100,0.0,1.0,0.0,1.0,421,0,0.4700362460666358,-0.11999880438129415,3075
1.0,31,961,13,169,0.0,0.0,0.0,0.0,5498,0,0.3678918123540833,-0.5412716557030817,2329
1.0,23,529,9,81,1.0,0.0,0.0,1.0,1774,0,0.39680645752818666,-0.4187894618943402,11464
1.0,19,361,11,121,1.0,0.0,0.0,1.0,192,0,0.43060526429409535,-0.27938211912446775,661
1.0,17,289,9,81,1.0,0.0,0.0,1.0,0,1,0.42969970380665773,-0.2830764560483746,0
1.0,20,400,12,144,1.0,0.0,0.0,0.0,377,0,0.5290419319211408,0.11629863248863476,1652
1.0,18,324,8,64,1.0,0.0,0.0,1.0,0,1,0.36842665483152537,-0.5389724246877582,0
1.0,23,529,10,100,1.0,0.0,0.0,1.0,15709,0,0.5029249383743154,0.011699886959316237,5665
1.0,21,441,11,121,0.0,0.0,0.0,1.0,946,0,0.4158086431848512,-0.3400034328486612,11412
1.0,22,484,9,81,0.0,1.0,0.0,1.0,0,1,0.5085757033152689,0.03430617748298367,3595
1.0,25,625,12,144,1.0,0.0,0.0,0.0,2409,0,0.4081121035826445,-0.3717753524459907,0
1.0,28,784,8,64,1.0,0.0,0.0,1.0,0,1,0.42508852859555507,-0.3019186163587637,0
1.0,23,529,11,121,1.0,0.0,0.0,1.0,8959,0,0.5533750490675817,0.21431677324145218,1659
1.0,27,729,10,100,0.0,1.0,0.0,1.0,0,1,0.47991841748619557,-0.08036956283316807,11142
1.0,35,1225,10,100,1.0,0.0,0.0,1.0,0,1,0.40656123444525827,-0.3781994777025784,4666
1.0,23,529,10,100,1.0,0.0,1.0,1.0,936,0,0.44035500038289943,-0.2397214327950865,11233
1.0,46,2116,8,64,1.0,0.0,1.0,1.0,0,1,0.49181927824535143,-0.032725807425427064,3094
1.0,24,576,12,144,0.0,1.0,1.0,0.0,7212,0,0.45271114550032665,-0.1897224592281986,6485
1.0,33,1089,12,144,0.0,0.0,1.0,0.0,0,1,0.2880266746778256,-0.9049873500189606,12418
1.0,19,361,10,100,1.0,0.0,0.0,1.0,3213,0,0.3682429528945351,-0.5397619826849334,2975
1.0,21,441,9,81,1.0,0.0,0.0,1.0,5749,0,0.4370195575565835,-0.2532669411969354,743
1.0,18,324,10,100,0.0,1.0,0.0,1.0,2589,0,0.4606700845409923,-0.15764533666882566,0
1.0,21,441,13,169,1.0,0.0,0.0,0.0,0,1,0.4375635835823883,-0.2510560610692339,17094
1.0,17,289,10,100,1.0,0.0,0.0,1.0,5793,0,0.5737314644923144,0.2970919422428621,5522
1.0,19,361,11,121,1.0,0.0,0.0,1.0,532,0,0.5494455348059366,0.19843068202606096,0
1.0,43,1849,9,81,1.0,0.0,0.0,1.0,0,1,0.3493122714873725,-0.6220635645698629,0
1.0,25,625,12,144,1.0,0.0,0.0,0.0,5204,0,0.47013159787118136,-0.11961602686170775,0
1.0,27,729,12,144,1.0,0.0,0.0,0.0,4310,0,0.5077091976249699,0.030839234426809393,0
1.0,24,576,12,144,1.0,0.0,0.0,0.0,18154,0,0.40796070477594915,-0.37240215180657293,0
1.0,30,900,10,100,1.0,0.0,0.0,1.0,2615,0,0.4373655809754175,-0.25186065758132614,0
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0,1,0.4800123213505061,-0.07999334333722274,1254
1.0,24,576,11,121,1.0,0.0,0.0,1.0,0,1,0.37373336254154294,-0.5162336100710535,1991
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.43841405651242576,-0.24760102466345119,0
1.0,34,1156,11,121,0.0,1.0,0.0,1.0,4641,0,0.4488252968854943,-0.20541810621242967,2877
1.0,38,1444,12,144,0.0,0.0,0.0,0.0,0,1,0.3613864730230877,-0.5693515142134583,4941
1.0,30,900,11,121,1.0,0.0,0.0,1.0,1913,0,0.452612246304069,-0.19012163408230637,0
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.3966221077304533,-0.4195597297801029,2348
1.0,25,625,11,121,0.0,0.0,0.0,1.0,0,1,0.46297913786275763,-0.14835494871251934,18783
1.0,19,361,8,64,1.0,0.0,0.0,1.0,2657,0,0.5969148858757262,0.3926267925584158,9970
1.0,40,1600,11,121,1.0,0.0,0.0,1.0,0,1,0.5744743236895794,0.30013011292528613,23005
1.0,41,1681,9,81,1.0,0.0,1.0,1.0,5783,0,0.32626676217441347,-0.7251189073611973,0
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,1,0.42409157657590213,-0.3059992465437268,0
1.0,19,361,9,81,0.0,1.0,0.0,1.0,3276,0,0.35194815132507107,-0.6104868391617938,14271
1.0,18,324,12,144,1.0,0.0,0.0,0.0,0,1,0.4441207784709139,-0.22445449416394905,2321
1.0,28,784,11,121,1.0,0.0,0.0,1.0,6871,0,0.5342769677329792,0.13732326459548164,0
1.0,20,400,11,121,1.0,0.0,0.0,1.0,696,0,0.44120058850374155,-0.236290952976818,0
1.0,26,676,11,121,0.0,0.0,0.0,1.0,4676,0,0.3539048247226754,-0.6019188028115161,1973
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.5731518920207554,0.29472253271990895,16218
1.0,18,324,8,64,1.0,0.0,0.0,1.0,1199,0,0.4479593435581776,-0.2089192192285093,0
1.0,17,289,11,121,1.0,0.0,0.0,1.0,8497,0,0.5384129423077678,0.15395513963089769,9017
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.3458259121357014,-0.6374380011082598,0
1.0,46,2116,8,64,1.0,0.0,0.0,1.0,2594,0,0.3303197423510479,-0.7067392695066635,0
1.0,18,324,9,81,0.0,1.0,0.0,1.0,1713,0,0.4585242814365758,-0.16628497565441402,8836
1.0,19,361,11,121,1.0,0.0,0.0,1.0,2615,0,0.5691895915682171,0.27854547428167886,4146
1.0,27,729,10,100,1.0,0.0,0.0,1.0,3550,0,0.3749811315033126,-0.5109061301620523,0
1.0,26,676,11,121,1.0,0.0,0.0,1.0,0,1,0.571702799152031,0.28880192534221955,17230
1.0,22,484,9,81,1.0,0.0,0.0,1.0,3836,0,0.3131817496582949,-0.7852860098265216,3462
1.0,25,625,10,100,0.0,0.0,0.0,1.0,4712,0,0.45941432343977173,-0.16270066969304167,6103
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,13830,0,0.5350420500234427,0.14039837064162944,12803
1.0,20,400,11,121,1.0,0.0,0.0,1.0,6426,0,0.420049983318136,-0.32256820959533977,16451
1.0,21,441,12,144,0.0,0.0,0.0,0.0,7390,0,0.43371756020339014,-0.2666994246725656,3557
1.0,21,441,12,144,1.0,0.0,0.0,0.0,807,0,0.4614085155631491,-0.15467356820785905,4350
1.0,23,529,8,64,0.0,0.0,1.0,1.0,1713,0,0.35652486786328114,-0.5904793885925027,4232
1.0,18,324,9,81,1.0,0.0,0.0,1.0,3287,0,0.40711515133563203,-0.3759041232235368,5010
1.0,27,729,11,121,1.0,0.0,0.0,1.0,14223,0,0.459515542979013,-0.16229311292215615,7661
1.0,22,484,10,100,1.0,0.0,1.0,1.0,5588,0,0.4153035536508635,-0.3420831100009398,13228
1.0,23,529,12,144,1.0,0.0,0.0,0.0,501,0,0.4857125905281067,-0.05716520012514657,671
1.0,20,400,11,121,1.0,0.0,0.0,1.0,1484,0,0.28012889200546764,-0.9438223534689397,6943
1.0,26,676,11,121,0.0,0.0,0.0,1.0,2226,0,0.39894171171565074,-0.4098765950379156,13385
1.0,27,729,12,144,1.0,0.0,0.0,0.0,357,0,0.4693198178756104,-0.12287509574406315,22163
0.0,31,961,14,196,0.0,0.0,1.0,0.0,20141,0,0.6020380144418633,0.41396410317883997,19653
0.0,53,2809,7,49,0.0,0.0,1.0,1.0,14322,0,0.4347874830341671,-0.2623444296848835,13299
0.0,19,361,11,121,1.0,0.0,0.0,1.0,8806,0,0.405941022944626,-0.380770717039176,9457
0.0,50,2500,11,121,0.0,0.0,1.0,1.0,1,1,0.30546723391312486,-0.8213968215795611,10344
0.0,42,1764,16,256,0.0,0.0,1.0,0.0,1,1,0.47583027224863955,-0.09675432005796035,1
0.0,48,2304,11,121,0.0,0.0,1.0,1.0,1,1,0.32197654138417386,-0.7447031970238656,11821
0.0,47,2209,8,64,0.0,0.0,1.0,1.0,33837,0,0.4694867626950177,-0.12220480647172449,38568
0.0,50,2500,14,196,0.0,0.0,1.0,0.0,1,1,0.3997602070515374,-0.4064643453140746,1
0.0,52,2704,10,100,0.0,0.0,1.0,1.0,12174,0,0.40970833980141935,-0.3651712138547037,23643
0.0,23,529,12,144,1.0,0.0,1.0,0.0,14322,0,0.539582745489394,0.1586629939763841,12294
0.0,50,2500,8,64,1.0,0.0,1.0,1.0,28913,0,0.4158976092159204,-0.33963719587198,31032
