treat,age,agesq,education,educsq,black,hispanic,married,nodegree,lnre74,lnre75,u75,u74,educ_re74,propensity_score,propensity_logit,re78
1.0,26,676,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4510947310546267,-0.19624851047837033,17230
1.0,29,841,12,144,1.0,0.0,0.0,0.0,9.294773427951013,7.504942068396171,0,0,130572,0.4377345122621522,-0.25036154624514106,1
1.0,26,676,11,121,1.0,0.0,1.0,1.0,0.0,7.238496840894365,0,1,0,0.4453928006389255,-0.21930352339257664,1460
1.0,21,441,12,144,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.43160033212453475,-0.27532480900497586,8048
1.0,23,529,12,144,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4858225634329909,-0.056724951793737086,5911
1.0,24,576,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.5142215576669354,0.05690157864361942,1
1.0,42,1764,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4208661898568661,-0.3192186121323543,2456
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,0.0,8.025516386489008,0,1,0,0.44458057894642383,-0.2225922234545447,1294
1.0,25,625,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.46783650539551846,-0.12883187537729227,1574
1.0,29,841,14,196,1.0,0.0,0.0,0.0,0.0,6.520621127558696,0,1,0,0.42461288997508917,-0.3038651423686999,17814
1.0,18,324,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43978767804399216,-0.24202379767377613,1
1.0,19,361,8,64,1.0,0.0,0.0,1.0,7.877017895622398,7.98514393119862,0,0,21088,0.42185133192896107,-0.31517808883611964,7535
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0.0,6.682108597449809,0,1,0,0.43730345436636175,-0.25211312981403255,9737
1.0,26,676,11,121,1.0,0.0,1.0,1.0,0.0,7.9208096792886,0,1,0,0.44779264869934005,-0.20959332460978233,26372
1.0,20,400,9,81,1.0,0.0,0.0,1.0,8.713253274320705,0.0,1,0,54747,0.46693545479938,-0.1324514790758019,8881
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4751741465750824,-0.09938513858942954,1
1.0,19,361,10,100,0.0,0.0,0.0,1.0,0.0,8.579980179515003,0,1,0,0.4556453281563888,-0.17788628696763387,13829
1.0,29,841,13,169,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4196672731162571,-0.32413941564769294,7479
1.0,46,2116,8,64,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.41039616398214596,-0.3623279001992636,3094
1.0,20,400,10,100,1.0,0.0,0.0,1.0,8.518192691749322,7.929126487306799,0,0,50050,0.508834730938374,0.035342602162998754,5615
1.0,20,400,9,81,0.0,1.0,0.0,1.0,9.414097209490205,8.67846133901236,0,0,110340,0.3651113461763904,-0.5532472701288399,1358
1.0,33,1089,12,144,1.0,0.0,1.0,0.0,9.917341146824665,9.30027247947679,0,0,243348,0.4186555341127151,-0.32829499814152907,15952
1.0,21,441,9,81,1.0,0.0,0.0,1.0,8.766550149546351,8.656781205623291,0,0,57744,0.4768052524159042,-0.0928456294079559,743
1.0,30,900,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4592914187082847,-0.16319555922589546,1
1.0,20,400,11,121,1.0,0.0,0.0,1.0,9.700024071988745,7.302496423727326,0,0,179498,0.40402321658956203,-0.3887293691814473,6943
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4453928006389255,-0.21930352339257664,1
1.0,19,361,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4833432099148098,-0.06665182425408638,8173
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0.0,5.932245187448011,0,1,0,0.4612210631045288,-0.1554278935804289,1652
1.0,23,529,12,144,1.0,0.0,0.0,0.0,8.743372131273969,8.019283792916793,0,0,75228,0.4360107681291546,-0.25736821830022943,8484
1.0,25,625,12,144,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4167921459234552,-0.33595600130530034,5587
1.0,27,729,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4062873931957968,-0.3793346011539397,1
1.0,21,441,12,144,0.0,0.0,0.0,0.0,8.207946941048617,5.811140992976701,0,0,44040,0.4556453281563888,-0.17788628696763387,12558
1.0,19,361,8,64,1.0,0.0,0.0,1.0,0.0,7.884952945759814,0,1,0,0.42825224972859893,-0.2889855075862909,9970
1.0,19,361,11,121,0.0,1.0,1.0,1.0,8.598588829620232,8.605753368395717,0,0,59664,0.4618590897118251,-0.1528605969659786,6788
1.0,24,576,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4313374516805959,-0.2763964629531484,1991
1.0,27,729,10,100,1.0,0.0,0.0,1.0,6.90875477931522,8.174702882469461,0,0,10010,0.4325975262271529,-0.2712610870858236,1
1.0,29,841,10,100,0.0,1.0,0.0,1.0,0.0,9.08851166361105,0,1,0,0.46407071748956663,-0.14396526775570562,5112
1.0,27,729,13,169,0.0,0.0,1.0,0.0,9.14644164612595,6.748759547491679,0,0,121953,0.48577951752821613,-0.05689727438108145,1
1.0,27,729,12,144,1.0,0.0,0.0,0.0,7.669961995473577,5.877735781779639,0,0,25716,0.39438053032945225,-0.42893559477685966,22163
1.0,23,529,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.43565993986488566,-0.2587950287146463,1
1.0,22,484,12,144,1.0,0.0,0.0,0.0,8.63141433550626,6.841615476477592,0,0,67260,0.4453928006389255,-0.21930352339257664,1
1.0,22,484,9,81,1.0,0.0,0.0,1.0,7.692569648067906,8.252185436003328,0,0,19728,0.4997365948029531,-0.0010536208856578467,3462
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4441478639650523,-0.22434478255907328,2348
1.0,29,841,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4313374516805959,-0.2763964629531484,9642
1.0,31,961,9,81,1.0,0.0,0.0,1.0,0.0,7.437206366871292,0,1,0,0.4384863538881414,-0.24730738549629516,10363
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4321966652844019,-0.2728943887017415,14581
1.0,46,2116,8,64,1.0,0.0,0.0,1.0,8.059908334578276,7.860956364876389,0,0,25320,0.4159403100351835,-0.3394614219752351,1
1.0,23,529,8,64,0.0,0.0,1.0,1.0,0.0,7.44600149832412,0,1,0,0.4377262126037218,-0.2503952679028212,4232
1.0,38,1444,12,144,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.40131586912832556,-0.3999853108103422,4941
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4384863538881414,-0.24730738549629516,1
1.0,24,576,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4855719095625162,-0.05772838838497511,995
1.0,25,625,11,121,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43617456401499516,-0.25670215352380243,18783
1.0,22,484,12,144,0.0,0.0,0.0,0.0,8.818630229100354,9.04251326133268,0,0,81108,0.403995124168375,-0.38884603895927183,12590
1.0,22,484,10,100,1.0,0.0,1.0,1.0,7.291656209174461,8.628376720376853,0,0,14680,0.4572369010247069,-0.17147130335548935,13228
1.0,17,289,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43210744408105606,-0.27325796824249193,1953
1.0,22,484,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.43617456401499516,-0.25670215352380243,18678
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4572369010247069,-0.17147130335548935,3191
1.0,17,289,10,100,1.0,0.0,0.0,1.0,7.1631723908466425,8.664405571096625,0,0,12910,0.45805349429521014,-0.16818132154221557,5522
1.0,27,729,11,121,1.0,0.0,0.0,1.0,7.698936199813447,7.888334500738654,0,0,24266,0.40589996820728635,-0.3809409633573918,1
1.0,19,361,10,100,1.0,0.0,0.0,1.0,8.323851131338817,8.708804795117285,0,0,41210,0.42580538807134743,-0.29898597765364143,1
1.0,42,1764,14,196,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.41514159460029804,-0.3427501220372033,20505
1.0,27,729,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4313374516805959,-0.2763964629531484,1
1.0,31,961,9,81,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0.44017773534214866,-0.24044075950417285,26817
1.0,19,361,10,100,1.0,0.0,0.0,1.0,0.0,5.953243334287785,0,1,0,0.44717998018673494,-0.21207133327490602,8124
1.0,20,400,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4632996257084548,-0.14706599203620901,3972
1.0,31,961,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.43053096423155846,-0.2796851630151162,8087
1.0,19,361,9,81,1.0,0.0,0.0,1.0,0.0,6.682108597449809,0,1,0,0.4889139946375788,-0.04435129007204934,17685
1.0,27,729,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.45805432501190413,-0.16817797512368743,549
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.42073250535669887,-0.31976711254588996,1
1.0,37,1369,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.39640459737043815,-0.4204687100851997,1067
1.0,27,729,9,81,1.0,0.0,1.0,1.0,0.0,6.839476438228843,0,1,0,0.4294263121658,-0.2841921644091164,1773
1.0,33,1089,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.461420034857559,-0.1546272149766718,289
1.0,41,1681,14,196,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.39206840447496805,-0.4386260424980441,5149
1.0,23,529,12,144,1.0,0.0,0.0,0.0,8.613593685702552,6.2166061010848646,0,0,66072,0.3756511298900734,-0.5080484322160291,671
1.0,17,289,9,81,1.0,0.0,0.0,1.0,7.447751280047908,7.133295954896068,0,0,15444,0.4458706686453785,-0.21736918024883234,5445
1.0,46,2116,13,169,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.444919789915294,-0.22121860744081784,647
1.0,18,324,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.44134894038003014,-0.23568924514015713,2321
1.0,29,841,12,144,1.0,0.0,0.0,0.0,9.184817414745098,8.492490578775866,0,0,116976,0.4242501844162543,-0.30534987959267795,10976
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.5227722499440222,0.0911520602940094,1
1.0,21,441,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42372763825055354,-0.30748951298481375,1
1.0,18,324,11,121,0.0,0.0,0.0,1.0,8.210124405164267,6.823286122355687,0,0,40458,0.42185133192896107,-0.31517808883611964,4321
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4230230396216787,-0.31037569093691036,9983
1.0,19,361,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42073250535669887,-0.31976711254588996,3228
1.0,22,484,11,121,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.48058147208319557,-0.07771319943929274,1048
1.0,18,324,8,64,0.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0.409067387235628,-0.36782208507123093,2787
1.0,32,1024,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4441801253260041,-0.22421410751403942,8472
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4481527631784045,-0.20813709955887014,1
1.0,23,529,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.5029715197292646,0.011886218857675835,1
1.0,29,841,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4193289635329711,-0.3255286664941847,1923
1.0,22,484,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4281747910788512,-0.28930186328760565,4056
1.0,26,676,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42302385639747736,-0.31037234451838236,9265
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.46294713518216307,-0.14848366569434168,16218
1.0,27,729,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4692008284456734,-0.12335285927413597,7506
1.0,28,784,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.41475741399715127,-0.34433263347235993,10694
1.0,30,900,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4384863538881414,-0.24730738549629516,590
1.0,33,1089,11,121,1.0,0.0,0.0,1.0,0.0,8.970432074329242,0,1,0,0.4453928006389255,-0.21930352339257664,6281
1.0,26,676,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.42302385639747736,-0.31037234451838236,10747
1.0,25,625,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43053096423155846,-0.2796851630151162,1
1.0,40,1600,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43247569420273313,-0.2717574516195421,23005
1.0,19,361,9,81,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.44626457848061807,-0.21577499276112397,13188
1.0,24,576,9,81,1.0,0.0,0.0,1.0,9.121946221213587,7.735433352499688,0,0,82386,0.43053096423155846,-0.2796851630151162,4849
1.0,38,1444,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.45326402459100573,-0.187491216956447,1
1.0,26,676,10,100,1.0,0.0,1.0,1.0,7.614312146452,0.0,1,0,20270,0.4100834547593659,-0.36362039097145393,1
1.0,18,324,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4176983157733208,-0.3322292318575647,1
1.0,25,625,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43851738652943784,-0.24718134822922344,1
1.0,27,729,12,144,1.0,0.0,1.0,0.0,8.207946941048617,5.811140992976701,0,0,44040,0.43972334503890503,-0.2422849205705908,1
1.0,31,961,9,81,1.0,0.0,0.0,1.0,9.279586544712997,8.61558951327243,0,0,96453,0.43972334503890503,-0.2422849205705908,9558
1.0,38,1444,9,81,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.46919507288124546,-0.12337596923565351,6408
1.0,19,361,11,121,1.0,0.0,0.0,1.0,7.742835955430749,7.869019376499023,0,0,25355,0.4486194935825018,-0.20625006967139564,4146
1.0,27,729,10,100,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.45108570624536387,-0.1962849584741515,18739
1.0,24,576,10,100,1.0,0.0,1.0,1.0,9.367600498174768,8.3133619511344,0,0,117030,0.45157643702236544,-0.19430325927814254,1
1.0,42,1764,14,196,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.42073250535669887,-0.31976711254588996,13167
1.0,44,1936,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4581971197197805,-0.1676027618454738,1
1.0,20,400,12,144,1.0,0.0,0.0,0.0,6.8966943316227125,5.10594547390058,0,0,11868,0.46294598449398466,-0.14848829386417567,1
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,9.517972119735584,9.534595424658804,0,0,122418,0.41465674282125525,-0.3447473873194862,12803
1.0,25,625,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.41288416072129613,-0.3520550704457476,1
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.47302743871916175,-0.10799508451861953,1
1.0,20,400,11,121,1.0,0.0,0.0,1.0,8.19891444498699,7.106606137727303,0,0,40007,0.4391245267371792,-0.24471587524468713,1085
1.0,24,576,11,121,1.0,0.0,1.0,1.0,6.714170529909472,7.418180822726788,0,0,9064,0.5202602847793556,0.08108553712704784,4032
1.0,27,729,10,100,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0.3840799924358896,-0.4722662527222057,11142
1.0,23,529,12,144,0.0,1.0,0.0,0.0,9.14686794902061,7.018401799069201,0,0,112620,0.4533039004460329,-0.18733030888073438,559
1.0,17,289,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4167977634217321,-0.3359328913437827,1
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4515756082646887,-0.1943066056966702,11965
1.0,18,324,11,121,1.0,0.0,0.0,1.0,6.754604099487962,5.365976015021851,0,0,9438,0.4196729014804842,-0.32411630568617544,929
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.40629296774534945,-0.37931149119242186,1
1.0,25,625,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4588157367126065,-0.1651111340407086,1
1.0,26,676,11,121,0.0,0.0,0.0,1.0,0.0,7.70796153183549,0,1,0,0.4677530438311283,-0.12916711243569626,13385
1.0,17,289,9,81,0.0,1.0,0.0,1.0,6.09807428216624,4.30406509320417,0,0,4005,0.4230230396216787,-0.31037569093691036,6210
1.0,37,1369,11,121,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4462588677272411,-0.21579810272264177,9930
1.0,22,484,9,81,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0.45271074946137174,-0.18972405768221798,3595
1.0,24,576,10,100,1.0,0.0,0.0,1.0,8.354674261918463,7.791935956938058,0,0,42500,0.44458057894642383,-0.2225922234545447,1660
1.0,28,784,10,100,1.0,0.0,0.0,1.0,0.0,7.950149887652018,0,1,0,0.449180708028156,-0.2039815170650344,3196
1.0,25,625,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.43426306628982986,-0.2644786947334469,485
1.0,29,841,10,100,1.0,0.0,0.0,1.0,0.0,8.388905171114706,0,1,0,0.39961804251751165,-0.407056851278811,1
1.0,33,1089,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4384855299462879,-0.2473107319148233,12418
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.46443405599474047,-0.1425044465835037,1254
1.0,22,484,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.44101451081726495,-0.23704573503691928,6456
1.0,18,324,9,81,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4151472056880275,-0.3427270120756857,4482
1.0,23,529,10,100,1.0,0.0,1.0,1.0,0.0,6.841615476477592,0,1,0,0.39640379667987213,-0.42047205650372843,11233
1.0,28,784,11,121,1.0,0.0,0.0,1.0,7.564757012905729,8.835064935031076,0,0,21219,0.4592252340267567,-0.16346206744327932,1
1.0,27,729,8,64,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4462588677272411,-0.21579810272264177,1
1.0,35,1225,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.4689413712505346,-0.12439467446701621,4666
1.0,40,1600,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4159403100351835,-0.3394614219752351,10804
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.5035466386472522,0.014186792526383728,11163
0.0,27,729,13,169,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.3907734586715442,-0.44406218509669354,28076
0.0,28,784,12,144,0.0,0.0,1.0,0.0,8.966611387052865,8.406261630708956,0,0,94044,0.44726865433839025,-0.2117126404378518,15663
0.0,20,400,13,169,0.0,0.0,0.0,0.0,8.966611387052865,9.769441741907062,0,0,101881,0.4227329773548124,-0.3115642164977676,2216
0.0,20,400,12,144,0.0,0.0,1.0,0.0,0.0,8.87640491500694,0,1,0,0.40142860723785523,-0.3995161015591934,1
0.0,22,484,14,196,1.0,0.0,1.0,0.0,9.732046586838385,9.958212452225377,0,0,235886,0.45738281106957307,-0.17088337731224426,24086
0.0,25,625,16,256,0.0,0.0,1.0,0.0,9.950561959922055,10.11480140809676,0,0,335424,0.45553569165109065,-0.1783283201066505,26229
0.0,49,2401,16,256,0.0,0.0,1.0,0.0,9.433803872101311,9.421654227536814,0,0,200064,0.44675102374481185,-0.21380668293416052,12560
0.0,25,625,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42302385639747736,-0.31037234451838236,3694
0.0,28,784,14,196,0.0,0.0,1.0,0.0,9.65975856761281,9.726571360400724,0,0,219436,0.4581897954387131,-0.1676322652322865,16254
0.0,27,729,16,256,0.0,0.0,1.0,0.0,9.862665558015872,9.780641722537284,0,0,307200,0.44692488694958754,-0.21310327824995448,1
0.0,28,784,14,196,1.0,0.0,1.0,0.0,9.37203396097417,0.0,1,0,164570,0.43612444181515403,-0.2569059660043251,25874
0.0,26,676,12,144,0.0,0.0,1.0,0.0,9.015298250772847,9.518266150905006,0,0,98736,0.44652310120718935,-0.21472887727521725,11969
0.0,26,676,12,144,1.0,0.0,0.0,0.0,9.201602306032898,9.281823473598047,0,0,118956,0.4544853527861468,-0.1825639698954162,15619
0.0,23,529,13,169,0.0,0.0,1.0,0.0,9.179674957665297,9.058703197313225,0,0,126074,0.435199074226411,-0.2606697569928699,23643
0.0,20,400,12,144,0.0,0.0,0.0,0.0,8.478660241699453,6.573680166960646,0,0,57732,0.42372488799146607,-0.30750077612262205,1
0.0,28,784,10,100,1.0,0.0,1.0,1.0,9.37203396097417,9.630168502920114,0,0,117550,0.48949785305890964,-0.042014767188166775,10639
0.0,36,1296,12,144,0.0,0.0,1.0,0.0,0.0,9.281823473598047,0,1,0,0.42301349537360095,-0.3104147948783217,1
0.0,28,784,15,225,1.0,0.0,1.0,0.0,9.65975856761281,9.1539816383068,0,0,235110,0.4428171620189018,-0.2297364829363139,31032
0.0,19,361,10,100,1.0,0.0,0.0,1.0,8.455743229100015,8.142354276849835,0,0,47020,0.45115482056098444,-0.1960058336389957,2364
0.0,24,576,12,144,1.0,0.0,1.0,0.0,8.833025307284364,9.569552095566886,0,0,82284,0.4376280593382924,-0.2507940770877426,26599
0.0,22,484,14,196,1.0,0.0,1.0,0.0,9.595194526180222,9.436040652072082,0,0,205716,0.4454537273103262,-0.2190568780556059,21397
0.0,29,841,11,121,1.0,0.0,1.0,1.0,6.663132695990803,0.0,1,0,8613,0.43170245395039586,-0.27490854330571285,23643
0.0,50,2500,10,100,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4858263442348855,-0.05670981642058107,1
0.0,48,2304,16,256,0.0,0.0,1.0,0.0,10.065223675720974,10.055092136668025,0,0,376176,0.5142331004483957,0.05694778718301805,39898
0.0,23,529,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42073250535669887,-0.31976711254588996,1
0.0,22,484,13,169,1.0,0.0,1.0,0.0,9.37203396097417,9.630168502920114,0,0,152815,0.44464186278455725,-0.22234404250764583,1
0.0,26,676,12,144,0.0,0.0,1.0,0.0,9.452109387413556,9.569552095566886,0,0,152820,0.46791373378859374,-0.1285216813134153,14925
0.0,27,729,16,256,0.0,0.0,1.0,0.0,9.65975856761281,9.569552095566886,0,0,250784,0.424813430536276,-0.30304437123339206,22165
0.0,33,1089,17,289,0.0,0.0,0.0,0.0,9.872822138225242,0.0,1,0,329732,0.4398105972655354,-0.2419307722373412,1539
0.0,22,484,12,144,0.0,0.0,1.0,0.0,8.273336598504486,9.641863014403636,0,0,47016,0.4216652079403602,-0.3159412729454429,39898
0.0,26,676,12,144,0.0,0.0,0.0,0.0,8.743372131273969,9.361944956108076,0,0,75228,0.4372761680079958,-0.2522240195735072,10344
0.0,55,3025,13,169,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0.4478417132684635,-0.20939490511095507,1
0.0,22,484,12,144,1.0,0.0,1.0,0.0,9.5117774096603,9.505022884072709,0,0,162216,0.4669553503789411,-0.13237154742219842,12560
0.0,28,784,12,144,0.0,0.0,1.0,0.0,9.52617248784431,9.518266150905006,0,0,164568,0.4752419975178362,-0.09911306591132497,19210
0.0,19,361,12,144,0.0,0.0,0.0,0.0,9.37203396097417,9.869672204041397,0,0,141060,0.45566361866191474,-0.1778125448826924,16254
0.0,22,484,13,169,0.0,0.0,0.0,0.0,8.833025307284364,8.742893471512136,0,0,89141,0.41971075597475516,-0.3239608780474821,17363
0.0,23,529,16,256,0.0,0.0,0.0,0.0,9.554355517768125,8.742893471512136,0,0,225696,0.4102754846645855,-0.362826656815495,2955
0.0,25,625,13,169,0.0,0.0,1.0,0.0,10.065223675720974,10.062881604686378,0,0,305643,0.5087674467116532,0.03507338184138427,26007
0.0,21,441,14,196,0.0,1.0,0.0,0.0,0.0,4.262679877041316,0,1,0,0.3653046082324017,-0.5524136371495261,3657
0.0,27,729,15,225,1.0,0.0,0.0,0.0,9.37203396097417,9.725795264125836,0,0,176325,0.41854047731084437,-0.32876775586022955,18442
0.0,21,441,13,169,1.0,0.0,0.0,0.0,9.810330054049878,9.958212452225377,0,0,236873,0.47689688488643955,-0.09247831218321173,21870
0.0,23,529,12,144,0.0,0.0,1.0,0.0,9.37203396097417,0.0,1,0,141060,0.4592242054418101,-0.16346620932864908,17732
0.0,23,529,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.40402321658956203,-0.3887293691814473,4728
