treat,age,agesq,education,educsq,black,hispanic,married,nodegree,re75,u75,propensity_score,propensity_logit,re78
1.0,32,1024,11,121,1.0,0.0,0.0,1.0,0,1,0.5536368847301452,0.21537624855578716,8472
1.0,24,576,11,121,1.0,0.0,1.0,1.0,1666,0,0.4236850952674135,-0.3076637414570362,4032
1.0,29,841,13,169,1.0,0.0,0.0,0.0,0,1,0.44904980647083387,-0.20451060305598892,7479
1.0,28,784,9,81,1.0,0.0,0.0,1.0,0,1,0.5712319951935976,0.2868794321350481,10694
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.47247249160575744,-0.11022148618998547,11965
1.0,19,361,9,81,0.0,0.0,0.0,1.0,0,1,0.41429938340741024,-0.3462199050332872,13188
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.41011886227198374,-0.36347402946213375,3191
1.0,17,289,9,81,1.0,0.0,0.0,1.0,375,0,0.4647870393554887,-0.14108540416981522,3621
1.0,22,484,9,81,1.0,0.0,0.0,1.0,0,1,0.4676386935661832,-0.12962643079689135,4056
1.0,37,1369,11,121,1.0,0.0,1.0,1.0,0,1,0.4187000037442477,-0.32811228629849004,9930
1.0,26,676,12,144,1.0,0.0,0.0,0.0,1088,0,0.4957676283980737,-0.016929890768251476,11460
1.0,23,529,12,144,1.0,0.0,1.0,0.0,0,1,0.5138546071581119,0.055432618603538396,5911
1.0,19,361,8,64,0.0,1.0,0.0,1.0,1862,0,0.4795622963595013,-0.08179638998338228,8774
1.0,20,400,12,144,1.0,0.0,0.0,0.0,0,1,0.45850189646257167,-0.16637513627522874,0
1.0,25,625,9,81,1.0,0.0,0.0,1.0,1536,0,0.47796843458663785,-0.0881833623136069,1709
1.0,19,361,11,121,1.0,0.0,0.0,1.0,10224,0,0.38553210755522,-0.46613220013846207,11293
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,3058,0,0.4683554528580679,-0.1267475992772567,1294
1.0,20,400,9,81,1.0,0.0,0.0,1.0,660,0,0.577008247592952,0.31050387932735585,12229
1.0,18,324,8,64,0.0,1.0,1.0,1.0,0,1,0.4626449702873791,-0.14969905435285583,2787
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,1,0.5720056310753008,0.29003879709132585,14581
1.0,18,324,10,100,1.0,0.0,0.0,1.0,0,1,0.571143357780319,0.28651754679689756,11163
1.0,19,361,10,100,0.0,0.0,0.0,1.0,5324,0,0.47679506845148106,-0.09288645315633175,13829
1.0,27,729,10,100,1.0,0.0,0.0,1.0,3213,0,0.4726737665744508,-0.10941395650145401,2094
1.0,17,289,9,81,1.0,0.0,0.0,1.0,1253,0,0.42802827433989915,-0.28990030455225346,5445
1.0,19,361,10,100,1.0,0.0,0.0,1.0,6056,0,0.42515750026391724,-0.30163640064412767,0
1.0,18,324,12,144,1.0,0.0,0.0,0.0,562,0,0.40529782433623596,-0.3834385695413116,0
1.0,20,400,9,81,0.0,1.0,0.0,1.0,5875,0,0.42886549299772797,-0.28648141221265194,1358
1.0,20,400,12,144,1.0,0.0,0.0,0.0,6085,0,0.5531429351853249,0.21337766246790935,9750
1.0,27,729,12,144,1.0,0.0,1.0,0.0,7806,0,0.45437379571871445,-0.18301393587917877,2777
1.0,26,676,10,100,1.0,0.0,0.0,1.0,6788,0,0.4405657216719178,-0.23886642370407746,672
1.0,25,625,8,64,1.0,0.0,0.0,1.0,0,1,0.5273049409392359,0.1093285315999984,0
1.0,17,289,8,64,1.0,0.0,0.0,1.0,0,1,0.4411670881545724,-0.23642683461719854,8061
1.0,27,729,9,81,1.0,0.0,1.0,1.0,934,0,0.4772523744921765,-0.09105335803227889,1773
1.0,17,289,9,81,1.0,0.0,0.0,1.0,1341,0,0.4403472076633903,-0.2397530537006874,1374
1.0,17,289,9,81,0.0,1.0,0.0,1.0,74,0,0.4135865205940037,-0.3491584047938667,6210
1.0,19,361,10,100,1.0,0.0,0.0,1.0,1374,0,0.4911322905417008,-0.03547455759446516,13278
1.0,29,841,12,144,1.0,0.0,0.0,0.0,4878,0,0.5167607506018034,0.06706813122537282,10976
1.0,19,361,12,144,1.0,0.0,0.0,0.0,2534,0,0.568706727520072,0.27657657859538193,4551
1.0,33,1089,8,64,1.0,0.0,0.0,1.0,0,1,0.45263223022016796,-0.19004097420437474,289
1.0,21,441,11,121,0.0,1.0,0.0,1.0,6658,0,0.4302905129907492,-0.28066596681689954,9381
1.0,24,576,11,121,1.0,0.0,0.0,1.0,9180,0,0.40796070477594915,-0.37240215180657293,0
1.0,19,361,9,81,0.0,1.0,0.0,1.0,6511,0,0.43152810261201807,-0.2756192429293175,7913
1.0,21,441,12,144,0.0,0.0,0.0,0.0,0,1,0.40590017498753284,-0.38094010586471316,8048
1.0,25,625,11,121,1.0,0.0,0.0,1.0,0,1,0.44849212001192246,-0.20676501518010054,0
1.0,24,576,10,100,1.0,0.0,0.0,1.0,0,1,0.43442939163536687,-0.26380172118976924,0
1.0,31,961,9,81,0.0,1.0,0.0,1.0,0,1,0.46295258622009616,-0.1484617411582417,26817
1.0,18,324,10,100,1.0,0.0,0.0,1.0,1784,0,0.5682074002837797,0.27454111370499923,11141
1.0,23,529,12,144,0.0,1.0,0.0,0.0,1117,0,0.4184914085599278,-0.32896938587627406,559
1.0,29,841,10,100,0.0,1.0,0.0,1.0,8853,0,0.5258024732872482,0.10330165822743188,5112
1.0,23,529,11,121,1.0,0.0,0.0,1.0,0,1,0.41489673927878,-0.3437586774538257,0
1.0,19,361,8,64,0.0,0.0,0.0,1.0,3416,0,0.4827697171688925,-0.06894843276366586,9251
1.0,18,324,11,121,1.0,0.0,0.0,1.0,214,0,0.4107061511640178,-0.36104695558501876,929
1.0,27,729,10,100,0.0,1.0,0.0,1.0,421,0,0.4700362460666358,-0.11999880438129415,3075
1.0,31,961,13,169,0.0,0.0,0.0,0.0,5498,0,0.3678918123540833,-0.5412716557030817,2329
1.0,23,529,9,81,1.0,0.0,0.0,1.0,1774,0,0.39680645752818666,-0.4187894618943402,11464
1.0,19,361,11,121,1.0,0.0,0.0,1.0,192,0,0.43060526429409535,-0.27938211912446775,661
1.0,17,289,9,81,1.0,0.0,0.0,1.0,0,1,0.42969970380665773,-0.2830764560483746,0
1.0,20,400,12,144,1.0,0.0,0.0,0.0,377,0,0.5290419319211408,0.11629863248863476,1652
1.0,18,324,8,64,1.0,0.0,0.0,1.0,0,1,0.36842665483152537,-0.5389724246877582,0
1.0,23,529,10,100,1.0,0.0,0.0,1.0,15709,0,0.5029249383743154,0.011699886959316237,5665
1.0,21,441,11,121,0.0,0.0,0.0,1.0,946,0,0.4158086431848512,-0.3400034328486612,11412
1.0,22,484,9,81,0.0,1.0,0.0,1.0,0,1,0.5085757033152689,0.03430617748298367,3595
1.0,25,625,12,144,1.0,0.0,0.0,0.0,2409,0,0.4081121035826445,-0.3717753524459907,0
1.0,28,784,8,64,1.0,0.0,0.0,1.0,0,1,0.42508852859555507,-0.3019186163587637,0
1.0,23,529,11,121,1.0,0.0,0.0,1.0,8959,0,0.5533750490675817,0.21431677324145218,1659
1.0,27,729,10,100,0.0,1.0,0.0,1.0,0,1,0.47991841748619557,-0.08036956283316807,11142
1.0,35,1225,10,100,1.0,0.0,0.0,1.0,0,1,0.40656123444525827,-0.3781994777025784,4666
1.0,23,529,10,100,1.0,0.0,1.0,1.0,936,0,0.44035500038289943,-0.2397214327950865,11233
1.0,46,2116,8,64,1.0,0.0,1.0,1.0,0,1,0.49181927824535143,-0.032725807425427064,3094
1.0,24,576,12,144,0.0,1.0,1.0,0.0,7212,0,0.45271114550032665,-0.1897224592281986,6485
1.0,19,361,10,100,1.0,0.0,0.0,1.0,3213,0,0.3682429528945351,-0.5397619826849334,2975
1.0,21,441,9,81,1.0,0.0,0.0,1.0,5749,0,0.4370195575565835,-0.2532669411969354,743
1.0,18,324,10,100,0.0,1.0,0.0,1.0,2589,0,0.4606700845409923,-0.15764533666882566,0
1.0,21,441,13,169,1.0,0.0,0.0,0.0,0,1,0.4375635835823883,-0.2510560610692339,17094
1.0,17,289,10,100,1.0,0.0,0.0,1.0,5793,0,0.5737314644923144,0.2970919422428621,5522
1.0,19,361,11,121,1.0,0.0,0.0,1.0,532,0,0.5494455348059366,0.19843068202606096,0
1.0,25,625,12,144,1.0,0.0,0.0,0.0,5204,0,0.47013159787118136,-0.11961602686170775,0
1.0,27,729,12,144,1.0,0.0,0.0,0.0,4310,0,0.5077091976249699,0.030839234426809393,0
1.0,24,576,12,144,1.0,0.0,0.0,0.0,18154,0,0.40796070477594915,-0.37240215180657293,0
1.0,30,900,10,100,1.0,0.0,0.0,1.0,2615,0,0.4373655809754175,-0.25186065758132614,0
1.0,21,441,12,144,1.0,0.0,0.0,0.0,0,1,0.4800123213505061,-0.07999334333722274,1254
1.0,24,576,11,121,1.0,0.0,0.0,1.0,0,1,0.37373336254154294,-0.5162336100710535,1991
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.43841405651242576,-0.24760102466345119,0
1.0,34,1156,11,121,0.0,1.0,0.0,1.0,4641,0,0.4488252968854943,-0.20541810621242967,2877
1.0,38,1444,12,144,0.0,0.0,0.0,0.0,0,1,0.3613864730230877,-0.5693515142134583,4941
1.0,30,900,11,121,1.0,0.0,0.0,1.0,1913,0,0.452612246304069,-0.19012163408230637,0
1.0,25,625,12,144,1.0,0.0,0.0,0.0,0,1,0.3966221077304533,-0.4195597297801029,2348
1.0,25,625,11,121,0.0,0.0,0.0,1.0,0,1,0.46297913786275763,-0.14835494871251934,18783
1.0,19,361,8,64,1.0,0.0,0.0,1.0,2657,0,0.5969148858757262,0.3926267925584158,9970
1.0,40,1600,11,121,1.0,0.0,0.0,1.0,0,1,0.5744743236895794,0.30013011292528613,23005
1.0,27,729,13,169,1.0,0.0,0.0,0.0,0,1,0.42409157657590213,-0.3059992465437268,0
1.0,18,324,12,144,1.0,0.0,0.0,0.0,0,1,0.4441207784709139,-0.22445449416394905,2321
1.0,28,784,11,121,1.0,0.0,0.0,1.0,6871,0,0.5342769677329792,0.13732326459548164,0
1.0,18,324,9,81,1.0,0.0,0.0,1.0,1285,0,0.41857939752293033,-0.3286078322487505,15369
1.0,20,400,11,121,1.0,0.0,0.0,1.0,696,0,0.44120058850374155,-0.236290952976818,0
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.5731518920207554,0.29472253271990895,16218
1.0,18,324,8,64,1.0,0.0,0.0,1.0,1199,0,0.4479593435581776,-0.2089192192285093,0
1.0,17,289,11,121,1.0,0.0,0.0,1.0,8497,0,0.5384129423077678,0.15395513963089769,9017
1.0,17,289,10,100,1.0,0.0,0.0,1.0,0,1,0.3458259121357014,-0.6374380011082598,0
1.0,18,324,9,81,0.0,1.0,0.0,1.0,1713,0,0.4585242814365758,-0.16628497565441402,8836
1.0,19,361,11,121,1.0,0.0,0.0,1.0,2615,0,0.5691895915682171,0.27854547428167886,4146
1.0,27,729,10,100,1.0,0.0,0.0,1.0,3550,0,0.3749811315033126,-0.5109061301620523,0
1.0,27,729,9,81,1.0,0.0,0.0,1.0,2294,0,0.4068502708089224,-0.3770016287804558,2018
1.0,26,676,11,121,1.0,0.0,0.0,1.0,0,1,0.571702799152031,0.28880192534221955,17230
1.0,23,529,8,64,0.0,1.0,0.0,1.0,0,1,0.42520377416547106,-0.30144706549273104,3881
1.0,25,625,10,100,0.0,0.0,0.0,1.0,4712,0,0.45941432343977173,-0.16270066969304167,6103
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,13830,0,0.5350420500234427,0.14039837064162944,12803
1.0,20,400,11,121,1.0,0.0,0.0,1.0,6426,0,0.420049983318136,-0.32256820959533977,16451
1.0,21,441,12,144,0.0,0.0,0.0,0.0,7390,0,0.43371756020339014,-0.2666994246725656,3557
1.0,21,441,12,144,1.0,0.0,0.0,0.0,807,0,0.4614085155631491,-0.15467356820785905,4350
1.0,18,324,9,81,1.0,0.0,0.0,1.0,3287,0,0.40711515133563203,-0.3759041232235368,5010
1.0,27,729,11,121,1.0,0.0,0.0,1.0,14223,0,0.459515542979013,-0.16229311292215615,7661
1.0,22,484,10,100,1.0,0.0,1.0,1.0,5588,0,0.4153035536508635,-0.3420831100009398,13228
1.0,23,529,10,100,1.0,0.0,1.0,1.0,10495,0,0.37417274179825694,-0.5143568204071858,3385
1.0,23,529,12,144,1.0,0.0,0.0,0.0,501,0,0.4857125905281067,-0.05716520012514657,671
1.0,26,676,11,121,0.0,0.0,0.0,1.0,2226,0,0.39894171171565074,-0.4098765950379156,13385
1.0,27,729,12,144,1.0,0.0,0.0,0.0,357,0,0.4693198178756104,-0.12287509574406315,22163
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,19276,0,0.601953759453305,0.41361245000537544,25564
0.0,46,2116,10,100,1.0,0.0,1.0,1.0,17136,0,0.43488572497282196,-0.2619446720158131,21438
0.0,53,2809,9,81,0.0,0.0,1.0,1.0,15264,0,0.4060908782936947,-0.38014934118195826,17345
0.0,49,2401,7,49,0.0,0.0,1.0,1.0,17917,0,0.4759615290451899,-0.09622806984720912,17298
0.0,28,784,10,100,1.0,0.0,1.0,1.0,18889,0,0.46954630149236665,-0.12196576276440753,17989
0.0,52,2704,11,121,0.0,0.0,1.0,1.0,17455,0,0.4008140096103263,-0.4020745481277497,25564
0.0,51,2601,11,121,0.0,0.0,1.0,1.0,21449,0,0.40956818499263853,-0.36575076169123955,25564
0.0,20,400,12,144,0.0,0.0,0.0,0.0,16515,0,0.5395298816295555,0.15845020674243374,19268
0.0,17,289,11,121,0.0,0.0,0.0,1.0,6267,0,0.41600814585379325,-0.33918219290230334,22223
0.0,48,2304,8,64,0.0,0.0,1.0,1.0,20669,0,0.46773782008426273,-0.12922826189226322,21329
0.0,18,324,11,121,0.0,0.0,0.0,1.0,5818,0,0.42632085649630264,-0.29687800955497334,14319
0.0,28,784,9,81,0.0,0.0,1.0,1.0,24872,0,0.5051731679154651,0.020693410069785294,25564
0.0,53,2809,9,81,0.0,0.0,1.0,1.0,9100,0,0.4092024020542709,-0.36726358070034276,8860
0.0,44,1936,8,64,0.0,0.0,1.0,1.0,17681,0,0.5000096864197526,3.874567901545383e-05,20612
0.0,52,2704,9,81,0.0,0.0,1.0,1.0,14483,0,0.4179212016272902,-0.33131292905908505,17214
0.0,52,2704,8,64,0.0,0.0,0.0,1.0,7519,0,0.4295646828754403,-0.2836274531071924,23389
0.0,51,2601,10,100,0.0,0.0,1.0,1.0,13280,0,0.41999105762891903,-0.3228101016117517,18812
0.0,52,2704,8,64,0.0,0.0,1.0,1.0,17851,0,0.42877601574774776,-0.28684672461282323,13794
0.0,51,2601,7,49,0.0,0.0,1.0,1.0,23216,0,0.4528752130408589,-0.18906028649475046,20626
0.0,38,1444,8,64,0.0,1.0,1.0,1.0,4148,0,0.5421745359539754,0.1690999430422637,23231
0.0,26,676,11,121,1.0,0.0,1.0,1.0,18159,0,0.45488458505461715,-0.1809538152316278,20405
0.0,52,2704,11,121,0.0,0.0,1.0,1.0,7035,0,0.40605655030445914,-0.3802916759313779,21057
0.0,55,3025,11,121,0.0,0.0,1.0,1.0,21131,0,0.3637876536113837,-0.5589620573735709,21251
0.0,54,2916,12,144,0.0,0.0,1.0,0.0,19960,0,0.4745972516810178,-0.1016985549718798,17206
0.0,20,400,12,144,0.0,0.0,0.0,0.0,6466,0,0.5447443588283498,0.17945750834524987,14693
0.0,17,289,9,81,0.0,0.0,0.0,1.0,10664,0,0.42951618600522284,-0.28382537087923065,9453
0.0,17,289,11,121,0.0,0.0,0.0,1.0,5750,0,0.4162707405650034,-0.33810141123958515,25564
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,16547,0,0.40587156120015605,-0.38105876509651804,15003
0.0,18,324,10,100,0.0,0.0,0.0,1.0,5465,0,0.4328391928444273,-0.27027659410953964,11419
0.0,25,625,11,121,1.0,0.0,1.0,1.0,15898,0,0.45082241172432974,-0.19734836873577208,19003
0.0,19,361,12,144,0.0,0.0,0.0,0.0,7809,0,0.5350289053439746,0.1403455324916721,16503
0.0,52,2704,11,121,0.0,0.0,0.0,1.0,10543,0,0.39987049500332555,-0.40600474139290527,10484
0.0,41,1681,12,144,0.0,0.0,1.0,0.0,19525,0,0.5862231293954264,0.34837361534820044,22062
0.0,21,441,8,64,0.0,0.0,1.0,1.0,9719,0,0.48458380085983993,-0.061684347988259745,21656
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,15309,0,0.418548096259529,-0.3287364491820932,14582
0.0,51,2601,8,64,0.0,0.0,1.0,1.0,9062,0,0.44428230359622556,-0.2238002457304179,14109
0.0,51,2601,9,81,0.0,0.0,1.0,1.0,18603,0,0.4267184463961098,-0.29525254395623496,25564
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,15300,0,0.40650032738050396,-0.3784519280879886,15861
0.0,55,3025,9,81,1.0,0.0,1.0,1.0,24727,0,0.350142682423656,-0.6184120918938871,25387
0.0,24,576,16,256,0.0,0.0,1.0,0.0,15407,0,0.5926928983964729,0.3751089366300218,15895
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,14136,0,0.4070875197369749,-0.37601860148179106,23899
0.0,54,2916,10,100,1.0,0.0,0.0,1.0,17409,0,0.35253520732086746,-0.6079139216654359,10480
