treat,age,agesq,education*,educsq,black,hispanic,married,nodegree,re75,u75,propensity_score,propensity_logit,re78
1.0,41,1681,9,81,1.0,0.0,1.0,1.0,5783,0,0.8917798028274098,2.109051230115138,0
1.0,25,625,12,144,0.0,0.0,0.0,0.0,0,1,0.9716286831716061,3.5335950543051178,5587
1.0,26,676,11,121,0.0,0.0,0.0,1.0,4676,0,0.7790451125439921,1.260110403511283,1973
1.0,22,484,11,121,1.0,0.0,0.0,1.0,12170,0,0.9384616899306144,2.7245821258303953,8408
1.0,20,400,10,100,1.0,0.0,0.0,1.0,11073,0,0.963638660045834,3.277210269310328,0
1.0,24,576,15,225,1.0,0.0,0.0,0.0,13008,0,0.531236257578307,0.12510795779498968,14683
1.0,27,729,12,144,1.0,0.0,1.0,0.0,334,0,0.9600391411499625,3.179073609368867,0
1.0,29,841,10,100,0.0,1.0,0.0,1.0,8853,0,0.9253803131599706,2.5178004313213167,5112
1.0,31,961,13,169,0.0,0.0,0.0,0.0,5498,0,0.36824939212163416,-0.5397343038619143,2329
1.0,19,361,8,64,0.0,0.0,0.0,1.0,3416,0,0.9054087457513391,2.258821472518081,9251
1.0,42,1764,9,81,1.0,0.0,1.0,1.0,3058,0,0.9379084140639351,2.7150418170618105,1294
1.0,23,529,10,100,1.0,0.0,1.0,1.0,10495,0,0.8459247776388428,1.7029895002844788,3385
1.0,24,576,10,100,1.0,0.0,1.0,1.0,4078,0,0.9699287326273578,3.473652453757034,0
1.0,35,1225,8,64,1.0,0.0,1.0,1.0,17976,0,0.4111872461605425,-0.35905953039944644,3786
1.0,26,676,12,144,1.0,0.0,0.0,0.0,6608,0,0.963671007451281,3.2781338424966338,5811
1.0,23,529,12,144,0.0,0.0,0.0,0.0,3903,0,0.6195124020958996,0.48747913783089086,796
1.0,23,529,12,144,1.0,0.0,1.0,0.0,15079,0,0.2989841881405271,-0.852139753408606,10283
1.0,23,529,12,144,1.0,0.0,0.0,0.0,7841,0,0.949887874600789,2.9420809481487744,7947
1.0,26,676,11,121,0.0,0.0,0.0,1.0,22959,0,0.022673866419836798,-3.7636074053372797,2746
1.0,41,1681,9,81,1.0,0.0,1.0,1.0,7212,0,0.8476641969256249,1.7163972483372798,3154
1.0,27,729,13,169,0.0,0.0,1.0,0.0,853,0,0.28599052496619853,-0.9149375518247557,0
1.0,17,289,9,81,0.0,0.0,0.0,1.0,1618,0,0.9202237933631371,2.44539159656612,6011
1.0,25,625,10,100,0.0,0.0,0.0,1.0,4712,0,0.8273925583742369,1.5672593674134738,6103
1.0,27,729,12,144,1.0,0.0,1.0,0.0,7806,0,0.7550911110870105,1.1259521595129125,2777
1.0,21,441,11,121,1.0,0.0,1.0,1.0,4167,0,0.9566484706279607,3.0940940174190934,11300
1.0,24,576,12,144,0.0,1.0,1.0,0.0,7212,0,0.4889447252745107,-0.04422830723363305,6485
1.0,24,576,12,144,1.0,0.0,0.0,0.0,12982,0,0.8230122192240578,1.5368903527140518,0
1.0,19,361,11,121,0.0,1.0,1.0,1.0,5463,0,0.7864299189522409,1.3035385862982285,6788
1.0,18,324,12,144,0.0,1.0,0.0,0.0,535,0,0.9685102897298207,3.4260982728113145,1115
1.0,18,324,11,121,0.0,0.0,0.0,1.0,919,0,0.8940572430591334,2.1328708840069353,4321
1.0,21,441,12,144,0.0,0.0,0.0,0.0,7390,0,0.375063393139841,-0.5105551555121304,3557
1.0,21,441,11,121,0.0,0.0,0.0,1.0,946,0,0.9044670760483966,2.2478749625124275,11412
1.0,23,529,8,64,0.0,0.0,1.0,1.0,1713,0,0.7377933132387654,1.034530648487012,4232
1.0,33,1089,12,144,0.0,0.0,1.0,0.0,0,1,0.8054127986492584,1.4204745407586195,12418
1.0,21,441,12,144,0.0,0.0,0.0,0.0,334,0,0.8066300193370333,1.4282597468143734,12558
1.0,42,1764,14,196,1.0,0.0,1.0,0.0,0,1,0.9564636507449503,3.0896465815792373,13167
1.0,26,676,10,100,1.0,0.0,1.0,1.0,8141,0,0.912700700413509,2.347065567181665,4635
1.0,19,361,11,121,1.0,0.0,0.0,1.0,10224,0,0.9593752801855969,3.161905579075767,11293
1.0,23,529,10,100,1.0,0.0,0.0,1.0,15709,0,0.8885195573658546,2.0757074858881137,5665
1.0,49,2401,8,64,0.0,0.0,1.0,1.0,7285,0,0.046738245997467724,-3.0153267275040783,16717
1.0,22,484,12,144,0.0,0.0,0.0,0.0,8455,0,0.3145198564901267,-0.7790723213083639,12590
1.0,18,324,10,100,0.0,1.0,0.0,1.0,12625,0,0.8021240993230444,1.399623263268553,0
1.0,35,1225,9,81,1.0,0.0,1.0,1.0,13830,0,0.640913706833636,0.5793320945930202,12803
1.0,33,1089,12,144,1.0,0.0,1.0,0.0,10941,0,0.49591791536816054,-0.016328701323040554,15952
1.0,23,529,12,144,1.0,0.0,0.0,0.0,7782,0,0.9506539640743766,2.958292694072422,14416
0.0,23,529,9,81,1.0,0.0,0.0,1.0,11402,0,0.9710685853771102,3.513469083630727,15566
0.0,21,441,12,144,1.0,0.0,0.0,0.0,9358,0,0.9231086889200342,2.4853541034428286,8205
0.0,33,1089,13,169,1.0,0.0,1.0,0.0,13966,0,0.22058513510079666,-1.2622597443570094,14607
0.0,32,1024,10,100,1.0,0.0,0.0,1.0,4930,0,0.9918695316126774,4.803973043966553,18102
0.0,18,324,11,121,1.0,0.0,0.0,1.0,4139,0,0.9917131287794526,4.784761398954982,8372
0.0,19,361,8,64,0.0,1.0,0.0,1.0,4431,0,0.9845627752128857,4.155415872920316,8823
0.0,18,324,11,121,1.0,0.0,0.0,1.0,4670,0,0.9904238342094808,4.638855685642136,8366
0.0,20,400,13,169,1.0,0.0,0.0,0.0,4388,0,0.9678227379132661,3.403788891780417,25564
0.0,16,256,11,121,1.0,0.0,0.0,1.0,4502,0,0.9896634614029928,4.561679892833643,10293
0.0,19,361,11,121,1.0,0.0,0.0,1.0,5503,0,0.9885598493103155,4.45912002832228,10842
0.0,32,1024,10,100,1.0,0.0,1.0,1.0,5798,0,0.940479628239107,2.760071351453937,18684
0.0,26,676,8,64,1.0,0.0,0.0,1.0,8785,0,0.9882332159133912,4.43063806413488,25127
0.0,24,576,7,49,1.0,0.0,0.0,1.0,9554,0,0.9875911673266917,4.37686028245689,16317
0.0,16,256,9,81,0.0,1.0,0.0,1.0,4031,0,0.9800036934004782,3.8920087539570423,7314
0.0,16,256,10,100,1.0,0.0,0.0,1.0,6402,0,0.9872247499488215,4.347388014316649,7574
0.0,18,324,12,144,0.0,0.0,0.0,0.0,6022,0,0.4360802954073672,-0.25708548344791815,13701
0.0,18,324,8,64,1.0,0.0,0.0,1.0,8711,0,0.9864990314121197,4.291400913498365,12358
0.0,23,529,11,121,1.0,0.0,0.0,1.0,6572,0,0.986326780831424,4.278548605921105,15177
0.0,33,1089,11,121,1.0,0.0,0.0,1.0,10095,0,0.9529927596398544,3.0093056661241184,11567
0.0,17,289,10,100,1.0,0.0,0.0,1.0,7795,0,0.9825440951065201,4.0304672425330015,17975
0.0,35,1225,7,49,1.0,0.0,0.0,1.0,10605,0,0.9738919365590432,3.6190561386827986,12302
0.0,30,900,11,121,1.0,0.0,1.0,1.0,3947,0,0.9556893713857061,3.071208363075711,7329
0.0,27,729,12,144,1.0,0.0,0.0,0.0,5336,0,0.9736618079904941,3.61004397015578,10313
0.0,21,441,12,144,0.0,0.0,0.0,0.0,5111,0,0.5288822806948097,0.11565787770812214,16173
0.0,22,484,12,144,1.0,0.0,0.0,0.0,3949,0,0.9819382606694987,3.9957325835737203,24980
0.0,26,676,12,144,1.0,0.0,0.0,0.0,7333,0,0.9560148643363762,3.078921710384007,9284
0.0,39,1521,11,121,1.0,0.0,0.0,1.0,10485,0,0.910591581982292,2.3208796393658226,16342
0.0,17,289,10,100,0.0,0.0,0.0,1.0,4166,0,0.8162222967493475,1.490959847631943,8324
0.0,20,400,12,144,1.0,0.0,0.0,0.0,3917,0,0.9810708882898814,3.9479436790686555,15885
0.0,45,2025,10,100,1.0,0.0,0.0,1.0,4443,0,0.9679283770361367,3.407186474531312,8872
0.0,30,900,12,144,1.0,0.0,0.0,0.0,7778,0,0.9445990040152474,2.836162931407275,12078
0.0,20,400,12,144,0.0,0.0,0.0,0.0,5498,0,0.49421442985898434,-0.02314331349695729,14911
0.0,21,441,12,144,1.0,0.0,0.0,0.0,5791,0,0.9696893842965939,3.465477793436969,15374
0.0,30,900,10,100,1.0,0.0,1.0,1.0,8403,0,0.8960969798576917,2.154590678103707,12197
0.0,22,484,12,144,1.0,0.0,0.0,0.0,4527,0,0.9788949591631436,3.8369124285928957,7898
0.0,21,441,12,144,1.0,0.0,0.0,0.0,6957,0,0.9587148069118067,3.1450897299289284,14645
0.0,22,484,9,81,1.0,0.0,1.0,1.0,10548,0,0.8729121683954161,1.9269565069783532,8604
0.0,23,529,12,144,1.0,0.0,0.0,0.0,4409,0,0.9798680529753178,3.885109965266764,10357
0.0,21,441,10,100,1.0,0.0,0.0,1.0,12167,0,0.9529821636207535,3.0090691602963693,25564
0.0,28,784,12,144,1.0,0.0,0.0,0.0,4253,0,0.9798002206578823,3.8816770137215584,7314
0.0,26,676,8,64,0.0,1.0,0.0,1.0,5872,0,0.9795654688448968,3.8698829006728483,11136
0.0,19,361,12,144,1.0,0.0,0.0,0.0,4821,0,0.9748821804694915,3.6587390874488923,16523
0.0,35,1225,10,100,0.0,0.0,1.0,1.0,13166,0,0.04612452311901566,-3.0291883721263084,25564
0.0,23,529,17,289,0.0,0.0,0.0,0.0,5986,0,0.06336824086452278,-2.693327401940099,13315
0.0,20,400,11,121,1.0,0.0,0.0,1.0,8425,0,0.9758030484001167,3.6970341130966276,9339
0.0,33,1089,13,169,1.0,0.0,1.0,0.0,6942,0,0.6610019302474046,0.6677623466210745,12678
0.0,24,576,12,144,1.0,0.0,0.0,0.0,4508,0,0.979474269205285,3.865336707917393,9543
0.0,18,324,11,121,0.0,0.0,0.0,1.0,4021,0,0.7825378933028182,1.2805177339195175,19814
0.0,16,256,9,81,0.0,0.0,0.0,1.0,4115,0,0.8446755243718443,1.6934362388075226,8016
0.0,22,484,12,144,1.0,0.0,0.0,0.0,4427,0,0.9794552268215182,3.8643899640567048,8199
0.0,20,400,12,144,1.0,0.0,0.0,0.0,4434,0,0.9782443250822342,3.8058848207207485,11910
0.0,26,676,12,144,1.0,0.0,0.0,0.0,10869,0,0.8916122297888357,2.10731605638365,11411
0.0,19,361,12,144,1.0,0.0,0.0,0.0,4638,0,0.9760845140319755,3.709022977347669,13583
0.0,16,256,10,100,0.0,0.0,0.0,1.0,4769,0,0.7789277996393934,1.2594290115579256,13136
0.0,21,441,14,196,1.0,0.0,0.0,0.0,5363,0,0.937034509492272,2.7001333047355667,7882
0.0,22,484,12,144,1.0,0.0,0.0,0.0,6629,0,0.9630070946890394,3.2593346331435837,16170
0.0,35,1225,10,100,1.0,0.0,1.0,1.0,14539,0,0.5325071382023243,0.13021222283832637,25564
0.0,23,529,9,81,0.0,1.0,0.0,1.0,7691,0,0.9597662918422883,3.1719846531699174,8637
0.0,24,576,11,121,1.0,0.0,1.0,1.0,6405,0,0.9259766824792071,2.5264689082187375,20886
0.0,27,729,12,144,1.0,0.0,0.0,0.0,20436,0,0.36840537335689916,-0.5390638848796744,25564
0.0,23,529,10,100,1.0,0.0,1.0,1.0,8437,0,0.9062324658900518,2.2684771801297092,8697
0.0,19,361,12,144,1.0,0.0,0.0,0.0,8436,0,0.9349554329161777,2.6654261804321298,7693
0.0,31,961,10,100,1.0,0.0,1.0,1.0,9870,0,0.8456017161043153,1.700512941141966,8205
0.0,30,900,12,144,1.0,0.0,0.0,0.0,6346,0,0.9619346185757374,3.229641239249048,9565
0.0,19,361,13,169,0.0,0.0,0.0,0.0,5059,0,0.4114292180124282,-0.35806019909142156,14357
0.0,33,1089,10,100,0.0,1.0,0.0,1.0,5673,0,0.9597270080517791,3.1709678081064117,13569
0.0,26,676,12,144,0.0,0.0,0.0,0.0,3893,0,0.6195130233568646,0.48748177345634586,19535
0.0,23,529,14,196,0.0,0.0,0.0,0.0,5562,0,0.2991557128844497,-0.8513215160002444,10494
0.0,22,484,14,196,1.0,0.0,0.0,0.0,4588,0,0.9496551596911651,2.9372027914734584,23837
0.0,30,900,11,121,0.0,0.0,1.0,1.0,15948,0,0.022686491620819916,-3.7630378248190057,14356
0.0,28,784,9,81,0.0,0.0,0.0,1.0,4896,0,0.8478958694582507,1.7181924771547505,9919
0.0,19,361,12,144,0.0,0.0,0.0,0.0,8595,0,0.28599201440019617,-0.9149302578380916,13525
0.0,22,484,10,100,1.0,0.0,0.0,1.0,14290,0,0.920549725350875,2.4498396692930133,10955
0.0,20,400,14,196,0.0,1.0,0.0,0.0,4364,0,0.8293453857560524,1.5809949835360702,8310
0.0,17,289,10,100,0.0,0.0,0.0,1.0,5473,0,0.7561761768789796,1.1318284591199332,11718
0.0,47,2209,10,100,1.0,0.0,0.0,1.0,4323,0,0.9560397690984571,3.0795141296025426,19438
0.0,19,361,11,121,0.0,0.0,0.0,1.0,9026,0,0.48860679673778123,-0.04558070295053917,14359
0.0,36,1296,7,49,1.0,0.0,1.0,1.0,11275,0,0.8230070643856663,1.5368549643470109,16355
0.0,19,361,10,100,0.0,0.0,0.0,1.0,5209,0,0.7876834744905069,1.3110181209985374,21763
0.0,19,361,12,144,1.0,0.0,0.0,0.0,6629,0,0.9593768261603496,3.1619452462631936,24935
0.0,24,576,11,121,1.0,0.0,1.0,1.0,7888,0,0.8927340118701785,2.1189770572904205,7923
0.0,23,529,12,144,0.0,0.0,0.0,0.0,7526,0,0.3756549904281729,-0.5080319720229814,13680
0.0,34,1156,11,121,1.0,0.0,1.0,1.0,6065,0,0.9033695443265938,2.235237742720998,15669
0.0,29,841,11,121,0.0,0.0,0.0,1.0,5217,0,0.7376153527579299,1.0336109401301488,13575
0.0,17,289,10,100,0.0,0.0,0.0,1.0,4411,0,0.8059084015512221,1.4236398857456063,7966
0.0,27,729,11,121,1.0,0.0,1.0,1.0,10306,0,0.8064009028628455,1.4267915056542149,15445
0.0,19,361,12,144,1.0,0.0,0.0,0.0,6817,0,0.9573151045745921,3.110287479591227,7948
0.0,28,784,12,144,0.0,1.0,0.0,0.0,4892,0,0.9125295774682798,2.3449197905849593,19820
0.0,28,784,11,121,1.0,0.0,0.0,1.0,10575,0,0.9582065989757268,3.132324954435997,8996
0.0,25,625,12,144,1.0,0.0,1.0,0.0,4495,0,0.8872143067525124,2.062597063533973,14248
0.0,36,1296,13,169,0.0,1.0,1.0,0.0,14474,0,0.04670368226308761,-3.0161027759602277,16507
0.0,20,400,14,196,0.0,0.0,0.0,0.0,5045,0,0.31397118472064917,-0.7816184183324042,12631
0.0,21,441,14,196,0.0,1.0,0.0,0.0,5138,0,0.8023079489229007,1.400781988006304,15474
0.0,21,441,10,100,1.0,0.0,1.0,1.0,14430,0,0.641494325060166,0.5818558480635843,8850
0.0,21,441,12,144,0.0,0.0,0.0,0.0,5592,0,0.4958728267695608,-0.01650906787280894,17394
0.0,37,1369,9,81,1.0,0.0,0.0,1.0,10989,0,0.95127500329142,2.9716110156568223,12526
