,treat,age,education*,black,hispanic,married,nodegree,re75,re78,propensity_score,1,propensity_logit
28,1.0,27,10,0.0,1.0,0.0,1.0,0,11142,0.6086206896551725,0.3913793103448276,0.4415180394518943
29,1.0,17,10,1.0,0.0,0.0,1.0,0,16218,0.00834688346883469,0.9916531165311653,-4.777485133288987
30,1.0,24,11,1.0,0.0,0.0,1.0,0,995,0.00834688346883469,0.9916531165311653,-4.777485133288987
31,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
32,1.0,26,11,1.0,0.0,1.0,1.0,2754,26372,0.09382716049382717,0.9061728395061729,-2.2677756883281845
33,1.0,48,4,1.0,0.0,0.0,1.0,0,6551,0.00834688346883469,0.9916531165311653,-4.777485133288987
34,1.0,25,11,1.0,0.0,1.0,1.0,0,1574,0.09382716049382717,0.9061728395061729,-2.2677756883281845
35,1.0,20,12,1.0,0.0,0.0,0.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
36,1.0,25,12,1.0,0.0,0.0,0.0,0,3191,0.00834688346883469,0.9916531165311653,-4.777485133288987
37,1.0,42,14,1.0,0.0,0.0,0.0,0,20505,0.00834688346883469,0.9916531165311653,-4.777485133288987
38,1.0,25,5,1.0,0.0,0.0,1.0,0,6181,0.00834688346883469,0.9916531165311653,-4.777485133288987
39,1.0,23,12,1.0,0.0,1.0,0.0,0,5911,0.9508196721311475,0.04918032786885246,2.9618307218783086
40,1.0,46,8,1.0,0.0,1.0,1.0,0,3094,0.09382716049382717,0.9061728395061729,-2.2677756883281845
41,1.0,24,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
42,1.0,21,12,1.0,0.0,0.0,0.0,0,1254,0.00834688346883469,0.9916531165311653,-4.777485133288987
43,1.0,19,9,0.0,0.0,0.0,1.0,0,13188,0.6086206896551725,0.3913793103448276,0.4415180394518943
44,1.0,17,8,1.0,0.0,0.0,1.0,0,8061,0.00834688346883469,0.9916531165311653,-4.777485133288987
45,1.0,18,8,0.0,1.0,1.0,1.0,0,2787,0.996969696969697,0.0030303030303030303,5.796057750765366
46,1.0,20,11,1.0,0.0,0.0,1.0,0,3972,0.00834688346883469,0.9916531165311653,-4.777485133288987
47,1.0,25,11,1.0,0.0,1.0,1.0,0,0,0.09382716049382717,0.9061728395061729,-2.2677756883281845
48,1.0,17,8,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
49,1.0,17,9,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
50,1.0,25,5,1.0,0.0,0.0,1.0,0,12187,0.00834688346883469,0.9916531165311653,-4.777485133288987
51,1.0,23,12,1.0,0.0,0.0,0.0,0,4843,0.00834688346883469,0.9916531165311653,-4.777485133288987
52,1.0,28,8,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
53,1.0,31,11,1.0,0.0,1.0,1.0,0,8087,0.09382716049382717,0.9061728395061729,-2.2677756883281845
54,1.0,18,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
55,1.0,25,12,1.0,0.0,0.0,0.0,0,2348,0.00834688346883469,0.9916531165311653,-4.777485133288987
56,1.0,30,11,1.0,0.0,1.0,1.0,0,590,0.09382716049382717,0.9061728395061729,-2.2677756883281845
57,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
58,1.0,37,9,1.0,0.0,0.0,1.0,0,1067,0.00834688346883469,0.9916531165311653,-4.777485133288987
59,1.0,41,4,1.0,0.0,1.0,1.0,0,7284,0.09382716049382717,0.9061728395061729,-2.2677756883281845
60,1.0,42,14,1.0,0.0,1.0,0.0,0,13167,0.9508196721311475,0.04918032786885246,2.9618307218783086
61,1.0,22,11,0.0,0.0,0.0,1.0,0,1048,0.6086206896551725,0.3913793103448276,0.4415180394518943
62,1.0,17,8,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
63,1.0,29,8,1.0,0.0,0.0,1.0,0,1923,0.00834688346883469,0.9916531165311653,-4.777485133288987
64,1.0,28,10,1.0,0.0,0.0,1.0,2836,3196,0.00834688346883469,0.9916531165311653,-4.777485133288987
65,1.0,35,10,1.0,0.0,0.0,1.0,0,4666,0.00834688346883469,0.9916531165311653,-4.777485133288987
66,1.0,27,11,1.0,0.0,0.0,1.0,0,549,0.00834688346883469,0.9916531165311653,-4.777485133288987
67,1.0,29,4,1.0,0.0,0.0,1.0,0,762,0.00834688346883469,0.9916531165311653,-4.777485133288987
68,1.0,28,9,1.0,0.0,0.0,1.0,0,10694,0.00834688346883469,0.9916531165311653,-4.777485133288987
69,1.0,27,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
70,1.0,23,7,0.0,0.0,0.0,1.0,0,0,0.6086206896551725,0.3913793103448276,0.4415180394518943
71,1.0,45,5,1.0,0.0,1.0,1.0,0,8546,0.09382716049382717,0.9061728395061729,-2.2677756883281845
72,1.0,29,13,1.0,0.0,0.0,0.0,0,7479,0.00834688346883469,0.9916531165311653,-4.777485133288987
73,1.0,27,9,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
74,1.0,46,13,1.0,0.0,0.0,0.0,0,647,0.00834688346883469,0.9916531165311653,-4.777485133288987
75,1.0,18,6,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
76,1.0,25,12,1.0,0.0,0.0,0.0,0,11965,0.00834688346883469,0.9916531165311653,-4.777485133288987
77,1.0,28,15,1.0,0.0,0.0,0.0,0,9598,0.00834688346883469,0.9916531165311653,-4.777485133288987
78,1.0,31,9,1.0,0.0,0.0,1.0,1698,10363,0.00834688346883469,0.9916531165311653,-4.777485133288987
79,1.0,25,11,0.0,0.0,0.0,1.0,0,18783,0.6086206896551725,0.3913793103448276,0.4415180394518943
80,1.0,22,12,1.0,0.0,0.0,0.0,0,18678,0.00834688346883469,0.9916531165311653,-4.777485133288987
81,1.0,28,11,1.0,0.0,0.0,1.0,1284,60307,0.00834688346883469,0.9916531165311653,-4.777485133288987
82,1.0,21,9,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
83,1.0,40,11,1.0,0.0,0.0,1.0,0,23005,0.00834688346883469,0.9916531165311653,-4.777485133288987
84,1.0,22,11,1.0,0.0,0.0,1.0,0,6456,0.00834688346883469,0.9916531165311653,-4.777485133288987
85,1.0,25,12,1.0,0.0,0.0,0.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
86,1.0,27,9,1.0,0.0,1.0,1.0,934,1773,0.09382716049382717,0.9061728395061729,-2.2677756883281845
87,1.0,23,10,1.0,0.0,1.0,1.0,936,11233,0.09382716049382717,0.9061728395061729,-2.2677756883281845
88,1.0,29,10,1.0,0.0,0.0,1.0,4398,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
89,1.0,18,12,1.0,0.0,0.0,0.0,0,2321,0.00834688346883469,0.9916531165311653,-4.777485133288987
90,1.0,38,12,0.0,0.0,0.0,0.0,0,4941,0.9519230769230769,0.04807692307692308,2.9856819377004884
91,1.0,27,13,1.0,0.0,0.0,0.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
92,1.0,27,8,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
93,1.0,38,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
94,1.0,23,8,0.0,1.0,0.0,1.0,0,3881,0.6086206896551725,0.3913793103448276,0.4415180394518943
95,1.0,26,11,1.0,0.0,0.0,1.0,0,17230,0.00834688346883469,0.9916531165311653,-4.777485133288987
96,1.0,42,9,1.0,0.0,1.0,1.0,3058,1294,0.09382716049382717,0.9061728395061729,-2.2677756883281845
97,1.0,21,12,0.0,0.0,0.0,0.0,0,8048,0.9519230769230769,0.04807692307692308,2.9856819377004884
98,1.0,25,8,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
99,1.0,31,11,1.0,0.0,1.0,1.0,0,14509,0.09382716049382717,0.9061728395061729,-2.2677756883281845
100,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
101,1.0,19,8,1.0,0.0,0.0,1.0,2657,9970,0.00834688346883469,0.9916531165311653,-4.777485133288987
102,1.0,29,14,1.0,0.0,0.0,0.0,679,17814,0.00834688346883469,0.9916531165311653,-4.777485133288987
103,1.0,25,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
104,1.0,21,12,1.0,0.0,0.0,0.0,0,9983,0.00834688346883469,0.9916531165311653,-4.777485133288987
105,1.0,44,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
106,1.0,19,10,1.0,0.0,0.0,1.0,385,8124,0.00834688346883469,0.9916531165311653,-4.777485133288987
107,1.0,25,12,0.0,0.0,0.0,0.0,0,5587,0.9519230769230769,0.04807692307692308,2.9856819377004884
108,1.0,18,10,1.0,0.0,0.0,1.0,798,9737,0.00834688346883469,0.9916531165311653,-4.777485133288987
109,1.0,18,9,1.0,0.0,0.0,1.0,0,4482,0.00834688346883469,0.9916531165311653,-4.777485133288987
110,1.0,19,9,1.0,0.0,0.0,1.0,798,17685,0.00834688346883469,0.9916531165311653,-4.777485133288987
111,1.0,18,9,1.0,0.0,0.0,1.0,3287,5010,0.00834688346883469,0.9916531165311653,-4.777485133288987
112,1.0,26,11,1.0,0.0,1.0,1.0,1392,1460,0.09382716049382717,0.9061728395061729,-2.2677756883281845
113,1.0,42,12,1.0,0.0,0.0,0.0,0,2456,0.00834688346883469,0.9916531165311653,-4.777485133288987
114,1.0,25,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
115,1.0,31,9,0.0,1.0,0.0,1.0,0,26817,0.6086206896551725,0.3913793103448276,0.4415180394518943
116,1.0,24,10,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
117,1.0,26,10,1.0,0.0,0.0,1.0,0,9265,0.00834688346883469,0.9916531165311653,-4.777485133288987
118,1.0,20,12,1.0,0.0,0.0,0.0,377,1652,0.00834688346883469,0.9916531165311653,-4.777485133288987
119,1.0,19,10,0.0,0.0,0.0,1.0,5324,13829,0.10509554140127389,0.8949044585987261,-2.1418471078672656
120,1.0,25,11,1.0,0.0,0.0,1.0,0,485,0.00834688346883469,0.9916531165311653,-4.777485133288987
121,1.0,23,8,0.0,0.0,1.0,1.0,1713,4232,0.996969696969697,0.0030303030303030303,5.796057750765366
122,1.0,31,12,0.0,0.0,0.0,0.0,2611,2484,0.9519230769230769,0.04807692307692308,2.9856819377004884
123,1.0,18,11,1.0,0.0,0.0,1.0,0,4814,0.00834688346883469,0.9916531165311653,-4.777485133288987
124,1.0,19,11,1.0,0.0,0.0,1.0,0,7458,0.00834688346883469,0.9916531165311653,-4.777485133288987
125,1.0,43,9,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
126,1.0,27,13,1.0,0.0,0.0,0.0,0,34099,0.00834688346883469,0.9916531165311653,-4.777485133288987
127,1.0,26,11,0.0,0.0,0.0,1.0,2226,13385,0.6086206896551725,0.3913793103448276,0.4415180394518943
128,1.0,29,10,0.0,1.0,0.0,1.0,8853,5112,0.10509554140127389,0.8949044585987261,-2.1418471078672656
129,1.0,17,9,1.0,0.0,0.0,1.0,0,1953,0.00834688346883469,0.9916531165311653,-4.777485133288987
130,1.0,30,11,1.0,0.0,0.0,1.0,0,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
131,1.0,17,10,1.0,0.0,0.0,1.0,156,10641,0.00834688346883469,0.9916531165311653,-4.777485133288987
132,1.0,20,12,0.0,0.0,1.0,0.0,8644,11656,0.10509554140127389,0.8949044585987261,-2.1418471078672656
133,1.0,17,9,1.0,0.0,0.0,1.0,375,3621,0.00834688346883469,0.9916531165311653,-4.777485133288987
134,1.0,18,12,1.0,0.0,0.0,0.0,562,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
135,1.0,21,11,0.0,1.0,0.0,1.0,1395,0,0.6086206896551725,0.3913793103448276,0.4415180394518943
136,1.0,30,11,1.0,0.0,0.0,1.0,1913,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
137,1.0,18,11,0.0,1.0,0.0,1.0,5491,2454,0.10509554140127389,0.8949044585987261,-2.1418471078672656
138,1.0,20,12,1.0,0.0,0.0,0.0,9227,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
139,1.0,20,6,0.0,1.0,1.0,1.0,10802,4488,0.9995305164319249,0.00046948356807511736,7.663407664893559
140,1.0,20,10,1.0,0.0,0.0,1.0,11073,0,0.5608108108108109,0.4391891891891892,0.2444533379009609
141,1.0,25,8,1.0,0.0,0.0,1.0,37431,2346,0.5608108108108109,0.4391891891891892,0.2444533379009609
142,1.0,17,9,0.0,0.0,0.0,1.0,1618,6011,0.6086206896551725,0.3913793103448276,0.4415180394518943
143,1.0,18,10,0.0,1.0,0.0,1.0,2589,0,0.6086206896551725,0.3913793103448276,0.4415180394518943
144,1.0,19,9,0.0,1.0,0.0,1.0,6511,7913,0.10509554140127389,0.8949044585987261,-2.1418471078672656
145,1.0,19,11,1.0,0.0,0.0,1.0,192,661,0.00834688346883469,0.9916531165311653,-4.777485133288987
146,1.0,27,10,0.0,1.0,0.0,1.0,421,3075,0.6086206896551725,0.3913793103448276,0.4415180394518943
147,1.0,18,12,0.0,1.0,0.0,0.0,535,1115,0.9519230769230769,0.04807692307692308,2.9856819377004884
148,1.0,22,11,1.0,0.0,0.0,1.0,606,317,0.00834688346883469,0.9916531165311653,-4.777485133288987
149,1.0,20,9,1.0,0.0,0.0,1.0,660,12229,0.00834688346883469,0.9916531165311653,-4.777485133288987
150,1.0,20,11,1.0,0.0,0.0,1.0,696,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
151,1.0,18,10,1.0,0.0,0.0,1.0,699,480,0.00834688346883469,0.9916531165311653,-4.777485133288987
152,1.0,17,10,1.0,0.0,0.0,1.0,856,3251,0.00834688346883469,0.9916531165311653,-4.777485133288987
153,1.0,26,12,1.0,0.0,0.0,0.0,1088,11460,0.00834688346883469,0.9916531165311653,-4.777485133288987
154,1.0,22,10,1.0,0.0,0.0,1.0,1071,7315,0.00834688346883469,0.9916531165311653,-4.777485133288987
155,1.0,20,12,1.0,0.0,0.0,0.0,1160,702,0.00834688346883469,0.9916531165311653,-4.777485133288987
156,1.0,18,8,1.0,0.0,0.0,1.0,1199,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
157,1.0,18,9,1.0,0.0,0.0,1.0,1285,15369,0.00834688346883469,0.9916531165311653,-4.777485133288987
158,1.0,18,10,1.0,0.0,0.0,1.0,1371,12064,0.00834688346883469,0.9916531165311653,-4.777485133288987
159,1.0,19,10,1.0,0.0,0.0,1.0,1374,13278,0.00834688346883469,0.9916531165311653,-4.777485133288987
160,1.0,18,9,0.0,1.0,0.0,1.0,1713,8836,0.6086206896551725,0.3913793103448276,0.4415180394518943
161,1.0,17,10,0.0,1.0,0.0,1.0,2202,4387,0.6086206896551725,0.3913793103448276,0.4415180394518943
162,1.0,19,11,1.0,0.0,0.0,1.0,1927,11965,0.00834688346883469,0.9916531165311653,-4.777485133288987
163,1.0,27,11,1.0,0.0,1.0,1.0,2142,2186,0.09382716049382717,0.9061728395061729,-2.2677756883281845
164,1.0,19,10,1.0,0.0,0.0,1.0,3213,2975,0.00834688346883469,0.9916531165311653,-4.777485133288987
165,1.0,19,9,0.0,1.0,0.0,1.0,3276,14271,0.6086206896551725,0.3913793103448276,0.4415180394518943
166,1.0,27,10,1.0,0.0,0.0,1.0,3213,2094,0.00834688346883469,0.9916531165311653,-4.777485133288987
167,1.0,21,11,1.0,0.0,1.0,1.0,4167,11300,0.09382716049382717,0.9061728395061729,-2.2677756883281845
168,1.0,29,10,1.0,0.0,1.0,1.0,4923,130,0.09382716049382717,0.9061728395061729,-2.2677756883281845
169,1.0,34,11,0.0,1.0,0.0,1.0,4641,2877,0.6086206896551725,0.3913793103448276,0.4415180394518943
170,1.0,25,10,0.0,0.0,0.0,1.0,4712,6103,0.6086206896551725,0.3913793103448276,0.4415180394518943
171,1.0,31,13,0.0,0.0,0.0,0.0,5498,2329,0.8142857142857143,0.18571428571428572,1.4781019103730133
172,1.0,41,9,1.0,0.0,1.0,1.0,5783,0,0.09382716049382717,0.9061728395061729,-2.2677756883281845
173,1.0,21,11,0.0,1.0,0.0,1.0,6658,9381,0.10509554140127389,0.8949044585987261,-2.1418471078672656
174,1.0,20,11,1.0,0.0,0.0,1.0,6426,16451,0.00834688346883469,0.9916531165311653,-4.777485133288987
175,1.0,24,12,0.0,1.0,1.0,0.0,7212,6485,0.10509554140127389,0.8949044585987261,-2.1418471078672656
176,1.0,41,9,1.0,0.0,1.0,1.0,7212,3154,0.09382716049382717,0.9061728395061729,-2.2677756883281845
177,1.0,21,12,0.0,0.0,0.0,0.0,7390,3557,0.10509554140127389,0.8949044585987261,-2.1418471078672656
178,1.0,22,11,1.0,0.0,0.0,1.0,7497,668,0.00834688346883469,0.9916531165311653,-4.777485133288987
179,1.0,20,9,0.0,1.0,0.0,1.0,8015,5487,0.10509554140127389,0.8949044585987261,-2.1418471078672656
180,1.0,17,11,1.0,0.0,0.0,1.0,8497,9017,0.00834688346883469,0.9916531165311653,-4.777485133288987
181,1.0,24,11,1.0,0.0,0.0,1.0,9180,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
182,1.0,23,12,1.0,0.0,1.0,0.0,15079,10283,0.9742765273311897,0.02572347266881029,3.6342912638295344
183,1.0,23,10,1.0,0.0,0.0,1.0,15709,5665,0.5608108108108109,0.4391891891891892,0.2444533379009609
184,1.0,26,11,0.0,0.0,0.0,1.0,22959,2746,0.9995305164319249,0.00046948356807511736,7.663407664893559
185,1.0,21,13,1.0,0.0,0.0,0.0,24806,8803,0.5608108108108109,0.4391891891891892,0.2444533379009609
186,1.0,18,10,1.0,0.0,1.0,1.0,1958,10989,0.09382716049382717,0.9061728395061729,-2.2677756883281845
187,1.0,22,10,1.0,0.0,0.0,1.0,653,11134,0.00834688346883469,0.9916531165311653,-4.777485133288987
188,1.0,17,10,1.0,0.0,0.0,1.0,1000,1433,0.00834688346883469,0.9916531165311653,-4.777485133288987
189,1.0,20,7,1.0,0.0,0.0,1.0,1569,5518,0.00834688346883469,0.9916531165311653,-4.777485133288987
190,1.0,17,9,1.0,0.0,0.0,1.0,1667,5594,0.00834688346883469,0.9916531165311653,-4.777485133288987
191,1.0,23,11,1.0,0.0,0.0,1.0,1961,3689,0.00834688346883469,0.9916531165311653,-4.777485133288987
192,1.0,32,10,1.0,0.0,0.0,1.0,2321,179,0.00834688346883469,0.9916531165311653,-4.777485133288987
193,1.0,19,12,1.0,0.0,0.0,0.0,2534,4551,0.00834688346883469,0.9916531165311653,-4.777485133288987
194,1.0,30,10,1.0,0.0,0.0,1.0,2615,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
195,1.0,25,12,1.0,0.0,0.0,0.0,2746,2090,0.00834688346883469,0.9916531165311653,-4.777485133288987
196,1.0,26,11,0.0,0.0,0.0,1.0,4676,1973,0.6086206896551725,0.3913793103448276,0.4415180394518943
197,1.0,19,10,1.0,0.0,0.0,1.0,3473,5861,0.00834688346883469,0.9916531165311653,-4.777485133288987
198,1.0,19,8,0.0,0.0,0.0,1.0,3416,9251,0.6086206896551725,0.3913793103448276,0.4415180394518943
199,1.0,20,10,1.0,0.0,0.0,1.0,5100,13626,0.00834688346883469,0.9916531165311653,-4.777485133288987
200,1.0,21,11,1.0,0.0,0.0,1.0,5310,7906,0.00834688346883469,0.9916531165311653,-4.777485133288987
201,1.0,23,12,1.0,0.0,0.0,0.0,7841,7947,0.00834688346883469,0.9916531165311653,-4.777485133288987
202,1.0,19,11,1.0,0.0,0.0,1.0,6409,11648,0.00834688346883469,0.9916531165311653,-4.777485133288987
203,1.0,22,11,1.0,0.0,0.0,1.0,8774,18295,0.00834688346883469,0.9916531165311653,-4.777485133288987
204,1.0,23,12,1.0,0.0,0.0,0.0,7782,14416,0.00834688346883469,0.9916531165311653,-4.777485133288987
205,1.0,26,10,1.0,0.0,1.0,1.0,8141,4635,0.09382716049382717,0.9061728395061729,-2.2677756883281845
206,1.0,24,12,1.0,0.0,0.0,0.0,12982,0,0.5608108108108109,0.4391891891891892,0.2444533379009609
207,1.0,18,10,0.0,1.0,0.0,1.0,12625,0,0.9995305164319249,0.00046948356807511736,7.663407664893559
208,1.0,27,11,1.0,0.0,0.0,1.0,14223,7661,0.5608108108108109,0.4391891891891892,0.2444533379009609
209,1.0,21,11,0.0,1.0,0.0,1.0,17983,15191,0.9995305164319249,0.00046948356807511736,7.663407664893559
210,1.0,25,8,0.0,0.0,0.0,1.0,23096,6421,0.9995305164319249,0.00046948356807511736,7.663407664893559
211,1.0,21,12,1.0,0.0,0.0,0.0,807,4350,0.00834688346883469,0.9916531165311653,-4.777485133288987
212,1.0,19,11,1.0,0.0,0.0,1.0,532,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
213,1.0,18,11,1.0,0.0,0.0,1.0,851,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
214,1.0,34,7,1.0,0.0,0.0,1.0,857,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
215,1.0,21,11,0.0,0.0,0.0,1.0,946,11412,0.6086206896551725,0.3913793103448276,0.4415180394518943
216,1.0,25,9,1.0,0.0,0.0,1.0,1536,1709,0.00834688346883469,0.9916531165311653,-4.777485133288987
217,1.0,17,9,1.0,0.0,0.0,1.0,1341,1374,0.00834688346883469,0.9916531165311653,-4.777485133288987
218,1.0,28,8,1.0,0.0,0.0,1.0,1182,7779,0.00834688346883469,0.9916531165311653,-4.777485133288987
219,1.0,18,9,1.0,0.0,0.0,1.0,1182,5100,0.00834688346883469,0.9916531165311653,-4.777485133288987
220,1.0,27,12,1.0,0.0,0.0,0.0,4310,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
221,1.0,23,9,1.0,0.0,0.0,1.0,1774,11464,0.00834688346883469,0.9916531165311653,-4.777485133288987
222,1.0,19,8,0.0,1.0,0.0,1.0,1862,8774,0.6086206896551725,0.3913793103448276,0.4415180394518943
223,1.0,21,11,1.0,0.0,0.0,1.0,2158,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
224,1.0,21,11,1.0,0.0,0.0,1.0,2217,4082,0.00834688346883469,0.9916531165311653,-4.777485133288987
225,1.0,23,10,1.0,0.0,0.0,1.0,2217,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
226,1.0,27,9,1.0,0.0,0.0,1.0,2294,2018,0.00834688346883469,0.9916531165311653,-4.777485133288987
227,1.0,27,11,1.0,0.0,0.0,1.0,2483,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
228,1.0,23,12,0.0,0.0,0.0,0.0,3903,796,0.9519230769230769,0.04807692307692308,2.9856819377004884
229,1.0,27,8,1.0,0.0,0.0,1.0,7218,7976,0.00834688346883469,0.9916531165311653,-4.777485133288987
230,1.0,28,11,1.0,0.0,1.0,1.0,6952,7318,0.09382716049382717,0.9061728395061729,-2.2677756883281845
231,1.0,25,12,1.0,0.0,0.0,0.0,5204,0,0.00834688346883469,0.9916531165311653,-4.777485133288987
232,1.0,20,12,1.0,0.0,0.0,0.0,6085,9750,0.00834688346883469,0.9916531165311653,-4.777485133288987
233,1.0,26,12,1.0,0.0,0.0,0.0,6608,5811,0.00834688346883469,0.9916531165311653,-4.777485133288987
234,1.0,23,10,1.0,0.0,1.0,1.0,10495,3385,0.9742765273311897,0.02572347266881029,3.6342912638295344
235,1.0,49,8,0.0,0.0,1.0,1.0,7285,16717,0.8142857142857143,0.18571428571428572,1.4781019103730133
236,1.0,19,11,1.0,0.0,0.0,1.0,10224,11293,0.5608108108108109,0.4391891891891892,0.2444533379009609
237,1.0,21,13,0.0,0.0,0.0,0.0,8616,99,0.10509554140127389,0.8949044585987261,-2.1418471078672656
