,treat,education*,black,hispanic,married,nodegree,propensity_score,propensity_logit,re78
52,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
53,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,8087
54,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
55,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,2348
56,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,590
57,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
58,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,1067
59,1.0,4,1.0,0.0,1.0,1.0,0.0,0.0,7284
60,1.0,14,1.0,0.0,1.0,0.0,0.0,0.0,13167
61,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,1048
62,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
63,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,1923
64,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,3196
65,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,4666
66,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,549
67,1.0,4,1.0,0.0,0.0,1.0,1.0,0.0,762
68,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,10694
69,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
70,1.0,7,0.0,0.0,0.0,1.0,1.0,0.0,0
71,1.0,5,1.0,0.0,1.0,1.0,0.0,0.0,8546
72,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,7479
73,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,0
74,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,647
75,1.0,6,1.0,0.0,0.0,1.0,1.0,0.0,0
76,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,11965
77,1.0,15,1.0,0.0,0.0,0.0,0.75,1.0986122886681098,9598
78,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,10363
79,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,18783
80,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,18678
81,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,60307
82,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,0
83,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,23005
84,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,6456
85,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
86,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,1773
87,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,11233
88,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
89,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,2321
90,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,4941
91,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,0
92,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
93,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
94,1.0,8,0.0,1.0,0.0,1.0,1.0,0.0,3881
95,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,17230
96,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,1294
97,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,8048
98,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
99,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,14509
100,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
101,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,9970
102,1.0,14,1.0,0.0,0.0,0.0,1.0,0.0,17814
103,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
104,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,9983
105,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
106,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,8124
107,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,5587
108,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,9737
109,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,4482
110,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,17685
111,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,5010
112,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,1460
113,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,2456
114,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
115,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,26817
116,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
117,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,9265
118,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,1652
119,1.0,10,0.0,0.0,0.0,1.0,1.0,0.0,13829
120,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,485
121,1.0,8,0.0,0.0,1.0,1.0,0.0,0.0,4232
122,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,2484
123,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,4814
124,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,7458
125,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,0
126,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,34099
127,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,13385
128,1.0,10,0.0,1.0,0.0,1.0,1.0,0.0,5112
129,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,1953
130,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
131,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,10641
132,1.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11656
133,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,3621
134,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
135,1.0,11,0.0,1.0,0.0,1.0,1.0,0.0,0
136,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
137,1.0,11,0.0,1.0,0.0,1.0,1.0,0.0,2454
138,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
139,1.0,6,0.0,1.0,1.0,1.0,0.0,0.0,4488
140,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
141,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,2346
142,1.0,9,0.0,0.0,0.0,1.0,1.0,0.0,6011
143,1.0,10,0.0,1.0,0.0,1.0,1.0,0.0,0
144,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,7913
145,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,661
146,1.0,10,0.0,1.0,0.0,1.0,1.0,0.0,3075
147,1.0,12,0.0,1.0,0.0,0.0,1.0,0.0,1115
148,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,317
149,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,12229
150,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
151,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,480
152,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,3251
153,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,11460
154,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,7315
155,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,702
156,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
157,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,15369
158,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,12064
159,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,13278
160,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,8836
161,1.0,10,0.0,1.0,0.0,1.0,1.0,0.0,4387
162,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,11965
163,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,2186
164,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,2975
165,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,14271
166,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,2094
167,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,11300
168,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,130
169,1.0,11,0.0,1.0,0.0,1.0,1.0,0.0,2877
170,1.0,10,0.0,0.0,0.0,1.0,1.0,0.0,6103
171,1.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,2329
172,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,0
173,1.0,11,0.0,1.0,0.0,1.0,1.0,0.0,9381
174,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,16451
175,1.0,12,0.0,1.0,1.0,0.0,0.0,0.0,6485
176,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,3154
177,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,3557
178,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,668
179,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,5487
180,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,9017
181,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
182,1.0,12,1.0,0.0,1.0,0.0,1.0,0.0,10283
183,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,5665
184,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,2746
185,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,8803
186,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,10989
187,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,11134
188,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,1433
189,1.0,7,1.0,0.0,0.0,1.0,1.0,0.0,5518
190,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,5594
191,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,3689
192,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,179
193,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,4551
194,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
195,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,2090
196,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,1973
197,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,5861
198,1.0,8,0.0,0.0,0.0,1.0,1.0,0.0,9251
199,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,13626
200,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,7906
201,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,7947
202,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,11648
203,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,18295
204,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,14416
205,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,4635
206,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
207,1.0,10,0.0,1.0,0.0,1.0,1.0,0.0,0
208,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,7661
209,1.0,11,0.0,1.0,0.0,1.0,1.0,0.0,15191
210,1.0,8,0.0,0.0,0.0,1.0,1.0,0.0,6421
211,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,4350
212,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
213,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
214,1.0,7,1.0,0.0,0.0,1.0,1.0,0.0,0
215,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,11412
216,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,1709
217,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,1374
218,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,7779
219,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,5100
220,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
221,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,11464
222,1.0,8,0.0,1.0,0.0,1.0,1.0,0.0,8774
223,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
224,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,4082
225,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
226,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,2018
227,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
228,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,796
229,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,7976
230,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,7318
231,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
232,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,9750
233,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,5811
234,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,3385
235,1.0,8,0.0,0.0,1.0,1.0,0.0,0.0,16717
236,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,11293
237,1.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,99
238,1.0,12,1.0,0.0,1.0,0.0,1.0,0.0,2777
239,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,1659
240,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,8408
241,1.0,15,1.0,0.0,0.0,0.0,0.75,1.0986122886681098,14683
242,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
243,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,929
244,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,5522
245,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,5445
246,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
247,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,0
248,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,4146
249,1.0,11,0.0,0.0,0.0,1.0,1.0,0.0,4321
250,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,1660
251,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,8484
252,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,743
253,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,9371
254,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,4849
255,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,1358
256,1.0,13,1.0,0.0,0.0,0.0,1.0,0.0,0
257,1.0,8,1.0,0.0,1.0,1.0,1.0,0.0,3786
258,1.0,9,0.0,1.0,0.0,1.0,1.0,0.0,6210
259,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,4032
260,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
261,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,4279
262,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,11141
263,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,22163
264,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,3462
265,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,0
266,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
267,1.0,11,0.0,1.0,1.0,1.0,0.0,0.0,6788
268,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
269,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,12590
270,1.0,12,1.0,0.0,1.0,0.0,1.0,0.0,1424
271,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,10976
272,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,9558
273,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
274,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,12803
275,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
276,1.0,12,0.0,1.0,1.0,0.0,0.0,0.0,10092
277,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0
278,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,13228
279,1.0,8,1.0,0.0,0.0,1.0,1.0,0.0,7535
280,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,1085
281,1.0,12,0.0,0.0,0.0,0.0,1.0,0.0,12558
282,1.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
283,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,5615
284,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,671
285,1.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
286,1.0,12,0.0,1.0,0.0,0.0,1.0,0.0,559
287,1.0,12,1.0,0.0,0.0,0.0,1.0,0.0,6167
288,1.0,11,1.0,0.0,0.0,1.0,1.0,0.0,6943
289,1.0,10,1.0,0.0,0.0,1.0,1.0,0.0,672
290,1.0,14,1.0,0.0,1.0,0.0,0.0,0.0,36646
291,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,0
292,1.0,9,1.0,0.0,0.0,1.0,1.0,0.0,8881
293,1.0,4,1.0,0.0,0.0,1.0,1.0,0.0,7382
294,1.0,10,1.0,0.0,1.0,1.0,1.0,0.0,0
295,1.0,11,1.0,0.0,1.0,1.0,1.0,0.0,4181
296,1.0,12,1.0,0.0,1.0,0.0,1.0,0.0,15952
297,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
298,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
299,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
300,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
301,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
302,0.0,12,0.0,1.0,1.0,0.0,0.0,0.0,0
303,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
304,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
305,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
306,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
307,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,4728
308,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
309,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
310,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,0
311,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,11821
312,0.0,13,0.0,1.0,1.0,0.0,0.0,0.0,0
313,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
314,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0
315,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
316,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
317,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0
318,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
319,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
320,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
321,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,9014
322,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13299
323,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,1921
324,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,11821
325,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
326,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
327,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
328,0.0,17,0.0,1.0,1.0,0.0,0.0,0.0,8866
329,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
330,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
331,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,28076
332,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
333,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
334,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0
335,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0
336,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12930
337,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
338,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
339,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
340,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
341,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,17732
342,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
343,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
344,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
345,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
346,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
347,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
348,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
349,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
350,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,22165
351,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
352,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,66497
353,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
354,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
355,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
356,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
357,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
358,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
359,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
360,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
361,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,8396
362,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
363,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
364,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
365,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
366,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
367,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
368,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
369,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
370,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
371,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
372,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
373,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
374,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
375,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,36943
376,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
377,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
378,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
379,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
380,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
381,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
382,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
383,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
384,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
385,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
386,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
387,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
388,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
389,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0
390,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
