,treat,age,education*,black,hispanic,married,nodegree,re74,re75,re78,propensity_score,1,propensity_logit
57,1.0,41,4,1.0,0.0,1.0,1.0,0,0,7284,0.045454545454545456,0.9545454545454546,-3.044522437723423
58,1.0,42,14,1.0,0.0,1.0,0.0,0,0,13167,0.045454545454545456,0.9545454545454546,-3.044522437723423
59,1.0,22,11,0.0,0.0,0.0,1.0,0,0,1048,0.038461538461538464,0.9615384615384616,-3.2188758248682006
60,1.0,17,8,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
61,1.0,29,8,1.0,0.0,0.0,1.0,0,0,1923,0.0,1.0,-inf
62,1.0,35,10,1.0,0.0,0.0,1.0,0,0,4666,0.0,1.0,-inf
63,1.0,27,11,1.0,0.0,0.0,1.0,0,0,549,0.0,1.0,-inf
64,1.0,29,4,1.0,0.0,0.0,1.0,0,0,762,0.0,1.0,-inf
65,1.0,28,9,1.0,0.0,0.0,1.0,0,0,10694,0.0,1.0,-inf
66,1.0,27,11,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
67,1.0,23,7,0.0,0.0,0.0,1.0,0,0,0,0.038461538461538464,0.9615384615384616,-3.2188758248682006
68,1.0,45,5,1.0,0.0,1.0,1.0,0,0,8546,0.045454545454545456,0.9545454545454546,-3.044522437723423
69,1.0,29,13,1.0,0.0,0.0,0.0,0,0,7479,0.0,1.0,-inf
70,1.0,27,9,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
71,1.0,46,13,1.0,0.0,0.0,0.0,0,0,647,0.0,1.0,-inf
72,1.0,18,6,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
73,1.0,25,12,1.0,0.0,0.0,0.0,0,0,11965,0.0,1.0,-inf
74,1.0,28,15,1.0,0.0,0.0,0.0,0,0,9598,0.0,1.0,-inf
75,1.0,25,11,0.0,0.0,0.0,1.0,0,0,18783,0.038461538461538464,0.9615384615384616,-3.2188758248682006
76,1.0,22,12,1.0,0.0,0.0,0.0,0,0,18678,0.0,1.0,-inf
77,1.0,21,9,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
78,1.0,40,11,1.0,0.0,0.0,1.0,0,0,23005,0.0,1.0,-inf
79,1.0,22,11,1.0,0.0,0.0,1.0,0,0,6456,0.0,1.0,-inf
80,1.0,25,12,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,-inf
81,1.0,18,12,1.0,0.0,0.0,0.0,0,0,2321,0.0,1.0,-inf
82,1.0,38,12,0.0,0.0,0.0,0.0,0,0,4941,0.038461538461538464,0.9615384615384616,-3.2188758248682006
83,1.0,27,13,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,-inf
84,1.0,27,8,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
85,1.0,38,11,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
86,1.0,23,8,0.0,1.0,0.0,1.0,0,0,3881,0.038461538461538464,0.9615384615384616,-3.2188758248682006
87,1.0,26,11,1.0,0.0,0.0,1.0,0,0,17230,0.0,1.0,-inf
88,1.0,21,12,0.0,0.0,0.0,0.0,0,0,8048,0.038461538461538464,0.9615384615384616,-3.2188758248682006
89,1.0,25,8,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
90,1.0,31,11,1.0,0.0,1.0,1.0,0,0,14509,0.045454545454545456,0.9545454545454546,-3.044522437723423
91,1.0,17,10,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
92,1.0,25,11,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
93,1.0,21,12,1.0,0.0,0.0,0.0,0,0,9983,0.0,1.0,-inf
94,1.0,44,11,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
95,1.0,25,12,0.0,0.0,0.0,0.0,0,0,5587,0.038461538461538464,0.9615384615384616,-3.2188758248682006
96,1.0,18,9,1.0,0.0,0.0,1.0,0,0,4482,0.0,1.0,-inf
97,1.0,42,12,1.0,0.0,0.0,0.0,0,0,2456,0.0,1.0,-inf
98,1.0,25,10,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
99,1.0,31,9,0.0,1.0,0.0,1.0,0,0,26817,0.038461538461538464,0.9615384615384616,-3.2188758248682006
100,1.0,24,10,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
101,1.0,26,10,1.0,0.0,0.0,1.0,0,0,9265,0.0,1.0,-inf
102,1.0,25,11,1.0,0.0,0.0,1.0,0,0,485,0.0,1.0,-inf
103,1.0,18,11,1.0,0.0,0.0,1.0,0,0,4814,0.0,1.0,-inf
104,1.0,19,11,1.0,0.0,0.0,1.0,0,0,7458,0.0,1.0,-inf
105,1.0,43,9,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
106,1.0,27,13,1.0,0.0,0.0,0.0,0,0,34099,0.0,1.0,-inf
107,1.0,17,9,1.0,0.0,0.0,1.0,0,0,1953,0.0,1.0,-inf
108,1.0,30,11,1.0,0.0,0.0,1.0,0,0,0,0.0,1.0,-inf
109,1.0,26,10,1.0,0.0,1.0,1.0,2027,0,0,0.9166666666666666,0.08333333333333333,2.3978952727983702
110,1.0,20,9,1.0,0.0,0.0,1.0,6083,0,8881,0.048507462686567165,0.9514925373134329,-2.9763141876968895
111,1.0,17,9,0.0,1.0,0.0,1.0,445,74,6210,0.038461538461538464,0.9615384615384616,-3.2188758248682006
112,1.0,20,12,1.0,0.0,0.0,0.0,989,165,0,0.0,1.0,-inf
113,1.0,18,11,1.0,0.0,0.0,1.0,858,214,929,0.0,1.0,-inf
114,1.0,27,12,1.0,0.0,1.0,0.0,3670,334,0,0.9166666666666666,0.08333333333333333,2.3978952727983702
115,1.0,21,12,0.0,0.0,0.0,0.0,3670,334,12558,0.038461538461538464,0.9615384615384616,-3.2188758248682006
116,1.0,27,12,1.0,0.0,0.0,0.0,2143,357,22163,0.048507462686567165,0.9514925373134329,-2.9763141876968895
117,1.0,20,12,1.0,0.0,0.0,0.0,0,377,1652,0.0,1.0,-inf
118,1.0,19,10,1.0,0.0,0.0,1.0,0,385,8124,0.0,1.0,-inf
119,1.0,23,12,1.0,0.0,0.0,0.0,5506,501,671,0.048507462686567165,0.9514925373134329,-2.9763141876968895
120,1.0,29,14,1.0,0.0,0.0,0.0,0,679,17814,0.0,1.0,-inf
121,1.0,18,10,1.0,0.0,0.0,1.0,0,798,9737,0.0,1.0,-inf
122,1.0,19,9,1.0,0.0,0.0,1.0,0,798,17685,0.0,1.0,-inf
123,1.0,27,13,0.0,0.0,1.0,0.0,9381,853,0,0.9722222222222222,0.027777777777777776,3.555348061489413
124,1.0,18,11,0.0,0.0,0.0,1.0,3678,919,4321,0.038461538461538464,0.9615384615384616,-3.2188758248682006
125,1.0,27,9,1.0,0.0,1.0,1.0,0,934,1773,0.045454545454545456,0.9545454545454546,-3.044522437723423
126,1.0,22,12,1.0,0.0,0.0,0.0,5605,936,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
127,1.0,23,10,1.0,0.0,1.0,1.0,0,936,11233,0.045454545454545456,0.9545454545454546,-3.044522437723423
128,1.0,23,12,0.0,1.0,0.0,0.0,9385,1117,559,0.038461538461538464,0.9615384615384616,-3.2188758248682006
129,1.0,20,11,1.0,0.0,0.0,1.0,3637,1220,1085,0.048507462686567165,0.9514925373134329,-2.9763141876968895
130,1.0,17,9,1.0,0.0,0.0,1.0,1716,1253,5445,0.0,1.0,-inf
131,1.0,28,11,1.0,0.0,0.0,1.0,0,1284,60307,0.0,1.0,-inf
132,1.0,26,11,1.0,0.0,1.0,1.0,0,1392,1460,0.045454545454545456,0.9545454545454546,-3.044522437723423
133,1.0,20,11,1.0,0.0,0.0,1.0,16318,1484,6943,0.048507462686567165,0.9514925373134329,-2.9763141876968895
134,1.0,24,11,1.0,0.0,1.0,1.0,824,1666,4032,0.045454545454545456,0.9545454545454546,-3.044522437723423
135,1.0,31,9,1.0,0.0,0.0,1.0,0,1698,10363,0.0,1.0,-inf
136,1.0,23,8,0.0,0.0,1.0,1.0,0,1713,4232,0.9722222222222222,0.027777777777777776,3.555348061489413
137,1.0,18,10,1.0,0.0,0.0,1.0,2143,1784,11141,0.048507462686567165,0.9514925373134329,-2.9763141876968895
138,1.0,29,12,1.0,0.0,0.0,0.0,10881,1817,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
139,1.0,26,11,0.0,0.0,0.0,1.0,0,2226,13385,0.038461538461538464,0.9615384615384616,-3.2188758248682006
140,1.0,24,9,1.0,0.0,0.0,1.0,9154,2288,4849,0.048507462686567165,0.9514925373134329,-2.9763141876968895
141,1.0,25,12,1.0,0.0,0.0,0.0,14426,2409,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
142,1.0,24,10,1.0,0.0,0.0,1.0,4250,2421,1660,0.048507462686567165,0.9514925373134329,-2.9763141876968895
143,1.0,46,8,1.0,0.0,0.0,1.0,3165,2594,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
144,1.0,31,12,0.0,0.0,0.0,0.0,0,2611,2484,0.038461538461538464,0.9615384615384616,-3.2188758248682006
145,1.0,19,11,1.0,0.0,0.0,1.0,2305,2615,4146,0.048507462686567165,0.9514925373134329,-2.9763141876968895
146,1.0,19,8,1.0,0.0,0.0,1.0,0,2657,9970,0.0,1.0,-inf
147,1.0,27,11,1.0,0.0,0.0,1.0,2206,2666,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
148,1.0,26,11,1.0,0.0,1.0,1.0,0,2754,26372,0.045454545454545456,0.9545454545454546,-3.044522437723423
149,1.0,20,10,1.0,0.0,0.0,1.0,5005,2777,5615,0.048507462686567165,0.9514925373134329,-2.9763141876968895
150,1.0,28,10,1.0,0.0,0.0,1.0,0,2836,3196,0.0,1.0,-inf
151,1.0,24,12,1.0,0.0,0.0,0.0,13765,2842,6167,0.048507462686567165,0.9514925373134329,-2.9763141876968895
152,1.0,19,8,1.0,0.0,0.0,1.0,2636,2937,7535,0.048507462686567165,0.9514925373134329,-2.9763141876968895
153,1.0,23,12,1.0,0.0,0.0,0.0,6269,3039,8484,0.048507462686567165,0.9514925373134329,-2.9763141876968895
154,1.0,42,9,1.0,0.0,1.0,1.0,0,3058,1294,0.045454545454545456,0.9545454545454546,-3.044522437723423
155,1.0,25,13,1.0,0.0,0.0,0.0,12362,3090,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
156,1.0,18,9,1.0,0.0,0.0,1.0,0,3287,5010,0.0,1.0,-inf
157,1.0,21,12,1.0,0.0,0.0,0.0,6473,3332,9371,0.048507462686567165,0.9514925373134329,-2.9763141876968895
158,1.0,27,10,1.0,0.0,0.0,1.0,1001,3550,0,0.0,1.0,-inf
159,1.0,21,8,1.0,0.0,0.0,1.0,989,3695,4279,0.0,1.0,-inf
160,1.0,22,9,1.0,0.0,0.0,1.0,2192,3836,3462,0.048507462686567165,0.9514925373134329,-2.9763141876968895
161,1.0,31,4,1.0,0.0,0.0,1.0,8517,4023,7382,0.048507462686567165,0.9514925373134329,-2.9763141876968895
162,1.0,24,10,1.0,0.0,1.0,1.0,11703,4078,0,0.9166666666666666,0.08333333333333333,2.3978952727983702
163,1.0,29,10,1.0,0.0,0.0,1.0,0,4398,0,0.0,1.0,-inf
164,1.0,29,12,1.0,0.0,0.0,0.0,9748,4878,10976,0.048507462686567165,0.9514925373134329,-2.9763141876968895
165,1.0,19,10,0.0,0.0,0.0,1.0,0,5324,13829,0.038461538461538464,0.9615384615384616,-3.2188758248682006
166,1.0,19,11,0.0,1.0,1.0,1.0,5424,5463,6788,0.9722222222222222,0.027777777777777776,3.555348061489413
167,1.0,31,9,1.0,0.0,0.0,1.0,10717,5517,9558,0.048507462686567165,0.9514925373134329,-2.9763141876968895
168,1.0,22,10,1.0,0.0,1.0,1.0,1468,5588,13228,0.045454545454545456,0.9545454545454546,-3.044522437723423
169,1.0,21,9,1.0,0.0,0.0,1.0,6416,5749,743,0.048507462686567165,0.9514925373134329,-2.9763141876968895
170,1.0,17,10,1.0,0.0,0.0,1.0,1291,5793,5522,0.0,1.0,-inf
171,1.0,26,12,1.0,0.0,1.0,0.0,8408,5794,1424,0.9166666666666666,0.08333333333333333,2.3978952727983702
172,1.0,20,9,0.0,1.0,0.0,1.0,12260,5875,1358,0.038461538461538464,0.9615384615384616,-3.2188758248682006
173,1.0,19,10,1.0,0.0,0.0,1.0,4121,6056,0,0.048507462686567165,0.9514925373134329,-2.9763141876968895
174,1.0,26,10,1.0,0.0,0.0,1.0,25929,6788,672,0.048507462686567165,0.9514925373134329,-2.9763141876968895
175,1.0,28,11,1.0,0.0,0.0,1.0,1929,6871,0,0.0,1.0,-inf
176,1.0,22,12,0.0,1.0,1.0,0.0,492,7055,10092,0.0,1.0,-inf
177,1.0,33,11,1.0,0.0,0.0,1.0,0,7867,6281,0.0,1.0,-inf
178,1.0,22,12,0.0,0.0,0.0,0.0,6759,8455,12590,0.9534883720930233,0.046511627906976744,3.020424886144363
179,1.0,29,10,0.0,1.0,0.0,1.0,0,8853,5112,0.9959294436906377,0.004070556309362279,5.4998967399464105
180,1.0,33,12,1.0,0.0,1.0,0.0,20279,10941,15952,0.9959294436906377,0.004070556309362279,5.4998967399464105
181,1.0,25,14,1.0,0.0,1.0,0.0,35040,11536,36646,0.9959294436906377,0.004070556309362279,5.4998967399464105
182,1.0,35,9,1.0,0.0,1.0,1.0,13602,13830,12803,0.9959294436906377,0.004070556309362279,5.4998967399464105
183,1.0,35,8,1.0,0.0,1.0,1.0,13732,17976,3786,0.9959294436906377,0.004070556309362279,5.4998967399464105
184,1.0,33,11,1.0,0.0,1.0,1.0,14660,25142,4181,0.9959294436906377,0.004070556309362279,5.4998967399464105
185,0.0,47,12,0.0,0.0,0.0,0.0,0,0,0,0.038461538461538464,0.9615384615384616,-3.2188758248682006
186,0.0,50,12,1.0,0.0,1.0,0.0,0,0,0,0.045454545454545456,0.9545454545454546,-3.044522437723423
187,0.0,44,12,0.0,0.0,0.0,0.0,0,0,0,0.038461538461538464,0.9615384615384616,-3.2188758248682006
188,0.0,28,12,1.0,0.0,1.0,0.0,0,0,0,0.045454545454545456,0.9545454545454546,-3.044522437723423
189,0.0,54,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
190,0.0,55,12,0.0,1.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
191,0.0,47,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
192,0.0,25,12,1.0,0.0,0.0,0.0,0,0,0,0.0,1.0,-inf
193,0.0,44,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
194,0.0,50,12,1.0,0.0,1.0,0.0,0,0,0,0.045454545454545456,0.9545454545454546,-3.044522437723423
195,0.0,23,12,1.0,0.0,0.0,0.0,0,0,4728,0.0,1.0,-inf
196,0.0,49,14,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
197,0.0,55,14,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
198,0.0,34,14,1.0,0.0,1.0,0.0,0,0,0,0.045454545454545456,0.9545454545454546,-3.044522437723423
199,0.0,34,16,0.0,0.0,1.0,0.0,0,0,11821,0.9722222222222222,0.027777777777777776,3.555348061489413
200,0.0,55,13,0.0,1.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
201,0.0,52,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
202,0.0,52,15,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
203,0.0,30,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
204,0.0,21,12,0.0,0.0,0.0,0.0,0,0,0,0.038461538461538464,0.9615384615384616,-3.2188758248682006
205,0.0,30,17,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,inf
206,0.0,44,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
207,0.0,46,12,0.0,0.0,0.0,0.0,0,0,0,0.038461538461538464,0.9615384615384616,-3.2188758248682006
208,0.0,53,17,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
209,0.0,26,16,0.0,0.0,0.0,0.0,0,0,9014,1.0,0.0,inf
210,0.0,49,12,0.0,0.0,1.0,0.0,0,0,13299,0.9722222222222222,0.027777777777777776,3.555348061489413
211,0.0,39,15,0.0,0.0,1.0,0.0,0,0,1921,0.9722222222222222,0.027777777777777776,3.555348061489413
212,0.0,26,17,0.0,0.0,1.0,0.0,0,0,11821,0.9722222222222222,0.027777777777777776,3.555348061489413
213,0.0,32,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
214,0.0,34,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
215,0.0,31,14,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
216,0.0,39,17,0.0,1.0,1.0,0.0,0,0,8866,0.9722222222222222,0.027777777777777776,3.555348061489413
217,0.0,40,17,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
218,0.0,31,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
219,0.0,27,13,0.0,0.0,1.0,0.0,0,0,28076,0.9722222222222222,0.027777777777777776,3.555348061489413
220,0.0,48,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
221,0.0,41,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
222,0.0,26,14,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,inf
223,0.0,50,17,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,inf
224,0.0,48,12,0.0,0.0,1.0,0.0,0,0,12930,0.9722222222222222,0.027777777777777776,3.555348061489413
225,0.0,45,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
226,0.0,37,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
227,0.0,33,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
228,0.0,31,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
229,0.0,36,12,1.0,0.0,1.0,0.0,0,0,17732,0.045454545454545456,0.9545454545454546,-3.044522437723423
230,0.0,44,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
231,0.0,28,17,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
232,0.0,30,17,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
233,0.0,42,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
234,0.0,30,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
235,0.0,27,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
236,0.0,37,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
237,0.0,37,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
238,0.0,45,12,0.0,0.0,1.0,0.0,0,0,22165,0.9722222222222222,0.027777777777777776,3.555348061489413
239,0.0,35,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
240,0.0,37,17,0.0,0.0,1.0,0.0,0,0,66497,0.9722222222222222,0.027777777777777776,3.555348061489413
241,0.0,27,17,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
242,0.0,47,14,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
243,0.0,48,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
244,0.0,42,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
245,0.0,43,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
246,0.0,46,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
247,0.0,46,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
248,0.0,46,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
249,0.0,29,16,0.0,0.0,1.0,0.0,0,0,8396,0.9722222222222222,0.027777777777777776,3.555348061489413
250,0.0,39,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
251,0.0,32,12,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
252,0.0,48,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
253,0.0,48,16,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
254,0.0,41,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
255,0.0,42,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
256,0.0,42,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
257,0.0,42,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
258,0.0,54,13,0.0,0.0,1.0,0.0,0,0,0,0.9722222222222222,0.027777777777777776,3.555348061489413
