,treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,propensity_score,propensity_logit
15,1.0,19,1.0,0.0,0.0,1.0,0,3228,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,10.0,0.0,361,10419984,1,100,2.5746536781438683,64.96678017704124,0.0,8.07961802938984,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.603725,0.42101043
16,1.0,27,1.0,0.0,0.0,0.0,0,14581,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,212605561,1,169,2.837319416472825,122.84877079056356,0.0,9.587474590316283,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.38013148,-0.48899016
17,1.0,23,1.0,0.0,0.0,1.0,0,7693,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,10.0,0.0,529,59182249,1,100,2.718532788188176,93.88792865009168,0.0,8.948066103458935,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.61050516,0.44943613
18,1.0,40,1.0,0.0,0.0,0.0,0,10804,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,1600,116726416,1,144,3.12109037130695,108.32055212520352,0.0,9.287671714912506,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.50271904,0.010876301
19,1.0,26,1.0,0.0,0.0,0.0,0,10747,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,676,115498009,1,144,2.80951993647388,108.07994820937962,0.0,9.282381924841154,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28120902,-0.9384724
20,1.0,23,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,11.0,0.0,529,1,1,121,2.718532788188176,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28365168,-0.9264195
21,1.0,41,0.0,0.0,0.0,0.0,0,5149,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,26512201,1,196,3.1385730784775028,79.23105391391786,0.0,8.546557800046141,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4517655,-0.19353975
22,1.0,38,0.0,0.0,0.0,1.0,0,6408,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1444,41062464,1,81,3.0846450426912884,86.91565427609443,0.0,8.765302488748196,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7533975,1.1168153
23,1.0,24,1.0,0.0,0.0,1.0,0,1991,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,3964081,1,121,2.7502356495289546,52.822858315096845,0.0,7.596392304064196,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3972261,-0.41703656
24,1.0,33,1.0,0.0,0.0,1.0,7867,6281,11,0,86537,0.0,0.0,0.0,7867.0,0.0,11.0,33.0,11.0,0.0,1089,39450961,61889689,121,2.983500561135437,86.18333403560834,90.50832620495478,8.74528448245438,8.970432074329242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.89717954,2.1662717
25,1.0,18,1.0,0.0,0.0,1.0,0,11163,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,18.0,10.0,0.0,324,124612569,1,100,2.5334692314452525,109.81903001836356,0.0,9.320360017014732,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5499473,0.20045783
26,1.0,29,1.0,0.0,1.0,1.0,0,9642,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,29.0,11.0,0.0,841,92968164,1,121,2.889688641163886,103.2586531017763,0.0,9.173883834965569,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6075204,0.4369012
27,1.0,25,1.0,0.0,0.0,1.0,0,9897,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,625,97950609,1,121,2.780526107090586,104.39901918484368,0.0,9.199986959896693,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.53492403,0.13992392
28,1.0,27,0.0,1.0,0.0,1.0,0,11142,10,1,0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,729,124144164,1,100,2.837319416472825,109.73216356444266,0.0,9.31847703058076,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6433323,0.58985686
29,1.0,17,1.0,0.0,0.0,1.0,0,16218,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,263023524,1,100,2.489703659218868,128.45088961640946,0.0,9.693877015504505,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42320573,-0.30962723
30,1.0,24,1.0,0.0,0.0,1.0,0,995,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,990025,1,121,2.7502356495289546,39.112817025591895,0.0,6.902742737158593,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5261083,0.10452841
31,1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,2.489703659218868,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.53968906,0.15909095
32,1.0,26,1.0,0.0,1.0,1.0,2754,26372,11,0,30294,0.0,0.0,0.0,2754.0,0.0,11.0,26.0,11.0,0.0,676,695482384,7584516,121,2.80951993647388,157.4103592115383,58.35345675982181,10.18005812023319,7.9208096792886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4687904,-0.12500088
33,1.0,48,1.0,0.0,0.0,1.0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,2304,42915601,1,16,3.24923239012838,87.73007751031342,0.0,8.787372988731876,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2888853,-0.900804
34,1.0,25,1.0,0.0,1.0,1.0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,2477476,1,121,2.780526107090586,47.73375910923709,0.0,7.361375428977347,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5257848,0.10323077
35,1.0,20,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,1,1,144,2.613533596593013,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4995072,-0.0019712194
36,1.0,25,1.0,0.0,0.0,0.0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,10182481,1,144,2.780526107090586,64.64808474450409,0.0,8.068089626278244,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.46992898,-0.12042944
37,1.0,42,1.0,0.0,0.0,0.0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,420455025,1,196,3.1555956891389783,141.70049717755185,0.0,9.92842403782616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.53369254,0.13497476
38,1.0,25,1.0,0.0,0.0,1.0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,38204761,1,25,2.780526107090586,85.60054494814439,0.0,8.729235349659273,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4458817,-0.21732454
39,1.0,23,1.0,0.0,1.0,0.0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,529,34939921,1,144,2.718532788188176,83.99872891869819,0.0,8.684570300824369,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8034265,1.4078493
40,1.0,46,1.0,0.0,1.0,1.0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,2116,9572836,1,64,3.2195147043484384,63.802114681987625,0.0,8.037220031133012,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4672355,-0.13124608
41,1.0,24,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,576,1,1,100,2.7502356495289546,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46458068,-0.14191504
42,1.0,21,1.0,0.0,0.0,0.0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,1572516,1,144,2.6503439093087704,43.25844885809593,0.0,7.134093721192866,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.348496,-0.62565684
43,1.0,19,0.0,0.0,0.0,1.0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,361,173923344,1,81,2.5746536781438683,117.7821436049594,0.0,9.48706260419162,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46133128,-0.15498444
44,1.0,17,1.0,0.0,0.0,1.0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64979721,1,64,2.489703659218868,95.7562142389734,0.0,8.9947928972836,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4804385,-0.07828602
45,1.0,18,0.0,1.0,1.0,1.0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,324,7767369,1,64,2.5334692314452525,61.01675362379355,0.0,7.932721027481948,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.49310473,-0.027582878
46,1.0,20,1.0,0.0,0.0,1.0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,400,15776784,1,121,2.613533596593013,70.96616850986499,0.0,8.287025025165063,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47758615,-0.089715555
47,1.0,25,1.0,0.0,1.0,1.0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,1,1,121,2.780526107090586,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7268692,0.9787959
48,1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,2.489703659218868,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41058427,-0.36155054
49,1.0,17,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,289,1,1,81,2.489703659218868,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.51761985,0.07050864
50,1.0,25,1.0,0.0,0.0,1.0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,148522969,1,25,2.780526107090586,113.94336187923156,0.0,9.408125088823502,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.528534,0.11426012
51,1.0,23,1.0,0.0,0.0,0.0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,23454649,1,144,2.718532788188176,77.1997016686278,0.0,8.48528964240323,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.37061977,-0.52955884
52,1.0,28,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,784,1,1,64,2.864015335733844,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4388214,-0.24594665
53,1.0,31,1.0,0.0,1.0,1.0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,65399569,1,121,2.9382499464245244,95.88629548635646,0.0,8.998013113095823,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22110708,-1.2592264
54,1.0,18,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,324,1,1,121,2.5334692314452525,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6291387,0.5285236
55,1.0,25,1.0,0.0,0.0,0.0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,5513104,1,144,2.780526107090586,56.69947659270196,0.0,7.761319180947987,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3716834,-0.5250018
56,1.0,30,1.0,0.0,1.0,1.0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,900,348100,1,121,2.914411802019027,31.08004795799408,0.0,6.380122536899765,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.49882725,-0.004691083
57,1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,2.489703659218868,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.38975757,-0.44833133
58,1.0,37,1.0,0.0,0.0,1.0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1369,1138489,1,81,3.065627483099544,40.3234264366363,0.0,6.9726062513017535,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.41182187,-0.35643896
59,1.0,41,1.0,0.0,1.0,1.0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1681,53056656,1,16,3.1385730784775028,91.74864984178532,0.0,8.8934354408475,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66742444,0.6965591
60,1.0,42,1.0,0.0,1.0,0.0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,173369889,1,196,3.1555956891389783,117.70340599156368,0.0,9.485468978356344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.657551,0.65239954
61,1.0,22,0.0,0.0,0.0,1.0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,484,1098304,1,121,2.6852857884380423,40.00875474464374,0.0,6.954638864880987,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6919171,0.8090974
62,1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,2.489703659218868,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.54576075,0.18355663
63,1.0,29,1.0,0.0,0.0,1.0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,841,3697929,1,64,2.889688641163886,52.03903632428917,0.0,7.56164174558878,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.44864136,-0.20616166
64,1.0,28,1.0,0.0,0.0,1.0,2836,3196,10,0,28360,0.0,0.0,0.0,2836.0,0.0,10.0,28.0,10.0,0.0,784,10214416,8042896,100,2.864015335733844,64.6912784064238,59.07931223608538,8.069655306886165,7.950149887652018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19772588,-1.4005687
65,1.0,35,1.0,0.0,0.0,1.0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1225,21771556,1,100,3.025847380557263,75.9900285848018,0.0,8.448057452581375,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42771587,-0.2911765
66,1.0,27,1.0,0.0,0.0,1.0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,301401,1,121,2.837319416472825,30.10224787671556,0.0,6.3080984415095305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.569523,0.2799052
67,1.0,29,1.0,0.0,0.0,1.0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,841,580644,1,16,2.889688641163886,34.79682840303676,0.0,6.635946555686647,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36384863,-0.55869865
68,1.0,28,1.0,0.0,0.0,1.0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,784,114361636,1,81,2.864015335733844,107.8555536415898,0.0,9.277438115508676,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43624172,-0.25642908
69,1.0,27,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,1,1,121,2.837319416472825,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4032431,-0.39197028
70,1.0,23,0.0,0.0,0.0,1.0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,529,1,1,49,2.718532788188176,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.28047752,-0.94209415
71,1.0,45,1.0,0.0,1.0,1.0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,2025,73034116,1,25,3.2041214446589685,98.14332586265424,0.0,9.05321861620397,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.64773667,0.6091052
72,1.0,29,1.0,0.0,0.0,0.0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,841,55935441,1,169,2.889688641163886,92.77718830390594,0.0,8.919854372191667,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.39392716,-0.43083423
73,1.0,27,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,729,1,1,81,2.837319416472825,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4724704,-0.110229895
74,1.0,46,1.0,0.0,0.0,0.0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,2116,418609,1,169,3.2195147043484384,32.37510424640857,0.0,6.472346294500901,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.63761896,0.5650446
75,1.0,18,1.0,0.0,0.0,1.0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,324,1,1,36,2.5334692314452525,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.477084,-0.0917282
76,1.0,25,1.0,0.0,0.0,0.0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,143161225,1,144,2.780526107090586,113.06707655594604,0.0,9.389741000342472,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.43889463,-0.24564935
77,1.0,28,1.0,0.0,0.0,0.0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,92121604,1,225,2.864015335733844,103.06009417786755,0.0,9.169310022418191,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4706469,-0.11754769
78,1.0,31,1.0,0.0,0.0,1.0,1698,10363,9,0,15282,0.0,0.0,0.0,1698.0,0.0,9.0,31.0,9.0,0.0,961,107391769,2883204,81,2.9382499464245244,106.43909943774212,47.55077470968718,9.245997049184217,7.437206366871292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5873515,0.3530273
79,1.0,25,0.0,0.0,0.0,1.0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,625,352801089,1,121,2.780526107090586,136.59523087896812,0.0,9.84070748441342,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4562926,-0.17527694
80,1.0,22,1.0,0.0,0.0,0.0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,348867684,1,144,2.6852857884380423,136.27517707112978,0.0,9.835101639669665,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.39574528,-0.42322508
81,1.0,28,1.0,0.0,0.0,1.0,1284,60307,11,0,14124,0.0,0.0,0.0,1284.0,0.0,11.0,28.0,11.0,0.0,784,3636934249,1648656,121,2.864015335733844,222.1530994673951,42.20605988769786,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5968288,0.39226905
82,1.0,21,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,441,1,1,81,2.6503439093087704,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5023111,0.009244495
83,1.0,40,1.0,0.0,0.0,1.0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1600,529230025,1,121,3.12109037130695,148.68145341802443,0.0,10.043466862589568,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7679865,1.1969764
84,1.0,22,1.0,0.0,0.0,1.0,0,6456,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,22.0,11.0,0.0,484,41679936,1,121,2.6852857884380423,87.19020952666756,0.0,8.772765209949785,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6775324,0.74245465
85,1.0,25,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,1,1,144,2.780526107090586,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.48377594,-0.06491898
