,treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18,propensity_score,propensity_logit
10,1.0,19,1.0,0.0,0.0,1.0,0,8173,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,19.0,9.0,0.0,361,66797929,1,81,3.7906438013860337,118.1596160925004,0.0,9.00859131751613,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.434094,-0.26516685
11,1.0,21,1.0,0.0,0.0,0.0,0,17094,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,441,292204836,1,169,3.9546477265588313,164.46762344478583,0.0,9.746482803725964,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.39026722,-0.44618905
12,1.0,18,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,18.0,8.0,0.0,324,1,1,64,3.703165208990785,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.57456225,0.3004898
13,1.0,27,1.0,0.0,1.0,1.0,0,18739,10,1,0,0.0,1.0,1.0,0.0,1.0,10.0,27.0,10.0,0.0,729,351150121,1,100,4.378603334624191,171.36122047436191,0.0,9.838362192575666,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6802756,0.75503874
14,1.0,17,1.0,0.0,0.0,1.0,0,3023,7,1,0,0.0,1.0,0.0,0.0,1.0,7.0,17.0,7.0,0.0,289,9138529,1,49,3.611529515721841,75.40465184513619,0.0,8.014004994779459,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5599305,0.24087997
15,1.0,19,1.0,0.0,0.0,1.0,0,3228,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,10.0,0.0,361,10419984,1,100,3.7906438013860337,77.6846154795204,0.0,8.07961802938984,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.52450013,0.09807907
16,1.0,27,1.0,0.0,0.0,0.0,0,14581,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,212605561,1,169,4.378603334624191,153.17786200026902,0.0,9.587474590316283,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5980575,0.39737794
17,1.0,23,1.0,0.0,0.0,1.0,0,7693,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,10.0,0.0,529,59182249,1,100,4.106087574170275,114.98820470166189,0.0,8.948066103458935,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7157464,0.9234591
18,1.0,40,1.0,0.0,0.0,0.0,0,10804,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,1600,116726416,1,144,5.077904651415065,133.92930153926497,0.0,9.287671714912506,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46043748,-0.1585816
19,1.0,26,1.0,0.0,0.0,0.0,0,10747,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,676,115498009,1,144,4.313810477859777,133.61199940621782,0.0,9.282381924841154,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12507045,-1.9452662
20,1.0,23,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,23.0,11.0,0.0,529,1,1,121,4.106087574170275,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4249977,-0.30229032
21,1.0,41,0.0,0.0,0.0,0.0,0,5149,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,26512201,1,196,5.123369598862009,95.9631289513148,0.0,8.546557800046141,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.39100045,-0.44310883
22,1.0,38,0.0,0.0,0.0,1.0,0,6408,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1444,41062464,1,81,4.984051275128488,105.90965795216304,0.0,8.765302488748196,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41945577,-0.32500795
23,1.0,24,1.0,0.0,0.0,1.0,0,1991,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,3964081,1,121,4.177720095722324,62.3416758961249,0.0,7.596392304064196,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46795186,-0.12836847
24,1.0,33,1.0,0.0,0.0,1.0,7867,6281,11,0,86537,0.0,0.0,0.0,7867.0,0.0,11.0,33.0,11.0,0.0,1089,39450961,61889689,121,4.729971912479329,104.95901922506869,113.98503972227796,8.74528448245438,8.970432074329242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5193971,0.07762733
25,1.0,18,1.0,0.0,0.0,1.0,0,11163,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,18.0,10.0,0.0,324,124612569,1,100,3.703165208990785,135.90657565968522,0.0,9.320360017014732,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5588547,0.23651524
26,1.0,29,1.0,0.0,1.0,1.0,0,9642,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,29.0,11.0,0.0,841,92968164,1,121,4.502394833016174,127.26449415404686,0.0,9.173883834965569,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4761267,-0.09556596
27,1.0,25,1.0,0.0,0.0,1.0,0,9897,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,25.0,11.0,0.0,625,97950609,1,121,4.246902063237979,128.7639903101124,0.0,9.199986959896693,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7726814,1.2235143
28,1.0,27,0.0,1.0,0.0,1.0,0,11142,10,1,0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,729,124144164,1,100,4.378603334624191,135.79190099140584,0.0,9.31847703058076,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4650513,-0.14002317
29,1.0,17,1.0,0.0,0.0,1.0,0,16218,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,263023524,1,100,3.611529515721841,160.6445971679884,0.0,9.693877015504505,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42211047,-0.3141158
30,1.0,24,1.0,0.0,0.0,1.0,0,995,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,24.0,11.0,0.0,576,990025,1,121,4.177720095722324,45.31671445507197,0.0,6.902742737158593,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4851025,-0.05960755
31,1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3783435,-0.4965853
32,1.0,26,1.0,0.0,1.0,1.0,2754,26372,11,0,30294,0.0,0.0,0.0,2754.0,0.0,11.0,26.0,11.0,0.0,676,695482384,7584516,121,4.313810477859777,199.59456331340323,71.11989724239585,10.18005812023319,7.9208096792886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6695578,0.7061858
33,1.0,48,1.0,0.0,0.0,1.0,0,6551,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,48.0,4.0,0.0,2304,42915601,1,16,5.418006515669491,106.96753945152469,0.0,8.787372988731876,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40488347,-0.3851579
34,1.0,25,1.0,0.0,1.0,1.0,0,1574,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,2477476,1,121,4.246902063237979,55.98162190983703,0.0,7.361375428977347,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5760648,0.3066396
35,1.0,20,1.0,0.0,0.0,0.0,0,0,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,1,1,144,3.874358465273184,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6105217,0.44950557
36,1.0,25,1.0,0.0,0.0,0.0,0,3191,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,10182481,1,144,4.246902063237979,77.2792276237153,0.0,8.068089626278244,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46975312,-0.12113536
37,1.0,42,1.0,0.0,0.0,0.0,0,20505,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,420455025,1,196,5.167917773385796,178.3949857870403,0.0,9.92842403782616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8982587,2.1780245
38,1.0,25,1.0,0.0,0.0,1.0,0,6181,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,38204761,1,25,4.246902063237979,104.20289628722702,0.0,8.729235349659273,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55181766,0.20801745
39,1.0,23,1.0,0.0,1.0,0.0,0,5911,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,529,34939921,1,144,4.106087574170275,102.12654159919416,0.0,8.684570300824369,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5793552,0.3201269
40,1.0,46,1.0,0.0,1.0,1.0,0,3094,8,1,0,0.0,1.0,1.0,0.0,1.0,8.0,46.0,8.0,0.0,2116,9572836,1,64,5.337698554227474,76.20381309151551,0.0,8.037220031133012,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.61500365,0.46839434
41,1.0,24,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,24.0,10.0,0.0,576,1,1,100,4.177720095722324,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5949811,0.38459578
42,1.0,21,1.0,0.0,0.0,0.0,0,1254,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,1572516,1,144,3.9546477265588313,50.42706053079378,0.0,7.134093721192866,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6766099,0.7382354
43,1.0,19,0.0,0.0,0.0,1.0,0,13188,9,1,0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,361,173923344,1,81,3.7906438013860337,146.44563925672568,0.0,9.48706260419162,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.28860298,-0.90217876
44,1.0,17,1.0,0.0,0.0,1.0,0,8061,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,64979721,1,64,3.611529515721841,117.42913771356754,0.0,8.9947928972836,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33587283,-0.6817411
45,1.0,18,0.0,1.0,1.0,1.0,0,2787,8,1,0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,324,7767369,1,64,3.703165208990785,72.67010240320552,0.0,7.932721027481948,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29696912,-0.8617727
46,1.0,20,1.0,0.0,0.0,1.0,0,3972,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,20.0,11.0,0.0,400,15776784,1,121,3.874358465273184,85.3412575202818,0.0,8.287025025165063,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.55115277,0.2053294
47,1.0,25,1.0,0.0,1.0,1.0,0,0,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,25.0,11.0,0.0,625,1,1,121,4.246902063237979,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.48858455,-0.045669794
48,1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3838154,-0.47338486
49,1.0,17,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,17.0,9.0,0.0,289,1,1,81,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5705754,0.28419918
50,1.0,25,1.0,0.0,0.0,1.0,0,12187,5,1,0,0.0,1.0,0.0,0.0,1.0,5.0,25.0,5.0,0.0,625,148522969,1,25,4.246902063237979,141.35853576956512,0.0,9.408125088823502,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4777645,-0.08900077
51,1.0,23,1.0,0.0,0.0,0.0,0,4843,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,23454649,1,144,4.106087574170275,93.34492646407293,0.0,8.48528964240323,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.31929004,-0.7570364
52,1.0,28,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,8.0,0.0,784,1,1,64,4.441422282762017,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4990436,-0.0038255819
53,1.0,31,1.0,0.0,1.0,1.0,0,8087,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,31.0,11.0,0.0,961,65399569,1,121,4.6192508626288165,117.59921624917916,0.0,8.998013113095823,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.36412784,-0.5574924
54,1.0,18,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,18.0,11.0,0.0,324,1,1,121,3.703165208990785,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29894057,-0.8523479
55,1.0,25,1.0,0.0,0.0,0.0,0,2348,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,5513104,1,144,4.246902063237979,67.21525655009165,0.0,7.761319180947987,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4940182,-0.023928342
56,1.0,30,1.0,0.0,1.0,1.0,0,590,11,1,0,0.0,1.0,1.0,0.0,1.0,11.0,30.0,11.0,0.0,900,348100,1,121,4.561636201904492,35.52301927680308,0.0,6.380122536899765,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6270912,0.5197582
57,1.0,17,1.0,0.0,0.0,1.0,0,0,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,10.0,0.0,289,1,1,100,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4506588,-0.19800924
58,1.0,37,1.0,0.0,0.0,1.0,0,1067,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,37.0,9.0,0.0,1369,1138489,1,81,4.935568135070046,46.80537701113998,0.0,6.9726062513017535,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9042944,2.2458777
59,1.0,41,1.0,0.0,1.0,1.0,0,7284,4,1,0,0.0,1.0,1.0,0.0,1.0,4.0,41.0,4.0,0.0,1681,53056656,1,16,5.123369598862009,112.1974320963554,0.0,8.8934354408475,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42914066,-0.28535804
60,1.0,42,1.0,0.0,1.0,0.0,0,13167,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,14.0,0.0,1764,173369889,1,196,5.167917773385796,146.34117756723168,0.0,9.485468978356344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.61424,0.46517026
61,1.0,22,0.0,0.0,0.0,1.0,0,1048,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,484,1098304,1,121,4.031805260868567,46.41813396330095,0.0,6.954638864880987,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.053676736,-2.8696046
62,1.0,17,1.0,0.0,0.0,1.0,0,0,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,17.0,8.0,0.0,289,1,1,64,3.611529515721841,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.65775466,0.6533041
63,1.0,29,1.0,0.0,0.0,1.0,0,1923,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,29.0,8.0,0.0,841,3697929,1,64,4.502394833016174,61.3592303913493,0.0,7.56164174558878,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13208067,-1.8826859
64,1.0,28,1.0,0.0,0.0,1.0,2836,3196,10,0,28360,0.0,0.0,0.0,2836.0,0.0,10.0,28.0,10.0,0.0,784,10214416,8042896,100,4.441422282762017,77.33416278314077,72.06969974504493,8.069655306886165,7.950149887652018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5224381,0.08981279
65,1.0,35,1.0,0.0,0.0,1.0,0,4666,10,1,0,0.0,1.0,0.0,0.0,1.0,10.0,35.0,10.0,0.0,1225,21771556,1,100,4.83522413251897,91.78807382221184,0.0,8.448057452581375,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4739844,-0.104156524
66,1.0,27,1.0,0.0,0.0,1.0,0,549,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,301401,1,121,4.378603334624191,34.34171901074758,0.0,6.3080984415095305,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4068059,-0.37718555
67,1.0,29,1.0,0.0,0.0,1.0,0,762,4,1,0,0.0,1.0,0.0,0.0,1.0,4.0,29.0,4.0,0.0,841,580644,1,16,4.502394833016174,40.035614599291705,0.0,6.635946555686647,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81155616,1.4601536
68,1.0,28,1.0,0.0,0.0,1.0,0,10694,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,9.0,0.0,784,114361636,1,81,4.441422282762017,133.31611885816963,0.0,9.277438115508676,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.36984393,-0.5328863
69,1.0,27,1.0,0.0,0.0,1.0,0,0,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,27.0,11.0,0.0,729,1,1,121,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.52697754,0.1080151
70,1.0,23,0.0,0.0,0.0,1.0,0,0,7,1,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,529,1,1,49,4.106087574170275,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24716747,-1.1137767
71,1.0,45,1.0,0.0,1.0,1.0,0,8546,5,1,0,0.0,1.0,1.0,0.0,1.0,5.0,45.0,5.0,0.0,2025,73034116,1,25,5.296445606698071,120.55281637921073,0.0,9.05321861620397,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55319285,0.21357962
72,1.0,29,1.0,0.0,0.0,0.0,0,7479,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,13.0,0.0,841,55935441,1,169,4.502394833016174,113.53863345555028,0.0,8.919854372191667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.65586615,0.644926
73,1.0,27,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,27.0,9.0,0.0,729,1,1,81,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.47688016,-0.09254529
74,1.0,46,1.0,0.0,0.0,0.0,0,647,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,2116,418609,1,169,5.337698554227474,37.09144255991635,0.0,6.472346294500901,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41017365,-0.36324757
75,1.0,18,1.0,0.0,0.0,1.0,0,0,6,1,0,0.0,1.0,0.0,0.0,1.0,6.0,18.0,6.0,0.0,324,1,1,36,3.703165208990785,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.52885485,0.11554777
76,1.0,25,1.0,0.0,0.0,0.0,0,11965,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,143161225,1,144,4.246902063237979,140.19898385405958,0.0,9.389741000342472,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5153302,0.061339956
77,1.0,28,1.0,0.0,0.0,0.0,0,9598,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,92121604,1,225,4.441422282762017,127.00352351102909,0.0,9.169310022418191,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.43568963,-0.25867426
78,1.0,31,1.0,0.0,0.0,1.0,1698,10363,9,0,15282,0.0,0.0,0.0,1698.0,0.0,9.0,31.0,9.0,0.0,961,107391769,2883204,81,4.6192508626288165,131.44943142989086,57.102716759211205,9.245997049184217,7.437206366871292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.49087867,-0.03648928
79,1.0,25,0.0,0.0,0.0,1.0,0,18783,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,625,352801089,1,121,4.246902063237979,171.5408661534093,0.0,9.84070748441342,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26136884,-1.038866
80,1.0,22,1.0,0.0,0.0,0.0,0,18678,12,1,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,348867684,1,144,4.031805260868567,171.11177570126569,0.0,9.835101639669665,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.52094483,0.083828405
81,1.0,28,1.0,0.0,0.0,1.0,1284,60307,11,0,14124,0.0,0.0,0.0,1284.0,0.0,11.0,28.0,11.0,0.0,784,3636934249,1648656,121,4.441422282762017,288.43517202069654,50.25795541948146,11.00720346221328,7.157735484249907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.41032103,-0.36263844
82,1.0,21,1.0,0.0,0.0,1.0,0,0,9,1,0,0.0,1.0,0.0,0.0,1.0,9.0,21.0,9.0,0.0,441,1,1,81,3.9546477265588313,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4817727,-0.07294159
83,1.0,40,1.0,0.0,0.0,1.0,0,23005,11,1,0,0.0,1.0,0.0,0.0,1.0,11.0,40.0,11.0,0.0,1600,529230025,1,121,5.077904651415065,187.79574296945384,0.0,10.043466862589568,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.38472894,-0.46952397
