,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,propensity_score,propensity_logit
69,1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,0.6721606254577637,0.717973530292511
70,1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14479060471057892,-1.7760577201843262
71,1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,0.10712432861328125,-2.120457172393799
72,1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19828693568706512,-1.3970355987548828
73,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,0.9717097282409668,3.536539077758789
74,1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,0.9918193817138672,4.797773361206055
75,1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,0.9207013845443726,2.4519150257110596
76,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,0.998603880405426,6.572661399841309
77,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08100666105747223,-2.4287474155426025
78,1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,0.5627021193504333,0.2521357536315918
79,1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,0.17308621108531952,-1.5639106035232544
80,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18787094950675964,-1.4639039039611816
81,1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,0.5973923206329346,0.3946114480495453
82,1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,0.8264331221580505,1.5605560541152954
83,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16369779407978058,-1.6309680938720703
84,1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13367004692554474,-1.8688914775848389
85,1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09500536322593689,-2.253995656967163
86,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,0.16198189556598663,-1.6435551643371582
87,1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,0.3111715614795685,-0.7946479320526123
88,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,0.9903353452682495,4.629568099975586
89,1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12408613413572311,-1.954291820526123
90,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,0.4361902177333832,-0.25663843750953674
91,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07988564670085907,-2.443901777267456
92,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1566125601530075,-1.6836514472961426
93,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,0.9713463187217712,3.5234010219573975
94,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12472490221261978,-1.948427677154541
95,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,0.9551279544830322,3.058030366897583
96,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,0.09540010988712311,-2.249413013458252
97,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,0.12680970132350922,-1.9294660091400146
98,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1310175359249115,-1.8919917345046997
99,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,0.8843036890029907,2.033831834793091
100,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1230439767241478,-1.9639149904251099
101,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,0.06695442646741867,-2.63444185256958
102,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,0.15735217928886414,-1.6780625581741333
103,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,0.17479382455348969,-1.5520261526107788
104,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,0.28002750873565674,-0.9443252086639404
105,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23366263508796692,-1.187744140625
106,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,0.9999986886978149,13.544488906860352
107,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,0.09858458489179611,-2.2130513191223145
108,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12682384252548218,-1.9293382167816162
109,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,0.1257387399673462,-1.9391729831695557
110,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,0.13620170950889587,-1.8472023010253906
111,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,0.04551108926534653,-3.043220043182373
112,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,0.36231938004493713,-0.5653114914894104
113,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,0.09058606624603271,-2.30649995803833
114,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,0.11033384501934052,-2.0873355865478516
115,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,0.9967724680900574,5.732804775238037
116,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,0.9988429546356201,6.760727882385254
117,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,0.4647570848464966,-0.141205832362175
118,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,0.19180136919021606,-1.438347578048706
119,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,0.8394009470939636,1.6537775993347168
120,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,0.9997265934944153,8.204277038574219
121,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,0.37226706743240356,-0.5225033164024353
122,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,0.44453951716423035,-0.22275851666927338
123,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,0.8914890289306641,2.10604190826416
124,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,0.19926533102989197,-1.3908923864364624
125,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,0.2940104603767395,-0.8759850859642029
126,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,0.824894905090332,1.5498696565628052
127,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,0.35366207361221313,-0.6029806137084961
128,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,0.9601214528083801,3.1812212467193604
129,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,0.20070484280586243,-1.3818949460983276
130,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,0.30647531151771545,-0.8166496753692627
131,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,1.0,inf
132,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,0.21727479994297028,-1.2816187143325806
133,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,0.5634655952453613,0.2552390694618225
134,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,0.29054421186447144,-0.892742395401001
135,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,0.2684670388698578,-1.0024141073226929
136,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,0.8864438533782959,2.0549204349517822
137,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,0.5697426199913025,0.2808011770248413
138,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,0.8504708409309387,1.7382986545562744
139,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,0.9080856442451477,2.2904815673828125
140,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,0.2625627815723419,-1.0326907634735107
141,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,0.954422116279602,3.0416834354400635
142,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,0.28999796509742737,-0.8953940272331238
143,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,0.8023335933685303,1.400943636894226
144,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,0.9105736613273621,2.3206593990325928
145,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,0.47971734404563904,-0.08117508888244629
146,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,0.8987210392951965,2.183094024658203
147,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,0.5324503779411316,0.12998420000076294
148,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,0.997096061706543,5.838779449462891
149,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,0.4217745363712311,-0.3154929578304291
150,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,0.7724992632865906,1.2224775552749634
151,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,0.9594032764434814,3.1626241207122803
152,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,0.8061217069625854,1.4250041246414185
153,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,0.9598926305770874,3.1752612590789795
154,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,0.8996231555938721,2.193044424057007
155,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,0.9603855013847351,3.1881394386291504
156,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,0.8579995036125183,1.798772931098938
157,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,0.9772952795028687,3.762216091156006
158,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,0.7812191247940063,1.2727850675582886
159,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,0.9094464182853699,2.306894302368164
160,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,0.8059309720993042,1.4237842559814453
161,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,0.8357451558113098,1.6269046068191528
162,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,0.17907105386257172,-1.5226538181304932
163,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,0.9084122180938721,2.294400453567505
164,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,0.8825637698173523,2.0169355869293213
165,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,0.9938933253288269,5.092247486114502
166,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,0.8248607516288757,1.549633264541626
167,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,0.46838894486427307,-0.12661316990852356
168,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,0.9796834588050842,3.8757941722869873
169,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,0.343671053647995,-0.6469770669937134
170,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,0.9263880848884583,2.5324862003326416
171,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,0.4771971106529236,-0.09127490967512131
172,1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,0.09465861320495605,-2.258035182952881
173,1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,0.37521636486053467,-0.5099025368690491
174,1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,0.2084634155035019,-1.3342125415802002
175,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,0.9010300636291504,2.2087225914001465
176,1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,0.9991101622581482,7.023581027984619
177,1.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433,0.9886642098426819,4.468389511108398
178,1.0,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71,0.9985081553459167,6.506248950958252
179,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014,0.9916955828666687,4.782628536224365
180,1.0,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6,0.7594680190086365,1.149765133857727
181,1.0,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95,0.9948586225509644,5.265279769897461
182,1.0,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97,0.8998695015907288,2.1957755088806152
183,1.0,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628,0.9433717727661133,2.812952995300293
184,1.0,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942,0.9935193657875061,5.032435417175293
185,0.0,30.0,14.0,1.0,0.0,1.0,0.0,10278.3095703125,9553.1611328125,12811.8896484375,0.19646261632442474,-1.4085514545440674
186,0.0,37.0,10.0,0.0,0.0,1.0,1.0,25862.3203125,7915.01611328125,25564.669921875,0.1965906023979187,-1.4077410697937012
187,0.0,18.0,9.0,0.0,0.0,0.0,1.0,3038.822998046875,4567.11279296875,1870.802001953125,0.19661647081375122,-1.4075772762298584
188,0.0,33.0,12.0,1.0,0.0,1.0,0.0,25113.880859375,7601.7099609375,243.8249053955078,0.19631710648536682,-1.4094735383987427
189,0.0,42.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19627928733825684,-1.4097132682800293
190,0.0,42.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19627928733825684,-1.4097132682800293
191,0.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19611850380897522,-1.4107328653335571
192,0.0,31.0,12.0,0.0,0.0,1.0,0.0,493.7351989746094,223.79029846191406,0.0,0.19604285061359406,-1.411212682723999
193,0.0,30.0,10.0,0.0,1.0,0.0,1.0,19036.240234375,17194.259765625,11651.8701171875,0.19594663381576538,-1.4118232727050781
194,0.0,23.0,9.0,1.0,0.0,0.0,1.0,11404.8896484375,11402.5595703125,15566.3701171875,0.19593919813632965,-1.4118704795837402
195,0.0,31.0,17.0,0.0,0.0,1.0,0.0,2351.1201171875,2237.903076171875,0.0,0.19590874016284943,-1.4120638370513916
196,0.0,23.0,11.0,0.0,0.0,1.0,1.0,4161.48291015625,1595.177001953125,4637.10595703125,0.1972973644733429,-1.403272271156311
197,0.0,26.0,10.0,0.0,0.0,0.0,1.0,14047.9404296875,13072.9404296875,15445.2001953125,0.19559670984745026,-1.414045810699463
198,0.0,47.0,11.0,1.0,0.0,1.0,1.0,15488.0,9968.515625,17960.2890625,0.19744154810905457,-1.4023621082305908
199,0.0,30.0,11.0,1.0,0.0,1.0,1.0,14561.26953125,12184.9404296875,15196.9404296875,0.19548168778419495,-1.4147770404815674
200,0.0,16.0,8.0,0.0,0.0,0.0,1.0,423.20159912109375,3809.805908203125,8208.771484375,0.1974928230047226,-1.40203857421875
201,0.0,25.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2473.714111328125,0.19758057594299316,-1.4014849662780762
202,0.0,29.0,12.0,0.0,0.0,1.0,0.0,0.0,721.5,0.0,0.197599396109581,-1.4013662338256836
203,0.0,19.0,8.0,0.0,0.0,0.0,1.0,0.0,2295.194091796875,9897.8134765625,0.19769339263439178,-1.400773525238037
204,0.0,22.0,6.0,0.0,1.0,0.0,1.0,12110.23046875,12188.51953125,0.0,0.11092770844697952,-2.0812997817993164
205,0.0,16.0,9.0,0.0,0.0,0.0,1.0,1028.614990234375,1104.6290283203125,3233.26611328125,0.11088106781244278,-2.081772804260254
206,0.0,23.0,11.0,0.0,0.0,1.0,1.0,8910.7451171875,0.0,4183.44384765625,0.11085671931505203,-2.082019805908203
207,0.0,44.0,10.0,0.0,0.0,0.0,1.0,21003.33984375,8410.9345703125,0.0,0.11105196923017502,-2.080040454864502
208,0.0,37.0,12.0,1.0,0.0,1.0,0.0,0.0,4305.72607421875,6896.5498046875,0.11081095039844513,-2.082484245300293
209,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,1077.7740478515625,12860.650390625,0.11112764477729797,-2.0792741775512695
210,0.0,17.0,9.0,0.0,0.0,0.0,1.0,37.226070404052734,963.1934814453125,7607.3359375,0.11113068461418152,-2.0792434215545654
211,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,12412.900390625,0.11074702441692352,-2.0831332206726074
212,0.0,23.0,8.0,1.0,0.0,1.0,1.0,873.8330078125,893.3709716796875,3372.172119140625,0.11073554307222366,-2.083249807357788
213,0.0,19.0,11.0,0.0,0.0,0.0,1.0,0.0,1693.64501953125,9853.4814453125,0.11062222719192505,-2.0844011306762695
214,0.0,24.0,12.0,1.0,0.0,0.0,0.0,4802.1630859375,0.0,8853.0595703125,0.11053278297185898,-2.085310459136963
215,0.0,21.0,11.0,0.0,0.0,0.0,1.0,8908.7861328125,4737.19384765625,0.0,0.11053123325109482,-2.0853261947631836
216,0.0,26.0,9.0,0.0,0.0,0.0,1.0,19492.75,11169.8203125,25564.669921875,0.11048699170351028,-2.0857763290405273
217,0.0,16.0,9.0,0.0,0.0,0.0,1.0,0.0,1346.322998046875,6705.9228515625,0.1104862242937088,-2.0857841968536377
218,0.0,17.0,10.0,0.0,0.0,0.0,1.0,705.3359985351562,590.8065185546875,16711.609375,0.11038821190595627,-2.0867817401885986
219,0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,3102.62890625,7041.3671875,0.11152472347021103,-2.075260639190674
220,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,936.3386840820312,11377.01953125,0.110345758497715,-2.087214231491089
