data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,agesq,re78sq,re75sq,re74sq,educsq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74
PSID,0.0,44,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1936,1,1,1,144,2.7321992888894746,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,46,12,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2116,1,1,1,144,2.7543807077112348,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,53,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2809,1,1,1,289,2.8238750082774082,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,26,16,0.0,0.0,0.0,0.0,1,1,9014,1,1,0,0,0.0,0.0,0.0,0.0,676,81252196,1,1,256,2.455533930511051,177.44280593996402,0.0,0.0,9.106534203250593,0.0,0.0
PSID,0.0,49,12,0.0,0.0,1.0,0.0,1,1,13299,1,1,0,0,0.0,0.0,0.0,0.0,2401,176863401,1,1,144,2.7855987260506447,215.29384357291778,0.0,0.0,9.495444123413163,0.0,0.0
PSID,0.0,39,15,0.0,0.0,1.0,0.0,1,1,1921,1,1,0,0,0.0,0.0,0.0,0.0,1521,3690241,1,1,225,2.671090658383699,81.8455768643521,0.0,0.0,7.560601162768557,0.0,0.0
PSID,0.0,26,17,0.0,0.0,1.0,0.0,1,1,11821,1,1,0,0,0.0,0.0,0.0,0.0,676,139736041,1,1,289,2.455533930511051,203.05388584240424,0.0,0.0,9.377632889750377,0.0,0.0
PSID,0.0,32,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1024,1,1,1,256,2.567914113373815,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,34,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1156,1,1,1,144,2.599930091885787,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,31,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,961,1,1,1,196,2.5510056054252104,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,39,17,0.0,1.0,1.0,0.0,1,1,8866,1,1,0,0,1.0,1.0,0.0,0.0,1521,78605956,1,1,289,2.671090658383699,175.9867472340003,0.0,0.0,9.089979015305,0.0,0.0
PSID,0.0,40,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1600,1,1,1,289,2.684028203435882,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,31,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,961,1,1,1,144,2.5510056054252104,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,27,13,0.0,0.0,1.0,0.0,1,1,28076,1,1,0,0,0.0,0.0,0.0,0.0,729,788261776,1,1,169,2.4762782031557764,311.86661591065626,0.0,0.0,10.242670397850311,0.0,0.0
PSID,0.0,48,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2304,1,1,1,144,2.7754498727363996,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,41,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1681,1,1,1,169,2.6965887790336507,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,26,14,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,676,1,1,1,196,2.455533930511051,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,50,17,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2500,1,1,1,289,2.795505540251163,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48,12,0.0,0.0,1.0,0.0,1,1,12930,1,1,0,0,0.0,0.0,0.0,0.0,2304,167184900,1,1,144,2.7754498727363996,212.3055696185969,0.0,0.0,9.467305471765902,0.0,0.0
PSID,0.0,45,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2025,1,1,1,256,2.7434357441916153,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1369,1,1,1,169,2.643997137307219,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,33,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1089,1,1,1,144,2.5842089822990757,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,31,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,961,1,1,1,144,2.5510056054252104,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,36,12,1.0,0.0,1.0,0.0,1,1,17732,1,1,0,0,0.0,0.0,1.0,1.0,1296,314423824,1,1,144,2.6297926326741745,248.34095422130784,0.0,0.0,9.783126195864945,0.0,0.0
PSID,0.0,44,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1936,1,1,1,169,2.7321992888894746,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,28,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,784,1,1,1,289,2.4961331514830443,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,30,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,900,1,1,1,289,2.5334394036668626,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,42,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1764,1,1,1,256,2.7087921703054496,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,30,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,900,1,1,1,144,2.5334394036668626,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,27,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,729,1,1,1,256,2.4762782031557764,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1369,1,1,1,144,2.643997137307219,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1369,1,1,1,144,2.643997137307219,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,45,12,0.0,0.0,1.0,0.0,1,1,22165,1,1,0,0,0.0,0.0,0.0,0.0,2025,491287225,1,1,144,2.7434357441916153,277.39728981138563,0.0,0.0,10.006269747179154,0.0,0.0
PSID,0.0,35,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1225,1,1,1,256,2.6151136517105504,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,17,0.0,0.0,1.0,0.0,1,1,66497,1,1,0,0,0.0,0.0,0.0,0.0,1369,4421851009,1,1,289,2.643997137307219,477.7517146927612,0.0,0.0,11.104912112844378,0.0,0.0
PSID,0.0,27,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,729,1,1,1,289,2.4762782031557764,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,47,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2209,1,1,1,196,2.76504783613105,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2304,1,1,1,144,2.7754498727363996,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,42,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1764,1,1,1,144,2.7087921703054496,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,43,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1849,1,1,1,144,2.7206566836989348,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,46,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2116,1,1,1,144,2.7543807077112348,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,46,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2116,1,1,1,144,2.7543807077112348,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,46,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2116,1,1,1,144,2.7543807077112348,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,29,16,0.0,0.0,1.0,0.0,1,1,8396,1,1,0,0,0.0,0.0,0.0,0.0,841,70492816,1,1,256,2.5151666841835545,171.27901222874917,0.0,0.0,9.035510680940524,0.0,0.0
PSID,0.0,39,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1521,1,1,1,169,2.671090658383699,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,32,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1024,1,1,1,144,2.567914113373815,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2304,1,1,1,256,2.7754498727363996,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2304,1,1,1,256,2.7754498727363996,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,41,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1681,1,1,1,169,2.6965887790336507,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,42,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1764,1,1,1,169,2.7087921703054496,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,42,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1764,1,1,1,169,2.7087921703054496,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,42,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1764,1,1,1,169,2.7087921703054496,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,169,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,29,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,841,1,1,1,196,2.5151666841835545,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,144,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,144,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,26,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,676,1,1,1,196,2.455533930511051,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,43,17,0.0,0.0,1.0,0.0,1,1,36943,1,1,0,0,0.0,0.0,0.0,0.0,1849,1364785249,1,1,289,2.7206566836989348,357.25388945671034,0.0,0.0,10.51713146323313,0.0,0.0
PSID,0.0,54,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,144,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1369,1,1,1,144,2.643997137307219,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,16,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,256,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2304,1,1,1,289,2.7754498727363996,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,44,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1936,1,1,1,144,2.7321992888894746,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,144,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,38,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1444,1,1,1,144,2.6577547190059962,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,37,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1369,1,1,1,169,2.643997137307219,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,27,17,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,729,1,1,1,289,2.4762782031557764,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,51,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2601,1,1,1,144,2.8051807583705917,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,39,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1521,1,1,1,144,2.671090658383699,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,55,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,3025,1,1,1,196,2.841753022490376,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,169,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,54,13,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2916,1,1,1,169,2.832911904697852,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,34,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1156,1,1,1,144,2.599930091885787,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,50,14,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2500,1,1,1,196,2.795505540251163,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,50,12,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2500,1,1,1,144,2.795505540251163,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,21,14,0.0,1.0,0.0,0.0,1,71,3657,1,0,0,994,0.0,1.0,0.0,0.0,441,13373649,5041,1,196,2.3354087276939604,113.10687599128123,14.999842722118933,0.0,8.204398418149381,4.2626798770413155,0.0
PSID,0.0,26,12,0.0,0.0,1.0,0.0,1,71,1,1,0,0,852,0.0,0.0,0.0,0.0,676,1,5041,1,144,2.455533930511051,0.0,14.999842722118933,0.0,0.0,4.2626798770413155,0.0
PSID,0.0,21,13,0.0,0.0,0.0,0.0,1,692,2659,1,0,0,8996,0.0,0.0,0.0,0.0,441,7070281,478864,1,169,2.3354087276939604,96.39606976321386,51.46516254517426,0.0,7.88570539124302,6.539585955617669,0.0
PSID,0.0,23,16,0.0,0.0,1.0,0.0,1,1521,1,1,0,0,24336,0.0,0.0,0.0,0.0,529,1,2313441,1,256,2.3871493584877808,0.0,77.47611427219374,0.0,0.0,7.327123292259293,0.0
PSID,0.0,21,15,0.0,0.0,0.0,0.0,1,3222,14777,1,0,0,48330,0.0,0.0,0.0,0.0,441,218359729,10381284,1,225,2.3354087276939604,226.86027995795632,113.97013036004392,0.0,9.600827196903634,8.07775756373692,0.0
PSID,0.0,23,14,0.0,0.0,0.0,0.0,1,3401,5319,1,0,0,47614,0.0,0.0,0.0,0.0,529,28291761,11566801,1,196,2.3871493584877808,136.41418817292958,117.1700345990784,0.0,8.579040594742317,8.131824785007195,0.0
PSID,0.0,27,16,0.0,0.0,1.0,0.0,1,4833,1,1,0,0,77328,0.0,0.0,0.0,0.0,729,1,23357889,1,256,2.4762782031557764,0.0,140.2313639708746,0.0,0.0,8.483222671845084,0.0
PSID,0.0,25,12,0.0,0.0,1.0,0.0,1,5729,26599,1,0,0,68748,0.0,0.0,0.0,0.0,625,707506801,32821441,1,144,2.433823915251168,303.6297116514761,152.94590979076375,0.0,10.188628900078157,8.653296274408579,0.0
PSID,0.0,27,17,0.0,0.0,0.0,0.0,1,6087,7388,1,0,0,103479,0.0,0.0,0.0,0.0,729,54582544,37051569,1,289,2.4762782031557764,160.70825380504334,157.74705295210967,0.0,8.90761234131913,8.713910628493924,0.0
PSID,0.0,55,12,0.0,0.0,1.0,0.0,1,6266,10344,1,0,0,75192,0.0,0.0,0.0,0.0,3025,106998336,39262756,1,144,2.841753022490376,190.01776108570215,160.09502432470762,0.0,9.244161920451694,8.742893471512136,0.0
PSID,0.0,20,12,0.0,0.0,1.0,0.0,1,7161,1,1,0,0,85932,0.0,0.0,0.0,0.0,400,1,51279921,1,144,2.307302906807808,0.0,171.3647585507666,0.0,0.0,8.87640491500694,0.0
PSID,0.0,18,12,0.0,0.0,1.0,0.0,1,8056,19210,1,0,0,96672,0.0,0.0,0.0,0.0,324,369024100,64899136,1,144,2.245748340630444,258.40086935798206,181.95424330245487,0.0,9.863186255762603,8.994172434398399,0.0
PSID,0.0,27,12,0.0,0.0,1.0,0.0,1,8235,20688,1,0,0,98820,0.0,0.0,0.0,0.0,729,427993344,67815225,1,144,2.4762782031557764,268.07474420496,184.0007765610762,0.0,9.937309101011639,9.016148642611741,0.0
PSID,0.0,28,16,0.0,0.0,1.0,0.0,1,8951,36943,1,0,0,143216,0.0,0.0,0.0,0.0,784,1364785249,80120401,1,256,2.4961331514830443,357.25388945671034,191.97398402704601,0.0,10.51713146323313,9.099520536870939,0.0
PSID,0.0,36,12,1.0,0.0,1.0,0.0,1,8951,11821,1,0,0,107412,0.0,0.0,0.0,1.0,1296,139736041,80120401,1,144,2.6297926326741745,203.05388584240424,191.97398402704601,0.0,9.377632889750377,9.099520536870939,0.0
PSID,0.0,33,13,1.0,0.0,1.0,0.0,1,10741,20688,1,0,0,139633,0.0,0.0,0.0,1.0,1089,427993344,115369081,1,169,2.5842089822990757,268.07474420496,210.61947303301352,0.0,9.937309101011639,9.281823473598047,0.0
PSID,0.0,36,12,0.0,0.0,1.0,0.0,1,10741,1,1,0,0,128892,0.0,0.0,0.0,0.0,1296,1,115369081,1,144,2.6297926326741745,0.0,210.61947303301352,0.0,0.0,9.281823473598047,0.0
PSID,0.0,27,13,0.0,0.0,1.0,0.0,1,16112,29554,1,0,0,209456,0.0,0.0,0.0,0.0,729,873438916,259596544,1,169,2.4762782031557764,319.89156496917167,258.7734665734028,0.0,10.293974377463579,9.687319614958344,0.0
PSID,0.0,45,17,0.0,0.0,1.0,0.0,1,16112,17732,1,0,0,273904,0.0,0.0,0.0,0.0,2025,314423824,259596544,1,289,2.7434357441916153,248.34095422130784,258.7734665734028,0.0,9.783126195864945,9.687319614958344,0.0
PSID,0.0,45,17,0.0,0.0,1.0,0.0,1,16112,17732,1,0,0,273904,0.0,0.0,0.0,0.0,2025,314423824,259596544,1,289,2.7434357441916153,248.34095422130784,258.7734665734028,0.0,9.783126195864945,9.687319614958344,0.0
PSID,0.0,45,17,0.0,0.0,1.0,0.0,1,16112,17732,1,0,0,273904,0.0,0.0,0.0,0.0,2025,314423824,259596544,1,289,2.7434357441916153,248.34095422130784,258.7734665734028,0.0,9.783126195864945,9.687319614958344,0.0
PSID,0.0,31,12,0.0,0.0,1.0,0.0,1,17903,1,1,0,0,214836,0.0,0.0,0.0,0.0,961,1,320517409,1,144,2.5510056054252104,0.0,272.9854950030354,0.0,0.0,9.792723575551273,0.0
PSID,0.0,34,12,0.0,0.0,1.0,0.0,1,17903,63542,1,0,0,214836,0.0,0.0,0.0,0.0,1156,4037585764,320517409,1,144,2.599930091885787,467.1397733308107,272.9854950030354,0.0,11.059456383563584,9.792723575551273,0.0
PSID,0.0,34,12,0.0,0.0,1.0,0.0,1,17903,63542,1,0,0,214836,0.0,0.0,0.0,0.0,1156,4037585764,320517409,1,144,2.599930091885787,467.1397733308107,272.9854950030354,0.0,11.059456383563584,9.792723575551273,0.0
PSID,0.0,47,14,0.0,0.0,1.0,0.0,1,17903,22165,1,0,0,250642,0.0,0.0,0.0,0.0,2209,491287225,320517409,1,196,2.76504783613105,277.39728981138563,272.9854950030354,0.0,10.006269747179154,9.792723575551273,0.0
PSID,0.0,35,16,0.0,0.0,1.0,0.0,1,19693,17732,1,0,0,315088,0.0,0.0,0.0,0.0,1225,314423824,387814249,1,256,2.6151136517105504,248.34095422130784,286.50005966360106,0.0,9.783126195864945,9.888018521632196,0.0
PSID,0.0,43,17,0.0,0.0,1.0,0.0,1,21161,29554,1,0,0,359737,0.0,0.0,0.0,0.0,1849,873438916,447787921,1,289,2.7206566836989348,319.89156496917167,297.13418430582885,0.0,10.293974377463579,9.959915143834772,0.0
PSID,0.0,25,12,1.0,0.0,1.0,0.0,1,21483,1220,1,0,0,257796,0.0,0.0,0.0,1.0,625,1488400,461519289,1,144,2.433823915251168,65.05361627019262,299.41724956120265,0.0,7.106606137727303,9.97501720367505,0.0
PSID,0.0,29,15,0.0,0.0,0.0,0.0,1,21483,22313,1,0,0,322245,0.0,0.0,0.0,0.0,841,497869969,461519289,1,225,2.5151666841835545,278.31380554563316,299.41724956120265,0.0,10.012924747234504,9.97501720367505,0.0
PSID,0.0,31,12,0.0,0.0,1.0,0.0,1,21483,20688,1,0,0,257796,0.0,0.0,0.0,0.0,961,427993344,461519289,1,144,2.5510056054252104,268.07474420496,299.41724956120265,0.0,9.937309101011639,9.97501720367505,0.0
PSID,0.0,52,12,0.0,0.0,1.0,0.0,1,21483,22165,1,0,0,257796,0.0,0.0,0.0,0.0,2704,491287225,461519289,1,144,2.814634179148112,277.39728981138563,299.41724956120265,0.0,10.006269747179154,9.97501720367505,0.0
