treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,ageboxcox,agesq,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,re78sq,re75sq,re74sq,educsq
0,25,8,1,0,0,1,1,1,3515,1,1,0,0,0,0,1,1,0.983961811,625,18.74998061,0,0,8.164794804,0,0,12355225,1,1,64
0,31,10,1,0,0,1,1,1,17014,1,1,0,0,0,0,1,1,0.992464722,961,26.79364466,0,0,9.741791814,0,0,289476196,1,1,100
0,34,10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.995604658,1156,0,0,0,0,0,0,1,1,1,100
0,33,12,1,0,0,0,1,1,5970,1,1,0,0,0,0,1,1,0.994620561,1089,21.19929136,0,0,8.694502206,0,0,35640900,1,1,144
0,18,10,0,1,0,1,1,1,1859,1,1,0,0,1,1,0,0,0.967010209,324,16.1001763,0,0,7.527793988,0,0,3455881,1,1,100
0,26,12,1,0,1,0,1,1,6191,1,1,0,0,0,0,1,1,0.985647479,676,21.37616547,0,0,8.730851904,0,0,38328481,1,1,144
0,31,12,1,0,0,0,1,1,7284,1,1,0,0,0,0,1,1,0.992464722,961,22.18172914,0,0,8.893435441,0,0,53056656,1,1,144
0,35,10,1,0,0,1,1,1,445,1,1,0,0,0,0,1,1,0.996533292,1225,11.15932933,0,0,6.098074282,0,0,198025,1,1,100
0,20,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.973046674,400,0,0,0,0,0,0,1,1,1,144
0,25,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,121
0,25,10,1,0,0,1,1,1,7367,1,1,0,0,0,0,1,1,0.983961811,625,22.23876018,0,0,8.904765847,0,0,54272689,1,1,100
0,35,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.996533292,1225,0,0,0,0,0,0,1,1,1,121
0,20,10,1,0,0,1,1,1,2015,1,1,0,0,0,0,1,1,0.973046674,400,16.41868639,0,0,7.608374474,0,0,4060225,1,1,100
0,25,9,0,1,0,1,1,1,15791,1,1,0,0,1,1,0,0,0.983961811,625,26.35902677,0,0,9.667195436,0,0,249355681,1,1,81
0,27,10,1,0,0,1,1,1,1135,1,1,0,0,0,0,1,1,0.987209979,729,14.24833296,0,0,7.03438793,0,0,1288225,1,1,100
0,20,11,0,1,0,1,1,1,6378,1,1,0,0,1,1,0,0,0.973046674,400,21.52183645,0,0,8.760609848,0,0,40678884,1,1,121
0,26,11,1,0,0,1,1,1,7176,1,1,0,0,0,0,1,1,0.985647479,676,22.10671838,0,0,8.878497404,0,0,51494976,1,1,121
0,38,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.999029822,1444,0,0,0,0,0,0,1,1,1,64
0,34,10,1,0,0,1,1,1,7952,1,1,0,0,0,0,1,1,0.995604658,1156,22.62646042,0,0,8.981178748,0,0,63234304,1,1,100
0,19,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.970185058,361,0,0,0,0,0,0,1,1,1,144
0,32,8,1,0,0,1,1,1,7152,1,1,0,0,0,0,1,1,0.993575852,1024,22.08992397,0,0,8.875147317,0,0,51151104,1,1,64
0,20,9,0,1,0,1,1,1,8329,1,1,0,0,1,1,0,0,0.973046674,400,22.86410888,0,0,9.02749868,0,0,69372241,1,1,81
0,23,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,100
0,38,10,1,0,0,1,1,1,12429,1,1,0,0,0,0,1,1,0.999029822,1444,25.00328733,0,0,9.427787731,0,0,154480041,1,1,100
0,24,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,121
0,23,11,1,0,0,1,1,1,5088,1,1,0,0,0,0,1,1,0.980157371,529,20.43512856,0,0,8.534640105,0,0,25887744,1,1,121
0,21,11,1,0,0,1,1,1,1553,1,1,0,0,0,0,1,1,0.975639416,441,15.40587241,0,0,7.347943823,0,0,2411809,1,1,121
0,25,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,100
0,22,11,1,0,1,1,1,1,1698,1,1,0,0,0,0,1,1,0.977999627,484,15.74763237,0,0,7.437206367,0,0,2883204,1,1,121
0,23,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,121
0,24,12,0,0,0,0,1,1,11294,1,1,0,0,0,0,0,0,0.982137733,576,24.47729421,0,0,9.33202689,0,0,127554436,1,1,144
0,29,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.990015998,841,0,0,0,0,0,0,1,1,1,121
0,24,11,1,0,0,1,1,1,14626,1,1,0,0,0,0,1,1,0.982137733,576,25.91859549,0,0,9.590556046,0,0,213919876,1,1,121
0,22,9,1,0,0,1,1,1,12898,1,1,0,0,0,0,1,1,0.977999627,484,25.20920478,0,0,9.46482754,0,0,166358404,1,1,81
0,28,11,1,0,0,1,1,1,5767,1,1,0,0,0,0,1,1,0.988662389,784,21.03203681,0,0,8.659907294,0,0,33258289,1,1,121
0,18,10,0,1,0,1,1,1,6527,1,1,0,0,1,1,0,0,0.967010209,324,21.63542423,0,0,8.783702699,0,0,42601729,1,1,100
0,26,10,1,0,0,1,1,1,3931,1,1,0,0,0,0,1,1,0.985647479,676,19.24774377,0,0,8.276649125,0,0,15452761,1,1,100
0,25,10,1,0,0,1,1,1,20942,1,1,0,0,0,0,1,1,0.983961811,625,28.03536566,0,0,9.949511991,0,0,438567364,1,1,100
0,24,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,100
0,36,10,1,0,0,1,1,1,14690,1,1,0,0,0,0,1,1,0.997411043,1296,25.94352298,0,0,9.594922269,0,0,215796100,1,1,100
0,22,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.977999627,484,0,0,0,0,0,0,1,1,1,121
0,25,12,1,0,0,0,1,1,3418,1,1,0,0,0,0,1,1,0.983961811,625,18.62702244,0,0,8.136810864,0,0,11682724,1,1,144
0,27,11,1,0,0,1,1,1,11197,1,1,0,0,0,0,1,1,0.987209979,729,24.43036255,0,0,9.323401164,0,0,125372809,1,1,121
0,29,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.990015998,841,0,0,0,0,0,0,1,1,1,64
0,24,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,144
0,22,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.977999627,484,0,0,0,0,0,0,1,1,1,100
0,29,12,1,0,0,0,1,1,1890,1,1,0,0,0,0,1,1,0.990015998,841,16.16516685,0,0,7.544332108,0,0,3572100,1,1,144
0,25,11,0,1,1,1,1,1,4485,1,1,0,0,1,1,0,0,0.983961811,625,19.84759781,0,0,8.408493774,0,0,20115225,1,1,121
0,30,12,1,0,0,0,1,1,13613,1,1,0,0,0,0,1,1,0.991280597,900,25.51163756,0,0,9.518780498,0,0,185313769,1,1,144
0,22,8,1,0,0,1,1,1,1390,1,1,0,0,0,0,1,1,0.977999627,484,14.98897061,0,0,7.237059026,0,0,1932100,1,1,64
0,20,10,1,0,0,1,1,1,8598,1,1,0,0,0,0,1,1,0.973046674,400,23.02835131,0,0,9.059284897,0,0,73925604,1,1,100
0,34,11,1,0,0,1,1,1,2920,1,1,0,0,0,0,1,1,0.995604658,1156,17.9466406,0,0,7.979338895,0,0,8526400,1,1,121
0,22,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.977999627,484,0,0,0,0,0,0,1,1,1,144
0,32,12,0,1,1,0,1,1,6735,1,1,0,0,1,1,0,0,0.993575852,1024,21.79049217,0,0,8.815073089,0,0,45360225,1,1,144
0,31,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.992464722,961,0,0,0,0,0,0,1,1,1,100
0,18,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,81
0,50,10,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1.006054254,2500,0,0,0,0,0,0,1,1,1,100
0,25,11,1,0,1,1,1,1,44,1,1,0,0,0,0,1,1,0.983961811,625,5.441438804,0,0,3.784189634,0,0,1936,1,1,121
0,23,10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,100
0,38,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.999029822,1444,0,0,0,0,0,0,1,1,1,100
0,25,10,1,0,1,1,1,1,3701,1,1,0,0,0,0,1,1,0.983961811,625,18.97818773,0,0,8.216358332,0,0,13697401,1,1,100
0,42,10,1,0,0,1,1,1,6930,1,1,0,0,0,0,1,1,1.001810867,1764,21.93234861,0,0,8.843615092,0,0,48024900,1,1,100
0,39,12,1,0,1,0,1,1,3795,1,1,0,0,0,0,1,1,0.999777798,1521,19.08996638,0,0,8.24143969,0,0,14402025,1,1,144
0,34,13,1,0,1,0,1,1,5193,1,1,0,0,0,0,1,1,0.995604658,1156,20.53153939,0,0,8.555066844,0,0,26967249,1,1,169
0,32,11,1,0,0,1,1,1,11120,1,1,0,0,0,0,1,1,0.993575852,1024,24.39287003,0,0,9.316500568,0,0,123654400,1,1,121
0,27,13,1,0,0,0,1,1,7609,1,1,0,0,0,0,1,1,0.987209979,729,22.40209362,0,0,8.937087036,0,0,57896881,1,1,169
0,26,10,1,0,0,1,1,1,2169,1,1,0,0,0,0,1,1,0.985647479,676,16.71389558,0,0,7.682021511,0,0,4704561,1,1,100
0,44,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1.003014281,1936,0,0,0,0,0,0,1,1,1,121
0,25,11,1,0,0,1,1,1,1264,1,1,0,0,0,0,1,1,0.983961811,625,14.63832682,0,0,7.142036575,0,0,1597696,1,1,121
0,25,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,144
0,28,12,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.988662389,784,0,0,0,0,0,0,1,1,1,144
0,32,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.993575852,1024,0,0,0,0,0,0,1,1,1,100
0,22,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.977999627,484,0,0,0,0,0,0,1,1,1,100
0,19,9,1,0,0,1,1,1,5712,1,1,0,0,0,0,1,1,0.970185058,361,20.98589285,0,0,8.650324504,0,0,32626944,1,1,81
0,31,10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.992464722,961,0,0,0,0,0,0,1,1,1,100
0,23,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,121
0,33,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.994620561,1089,0,0,0,0,0,0,1,1,1,121
0,27,10,1,0,0,1,1,1,1184,1,1,0,0,0,0,1,1,0.987209979,729,14.40054709,0,0,7.076653815,0,0,1401856,1,1,100
0,29,11,1,0,1,1,1,1,10225,1,1,0,0,0,0,1,1,0.990015998,841,23.94070951,0,0,9.232590981,0,0,104550625,1,1,121
0,23,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,100
0,25,9,1,0,1,1,1,1,4715,1,1,0,0,0,0,1,1,0.983961811,625,20.07891403,0,0,8.458504195,0,0,22231225,1,1,81
0,25,10,1,0,0,1,1,1,289,1,1,0,0,0,0,1,1,0.983961811,625,9.902809224,0,0,5.666426688,0,0,83521,1,1,100
0,24,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,100
0,28,8,0,0,0,1,1,1,8190,1,1,0,0,0,0,0,0,0.988662389,784,22.77753234,0,0,9.010669177,0,0,67076100,1,1,64
0,30,14,1,0,1,0,1,1,7344,1,1,0,0,0,0,1,1,0.991280597,900,22.22300929,0,0,8.901638932,0,0,53934336,1,1,196
0,25,10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,100
0,29,11,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.990015998,841,0,0,0,0,0,0,1,1,1,121
0,25,12,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,144
0,28,13,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.988662389,784,0,0,0,0,0,0,1,1,1,169
0,23,11,1,0,0,1,1,1,4350,1,1,0,0,0,0,1,1,0.980157371,529,19.7072653,0,0,8.377931124,0,0,18922500,1,1,121
0,54,11,1,0,0,1,1,1,7812,1,1,0,0,0,0,1,1,1.007710416,2916,22.53585755,0,0,8.963416292,0,0,61027344,1,1,121
0,20,8,1,0,0,1,1,1,3644,1,1,0,0,0,0,1,1,0.973046674,400,18.90927044,0,0,8.200837258,0,0,13278736,1,1,64
0,45,9,1,0,0,1,1,1,4844,1,1,0,0,0,0,1,1,1.003576423,2025,20.20463702,0,0,8.485496105,0,0,23464336,1,1,81
0,26,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.985647479,676,0,0,0,0,0,0,1,1,1,144
0,23,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,100
0,27,12,0,0,0,0,1,1,14792,1,1,0,0,0,0,0,0,0.987209979,729,25.98306807,0,0,9.601841773,0,0,218803264,1,1,144
0,33,9,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.994620561,1089,0,0,0,0,0,0,1,1,1,81
0,25,10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,100
0,23,8,1,0,0,1,1,1,3746,1,1,0,0,0,0,1,1,0.980157371,529,19.03198515,0,0,8.228443883,0,0,14032516,1,1,64
0,18,8,1,0,0,1,1,1,1568,1,1,0,0,0,0,1,1,0.967010209,324,15.44240976,0,0,7.357556201,0,0,2458624,1,1,64
0,17,8,1,0,0,1,1,1,7010,1,1,0,0,0,0,1,1,0.963467415,289,21.98960241,0,0,8.85509298,0,0,49140100,1,1,64
0,19,9,0,1,0,1,1,1,3811,1,1,0,0,1,1,0,0,0.970185058,361,19.10876633,0,0,8.245646901,0,0,14523721,1,1,81
0,18,8,0,1,0,1,1,1,10798,1,1,0,0,1,1,0,0,0.967010209,324,24.23374308,0,0,9.287116211,0,0,116596804,1,1,64
0,18,11,1,0,0,1,1,1,4657,1,1,0,0,0,0,1,1,0.967010209,324,20.02146807,0,0,8.446126743,0,0,21687649,1,1,121
0,17,11,1,0,0,1,1,1,8551,1,1,0,0,0,0,1,1,0.963467415,289,22.99996079,0,0,9.053803514,0,0,73119601,1,1,121
0,19,10,1,0,0,1,1,1,4309,1,1,0,0,0,0,1,1,0.970185058,361,19.66394041,0,0,8.368461138,0,0,18567481,1,1,100
0,19,10,1,0,0,1,1,1,5286,1,1,0,0,0,0,1,1,0.970185058,361,20.61560855,0,0,8.572817095,0,0,27941796,1,1,100
0,18,9,1,0,0,1,1,1,12486,1,1,0,0,0,0,1,1,0.967010209,324,25.0286496,0,0,9.432363296,0,0,155900196,1,1,81
0,18,9,1,0,0,1,1,1,10877,1,1,0,0,0,0,1,1,0.967010209,324,24.2731394,0,0,9.294405747,0,0,118309129,1,1,81
0,18,10,1,0,0,1,1,1,202,1,1,0,0,0,0,1,1,0.967010209,324,8.932443167,0,0,5.308267697,0,0,40804,1,1,100
0,17,10,1,0,0,1,1,1,2657,1,1,0,0,0,0,1,1,0.963467415,289,17.5480607,0,0,7.884952946,0,0,7059649,1,1,100
0,18,11,1,0,0,1,1,1,11303,1,1,0,0,0,0,1,1,0.967010209,324,24.48163195,0,0,9.332823456,0,0,127757809,1,1,121
0,19,10,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0.970185058,361,0,0,0,0,0,0,1,1,1,100
0,18,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,81
0,17,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,100
0,17,10,1,0,0,1,1,1,2189,1,1,0,0,0,0,1,1,0.963467415,289,16.75096479,0,0,7.691200098,0,0,4791721,1,1,100
0,19,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.970185058,361,0,0,0,0,0,0,1,1,1,121
0,17,8,0,0,0,1,1,1,10210,1,1,0,0,0,0,0,0,0.963467415,289,23.93285975,0,0,9.231122911,0,0,104244100,1,1,64
0,18,10,1,0,0,1,1,1,11048,1,1,0,0,0,0,1,1,0.967010209,324,24.35761938,0,0,9.310004695,0,0,122058304,1,1,100
0,18,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,81
0,17,8,1,0,0,1,1,1,8993,1,1,0,0,0,0,1,1,0.963467415,289,23.26206354,0,0,9.104201776,0,0,80874049,1,1,64
0,19,10,0,0,0,1,1,1,3194,1,1,0,0,0,0,0,0,0.970185058,361,18.33177529,0,0,8.069029329,0,0,10201636,1,1,100
0,17,11,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.963467415,289,0,0,0,0,0,0,1,1,1,121
0,20,9,1,0,0,1,1,1,5193,1,1,0,0,0,0,1,1,0.973046674,400,20.53153939,0,0,8.555066844,0,0,26967249,1,1,81
0,17,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,81
0,17,10,1,0,0,1,1,1,275,1,1,0,0,0,0,1,1,0.963467415,289,9.764478538,0,0,5.616771098,0,0,75625,1,1,100
0,17,9,1,0,0,1,1,1,3590,1,1,0,0,0,0,1,1,0.963467415,289,18.84316169,0,0,8.185907481,0,0,12888100,1,1,81
0,19,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.970185058,361,0,0,0,0,0,0,1,1,1,121
0,19,10,1,0,1,1,1,1,12797,1,1,0,0,0,0,1,1,0.970185058,361,25.16538409,0,0,9.456966047,0,0,163763209,1,1,100
0,20,9,1,0,0,1,1,1,2035,1,1,0,0,0,0,1,1,0.973046674,400,16.4580473,0,0,7.618251098,0,0,4141225,1,1,81
0,18,9,1,0,0,1,1,1,2389,1,1,0,0,0,0,1,1,0.967010209,324,17.10718009,0,0,7.778630147,0,0,5707321,1,1,81
0,18,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,121
0,17,10,0,1,0,1,1,1,8469,1,1,0,0,1,1,0,0,0.963467415,289,22.95012116,0,0,9.044167717,0,0,71723961,1,1,100
0,19,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.970185058,361,0,0,0,0,0,0,1,1,1,121
0,17,10,1,0,0,1,1,1,1143,1,1,0,0,0,0,1,1,0.963467415,289,14.27354699,0,0,7.041411664,0,0,1306449,1,1,100
0,17,9,0,1,0,1,1,1,5114,1,1,0,0,1,1,0,0,0.963467415,289,20.45915232,0,0,8.539737156,0,0,26152996,1,1,81
0,18,10,1,0,0,1,1,1,781,1,1,0,0,0,0,1,1,0.967010209,324,12.95177017,0,0,6.66057515,0,0,609961,1,1,100
0,21,9,1,0,0,1,591,1,3343,0,1,5319,0,0,0,1,0,0.975639416,441,18.52997859,0,2.269328377,8.114623886,0,6.381816017,11175649,1,349281,81
0,18,10,1,0,0,1,1563,1,9602,0,1,15630,0,0,0,1,0,0.967010209,324,23.60644116,0,2.328700801,9.169726689,0,7.35436233,92198404,1,2442969,100
0,19,11,1,0,0,1,1626,1,1,0,1,17886,0,0,0,1,0,0.970185058,361,0,0,2.330650313,0,0,7.39387829,1,1,2643876,121
0,24,9,1,0,0,1,2788,1,16461,0,1,25092,0,0,0,1,0,0.982137733,576,26.60040338,0,2.354336485,9.708749226,0,7.933079772,270964521,1,7772944,81
0,28,11,0,1,1,1,3472,1,6771,0,1,38192,0,1,0,0,0,0.988662389,784,21.81693181,0,2.362578654,8.820404065,0,8.152486076,45846441,1,12054784,121
0,25,11,1,0,0,1,5281,1,1,0,1,58091,0,0,0,1,0,0.983961811,625,0,0,2.376420247,0,0,8.571870753,1,1,27888961,121
0,39,11,1,0,0,1,1,83,1,1,0,0,913,0,0,0,1,0.999777798,1521,0,2.653173035,0,0,4.418840608,0,1,6889,1,121
0,36,12,1,0,0,0,1,142,1,1,0,0,1704,0,0,0,1,0.997411043,1296,0,2.816195504,0,0,4.955827058,0,1,20164,1,144
0,24,12,1,0,0,0,1,159,1,1,0,0,1908,0,0,0,1,0.982137733,576,0,2.84777556,0,0,5.068904202,0,1,25281,1,144
0,17,11,1,0,0,1,989,165,4251,0,0,10879,1815,0,0,0,0,0.963467415,289,19.60207168,2.857924364,2.303675117,8.354909528,5.105945474,6.896694332,18071001,27225,978121,121
0,18,10,1,0,0,1,960,240,2891,0,0,9600,2400,0,0,0,0,0.967010209,324,17.90416769,2.955381832,2.30188019,7.969357742,5.480638923,6.866933284,8357881,57600,921600,100
0,18,10,1,0,0,1,1,273,5514,1,0,0,2730,0,0,0,1,0.967010209,324,20.8167048,2.986801042,0,8.615045592,5.609471795,0,30404196,74529,1,100
0,28,10,1,0,0,1,1471,367,4858,0,0,14710,3670,0,0,0,0,0.988662389,784,20.21811596,3.055178265,2.325646075,8.48838211,5.905361848,7.293697721,23600164,134689,2163841,100
0,27,13,0,0,0,0,5214,474,4812,0,0,67782,6162,0,0,0,0,0.987209979,729,20.17370787,3.110289922,2.376032863,8.478868077,6.161207322,8.559102594,23155344,224676,27185796,169
0,31,12,0,0,0,0,1,494,1,1,0,0,5928,0,0,0,0,0.992464722,961,0,3.118860603,0,0,6.202535517,0,1,244036,1,144
0,22,9,1,0,0,1,1,506,604,1,0,0,4554,0,0,0,1,0.977999627,484,12.11007613,3.123796767,0,6.403574198,6.226536669,0,364816,256036,1,81
0,31,10,1,0,0,1,1,520,14527,1,0,0,5200,0,0,0,1,0.992464722,961,25.87985936,3.129373254,0,9.583764266,6.253828812,0,211033729,270400,1,100
0,26,10,1,0,1,1,6140,558,1,0,0,61400,5580,0,0,0,0,0.985647479,676,0,3.143606275,2.380843438,0,6.324358962,8.722580021,1,311364,37699600,100
0,18,9,0,0,0,1,1,559,7300,1,0,0,5031,0,0,0,0,0.967010209,324,22.19276431,3.143964287,0,8.895629627,6.326149473,0,53290000,312481,1,81
0,23,11,1,0,0,1,6382,580,1,0,0,70202,6380,0,0,0,0,0.980157371,529,0,3.151301978,2.381934822,0,6.363028104,8.761236807,1,336400,40729924,121
0,20,12,1,0,0,0,1,591,4159,1,0,0,7092,0,0,0,1,0.973046674,400,19.50250308,3.155013788,0,8.33302994,6.381816017,0,17297281,349281,1,144
0,19,10,1,0,0,1,1,604,1,1,0,0,6040,0,0,0,1,0.970185058,361,0,3.159290297,0,0,6.403574198,0,1,364816,1,100
0,18,11,1,0,0,1,1064,645,5497,0,0,11704,7095,0,0,0,0,0.967010209,324,20.80194796,3.172056069,2.307992229,8.611957768,6.469250317,6.96979067,30217009,416025,1132096,121
0,17,10,1,0,0,1,1,664,1,1,0,0,6640,0,0,0,1,0.963467415,289,0,3.177631472,0,0,6.498282149,0,1,440896,1,100
0,27,12,1,0,1,0,1,752,1,1,0,0,9024,0,0,0,1,0.987209979,729,0,3.201070883,0,0,6.622736324,0,1,565504,1,144
0,27,11,1,0,0,1,3065,766,1,0,0,33715,8426,0,0,0,0,0.987209979,729,0,3.204482194,2.357985524,0,6.64118217,8.027802848,1,586756,9394225,121
0,28,12,0,0,0,0,1,803,16477,1,0,0,9636,0,0,0,0,0.988662389,784,26.60606855,3.213133627,0,9.709720748,6.688354714,0,271491529,644809,1,144
0,28,11,1,0,0,1,2431,863,1,0,0,26741,9493,0,0,0,0,0.988662389,784,0,3.226150523,2.348802004,0,6.760414691,7.796057974,1,744769,5909761,121
0,17,10,0,1,0,1,4905,1168,11306,0,0,49050,11680,0,0,0,0,0.963467415,289,24.48307723,3.278285065,2.374151142,9.333088837,7.063048163,8.498010372,127825636,1364224,24059025,100
