treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,agesq,re78sq,re75sq,re74sq,educsq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74
0.0,44,11,0.0,0.0,1.0,1.0,25862,25243,25564,0,0,284482,277673,0.0,0.0,0.0,0.0,1936,653518096,637209049,668843044,121,4.6529040923991305,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,33,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1089,653518096,637209049,668843044,144,4.230191007074496,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,40,12,0.0,0.0,1.0,0.0,25862,14494,25564,0,0,310344,173928,0.0,0.0,0.0,0.0,1600,653518096,210076036,668843044,144,4.511431321799078,25222470717.295174,1720962.9479904799,61489.968144956496,10.148940390770173,9.581490049669227,10.160529988855798
0.0,25,16,0.0,0.0,1.0,0.0,21048,22916,23574,0,0,336768,366656,0.0,0.0,0.0,0.0,625,555733476,525143056,443018304,256,3.8342549751423434,20683448462.758827,3490823.5399311334,49083.39288097028,10.067899688786515,10.039590635528468,9.95456082272013
0.0,33,12,0.0,0.0,0.0,0.0,12694,13046,11264,0,0,152328,156552,0.0,0.0,0.0,0.0,1089,126877696,170198116,161137636,144,4.230191007074496,3391524784.701662,1462848.1841810048,28226.182963667008,9.329367078397823,9.476236852356042,9.448884719866415
0.0,52,13,1.0,0.0,0.0,0.0,19827,19668,18437,0,0,257751,255684,0.0,0.0,0.0,0.0,2704,339922969,386830224,393109929,169,4.904333808688736,11331770366.462833,2757065.543008995,45976.7334831914,9.82211479407039,9.88674822853183,9.894799924138562
0.0,54,14,0.0,0.0,1.0,0.0,24686,25243,25564,0,0,345604,353402,0.0,0.0,0.0,0.0,2916,653518096,637209049,609398596,196,4.961753457661524,25222470717.295174,4052978.4944004347,58437.38683886877,10.148940390770173,10.136304168546024,10.113991560303875
0.0,27,15,0.0,0.0,0.0,0.0,19200,19303,18207,0,0,288000,289545,0.0,0.0,0.0,0.0,729,331494849,372605809,368640000,225,3.9428491189875468,10988810158.90697,2678471.3328763116,44388.33724949235,9.809561414503964,9.868015803227875,9.862665558015873
0.0,42,12,0.0,0.0,1.0,0.0,6502,15241,15468,0,0,78024,182892,0.0,0.0,0.0,0.0,1764,239259024,232288081,42276004,144,4.583674476981448,7372415528.057252,1859803.6136687978,13575.205724238554,9.646528652727188,9.63174444388585,8.779865100863852
0.0,50,10,0.0,0.0,1.0,1.0,25862,25243,25564,0,0,258620,252430,0.0,0.0,0.0,0.0,2500,653518096,637209049,668843044,100,4.844904064474438,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,47,10,0.0,0.0,1.0,1.0,15282,13964,9043,0,0,152820,139640,0.0,0.0,0.0,0.0,2209,81775849,194993296,233539524,100,4.751646001177712,1981016832.3699229,1624777.6447829683,34579.49578514989,9.10974625674048,9.544237868224927,9.634430944207512
0.0,28,12,0.0,0.0,1.0,0.0,24224,11019,20055,0,0,290688,132228,0.0,0.0,0.0,0.0,784,402203025,121418361,586802176,144,3.99447303907873,13923081214.236837,1127141.0780930389,57241.86214330763,9.906233778204154,9.307376334487778,10.095099156237175
0.0,33,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1089,653518096,637209049,668843044,144,4.230191007074496,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,33,13,0.0,0.0,1.0,0.0,21146,18732,22254,0,0,274898,243516,0.0,0.0,0.0,0.0,1089,495240516,350887824,447153316,169,4.230191007074496,17962094983.697132,2557135.5369801917,49333.489230619154,10.010277046717645,9.837988570303432,9.959206041292472
0.0,55,16,0.0,0.0,1.0,0.0,25862,24627,25564,0,0,413792,394032,0.0,0.0,0.0,0.0,3025,653518096,606489129,668843044,256,4.989753440508289,25222470717.295174,3901299.34957992,61489.968144956496,10.148940390770173,10.111598681016376,10.160529988855798
0.0,38,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1444,653518096,637209049,668843044,144,4.435882478010559,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,39,16,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,1521,653518096,637209049,668843044,256,4.474090045989656,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,27,17,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,439654,429131,0.0,0.0,0.0,0.0,729,653518096,637209049,668843044,289,3.9428491189875468,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,35,12,0.0,0.0,1.0,0.0,22421,21093,23590,0,0,269052,253116,0.0,0.0,0.0,0.0,1225,556488100,444914649,502701241,144,4.315607265026968,20717833129.34818,3071477.946962693,52597.073001708486,10.06857817240172,9.956696510867271,10.017753298664472
0.0,51,11,0.0,0.0,1.0,1.0,18270,21637,20267,0,0,200970,238007,0.0,0.0,0.0,0.0,2601,410751289,468159769,333792900,121,4.874879482432002,14286165172.212976,3194631.1884229635,42041.36294623469,9.916749226519313,9.98216009118743,9.813015649372053
0.0,35,18,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,465516,454374,0.0,0.0,0.0,0.0,1225,653518096,637209049,668843044,324,4.315607265026968,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,33,12,0.0,0.0,0.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1089,653518096,637209049,668843044,144,4.230191007074496,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,52,16,0.0,0.0,1.0,0.0,25862,25241,12429,0,0,413792,403856,0.0,0.0,0.0,0.0,2704,154480041,637108081,668843044,256,4.904333808688736,4315573414.036025,4052482.7380357375,61489.968144956496,9.42778773074551,10.136224935521659,10.160529988855798
0.0,22,13,0.0,0.0,0.0,0.0,5023,6819,13943,0,0,65299,88647,0.0,0.0,0.0,0.0,484,194407249,46498761,25230529,169,3.655819537720448,5718094201.043684,537278.7919380628,10235.445031369703,9.54273286919502,8.827468112520654,8.521782643750045
0.0,25,12,0.0,0.0,1.0,0.0,20070,11117,19003,0,0,240840,133404,0.0,0.0,0.0,0.0,625,361114009,123587689,402804900,144,3.8342549751423434,12202447111.471165,1142655.0989447557,46593.61235770181,9.852352140421358,9.316230747233615,9.906981441790384
0.0,27,16,0.0,0.0,1.0,0.0,16888,16200,17295,0,0,270208,259200,0.0,0.0,0.0,0.0,729,299117025,262440000,285204544,256,3.9428491189875468,9689755411.79206,2043536.4274115586,38574.59231065229,9.758172721371269,9.692766521220475,9.734358589528156
0.0,30,13,0.0,0.0,0.0,0.0,8362,7990,8590,0,0,108706,103870,0.0,0.0,0.0,0.0,900,73788100,63840100,69923044,169,4.0929555470373336,1746813488.5028322,686213.4233826934,17877.122530219673,9.0583540149783,8.98594603876032,9.03145291191651
0.0,28,15,0.0,0.0,0.0,0.0,9672,8085,14348,0,0,145080,121275,0.0,0.0,0.0,0.0,784,205865104,65367225,93547584,225,3.99447303907873,6133306347.427393,698850.6025538087,20963.041739031716,9.571365838652174,8.997765772011208,9.176990392294629
0.0,24,12,0.0,0.0,1.0,0.0,19083,18270,22261,0,0,228996,219240,0.0,0.0,0.0,0.0,576,495552121,333792900,364160889,144,3.7770115885337576,17975930253.012554,2460420.9035607534,44092.47322721874,10.010591547450328,9.813015649372053,9.856553165346915
0.0,29,11,1.0,0.0,0.0,1.0,14743,14954,13714,0,0,162173,164494,0.0,0.0,0.0,0.0,841,188073796,223622116,217356049,121,4.044473696577313,5490904090.686784,1806012.0946833217,33247.31213210851,9.52617248784431,9.61273410155986,9.59852367284982
0.0,49,7,1.0,0.0,0.0,1.0,16444,16028,15965,0,0,115108,112196,0.0,0.0,0.0,0.0,2401,254881225,256896784,270405136,49,4.814387632507769,7965899925.7985525,2010135.96862996,37466.36458818237,9.678154105148883,9.682092471756036,9.70771594801777
0.0,22,12,0.0,0.0,1.0,0.0,13352,14358,17051,0,0,160224,172296,0.0,0.0,0.0,0.0,484,290736601,206152164,178275904,144,3.655819537720448,9358491628.58131,1696095.8327066335,29830.86782749653,9.743964132018151,9.572062557136428,9.49942146534167
0.0,30,16,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,900,653518096,637209049,668843044,256,4.0929555470373336,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,44,12,0.0,0.0,1.0,0.0,24669,24418,25564,0,0,296028,293016,0.0,0.0,0.0,0.0,1936,653518096,596238724,608559561,144,4.6529040923991305,25222470717.295174,3850301.2924008984,58393.358108349086,10.148940390770173,10.103075844228801,10.113302673639005
0.0,26,13,0.0,0.0,1.0,0.0,11661,4142,18650,0,0,151593,53846,0.0,0.0,0.0,0.0,676,347822500,17156164,135978921,169,3.889486089449956,11654956677.95052,248846.85705015887,25722.87709734628,9.833601425071961,8.328934041955529,9.364005219520333
0.0,25,16,0.0,0.0,1.0,0.0,18822,20112,20986,0,0,301152,321792,0.0,0.0,0.0,0.0,625,440412196,404492544,354267684,256,3.8342549751423434,15558992424.118103,2853744.7737090047,43433.085172643616,9.951610827717856,9.909071930830029,9.842781677418733
0.0,45,8,0.0,0.0,1.0,1.0,16883,15316,17010,0,0,135064,122528,0.0,0.0,0.0,0.0,2025,289340100,234579856,285035689,64,4.686469630430979,9303496390.690243,1873952.0893003752,38562.0968626983,9.741556685389908,9.636653312597184,9.734062477477194
0.0,55,9,0.0,0.0,1.0,1.0,12609,12349,12201,0,0,113481,111141,0.0,0.0,0.0,0.0,3025,148864401,152497801,158986881,81,4.989753440508289,4124329463.1682243,1343954.1712679605,28019.45273110428,9.409273194575334,9.421330367117822,9.442166123673227
0.0,22,12,0.0,0.0,1.0,0.0,12423,13035,17482,0,0,149076,156420,0.0,0.0,0.0,0.0,484,305620324,169911225,154330929,144,3.655819537720448,9948259816.062687,1460944.348708736,27567.536733508194,9.768927059140433,9.475393326367602,9.427304872213677
0.0,37,18,0.0,0.0,1.0,0.0,1,16735,25564,1,0,0,301230,0.0,0.0,0.0,0.0,1369,653518096,280060225,1,324,4.396764911015355,25222470717.295174,2148659.793743037,0.0,10.148940390770173,9.725257613645427,0.0
0.0,38,12,0.0,0.0,1.0,0.0,25862,25243,25298,0,0,310344,302916,0.0,0.0,0.0,0.0,1444,639988804,637209049,668843044,144,4.435882478010559,24584790626.27031,4052978.4944004347,61489.968144956496,10.138480620207487,10.136304168546024,10.160529988855798
0.0,25,14,0.0,0.0,1.0,0.0,11769,11624,13903,0,0,164766,162736,0.0,0.0,0.0,0.0,625,193293409,135117376,138509361,196,3.8342549751423434,5678017299.799647,1224100.5380760743,25983.652162373033,9.539859923169542,9.36082720525012,9.373224234877663
0.0,52,12,0.0,0.0,1.0,0.0,20776,20808,10394,0,0,249312,249696,0.0,0.0,0.0,0.0,2704,108035236,432972864,431642176,144,4.904333808688736,2785669028.969258,3007641.8596825255,48389.82330650541,9.248983995568388,9.943092807128487,9.941553753342584
0.0,26,14,0.0,0.0,1.0,0.0,22886,24523,25564,0,0,320404,343322,0.0,0.0,0.0,0.0,676,653518096,601377529,523768996,196,3.889486089449956,25222470717.295174,3875892.7771160468,53791.72792965807,10.148940390770173,10.107366731668879,10.03828064887766
0.0,37,18,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,465516,454374,0.0,0.0,0.0,0.0,1369,653518096,637209049,668843044,324,4.396764911015355,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,36,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1296,653518096,637209049,668843044,144,4.356690176505218,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,27,14,0.0,0.0,1.0,0.0,6395,18513,21258,0,0,89530,259182,0.0,0.0,0.0,0.0,729,451902564,342731169,40896025,196,3.9428491189875468,16057333943.012478,2511126.552640902,13330.958928110824,9.964488574093528,9.826228466989177,8.763271714012943
0.0,21,11,0.0,0.0,1.0,1.0,20817,25243,25564,0,0,228987,277673,0.0,0.0,0.0,0.0,441,653518096,637209049,433347489,121,3.5914808996671113,25222470717.295174,4052978.4944004347,48494.314313796516,10.148940390770173,10.136304168546024,9.94352523956766
0.0,49,17,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,439654,429131,0.0,0.0,0.0,0.0,2401,653518096,637209049,668843044,289,4.814387632507769,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,23,12,0.0,0.0,1.0,0.0,16593,17622,22872,0,0,199116,211464,0.0,0.0,0.0,0.0,529,523128384,310534884,275327649,144,3.7175940127607134,19207930487.352715,2326998.752422882,37837.95970988179,10.037668734002148,9.776903400426676,9.716736198662788
0.0,46,12,0.0,0.0,1.0,0.0,18636,18214,20485,0,0,223632,218568,0.0,0.0,0.0,0.0,2116,419635225,331749796,347300496,144,4.719374618960816,14665304874.081081,2448787.3889206112,42963.70051463488,9.927448189980971,9.809945808127765,9.832850472936688
0.0,26,12,0.0,0.0,1.0,0.0,19067,24849,22545,0,0,228804,298188,0.0,0.0,0.0,0.0,676,508277025,617472801,363550489,144,3.889486089449956,18542571042.221596,3955727.923079235,44052.02643167886,10.023268590855185,10.120572789266374,9.855714371064444
0.0,27,12,0.0,0.0,1.0,0.0,19637,8178,25564,0,0,235644,98136,0.0,0.0,0.0,0.0,729,653518096,66879684,385611769,144,3.9428491189875468,25222470717.295174,711300.2186441971,45494.89510476971,10.148940390770173,9.009202900924588,9.885170820750231
0.0,30,15,0.0,0.0,1.0,0.0,23871,25243,25564,0,0,358065,378645,0.0,0.0,0.0,0.0,900,653518096,637209049,569824641,225,4.0929555470373336,25222470717.295174,4052978.4944004347,56329.841161257056,10.148940390770173,10.136304168546024,10.080419612045645
0.0,23,12,0.0,0.0,0.0,0.0,23826,24942,25523,0,0,285912,299304,0.0,0.0,0.0,0.0,529,651423529,622103364,567678276,144,3.7175940127607134,25123551671.30198,3978607.9384121867,56213.66864551778,10.14733528540863,10.124308408480692,10.078532700359306
0.0,22,12,0.0,0.0,1.0,0.0,13540,21766,25564,0,0,162480,261192,0.0,0.0,0.0,0.0,484,653518096,473758756,183331600,144,3.655819537720448,25222470717.295174,3224084.26470473,30290.734103164352,10.148940390770173,9.988104398256008,9.513403546466266
0.0,30,18,0.0,0.0,1.0,0.0,23127,23580,25564,0,0,416286,424440,0.0,0.0,0.0,0.0,900,653518096,556016400,534858129,324,4.0929555470373336,25222470717.295174,3648209.270920704,54411.79534600454,10.148940390770173,10.068154174091362,10.048756045127371
0.0,32,14,0.0,0.0,1.0,0.0,20145,15941,25564,0,0,282030,223174,0.0,0.0,0.0,0.0,1024,653518096,254115481,405821025,196,4.185732212022756,25222470717.295174,1993315.51566307,46784.14944140899,10.148940390770173,9.676649685633647,9.910711397625448
0.0,27,14,0.0,0.0,0.0,0.0,15576,24706,25564,0,0,218064,345884,0.0,0.0,0.0,0.0,729,653518096,610386436,242611776,196,3.9428491189875468,25222470717.295174,3920637.62291487,35308.01728510967,10.148940390770173,10.11480140809676,9.653486547052035
0.0,21,15,0.0,0.0,0.0,0.0,2470,5116,10890,0,0,37050,76740,0.0,0.0,0.0,0.0,441,118592100,26173456,6100900,225,3.5914808996671113,3122433148.0068426,344776.8228754733,4707.486740266148,9.295600215927006,8.540128162698734,7.8119734296220225
0.0,18,12,0.0,0.0,0.0,0.0,9065,9338,7972,0,0,108780,112056,0.0,0.0,0.0,0.0,324,63552784,87198244,82174225,144,3.380532728656475,1454998180.4445817,872953.4631645527,19527.91326827283,8.983690681332686,9.141847375530883,9.112176123188952
0.0,32,16,0.0,0.0,1.0,0.0,22525,22712,25564,0,0,360400,363392,0.0,0.0,0.0,0.0,1024,653518096,515834944,507375625,256,4.185732212022756,25222470717.295174,3442962.7871550336,52864.063973947734,10.148940390770173,10.030648698152808,10.022381082476539
0.0,41,12,0.0,0.0,1.0,0.0,25862,24745,25564,0,0,310344,296940,0.0,0.0,0.0,0.0,1681,653518096,612315025,668843044,144,4.547946884021249,25222470717.295174,3930196.7789682313,61489.968144956496,10.148940390770173,10.116378727385987,10.160529988855798
0.0,48,12,0.0,0.0,0.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,2304,653518096,637209049,668843044,144,4.783309076454443,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,23,16,0.0,0.0,0.0,0.0,913,8675,14265,0,0,14608,138800,0.0,0.0,0.0,0.0,529,203490225,75255625,833569,256,3.7175940127607134,6046809199.677328,779131.7775418893,1583.8972491357222,9.5655642636476,9.06820060481506,6.816735880594968
0.0,47,8,0.0,0.0,1.0,1.0,25168,22651,24401,0,0,201344,181208,0.0,0.0,0.0,0.0,2209,595408801,513067801,633428224,64,4.751646001177712,22505191289.974976,3428696.7392301317,59686.91136606553,10.102379394048045,10.027959280046968,10.13332862529806
0.0,36,18,0.0,0.0,1.0,0.0,23742,25243,25564,0,0,427356,454374,0.0,0.0,0.0,0.0,1296,653518096,637209049,563682564,324,4.356690176505218,25222470717.295174,4052978.4944004347,55996.86854336205,10.148940390770173,10.136304168546024,10.075000910613479
0.0,33,14,0.0,0.0,1.0,0.0,24951,23277,25564,0,0,349314,325878,0.0,0.0,0.0,0.0,1089,653518096,541818729,622552401,196,4.230191007074496,25222470717.295174,3576086.956315342,59124.08480841227,10.148940390770173,10.055221027562059,10.124669180536797
0.0,43,15,0.0,0.0,1.0,0.0,19386,25207,22579,0,0,290790,378105,0.0,0.0,0.0,0.0,1849,509811241,635392849,375816996,225,4.618649270843887,18611106368.67656,4044058.149195397,44859.03412030031,10.024775549743328,10.13487701270419,9.872306435052554
0.0,48,12,0.0,0.0,0.0,0.0,16536,16605,16713,0,0,198432,199260,0.0,0.0,0.0,0.0,2304,279324369,275726025,273439296,144,4.783309076454443,8910825283.777779,2122945.1693758643,37695.76863493415,9.723942138688924,9.717459133810847,9.713295101361604
0.0,53,7,0.0,0.0,1.0,1.0,22308,21521,10159,0,0,156156,150647,0.0,0.0,0.0,0.0,2809,103205281,463153441,497646864,49,4.93328586599267,2633994642.6025352,3168227.6660234663,52307.10912110631,9.226115291091546,9.976784481597585,10.012700637509445
0.0,25,12,0.0,0.0,1.0,0.0,19888,17756,14422,0,0,238656,213072,0.0,0.0,0.0,0.0,625,207994084,315275536,395532544,144,3.8342549751423434,6211037813.785889,2354373.885481999,46131.52132122723,9.576510097476705,9.784478765953926,9.897871813750493
0.0,30,8,0.0,0.0,1.0,1.0,18691,15543,22984,0,0,149528,124344,0.0,0.0,0.0,0.0,900,528264256,241584849,349353481,64,4.0929555470373336,19439016948.470818,1917004.391180349,43102.45135150578,10.042553600659126,9.651365655482898,9.835797403566177
